S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc01052,OANT_RS19470,74.093,193,48,1,5,195,7,199,4.31e-107,303
SMc01053,OANT_RS00955,64.731,465,162,1,1,463,3,467,0.0,580
SMc01054,OANT_RS00960,62.500,88,33,0,1,88,1,88,2.95e-31,103
SMc01090,OANT_RS00700,55.957,554,224,3,7,541,7,559,0.0,591
SMc01092,OANT_RS14935,80.743,296,56,1,1,295,7,302,0.0,503
SMc01093,OANT_RS14930,63.214,280,91,1,1,268,1,280,8.80e-134,377
SMc01094,OANT_RS14925,77.285,383,83,3,1,383,1,379,0.0,585
SMc01095,OANT_RS14920,90.952,1061,96,0,1,1061,1,1061,0.0,1841
SMc01096,OANT_RS06970,74.359,390,99,1,5,393,6,395,0.0,601
SMc01097,OANT_RS06965,30.457,197,132,2,1,195,1,194,3.72e-23,89.4
SMc01099,OANT_RS06950,63.968,247,89,0,1,247,1,247,6.35e-118,334
SMc01100,OANT_RS06945,65.347,303,105,0,3,305,1,303,1.87e-143,404
SMc01101,OANT_RS06940,69.412,170,52,0,5,174,1,170,7.15e-88,252
SMc01102,OANT_RS06935,62.287,411,130,4,8,401,7,409,0.0,515
SMc01103,OANT_RS14715,37.153,288,177,4,2,286,5,291,1.85e-43,148
SMc01105,OANT_RS22930,66.238,311,104,1,4,314,2,311,1.65e-152,427
SMc01106,OANT_RS00885,72.727,143,36,1,1,143,1,140,1.51e-75,218
SMc01107,OANT_RS00880,51.316,76,37,0,10,85,6,81,4.69e-27,91.7
SMc01108,OANT_RS03875,62.009,229,87,0,22,250,4,232,8.39e-103,295
SMc01109,OANT_RS03880,81.055,417,71,1,2,410,3,419,0.0,683
SMc01110,OANT_RS03885,79.562,137,26,1,1,137,1,135,1.12e-77,223
SMc01111,OANT_RS03890,58.012,493,205,2,1,492,2,493,0.0,564
SMc01112,OANT_RS03895,57.821,358,138,5,1,357,1,346,5.72e-126,365
SMc01113,OANT_RS03900,57.407,162,63,1,2,163,4,159,2.30e-60,182
SMc01114,OANT_RS03905,74.769,325,82,0,23,347,3,327,4.89e-179,496
SMc01115,OANT_RS03910,73.034,445,120,0,22,466,18,462,0.0,691
SMc01116,OANT_RS03915,51.331,263,128,0,1,263,1,263,4.89e-94,276
SMc01117,OANT_RS03920,49.045,157,75,3,10,166,11,162,6.97e-36,120
SMc01118,OANT_RS03925,45.089,224,116,3,1,217,1,224,5.36e-57,177
SMc01119,OANT_RS00775,75.263,190,45,1,1,188,1,190,4.87e-105,297
SMc01120,OANT_RS00780,66.258,163,54,1,1,163,1,162,5.29e-65,193
SMc01121,OANT_RS00785,71.186,354,102,0,1,354,1,354,0.0,528
SMc01123,OANT_RS00790,81.939,526,95,0,1,526,1,526,0.0,829
SMc01124,OANT_RS00795,66.413,920,306,2,1,917,1,920,0.0,1251
SMc01125,OANT_RS00805,72.297,888,242,3,30,916,25,909,0.0,1294
SMc01126,OANT_RS00800,77.441,758,170,1,2,759,6,762,0.0,1210
SMc01127,OANT_RS00810,59.924,262,105,0,30,291,19,280,6.65e-114,327
SMc01128,OANT_RS24150,37.500,232,138,4,175,400,469,699,3.96e-40,155
SMc01129,OANT_RS00815,49.080,163,79,1,3,165,2,160,1.89e-53,164
SMc01130,OANT_RS00820,67.766,273,88,0,13,285,17,289,3.15e-138,389
SMc01131,OANT_RS00825,60.779,385,133,6,4,384,16,386,2.44e-155,440
SMc01132,OANT_RS01940,52.555,137,65,0,1,137,1,137,4.40e-52,160
SMc01133,OANT_RS00830,48.454,97,47,1,3,96,4,100,8.19e-27,93.2
SMc01134,OANT_RS00835,85.714,91,13,0,1,91,1,91,2.07e-54,162
SMc01135,OANT_RS00840,51.713,321,145,5,2,318,4,318,7.20e-104,304
SMc01136,OANT_RS00845,35.500,200,127,2,22,220,36,234,1.79e-38,130
SMc01137,OANT_RS00850,42.105,190,87,5,15,184,21,207,3.84e-41,135
SMc01138,OANT_RS00855,76.378,254,60,0,17,270,26,279,1.61e-141,396
SMc01139,OANT_RS00860,58.560,514,200,7,1,507,1,508,0.0,589
SMc01140,OANT_RS00870,57.143,189,80,1,1,188,1,189,5.15e-69,206
SMc01141,OANT_RS00875,69.481,154,47,0,1,154,1,154,1.91e-75,219
SMc01142,OANT_RS00915,73.248,157,41,1,42,198,62,217,3.21e-82,241
SMc01143,OANT_RS00920,68.876,347,107,1,13,359,11,356,2.81e-178,496
SMc01144,OANT_RS00925,78.571,238,51,0,1,238,1,238,6.31e-146,404
SMc01145,OANT_RS00930,55.469,128,57,0,7,134,6,133,2.45e-50,154
SMc01146,OANT_RS00935,72.170,212,59,0,1,212,1,212,1.80e-114,323
SMc01147,OANT_RS00940,66.048,377,128,0,17,393,33,409,0.0,521
SMc01149,OANT_RS12615,33.099,142,87,4,17,157,7,141,2.94e-16,68.6
SMc01152,OANT_RS00020,72.727,88,24,0,1,88,1,88,5.99e-41,127
SMc01153,OANT_RS03690,75.097,257,64,0,1,257,1,257,8.35e-141,393
SMc01154,OANT_RS03695,62.252,302,104,3,1,301,1,293,3.07e-129,367
SMc01155,OANT_RS06795,72.549,255,70,0,16,270,9,263,1.15e-136,383
SMc01156,OANT_RS06800,69.407,523,160,0,1,523,1,523,0.0,733
SMc01157,OANT_RS10895,39.850,266,142,3,1,257,1,257,3.31e-51,165
SMc01158,OANT_RS06630,70.391,179,53,0,18,196,54,232,2.38e-85,249
SMc01159,OANT_RS18520,48.485,297,149,2,6,298,1,297,1.69e-93,276
SMc01160,OANT_RS18515,60.145,138,54,1,1,137,1,138,2.72e-57,173
SMc01161,OANT_RS06805,72.818,401,105,2,3,399,1,401,0.0,572
SMc01162,OANT_RS06505,61.446,249,96,0,1,249,1,249,1.91e-110,317
SMc01163,OANT_RS09510,62.842,366,136,0,10,375,11,376,1.60e-173,485
SMc01164,OANT_RS19800,37.545,277,168,4,2,278,4,275,7.84e-59,186
SMc01165,OANT_RS19805,55.644,629,273,5,16,641,2,627,0.0,696
SMc01166,OANT_RS19810,64.157,611,209,5,4,612,2,604,0.0,788
SMc01167,OANT_RS00025,66.925,517,161,3,1,507,1,517,0.0,661
SMc01168,OANT_RS21445,82.353,153,27,0,1,153,1,153,7.99e-94,265
SMc01169,OANT_RS21440,86.828,372,49,0,1,372,1,372,0.0,632
SMc01171,OANT_RS11110,43.713,167,93,1,9,174,5,171,1.25e-48,153
SMc01172,OANT_RS11105,64.286,280,100,0,7,286,3,282,1.22e-139,392
SMc01173,OANT_RS11100,70.954,241,69,1,1,240,1,241,1.31e-122,346
SMc01174,OANT_RS11095,75.953,341,82,0,18,358,1,341,0.0,540
SMc01175,OANT_RS10720,30.481,187,130,0,8,194,2,188,6.22e-24,94.7
SMc01178,OANT_RS11725,33.708,89,59,0,18,106,14,102,1.99e-08,45.8
SMc01179,OANT_RS11725,35.577,104,67,0,8,111,7,110,7.15e-18,70.5
SMc01180,OANT_RS19105,50.794,63,31,0,7,69,2,64,4.05e-16,64.7
SMc01182,OANT_RS17770,39.035,228,96,11,141,346,4,210,4.59e-16,73.6
SMc01183,OANT_RS10610,76.151,239,55,1,1,237,1,239,5.30e-129,361
SMc01187,OANT_RS10770,56.187,299,107,10,3,289,10,296,3.18e-93,281
SMc01188,OANT_RS10775,55.432,359,160,0,26,384,36,394,1.26e-136,393
SMc01189,OANT_RS10780,59.048,210,86,0,14,223,3,212,1.32e-89,261
SMc01190,OANT_RS10785,44.282,341,180,3,9,343,14,350,1.60e-94,283
SMc01192,OANT_RS10790,71.513,509,143,2,7,515,6,512,0.0,775
SMc01193,OANT_RS10795,71.705,258,73,0,1,258,1,258,1.02e-134,378
SMc01194,OANT_RS10800,61.303,261,100,1,7,267,10,269,3.09e-120,342
SMc01195,OANT_RS23680,41.085,129,75,1,1,129,1,128,7.41e-28,102
SMc01197,OANT_RS02600,75.000,80,20,0,1,80,51,130,2.33e-42,131
SMc01198,OANT_RS04280,34.783,92,59,1,9,99,145,236,1.95e-08,52.4
SMc01200,OANT_RS02475,58.228,158,65,1,37,193,77,234,8.77e-64,194
SMc01203,OANT_RS14885,45.263,190,104,0,5,194,4,193,2.03e-62,189
SMc01204,OANT_RS02965,34.783,184,111,5,12,192,10,187,9.57e-18,77.8
SMc01205,OANT_RS16900,75.799,219,53,0,18,236,13,231,3.06e-117,333
SMc01206,OANT_RS11300,77.480,373,84,0,2,374,9,381,0.0,622
SMc01207,OANT_RS11305,76.111,360,83,3,1,360,1,357,0.0,548
SMc01208,OANT_RS11310,78.049,164,36,0,5,168,4,167,2.99e-99,280
SMc01209,OANT_RS11320,66.258,163,55,0,1,163,1,163,2.70e-72,212
SMc01211,OANT_RS02310,41.410,454,262,3,15,465,18,470,7.52e-116,346
SMc01212,OANT_RS08750,78.055,401,88,0,1,401,1,401,0.0,601
SMc01213,OANT_RS08745,63.750,320,97,3,1,311,1,310,8.19e-141,397
SMc01214,OANT_RS19865,30.347,346,223,7,1,339,1,335,1.98e-40,142
SMc01215,OANT_RS08735,85.013,1161,173,1,1,1161,1,1160,0.0,2016
SMc01217,OANT_RS02285,29.310,464,316,5,26,481,10,469,2.68e-46,165
SMc01218,OANT_RS08640,78.846,156,33,0,2,157,1,156,8.08e-90,256
SMc01219,OANT_RS08645,55.908,347,147,4,2,347,9,350,1.88e-132,379
SMc01220,OANT_RS02055,28.879,232,147,9,113,337,189,409,1.92e-10,58.5
SMc01221,OANT_RS17515,27.950,161,110,4,181,337,198,356,6.84e-10,57.0
SMc01222,OANT_RS17490,24.275,276,169,9,5,252,1,264,2.44e-08,50.8
SMc01223,OANT_RS08650,75.333,150,37,0,1,150,1,150,3.03e-82,236
SMc01224,OANT_RS08660,73.765,324,85,0,1,324,1,324,1.25e-178,494
SMc01225,OANT_RS08665,70.370,297,87,1,7,302,5,301,1.37e-165,459
SMc01226,OANT_RS07570,68.817,93,29,0,4,96,10,102,4.22e-49,148
SMc01227,OANT_RS07575,76.486,370,86,1,1,369,1,370,0.0,582
SMc01228,OANT_RS12975,37.402,254,140,9,5,246,7,253,5.78e-34,121
SMc01229,OANT_RS06520,64.596,161,56,1,3,163,5,164,1.29e-72,213
SMc01230,OANT_RS08595,46.104,154,81,2,80,232,53,205,6.41e-28,105
SMc01231,OANT_RS11325,81.408,909,164,3,16,922,12,917,0.0,1509
SMc01232,OANT_RS11330,64.677,201,71,0,5,205,5,205,3.17e-85,248
SMc01233,OANT_RS11410,62.295,183,49,3,1,174,1,172,8.79e-66,196
SMc01235,OANT_RS11420,83.984,974,155,1,1,973,1,974,0.0,1673
SMc01236,OANT_RS07285,52.273,264,125,1,3,266,5,267,2.39e-92,271
SMc01237,OANT_RS11045,80.299,1269,235,7,1,1263,1,1260,0.0,2127
SMc01238,OANT_RS20375,30.811,185,116,5,19,203,35,207,2.89e-11,58.2
SMc01242,OANT_RS00300,48.397,343,156,4,1,323,1,342,6.74e-108,315
SMc01243,OANT_RS18675,84.000,25,4,0,1,25,1,25,3.06e-08,40.4
SMc01251,OANT_RS19020,83.333,24,4,0,1,24,1,24,9.54e-09,41.2
SMc01256,OANT_RS10465,74.518,467,118,1,1,466,1,467,0.0,694
SMc01258,OANT_RS10455,49.020,306,155,1,23,328,16,320,1.40e-93,279
SMc01259,OANT_RS04145,31.707,123,69,4,37,156,38,148,1.10e-08,49.3
SMc01260,OANT_RS10450,78.125,128,28,0,1,128,1,128,1.87e-71,207
SMc01261,OANT_RS17110,29.025,441,297,6,41,466,13,452,3.77e-58,196
SMc01262,OANT_RS16060,57.927,164,69,0,1,164,1,164,5.03e-62,186
SMc01268,OANT_RS18885,69.658,234,70,1,13,245,32,265,6.36e-117,333
SMc01269,OANT_RS01140,31.884,69,47,0,19,87,2,70,5.65e-09,49.7
SMc01270,OANT_RS00730,72.606,376,96,2,1,375,1,370,0.0,561
SMc01271,OANT_RS05170,53.425,146,67,1,2,146,10,155,5.60e-43,137
SMc01272,OANT_RS00720,47.000,200,98,2,8,201,6,203,2.03e-55,173
SMc01273,OANT_RS00715,68.841,276,86,0,1,276,1,276,2.24e-146,409
SMc01274,OANT_RS18660,42.500,120,66,3,1,118,1,119,1.05e-19,76.3
SMc01275,OANT_RS10810,76.687,326,74,1,1,326,1,324,0.0,530
SMc01276,OANT_RS10820,51.887,212,101,1,1,212,1,211,6.96e-68,205
SMc01277,OANT_RS10825,56.489,262,110,3,1,260,1,260,5.71e-101,292
SMc01278,OANT_RS13050,56.863,102,44,0,1,102,1,102,7.20e-33,107
SMc01279,OANT_RS10310,85.747,435,62,0,1,435,1,435,0.0,772
SMc01280,OANT_RS10305,56.410,468,194,5,8,465,9,476,3.71e-180,510
SMc01281,OANT_RS07065,66.559,311,103,1,4,313,9,319,7.13e-155,433
SMc01282,OANT_RS07060,66.851,181,60,0,15,195,19,199,2.18e-81,239
SMc01283,OANT_RS10300,87.500,128,16,0,1,128,1,128,3.08e-81,233
SMc01285,OANT_RS10295,89.318,337,35,1,1,336,1,337,0.0,629
SMc01286,OANT_RS10290,96.124,129,5,0,1,129,1,129,1.65e-91,258
SMc01287,OANT_RS10285,86.726,113,15,0,1,113,1,113,1.49e-68,199
SMc01288,OANT_RS10280,78.534,191,41,0,1,191,1,191,5.70e-109,307
SMc01289,OANT_RS10275,82.287,446,79,0,1,446,1,446,0.0,756
SMc01290,OANT_RS10270,76.923,156,36,0,1,156,1,156,1.81e-81,234
SMc01291,OANT_RS10265,78.788,66,12,1,1,66,1,64,2.04e-30,99.0
SMc01292,OANT_RS10260,86.772,189,22,3,1,189,1,186,3.55e-111,312
SMc01293,OANT_RS10255,80.000,120,24,0,1,120,1,120,9.83e-57,169
SMc01294,OANT_RS10250,79.096,177,37,0,1,177,1,177,2.75e-100,284
SMc01295,OANT_RS10245,81.061,132,25,0,1,132,1,132,1.79e-79,228
SMc01296,OANT_RS10240,77.228,101,23,0,1,101,1,101,5.93e-56,166
SMc01297,OANT_RS10235,80.000,185,37,0,1,185,1,185,1.03e-108,306
SMc01298,OANT_RS10230,80.583,103,20,0,1,103,1,103,3.00e-57,169
SMc01299,OANT_RS10225,96.721,122,4,0,1,122,1,122,7.13e-83,235
SMc01300,OANT_RS10220,80.769,78,15,0,1,78,1,78,9.73e-46,138
SMc01301,OANT_RS10215,78.788,66,14,0,1,66,1,66,8.50e-32,102
SMc01302,OANT_RS10210,81.022,137,26,0,1,137,1,137,2.19e-82,235
SMc01303,OANT_RS10205,86.076,237,32,1,1,237,1,236,3.49e-155,427
SMc01304,OANT_RS10200,86.822,129,17,0,1,129,1,129,6.89e-79,226
SMc01305,OANT_RS10195,96.739,92,3,0,1,92,1,92,3.38e-64,186
SMc01306,OANT_RS10190,87.770,278,33,1,1,278,1,277,3.36e-174,479
SMc01307,OANT_RS10185,86.598,97,13,0,1,97,1,97,5.00e-58,171
SMc01308,OANT_RS10180,81.553,206,38,0,1,206,1,206,1.04e-125,350
SMc01309,OANT_RS10175,78.082,219,48,0,1,219,1,219,8.48e-131,365
SMc01310,OANT_RS10170,96.078,102,4,0,1,102,1,102,1.26e-70,203
SMc01311,OANT_RS10165,91.560,391,33,0,1,391,1,391,0.0,709
SMc01312,OANT_RS10160,84.052,696,109,2,1,696,1,694,0.0,1199
SMc01313,OANT_RS10155,86.538,156,21,0,1,156,1,156,2.30e-104,292
SMc01314,OANT_RS10150,95.935,123,5,0,1,123,1,123,1.67e-83,237
SMc01315,OANT_RS10145,41.860,86,49,1,12,97,11,95,1.67e-15,63.5
SMc01316,OANT_RS10140,87.348,1399,176,1,1,1398,1,1399,0.0,2546
SMc01317,OANT_RS10135,86.739,1380,180,1,1,1380,1,1377,0.0,2482
SMc01318,OANT_RS10130,80.159,126,23,1,1,126,1,124,1.59e-50,154
SMc01319,OANT_RS10125,72.674,172,47,0,1,172,1,172,1.19e-92,264
SMc01320,OANT_RS10120,83.406,229,38,0,1,229,1,229,9.62e-132,368
SMc01321,OANT_RS10115,83.099,142,24,0,1,142,1,142,1.80e-87,248
SMc01322,OANT_RS10110,82.955,176,29,1,1,176,1,175,5.99e-105,295
SMc01323,OANT_RS10105,66.154,65,22,0,1,65,1,65,9.49e-22,77.0
SMc01324,OANT_RS11140,28.947,190,123,4,4,189,3,184,4.70e-13,65.5
SMc01326,OANT_RS10165,91.560,391,33,0,1,391,1,391,0.0,709
SMc01327,OANT_RS10080,62.369,287,103,2,4,290,3,284,9.84e-128,362
SMc01330,OANT_RS20555,38.567,293,179,1,1,292,6,298,9.16e-73,224
SMc01331,OANT_RS11675,60.784,255,100,0,1,255,1,255,4.27e-99,287
SMc01333,OANT_RS11755,73.314,341,90,1,1,341,7,346,0.0,539
SMc01334,OANT_RS11760,68.697,821,251,4,1,817,1,819,0.0,1177
SMc01335,OANT_RS11765,49.740,384,188,5,37,417,3,384,7.62e-119,349
SMc01336,OANT_RS11775,69.739,651,168,5,1,648,1,625,0.0,877
SMc01339,OANT_RS25915,35.000,120,70,3,1,116,1,116,1.53e-10,54.7
SMc01340,OANT_RS11780,65.625,384,130,1,1,384,1,382,3.52e-180,503
SMc01342,OANT_RS11790,55.882,204,90,0,41,244,56,259,4.61e-84,249
SMc01343,OANT_RS11795,64.189,148,53,0,1,148,1,148,1.96e-69,204
SMc01344,OANT_RS11800,62.025,158,56,1,1,158,1,154,5.16e-55,167
SMc01345,OANT_RS11805,83.669,447,72,1,3,448,1,447,0.0,782
SMc01346,OANT_RS11810,59.358,187,76,0,11,197,1,187,2.77e-81,238
SMc01347,OANT_RS11815,72.519,131,36,0,15,145,23,153,3.33e-70,206
SMc01348,OANT_RS11820,74.242,132,30,1,4,131,3,134,2.28e-70,205
SMc01349,OANT_RS11825,43.902,164,89,2,2,164,1,162,2.34e-46,146
SMc01350,OANT_RS11830,85.000,500,75,0,17,516,1,500,0.0,896
SMc01351,OANT_RS08405,52.381,84,40,0,1,84,1,84,1.48e-26,90.5
SMc01352,OANT_RS18910,85.598,493,71,0,1,493,1,493,0.0,845
SMc01353,OANT_RS18920,71.579,95,27,0,1,95,1,95,7.66e-39,122
SMc01354,OANT_RS18925,72.222,216,60,0,1,216,1,216,9.70e-117,330
SMc01355,OANT_RS18930,67.073,164,54,0,1,164,1,164,1.08e-74,218
SMc01359,OANT_RS18935,65.047,535,187,0,15,549,8,542,0.0,715
SMc01360,OANT_RS18940,84.718,301,46,0,4,304,10,310,0.0,508
SMc01361,OANT_RS18945,69.484,426,129,1,5,430,4,428,0.0,598
SMc01362,OANT_RS18950,67.708,192,62,0,12,203,10,201,1.23e-87,254
SMc01363,OANT_RS18955,55.990,384,158,2,8,383,8,388,2.01e-146,417
SMc01364,OANT_RS18965,73.430,892,226,4,7,898,1,881,0.0,1324
SMc01365,OANT_RS18970,62.677,777,280,4,20,788,10,784,0.0,945
SMc01366,OANT_RS18975,48.252,143,69,1,1,138,4,146,3.44e-47,147
SMc01367,OANT_RS18980,41.991,231,117,5,23,238,18,246,2.39e-45,149
SMc01368,OANT_RS18985,53.826,379,175,0,15,393,1,379,2.13e-131,379
SMc01369,OANT_RS18990,89.091,55,6,0,1,55,1,55,4.22e-31,99.8
SMc01370,OANT_RS18995,56.182,461,196,1,1,455,1,461,3.90e-177,501
SMc01371,OANT_RS19000,90.244,123,12,0,1,123,1,123,7.61e-82,233
SMc01372,OANT_RS19005,45.714,70,38,0,14,83,20,89,1.36e-19,73.2
SMc01373,OANT_RS19015,74.651,430,105,2,1,426,1,430,0.0,655
SMc01375,OANT_RS12475,71.875,1152,322,2,18,1169,14,1163,0.0,1706
SMc01376,OANT_RS12480,74.009,227,59,0,1,227,1,227,7.32e-123,345
SMc01378,OANT_RS10085,96.429,28,1,0,1,28,1,28,4.19e-15,57.4
SMc01379,OANT_RS10090,100.000,24,0,0,1,24,1,24,1.28e-10,45.8
SMc01380,OANT_RS11205,100.000,28,0,0,1,28,1,28,1.86e-13,53.5
SMc01381,OANT_RS10100,88.000,25,3,0,1,25,1,25,5.68e-10,44.3
SMc01403,OANT_RS12260,41.722,151,88,0,2,152,1,151,9.47e-47,147
SMc01404,OANT_RS02860,46.725,229,121,1,3,230,1,229,1.37e-71,215
SMc01405,OANT_RS08710,26.117,291,187,7,4,293,8,271,2.87e-12,62.8
SMc01406,OANT_RS12405,31.983,469,307,4,8,469,2,465,3.89e-69,225
SMc01407,OANT_RS09410,70.850,247,70,1,1,247,1,245,2.45e-114,325
SMc01408,OANT_RS18025,29.817,218,118,7,31,225,13,218,1.38e-17,76.3
SMc01414,OANT_RS09400,81.867,375,66,1,36,410,1,373,0.0,655
SMc01415,OANT_RS08170,46.995,366,186,5,1,361,1,363,1.76e-89,271
SMc01418,OANT_RS17575,66.990,103,34,0,22,124,24,126,1.96e-48,149
SMc01419,OANT_RS17580,55.090,167,71,2,18,182,17,181,1.68e-63,191
SMc01420,OANT_RS17585,44.608,204,106,2,1,203,1,198,3.58e-47,153
SMc01421,OANT_RS17585,65.517,58,20,0,1,58,203,260,1.54e-24,89.0
SMc01425,OANT_RS09390,67.839,199,62,1,1,197,1,199,1.98e-99,283
SMc01426,OANT_RS00645,59.504,242,98,0,1,242,1,242,3.43e-109,311
SMc01428,OANT_RS08720,76.471,68,16,0,1,68,1,68,1.27e-36,114
SMc01429,OANT_RS10380,58.363,281,117,0,1,281,1,281,5.02e-118,337
SMc01430,OANT_RS09385,77.895,190,42,0,1,190,1,190,4.89e-110,310
SMc01431,OANT_RS09380,82.082,586,104,1,7,592,23,607,0.0,1031
SMc01432,OANT_RS09375,54.274,503,226,2,25,523,20,522,0.0,563
SMc01435,OANT_RS09365,53.265,291,136,0,10,300,8,298,8.25e-112,323
SMc01437,OANT_RS09355,59.218,179,73,0,1,179,1,179,1.21e-70,209
SMc01438,OANT_RS09345,57.004,514,200,8,7,502,9,519,0.0,549
SMc01440,OANT_RS09335,68.121,298,95,0,1,298,1,298,9.69e-143,402
SMc01441,OANT_RS09330,64.371,334,110,4,28,354,33,364,9.85e-155,437
SMc01442,OANT_RS09325,54.491,167,76,0,5,171,6,172,3.82e-68,202
SMc01443,OANT_RS10350,28.788,198,131,5,2,193,4,197,1.36e-21,85.5
SMc01444,OANT_RS09320,84.091,264,42,0,1,264,1,264,1.77e-173,476
SMc01449,OANT_RS09315,64.078,103,36,1,1,102,1,103,7.45e-43,132
SMc01450,OANT_RS09205,56.923,195,58,2,1,170,1,194,9.03e-71,209
SMc01451,OANT_RS09200,50.877,57,28,0,3,59,2,58,1.14e-15,62.0
SMc01452,OANT_RS09195,50.000,72,36,0,2,73,3,74,1.47e-20,75.1
SMc01454,OANT_RS09190,32.000,1250,743,24,1,1167,12,1237,3.23e-169,533
SMc01455,OANT_RS09185,65.096,467,163,0,1,467,1,467,0.0,637
SMc01457,OANT_RS01810,63.861,1010,358,3,21,1025,14,1021,0.0,1256
SMc01458,OANT_RS01805,46.769,325,169,1,60,384,39,359,3.13e-102,305
SMc01459,OANT_RS20770,34.156,243,138,7,50,273,21,260,3.30e-31,114
SMc01461,OANT_RS09170,75.922,868,194,5,1,857,1,864,0.0,1326
SMc01462,OANT_RS14800,31.522,92,63,0,50,141,54,145,1.87e-09,50.8
SMc01464,OANT_RS02770,37.500,224,124,8,175,388,159,376,1.60e-31,121
SMc01465,OANT_RS09165,64.634,164,56,1,2,165,4,165,2.27e-76,222
SMc01471,OANT_RS09150,59.172,169,65,1,31,199,28,192,2.07e-71,212
SMc01472,OANT_RS09145,53.633,289,129,2,1,289,1,284,5.20e-105,305
SMc01488,OANT_RS03050,46.825,126,66,1,26,150,1,126,2.23e-37,122
SMc01493,OANT_RS12465,48.649,111,57,0,25,135,27,137,2.53e-34,114
SMc01494,OANT_RS09360,67.687,294,95,0,1,294,5,298,5.74e-141,396
SMc01495,OANT_RS15075,32.119,302,205,0,14,315,9,310,1.84e-51,169
SMc01496,OANT_RS19890,62.233,421,158,1,16,436,1,420,0.0,520
SMc01497,OANT_RS19885,56.446,287,123,1,5,289,18,304,1.99e-109,317
SMc01498,OANT_RS19880,65.649,262,88,1,15,276,16,275,1.51e-120,343
SMc01499,OANT_RS18345,61.261,333,129,0,1,333,1,333,3.36e-156,438
SMc01500,OANT_RS19870,64.314,255,91,0,3,257,2,256,1.91e-116,331
SMc01501,OANT_RS19860,62.475,493,179,3,3,491,2,492,0.0,611
SMc01502,OANT_RS03325,42.857,189,108,0,10,198,17,205,1.86e-44,146
SMc01503,OANT_RS14595,42.279,544,288,7,1,527,1,535,3.65e-139,410
SMc01504,OANT_RS06410,75.758,264,64,0,1,264,1,264,4.37e-147,409
SMc01505,OANT_RS06415,64.103,39,14,0,11,49,27,65,1.04e-14,58.9
SMc01506,OANT_RS06420,77.528,178,40,0,5,182,12,189,1.58e-105,298
SMc01507,OANT_RS18870,30.994,342,229,2,163,501,135,472,5.59e-52,181
SMc01509,OANT_RS06435,38.462,104,54,3,20,120,21,117,4.72e-13,58.5
SMc01510,OANT_RS18695,55.725,262,113,2,1,260,1,261,3.63e-107,308
SMc01511,OANT_RS18700,69.855,345,101,2,20,361,30,374,3.41e-122,355
SMc01512,OANT_RS18705,55.985,259,111,2,51,309,37,292,1.62e-97,287
SMc01513,OANT_RS18710,54.318,359,157,2,3,355,1,358,1.19e-139,398
SMc01518,OANT_RS18725,62.500,104,39,0,1,104,1,104,5.94e-47,143
SMc01519,OANT_RS13745,47.059,85,45,0,36,120,40,124,1.71e-17,70.1
SMc01522,OANT_RS11295,30.814,172,115,4,15,184,10,179,3.17e-13,62.0
SMc01523,OANT_RS11725,57.407,108,46,0,6,113,3,110,2.59e-42,132
SMc01524,OANT_RS09915,72.727,352,95,1,1,351,1,352,0.0,534
SMc01525,OANT_RS09910,73.810,546,140,2,1,546,1,543,0.0,820
SMc01526,OANT_RS09900,77.391,345,76,1,5,347,11,355,0.0,549
SMc01527,OANT_RS09895,85.806,310,44,0,1,310,1,310,0.0,498
SMc01528,OANT_RS09890,79.783,277,56,0,1,277,1,277,1.54e-163,452
SMc01529,OANT_RS09885,78.367,245,52,1,4,248,6,249,1.59e-141,394
SMc01531,OANT_RS12305,43.878,294,163,2,3,296,2,293,7.35e-75,229
SMc01533,OANT_RS19310,74.153,561,145,0,5,565,2,562,0.0,829
SMc01534,OANT_RS07445,61.927,436,159,3,8,439,7,439,0.0,558
SMc01545,OANT_RS06775,32.222,90,59,1,24,113,63,150,4.29e-12,56.6
SMc01546,OANT_RS20805,80.769,78,15,0,1,78,1,78,2.67e-44,134
SMc01556,OANT_RS08800,54.000,250,99,3,16,262,15,251,3.43e-84,249
SMc01557,OANT_RS08795,46.377,69,34,3,48,115,50,116,5.29e-08,45.1
SMc01560,OANT_RS10675,49.573,117,59,0,1,117,1,117,1.86e-35,115
SMc01561,OANT_RS10315,65.263,190,64,1,1,188,2,191,1.07e-87,253
SMc01563,OANT_RS08775,82.749,684,105,5,1,684,1,671,0.0,1075
SMc01564,OANT_RS01445,30.571,350,227,13,1,343,1,341,3.70e-32,120
SMc01565,OANT_RS02160,33.903,351,228,3,47,394,50,399,4.12e-59,195
SMc01567,OANT_RS08770,57.015,670,265,8,1,663,1,654,0.0,738
SMc01568,OANT_RS08760,66.443,149,50,0,1,149,2,150,1.32e-65,194
SMc01569,OANT_RS08755,76.309,401,91,2,2,401,6,403,0.0,637
SMc01570,OANT_RS20555,41.980,293,167,2,1,291,6,297,2.75e-78,238
SMc01571,OANT_RS05870,41.532,248,144,1,1,247,1,248,4.00e-56,177
SMc01572,OANT_RS19435,38.298,141,75,3,3,131,4,144,3.95e-17,73.6
SMc01573,OANT_RS19725,54.286,105,47,1,1,104,1,105,8.86e-35,113
SMc01575,OANT_RS05360,51.230,447,170,10,52,454,46,488,2.11e-135,396
