Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS26760,BME_RS10240,99.057,212,2,0,1,212,1,212,9.07e-152,416
BAB_RS26765,BME_RS10235,100.000,203,0,0,1,203,1,203,5.07e-152,416
BAB_RS26770,BME_RS10230,96.393,305,0,1,1,305,1,294,0.0,602
BAB_RS26775,BME_RS10225,98.805,251,3,0,1,251,1,251,2.26e-178,487
BAB_RS26780,BME_RS10220,100.000,228,0,0,1,228,1,228,1.30e-157,432
BAB_RS26785,BME_RS10215,99.721,359,1,0,1,359,1,359,0.0,704
BAB_RS26790,BME_RS10210,99.111,225,2,0,1,225,1,225,1.39e-168,460
BAB_RS26795,BME_RS10205,100.000,69,0,0,1,69,1,69,1.46e-44,134
BAB_RS26800,BME_RS15735,99.145,117,1,0,1,117,1,117,7.78e-81,232
BAB_RS26805,BME_RS15730,99.728,367,1,0,1,367,1,367,0.0,733
BAB_RS26810,BME_RS15725,99.573,234,1,0,1,234,1,234,2.41e-175,478
BAB_RS26815,BME_RS15720,100.000,297,0,0,1,297,1,297,0.0,608
BAB_RS26820,BME_RS15715,98.753,401,5,0,1,401,1,401,0.0,797
BAB_RS26825,BME_RS15710,99.735,377,1,0,1,377,1,377,0.0,767
BAB_RS26830,BME_RS15705,99.476,572,3,0,1,572,1,572,0.0,1133
BAB_RS26835,BME_RS15700,99.667,300,1,0,1,300,1,300,0.0,622
BAB_RS26840,BME_RS15695,99.533,214,1,0,1,214,40,253,1.35e-160,440
BAB_RS26845,BME_RS15690,99.242,396,3,0,1,396,1,396,0.0,800
BAB_RS26850,BME_RS15685,99.697,330,1,0,1,330,1,330,0.0,681
BAB_RS26855,BME_RS15680,99.546,441,2,0,1,441,1,441,0.0,875
BAB_RS26860,BME_RS15675,100.000,324,0,0,1,324,1,324,0.0,668
BAB_RS26865,BME_RS15670,99.713,349,1,0,1,349,1,349,0.0,714
BAB_RS26870,BME_RS15665,99.787,469,1,0,1,469,1,469,0.0,953
BAB_RS26875,BME_RS15660,99.150,353,3,0,1,353,1,353,0.0,714
BAB_RS26880,BME_RS15655,100.000,272,0,0,1,272,1,272,0.0,540
BAB_RS26885,BME_RS15650,99.327,297,2,0,1,297,1,297,0.0,579
BAB_RS26890,BME_RS15645,99.728,367,1,0,1,367,1,367,0.0,738
BAB_RS26895,BME_RS15640,95.161,372,0,1,1,354,154,525,0.0,706
BAB_RS26900,BME_RS15640,100.000,145,0,0,1,145,1,145,3.39e-97,286
BAB_RS26905,BME_RS15635,98.947,190,2,0,124,313,216,405,4.49e-130,373
BAB_RS26910,BME_RS15630,100.000,247,0,0,1,247,1,247,0.0,506
BAB_RS26915,BME_RS15625,100.000,259,0,0,1,259,1,259,0.0,538
BAB_RS26920,BME_RS15620,97.902,143,2,1,1,142,1,143,1.48e-102,288
BAB_RS26925,BME_RS15615,99.438,356,2,0,1,356,1,356,0.0,699
BAB_RS26930,BME_RS17485,99.471,189,1,0,1,189,136,324,8.15e-135,377
BAB_RS26940,BME_RS15600,100.000,115,0,0,1,115,1,115,1.84e-79,226
BAB_RS26945,BME_RS15595,99.346,153,1,0,1,153,1,153,3.10e-103,289
BAB_RS26950,BME_RS15590,100.000,98,0,0,1,98,219,316,3.73e-67,201
BAB_RS26955,BME_RS15590,99.512,205,1,0,1,205,1,205,1.57e-149,416
BAB_RS26960,BME_RS15585,100.000,290,0,0,1,290,1,290,0.0,591
BAB_RS26965,BME_RS15580,99.618,262,1,0,1,262,1,262,0.0,538
BAB_RS26970,BME_RS15575,100.000,161,0,0,1,161,1,161,3.37e-116,329
BAB_RS26975,BME_RS15570,99.481,385,2,0,69,453,1,385,0.0,768
BAB_RS26980,BME_RS15565,99.502,201,1,0,1,201,1,201,1.19e-146,402
BAB_RS26985,BME_RS15560,100.000,325,0,0,1,325,1,325,0.0,657
BAB_RS26990,BME_RS15555,96.947,131,2,1,1,131,1,129,6.89e-87,246
BAB_RS26995,BME_RS15550,99.693,326,1,0,1,326,1,326,0.0,655
BAB_RS27000,BME_RS15545,99.200,250,2,0,1,250,1,250,0.0,494
BAB_RS27005,BME_RS15540,99.372,478,3,0,1,478,1,478,0.0,928
BAB_RS27010,BME_RS17475,100.000,61,0,0,1,61,1,61,1.68e-41,125
BAB_RS27015,BME_RS15535,99.415,342,2,0,1,342,1,342,0.0,693
BAB_RS27020,BME_RS15530,100.000,145,0,0,1,145,1,145,4.09e-108,300
BAB_RS27025,BME_RS15525,99.307,433,3,0,1,433,1,433,0.0,866
BAB_RS27030,BME_RS15520,99.524,210,1,0,1,210,1,210,6.53e-158,432
BAB_RS27035,BME_RS15515,99.688,321,1,0,1,321,1,321,0.0,641
BAB_RS27040,BME_RS15510,99.620,263,1,0,1,263,1,263,0.0,527
BAB_RS27045,BME_RS15505,100.000,261,0,0,1,261,1,261,0.0,543
BAB_RS27050,BME_RS15500,99.764,424,1,0,1,424,1,424,0.0,860
BAB_RS27055,BME_RS15495,100.000,95,0,0,1,95,1,95,9.46e-62,194
BAB_RS27060,BME_RS15490,99.206,126,1,0,1,126,1,126,4.96e-92,258
BAB_RS27065,BME_RS15485,100.000,140,0,0,1,140,1,140,5.43e-102,285
BAB_RS27070,BME_RS15480,100.000,111,0,0,1,111,1,111,4.00e-76,217
BAB_RS27075,BME_RS15475,100.000,262,0,0,1,262,1,262,0.0,527
BAB_RS27080,BME_RS15470,99.363,157,1,0,4,160,3,159,1.18e-107,300
BAB_RS27085,BME_RS15465,100.000,234,0,0,88,321,1,234,1.11e-168,469
BAB_RS27090,BME_RS15465,100.000,121,0,0,1,121,237,357,4.86e-81,238
BAB_RS27095,BME_RS15460,99.462,186,1,0,1,186,1,186,5.79e-135,372
BAB_RS27100,BME_RS15455,99.587,242,1,0,1,242,1,242,0.0,493
BAB_RS27105,BME_RS15450,100.000,163,0,0,1,163,1,163,3.79e-118,327
BAB_RS27110,BME_RS15445,99.187,246,2,0,1,246,1,246,2.62e-174,476
BAB_RS27115,BME_RS15440,98.438,128,2,0,1,128,1,128,2.74e-91,256
BAB_RS27120,BME_RS15435,99.275,138,1,0,1,138,1,138,1.21e-99,278
BAB_RS27125,BME_RS15430,100.000,294,0,0,1,294,1,294,0.0,587
BAB_RS27130,BME_RS15425,100.000,405,0,0,1,405,1,405,0.0,827
BAB_RS27135,BME_RS15420,100.000,278,0,0,1,278,1,278,0.0,573
BAB_RS27140,BME_RS15415,100.000,274,0,0,1,274,1,274,0.0,539
BAB_RS27150,BME_RS15405,98.958,192,2,0,1,192,1,192,1.35e-137,379
BAB_RS27155,BME_RS15395,99.554,224,1,0,1912,2135,386,609,1.04e-142,455
BAB_RS27165,BME_RS15390,100.000,131,0,0,1,131,1,131,1.19e-95,268
BAB_RS27170,BME_RS15385,100.000,79,0,0,1,79,1,79,2.35e-54,159
BAB_RS27180,BME_RS15375,99.630,270,1,0,1,270,1,270,0.0,541
BAB_RS27185,BME_RS15370,99.346,306,2,0,1,306,1,306,0.0,616
BAB_RS27190,BME_RS15365,100.000,498,0,0,1,498,1,498,0.0,1008
BAB_RS27195,BME_RS15355,99.710,345,1,0,66,410,1,345,0.0,694
BAB_RS27200,BME_RS15350,98.845,433,1,1,1,433,1,429,0.0,879
BAB_RS27205,BME_RS15345,100.000,275,0,0,1,275,1,275,0.0,565
BAB_RS27210,BME_RS17445,100.000,69,0,0,1,69,1,69,1.14e-47,142
BAB_RS27215,BME_RS15340,99.065,214,2,0,1,214,1,214,2.04e-157,433
BAB_RS27220,BME_RS15335,99.541,218,1,0,1,218,1,218,5.86e-165,450
BAB_RS27225,BME_RS15330,99.512,205,1,0,1,205,1,205,1.93e-146,402
BAB_RS27230,BME_RS15325,99.602,502,2,0,1,502,1,502,0.0,1004
BAB_RS27235,BME_RS15320,99.734,376,1,0,1,376,1,376,0.0,744
BAB_RS27240,BME_RS15315,98.701,231,3,0,1,231,1,231,4.92e-167,456
BAB_RS27245,BME_RS15310,99.515,412,2,0,1,412,1,412,0.0,813
BAB_RS27250,BME_RS15305,100.000,79,0,0,1,79,1,79,1.21e-55,162
BAB_RS27255,BME_RS15300,100.000,133,0,0,1,133,1,133,3.09e-90,254
BAB_RS27260,BME_RS15295,100.000,463,0,0,1,463,1,463,0.0,947
BAB_RS27265,BME_RS15290,100.000,84,0,0,1,84,1,84,2.44e-57,167
BAB_RS27270,BME_RS15285,99.817,546,1,0,1,546,1,546,0.0,1065
BAB_RS27275,BME_RS15280,100.000,98,0,0,1,98,1,98,9.70e-66,189
BAB_RS27280,BME_RS15275,98.936,282,3,0,1,282,1,282,0.0,563
BAB_RS27285,BME_RS15270,100.000,329,0,0,1,329,1,329,0.0,665
BAB_RS27290,BME_RS15265,99.691,972,3,0,1,972,1,972,0.0,2001
BAB_RS27295,BME_RS15260,100.000,223,0,0,1,223,1,223,2.47e-164,449
BAB_RS27300,BME_RS15255,98.387,186,3,0,1,186,1,186,2.61e-132,365
BAB_RS27305,BME_RS15250,100.000,157,0,0,1,157,1,157,6.34e-116,321
BAB_RS27310,BME_RS15245,99.484,581,3,0,1,581,1,581,0.0,1121
BAB_RS27315,BME_RS15240,99.465,187,1,0,1,187,1,187,2.43e-135,373
BAB_RS27320,BME_RS15235,99.206,504,4,0,11,514,1,504,0.0,1022
BAB_RS27330,BME_RS15230,99.688,320,1,0,1,320,135,454,0.0,650
BAB_RS27335,BME_RS15225,99.659,293,1,0,1,293,1,293,0.0,588
BAB_RS27340,BME_RS15220,99.511,614,3,0,1,614,1,614,0.0,1213
BAB_RS27345,BME_RS15215,99.329,447,3,0,1,447,1,447,0.0,881
BAB_RS27350,BME_RS15210,99.628,269,1,0,1,269,1,269,0.0,540
BAB_RS27355,BME_RS15205,100.000,83,0,0,1,83,1,83,8.77e-60,173
BAB_RS27360,BME_RS15200,100.000,258,0,0,1,258,1,258,0.0,520
BAB_RS27365,BME_RS15195,99.552,446,2,0,1,446,1,446,0.0,909
BAB_RS27370,BME_RS15190,100.000,341,0,0,1,341,1,341,0.0,685
BAB_RS27375,BME_RS15185,98.718,78,1,0,1,78,1,78,9.17e-55,160
BAB_RS27380,BME_RS15180,100.000,623,0,0,1,623,1,623,0.0,1255
BAB_RS27385,BME_RS15175,99.099,333,3,0,1,333,1,333,0.0,665
BAB_RS27390,BME_RS15170,97.917,384,4,1,1,384,1,380,0.0,763
BAB_RS27395,BME_RS15165,100.000,284,0,0,1,284,1,284,0.0,584
BAB_RS27400,BME_RS15155,99.605,506,2,0,264,769,1,506,0.0,1026
BAB_RS27405,BME_RS15150,93.606,391,14,1,1,391,1,380,0.0,746
BAB_RS27415,BME_RS15145,99.528,424,2,0,1,424,1,424,0.0,852
BAB_RS27420,BME_RS15140,100.000,154,0,0,1,154,1,154,7.26e-111,308
BAB_RS27425,BME_RS15130,99.776,447,1,0,1,447,1,447,0.0,895
BAB_RS27430,BME_RS15125,100.000,225,0,0,1,225,1,225,2.48e-168,459
BAB_RS27435,BME_RS15120,100.000,131,0,0,1,131,1,131,9.31e-95,266
BAB_RS27440,BME_RS15115,100.000,156,0,0,1,156,1,156,5.03e-112,311
BAB_RS27445,BME_RS15110,97.030,101,2,1,1,101,1,100,3.04e-60,192
BAB_RS27450,BME_RS15110,99.836,611,1,0,1,611,123,733,0.0,1230
BAB_RS27455,BME_RS15105,100.000,325,0,0,1,325,1,325,0.0,654
BAB_RS27460,BME_RS15100,99.684,316,1,0,1,316,76,391,0.0,656
BAB_RS27465,BME_RS11630,99.274,413,3,0,2,414,21,433,0.0,825
BAB_RS27470,BME_RS11635,100.000,201,0,0,1,201,1,201,2.17e-148,407
BAB_RS27475,BME_RS11640,100.000,128,0,0,1,128,1,128,3.53e-94,264
BAB_RS27480,BME_RS11645,97.778,135,3,0,1,135,1,135,3.79e-96,270
BAB_RS27485,BME_RS11650,99.852,676,1,0,1,676,1,676,0.0,1385
BAB_RS27490,BME_RS11655,100.000,393,0,0,1,393,1,393,0.0,818
BAB_RS27495,BME_RS11660,99.621,264,1,0,1,264,1,264,0.0,545
BAB_RS27510,BME_RS17055,99.608,510,2,0,1,510,360,869,0.0,1020
BAB_RS27515,BME_RS11675,100.000,319,0,0,1,319,1,319,0.0,608
BAB_RS27520,BME_RS11680,99.685,317,1,0,1,317,1,317,0.0,587
BAB_RS27525,BME_RS11685,100.000,114,0,0,1,114,1,114,5.72e-82,232
BAB_RS27530,BME_RS11690,99.545,220,1,0,1,220,1,220,4.56e-157,430
BAB_RS27535,BME_RS11695,100.000,319,0,0,1,319,1,319,0.0,656
BAB_RS27540,BME_RS11700,99.660,294,1,0,1,294,1,294,0.0,598
BAB_RS27545,BME_RS11705,99.691,324,1,0,1,324,1,324,0.0,661
BAB_RS27550,BME_RS11710,97.889,379,1,2,1,379,1,372,0.0,738
BAB_RS27555,BME_RS11715,100.000,256,0,0,1,256,1,256,0.0,523
BAB_RS27560,BME_RS11720,100.000,75,0,0,1,75,1,75,2.47e-49,146
BAB_RS27565,BME_RS11725,98.824,85,1,0,1,85,1,85,2.57e-57,167
BAB_RS27570,BME_RS11730,99.705,339,1,0,1,339,1,339,0.0,687
BAB_RS27575,BME_RS11735,99.383,324,2,0,1,324,1,324,0.0,645
BAB_RS27580,BME_RS11740,98.444,257,4,0,1,257,1,257,0.0,514
BAB_RS27585,BME_RS11745,100.000,249,0,0,1,249,1,249,0.0,508
BAB_RS27590,BME_RS11750,99.150,588,5,0,1,588,1,588,0.0,1217
BAB_RS27600,BME_RS17060,100.000,256,0,0,1,256,1,256,0.0,527
BAB_RS27605,BME_RS17075,100.000,131,0,0,118,248,1,131,5.13e-94,269
BAB_RS27610,BME_RS11765,100.000,74,0,0,1,74,1,74,5.19e-49,145
BAB_RS27615,BME_RS11770,98.601,429,2,1,1,425,1,429,0.0,822
BAB_RS27620,BME_RS11775,100.000,139,0,0,1,139,1,139,9.62e-98,274
BAB_RS27625,BME_RS11780,100.000,466,0,0,1,466,1,466,0.0,921
BAB_RS27630,BME_RS11785,99.772,438,1,0,1,438,1,438,0.0,889
BAB_RS27635,BME_RS11790,100.000,223,0,0,1,223,1,223,7.19e-168,458
BAB_RS27640,BME_RS11795,100.000,158,0,0,1,158,1,158,7.84e-119,328
BAB_RS27645,BME_RS11800,99.331,299,2,0,1,299,1,299,0.0,607
BAB_RS27650,BME_RS11805,100.000,99,0,0,1,99,1,99,4.20e-73,208
BAB_RS27655,BME_RS11810,100.000,75,0,0,1,75,1,75,6.86e-49,145
BAB_RS27660,BME_RS11815,100.000,295,0,0,1,295,1,295,0.0,601
BAB_RS27665,BME_RS11820,100.000,135,0,0,1,135,1,135,6.82e-98,274
BAB_RS27670,BME_RS11825,99.548,221,1,0,1,221,1,221,9.21e-156,427
BAB_RS27675,BME_RS11830,100.000,352,0,0,1,352,1,352,0.0,707
BAB_RS27680,BME_RS11835,99.281,278,2,0,1,278,1,278,0.0,559
BAB_RS27685,BME_RS11840,99.624,532,2,0,1,532,1,532,0.0,1100
BAB_RS27690,BME_RS11845,98.187,331,2,1,1,327,1,331,0.0,637
BAB_RS27695,BME_RS11850,100.000,295,0,0,1,295,1,295,0.0,559
BAB_RS27700,BME_RS11855,100.000,241,0,0,1,241,1,241,3.31e-178,486
BAB_RS27705,BME_RS11860,99.631,271,1,0,1,271,1,271,0.0,539
BAB_RS27710,BME_RS11865,99.751,401,1,0,1,401,1,401,0.0,822
BAB_RS27715,BME_RS11870,100.000,304,0,0,1,304,1,304,0.0,624
BAB_RS27725,BME_RS11880,99.315,146,1,0,1,146,1,146,2.99e-99,278
BAB_RS27730,BME_RS11885,98.955,574,6,0,1,574,1,574,0.0,1171
BAB_RS27735,BME_RS11890,99.410,339,2,0,1,339,1,339,0.0,688
BAB_RS27740,BME_RS11895,99.807,518,1,0,1,518,1,518,0.0,1066
BAB_RS27750,BME_RS11905,99.643,561,2,0,1,561,1,561,0.0,1155
BAB_RS27755,BME_RS11910,99.170,241,2,0,1,241,1,241,6.27e-176,480
BAB_RS27760,BME_RS11915,100.000,97,0,0,1,97,1,97,4.56e-70,201
BAB_RS27765,BME_RS11920,99.697,330,1,0,1,330,1,330,0.0,671
BAB_RS27770,BME_RS11925,100.000,311,0,0,1,311,1,311,0.0,635
BAB_RS27775,BME_RS11930,99.834,601,1,0,1,601,1,601,0.0,1234
BAB_RS27780,BME_RS11935,99.676,309,1,0,1,309,1,309,0.0,612
BAB_RS27785,BME_RS11940,100.000,210,0,0,1,210,1,210,5.65e-153,419
BAB_RS27800,BME_RS11955,99.811,529,1,0,1,529,1,529,0.0,1072
BAB_RS27805,BME_RS11960,99.242,396,3,0,1,396,1,396,0.0,772
BAB_RS27810,BME_RS11965,100.000,293,0,0,1,293,1,293,0.0,598
BAB_RS27815,BME_RS11970,99.517,207,1,0,1,207,1,207,4.32e-156,427
BAB_RS27820,BME_RS11975,99.461,557,3,0,1,557,1,557,0.0,1140
BAB_RS27825,BME_RS11980,99.624,266,1,0,1,266,1,266,0.0,547
BAB_RS27830,BME_RS15775,99.644,281,1,0,1,281,1,281,0.0,565
BAB_RS27835,BME_RS17100,100.000,405,0,0,1,405,1,405,0.0,822
BAB_RS27840,BME_RS11995,99.559,454,2,0,1,454,1,454,0.0,925
BAB_RS27845,BME_RS12000,99.190,247,2,0,1,247,1,247,0.0,504
BAB_RS27850,BME_RS12005,100.000,442,0,0,1,442,1,442,0.0,900
BAB_RS27855,BME_RS12010,99.451,182,1,0,1,182,1,182,5.62e-134,369
BAB_RS27860,BME_RS12015,100.000,416,0,0,1,416,1,416,0.0,849
BAB_RS27865,BME_RS12020,100.000,399,0,0,1,399,1,399,0.0,807
BAB_RS27870,BME_RS12025,99.355,155,1,0,1,155,1,155,9.01e-112,310
BAB_RS27875,BME_RS12030,99.648,284,1,0,1,284,1,284,0.0,587
BAB_RS27880,BME_RS12035,99.475,381,2,0,1,381,1,381,0.0,783
BAB_RS27885,BME_RS12040,100.000,770,0,0,1,770,1,770,0.0,1592
BAB_RS27890,BME_RS12045,96.970,99,0,1,1,96,1,99,1.66e-62,181
BAB_RS27895,BME_RS12050,99.744,390,1,0,1,390,1,390,0.0,781
BAB_RS27900,BME_RS12055,92.120,368,0,1,1,339,1,368,0.0,670
BAB_RS27905,BME_RS12060,100.000,1024,0,0,1,1024,1,1024,0.0,2073
BAB_RS27910,BME_RS12065,100.000,255,0,0,1,255,1,255,0.0,508
BAB_RS27915,BME_RS12070,99.417,343,2,0,1,343,1,343,0.0,676
BAB_RS27920,BME_RS12075,100.000,388,0,0,1,388,1,388,0.0,779
BAB_RS27925,BME_RS12080,99.587,242,1,0,1,242,1,242,3.26e-174,476
BAB_RS27930,BME_RS12085,99.660,294,1,0,1,294,1,294,0.0,610
BAB_RS27935,BME_RS12090,98.039,510,0,1,1,500,1,510,0.0,1009
BAB_RS27940,BME_RS12095,100.000,122,0,0,345,466,112,233,1.32e-82,251
BAB_RS27945,BME_RS12100,99.032,310,3,0,1,310,1,310,0.0,630
BAB_RS27950,BME_RS12105,99.766,427,1,0,1,427,1,427,0.0,866
BAB_RS27955,BME_RS12110,99.355,465,3,0,1,465,55,519,0.0,917
BAB_RS27960,BME_RS12115,100.000,102,0,0,1,102,1,102,5.39e-74,211
BAB_RS27965,BME_RS12120,99.730,371,1,0,1,371,1,371,0.0,758
BAB_RS27970,BME_RS12125,99.310,145,1,0,1,145,1,145,5.19e-99,277
BAB_RS27975,BME_RS12130,100.000,306,0,0,1,306,1,306,0.0,626
BAB_RS27980,BME_RS12135,99.441,358,2,0,1,358,1,358,0.0,736
BAB_RS27985,BME_RS12140,97.872,141,3,0,1,141,1,141,7.33e-100,279
BAB_RS27995,BME_RS12150,96.000,25,1,0,1,25,1,25,2.68e-11,47.4
BAB_RS28000,BME_RS12155,100.000,173,0,0,1,173,1,173,7.13e-127,350
BAB_RS28005,BME_RS12160,99.088,329,3,0,1,329,1,329,0.0,660
BAB_RS28010,BME_RS12165,99.573,234,1,0,1,234,1,234,6.85e-174,474
BAB_RS28015,BME_RS12170,100.000,64,0,0,1,64,1,64,3.34e-42,127
BAB_RS28020,BME_RS12175,99.459,370,2,0,1,370,1,370,0.0,747
BAB_RS28025,BME_RS12180,99.714,350,1,0,1,350,1,350,0.0,712
BAB_RS28030,BME_RS12185,99.525,632,3,0,1,632,1,632,0.0,1260
BAB_RS28035,BME_RS12190,100.000,344,0,0,1,344,1,344,0.0,706
BAB_RS28040,BME_RS12195,100.000,151,0,0,1,151,1,151,1.31e-111,310
BAB_RS28045,BME_RS12200,100.000,140,0,0,1,140,1,140,1.74e-100,281
BAB_RS28050,BME_RS12205,100.000,140,0,0,1,140,1,140,3.37e-100,280
BAB_RS28055,BME_RS12210,100.000,201,0,0,1,201,1,201,2.57e-151,414
BAB_RS28060,BME_RS12215,99.698,331,1,0,1,331,1,331,0.0,665
BAB_RS28065,BME_RS12220,100.000,68,0,0,1,68,1,68,2.53e-49,146
BAB_RS28070,BME_RS12225,100.000,117,0,0,1,117,1,117,5.13e-83,235
BAB_RS28075,BME_RS12230,100.000,682,0,0,1,682,1,682,0.0,1392
BAB_RS28080,BME_RS12235,99.785,465,1,0,1,465,1,465,0.0,924
BAB_RS28085,BME_RS12240,100.000,608,0,0,1,608,1,608,0.0,1229
BAB_RS28090,BME_RS12245,99.487,195,1,0,1,195,1,195,1.42e-145,399
BAB_RS28095,BME_RS12250,98.529,68,1,0,1,68,1,68,7.62e-45,134
BAB_RS28100,BME_RS12255,100.000,340,0,0,1,340,1,340,0.0,680
BAB_RS28105,BME_RS12260,99.435,354,2,0,1,354,1,354,0.0,732
BAB_RS28110,BME_RS12265,100.000,150,0,0,1,150,1,150,7.76e-107,298
BAB_RS28115,BME_RS12270,99.219,256,2,0,1,256,1,256,0.0,519
BAB_RS28120,BME_RS12275,99.606,254,1,0,1,254,1,254,0.0,508
BAB_RS28125,BME_RS12280,99.051,316,3,0,1,316,1,316,0.0,634
BAB_RS28130,BME_RS12285,100.000,310,0,0,1,310,1,310,0.0,643
BAB_RS28135,BME_RS12290,99.602,502,2,0,1,502,1,502,0.0,1025
BAB_RS28140,BME_RS12295,99.807,517,1,0,1,517,1,517,0.0,1046
BAB_RS28145,BME_RS12300,100.000,218,0,0,1,218,1,218,6.76e-158,432
BAB_RS28150,BME_RS12305,99.416,514,3,0,1,514,1,514,0.0,1028
BAB_RS28155,BME_RS12310,100.000,346,0,0,1,346,1,346,0.0,668
BAB_RS28160,BME_RS12315,67.164,67,22,0,1,67,1,67,1.86e-23,94.7
BAB_RS28165,BME_RS12320,100.000,294,0,0,1,294,1,294,0.0,603
BAB_RS28180,BME_RS12330,99.550,444,2,0,1,444,1,444,0.0,912
BAB_RS28185,BME_RS12335,100.000,139,0,0,1,139,1,139,4.02e-100,280
BAB_RS28190,BME_RS12340,99.702,336,1,0,1,336,1,336,0.0,692
BAB_RS28195,BME_RS12345,99.587,484,2,0,1,484,1,484,0.0,989
BAB_RS28200,BME_RS12350,99.267,273,2,0,1,273,289,561,0.0,559
BAB_RS28205,BME_RS12350,99.597,248,1,0,1,248,36,283,2.06e-171,481
BAB_RS28210,BME_RS12355,99.324,148,1,0,1,148,1,148,3.14e-111,308
BAB_RS28215,BME_RS08980,97.692,130,3,0,1,130,1,130,6.71e-95,266
BAB_RS28220,BME_RS08985,99.180,122,1,0,1,122,1,122,3.74e-86,243
BAB_RS28225,BME_RS12365,99.683,631,2,0,1,631,1,631,0.0,1295
BAB_RS28230,BME_RS12370,100.000,309,0,0,1,309,1,309,0.0,634
BAB_RS28235,BME_RS12375,100.000,246,0,0,1,246,1,246,0.0,504
BAB_RS28240,BME_RS12380,98.814,759,9,0,1,759,1,759,0.0,1525
BAB_RS28245,BME_RS12385,99.754,407,1,0,1,407,1,407,0.0,837
BAB_RS28250,BME_RS12390,100.000,508,0,0,1,508,1,508,0.0,1039
BAB_RS28255,BME_RS12395,100.000,210,0,0,1,210,1,210,1.28e-150,413
BAB_RS28265,BME_RS12405,98.947,95,1,0,1,95,1,95,5.68e-69,197
BAB_RS28270,BME_RS12410,92.188,64,5,0,1,64,1,64,1.21e-39,121
BAB_RS28275,BME_RS12415,99.083,109,1,0,1,109,1,109,3.92e-77,219
BAB_RS28280,BME_RS12420,100.000,240,0,0,1,240,1,240,1.65e-180,491
BAB_RS28285,BME_RS12425,100.000,185,0,0,1,185,1,185,3.08e-138,380
BAB_RS28290,BME_RS12430,100.000,25,0,0,1,25,1,25,4.76e-13,51.6
BAB_RS28295,BME_RS12435,99.689,322,1,0,1,322,1,322,0.0,648
BAB_RS28305,BME_RS12445,100.000,340,0,0,1,340,1,340,0.0,699
BAB_RS28310,BME_RS12450,99.882,851,1,0,1,851,1,851,0.0,1724
BAB_RS28315,BME_RS12455,99.580,238,1,0,1,238,1,238,7.20e-178,484
BAB_RS28320,BME_RS12460,100.000,274,0,0,1,274,1,274,0.0,556
BAB_RS28325,BME_RS12465,99.673,306,1,0,1,306,1,306,0.0,584
BAB_RS28330,BME_RS12470,95.785,949,4,1,1,913,1,949,0.0,1816
BAB_RS28335,BME_RS12475,99.338,151,1,0,1,151,1,151,4.43e-108,301
BAB_RS28340,BME_RS12480,100.000,119,0,0,1,119,1,119,6.94e-87,244
BAB_RS28345,BME_RS12485,99.270,137,1,0,1,137,1,137,2.52e-94,265
BAB_RS28350,BME_RS12490,100.000,133,0,0,1,133,1,133,5.70e-92,259
BAB_RS28355,BME_RS12495,98.837,86,1,0,1,86,17,102,1.87e-51,161
BAB_RS28360,BME_RS12495,100.000,228,0,0,1,228,117,344,6.82e-165,455
BAB_RS28365,BME_RS12500,99.727,733,1,1,1,733,294,1025,0.0,1466
BAB_RS28370,BME_RS12505,99.252,401,3,0,1,401,1,401,0.0,816
BAB_RS28375,BME_RS12510,100.000,257,0,0,1,257,1,257,0.0,521
BAB_RS28380,BME_RS12515,100.000,374,0,0,1,374,1,374,0.0,766
BAB_RS28385,BME_RS12520,100.000,92,0,0,1,92,1,92,1.81e-66,191
BAB_RS28390,BME_RS12525,99.396,497,3,0,1,497,3,499,0.0,1011
BAB_RS28395,BME_RS12530,99.491,393,2,0,1,393,1,393,0.0,793
BAB_RS28400,BME_RS12535,99.670,303,1,0,53,355,1,303,0.0,612
BAB_RS28405,BME_RS12540,100.000,67,0,0,1,67,1,67,3.22e-41,141
BAB_RS28410,BME_RS12545,98.929,280,3,0,1,280,1,280,0.0,536
BAB_RS28415,BME_RS12550,100.000,63,0,0,1,63,1,63,8.12e-33,127
BAB_RS28420,BME_RS12555,99.242,132,1,0,1,132,1,132,6.54e-95,266
BAB_RS28430,BME_RS02180,37.015,335,181,3,1,307,1,333,3.93e-70,218
BAB_RS28435,BME_RS12570,98.621,290,4,0,1,290,1,290,0.0,560
BAB_RS28440,BME_RS12575,100.000,262,0,0,1,262,1,262,0.0,525
BAB_RS28445,BME_RS12580,100.000,266,0,0,1,266,1,266,0.0,530
BAB_RS28450,BME_RS12585,99.482,386,2,0,1,386,1,386,0.0,800
BAB_RS28455,BME_RS12590,99.582,239,1,0,1,239,1,239,2.46e-178,486
BAB_RS28460,BME_RS17190,100.000,55,0,0,1,55,1,55,1.03e-34,108
BAB_RS28465,BME_RS12595,100.000,52,0,0,41,92,20,71,8.86e-35,110
BAB_RS28470,BME_RS12600,100.000,67,0,0,1,67,1,67,7.64e-46,137
BAB_RS28475,BME_RS12605,99.665,597,2,0,1,597,1,597,0.0,1230
BAB_RS28480,BME_RS12610,100.000,402,0,0,1,402,1,402,0.0,818
BAB_RS28485,BME_RS12615,99.729,738,2,0,1,738,1,738,0.0,1498
BAB_RS28490,BME_RS12620,99.083,218,2,0,1,218,1,218,3.68e-161,441
