S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc01352,CC_2437,69.715,492,142,5,4,493,3,489,0.0,669
SMc01353,CC_2438,52.632,95,45,0,1,95,1,95,1.10e-31,103
SMc01355,CC_2439,51.282,156,74,2,1,154,1,156,3.21e-50,155
SMc01358,CC_2524,29.018,224,149,5,4,224,6,222,7.86e-08,49.7
SMc01359,CC_3393,26.225,408,241,15,109,477,105,491,2.05e-23,100
SMc01360,CC_2443,66.118,304,102,1,1,303,20,323,1.07e-134,382
SMc01361,CC_2444,45.327,428,233,1,3,430,5,431,4.84e-118,348
SMc01362,CC_2446,54.974,191,82,3,16,202,15,205,1.87e-51,162
SMc01363,CC_2447,46.610,354,181,2,13,366,6,351,2.64e-92,278
SMc01364,CC_2451,62.915,844,292,9,7,843,1,830,0.0,1064
SMc01365,CC_2453,50.531,754,339,12,40,784,18,746,0.0,661
SMc01366,CC_1021,36.449,107,68,0,25,131,17,123,9.56e-20,76.6
SMc01367,CC_2457,37.946,224,125,5,23,238,36,253,2.91e-27,102
SMc01369,CC_2459,69.091,55,17,0,1,55,1,55,2.89e-23,79.7
SMc01370,CC_2462,50.989,455,222,1,1,455,1,454,1.87e-150,433
SMc01371,CC_2463,76.667,120,28,0,1,120,6,125,6.53e-67,195
SMc01373,CC_2466,52.518,417,196,2,11,427,4,418,2.02e-144,415
SMc01375,CC_1926,50.824,1153,543,9,23,1169,9,1143,0.0,1119
SMc01376,CC_1929,58.796,216,89,0,7,222,6,221,3.21e-80,237
SMc01379,CC_t16,87.500,24,3,0,1,24,1,24,4.80e-08,39.3
SMc01380,CC_t30,100.000,28,0,0,1,28,1,28,1.48e-13,53.5
SMc01381,CC_t45,76.000,25,6,0,1,25,1,25,1.89e-08,40.4
SMc01403,CC_0424,44.000,150,84,0,2,151,13,162,1.17e-46,146
SMc01404,CC_3278,51.739,230,110,1,2,230,19,248,1.36e-75,226
SMc01405,CC_3370,38.095,189,114,1,74,262,2,187,2.10e-31,114
SMc01406,CC_3116,41.928,446,236,7,19,462,23,447,7.96e-83,260
SMc01407,CC_1557,34.286,245,154,4,1,243,1,240,3.81e-35,123
SMc01419,CC_3475,34.615,156,100,2,15,168,12,167,5.93e-24,90.5
SMc01425,CC_0029,29.861,144,88,4,2,136,3,142,4.00e-12,59.7
SMc01426,CC_1846,30.000,190,126,4,37,222,39,225,4.66e-16,72.0
SMc01428,CC_2903,73.529,68,18,0,1,68,1,68,8.16e-35,109
SMc01429,CC_3428,36.328,256,143,8,16,265,15,256,1.08e-43,147
SMc01430,CC_2101,54.974,191,79,2,1,190,1,185,5.10e-71,210
SMc01431,CC_2100,68.889,585,179,1,8,592,1,582,0.0,868
SMc01435,CC_2098,43.158,285,158,4,13,296,12,293,6.07e-71,218
SMc01437,CC_0213,40.462,173,101,2,3,175,1,171,2.68e-30,106
SMc01438,CC_2758,38.922,501,267,9,15,492,35,519,3.53e-94,293
SMc01441,CC_3375,26.368,201,135,6,76,274,1,190,2.54e-08,51.6
SMc01442,CC_2126,51.176,170,82,1,3,171,2,171,7.37e-55,168
SMc01443,CC_2843,26.667,210,133,4,1,189,1,210,3.01e-15,68.6
SMc01444,CC_2124,75.285,263,64,1,2,264,18,279,1.49e-150,418
SMc01450,CC_2102,44.048,168,81,3,3,170,8,162,6.55e-39,127
SMc01455,CC_3389,30.926,443,255,17,56,467,38,460,4.89e-35,132
SMc01457,CC_1204,40.232,1034,588,9,23,1033,5,1031,0.0,608
SMc01458,CC_1203,29.085,306,204,7,82,379,33,333,6.50e-28,109
SMc01461,CC_1528,55.314,828,294,10,43,856,39,804,0.0,881
SMc01462,CC_0402,29.630,81,57,0,60,140,55,135,4.19e-08,46.6
SMc01464,CC_2462,35.256,156,98,2,236,388,292,447,9.08e-19,84.7
SMc01468,CC_0434,47.712,153,80,0,2,154,3,155,3.67e-53,162
SMc01469,CC_0343,43.089,492,256,7,203,689,195,667,3.07e-98,313
SMc01471,CC_3503,48.447,161,79,1,38,198,34,190,4.15e-54,168
SMc01472,CC_1526,40.226,266,150,3,26,291,31,287,2.76e-61,193
SMc01488,CC_3115,53.279,122,56,1,26,146,1,122,4.13e-41,132
SMc01493,CC_1836,45.098,102,56,0,31,132,1,102,3.87e-27,95.1
SMc01494,CC_2097,54.733,243,109,1,51,293,53,294,4.12e-83,249
SMc01499,CC_3134,45.136,257,139,1,4,260,15,269,1.89e-78,241
SMc01500,CC_1808,36.614,254,147,5,3,253,4,246,2.14e-40,137
SMc01501,CC_1487,38.462,442,261,5,18,455,2,436,2.66e-82,259
SMc01502,CC_2096,27.072,181,118,5,11,183,10,184,1.32e-12,61.6
SMc01503,CC_1223,25.781,512,287,18,2,479,3,455,1.03e-16,79.3
SMc01504,CC_3477,55.431,267,114,3,1,263,1,266,5.86e-93,272
SMc01506,CC_3475,50.955,157,77,0,5,161,16,172,1.73e-52,164
SMc01507,CC_0836,37.952,332,191,6,175,498,425,749,6.43e-57,199
SMc01510,CC_1193,34.615,234,143,4,6,239,9,232,4.61e-32,115
SMc01511,CC_1192,37.234,282,158,6,77,353,66,333,4.56e-36,131
SMc01522,CC_2204,34.906,106,64,2,3,105,11,114,1.70e-08,49.3
SMc01523,CC_3443,34.314,102,67,0,7,108,3,104,6.30e-16,65.1
SMc01524,CC_2746,29.258,229,133,5,34,256,76,281,1.24e-16,77.4
SMc01528,CC_3696,30.986,213,138,4,38,250,38,241,2.90e-25,98.2
SMc01529,CC_3134,40.625,224,125,5,5,226,15,232,2.17e-43,148
SMc01531,CC_1057,34.983,303,181,8,4,297,3,298,1.16e-38,135
SMc01532,CC_2285,53.557,506,225,4,8,512,2,498,0.0,525
SMc01534,CC_3143,64.336,429,153,0,10,438,7,435,0.0,584
SMc01556,CC_2294,37.327,217,126,3,49,262,39,248,8.03e-37,127
SMc01563,CC_3047,69.369,666,172,6,20,684,18,652,0.0,866
SMc01564,CC_3029,27.704,379,217,14,5,342,1,363,3.31e-25,101
SMc01565,CC_1355,33.163,392,246,6,9,388,7,394,1.15e-65,211
SMc01566,CC_3465,43.355,602,328,7,39,631,15,612,6.13e-150,444
SMc01567,CC_3049,42.449,490,253,4,1,467,1,484,1.23e-120,370
SMc01569,CC_2834,64.829,381,132,1,13,393,10,388,1.94e-176,494
SMc01570,CC_1474,36.610,295,183,2,1,293,4,296,4.33e-43,146
SMc01571,CC_0094,31.538,260,157,5,1,245,2,255,3.45e-32,116
SMc01572,CC_1574,30.822,146,87,5,5,142,4,143,2.34e-09,51.6
SMc01573,CC_0924,36.190,105,62,2,2,104,3,104,2.84e-14,61.2
SMc01576,CC_3129,30.864,405,255,12,11,406,18,406,1.79e-24,101
SMc01578,CC_1534,69.750,400,121,0,1,400,1,400,0.0,587
SMc01583,CC_1507,46.154,364,187,7,35,391,44,405,8.03e-102,305
SMc01585,CC_2903,64.615,65,23,0,4,68,3,67,8.37e-26,87.4
SMc01587,CC_1183,55.072,207,92,1,4,210,44,249,2.57e-82,243
SMc01588,CC_3141,34.052,464,284,9,7,456,38,493,1.15e-62,208
SMc01592,CC_2930,30.370,135,92,1,26,158,25,159,9.73e-13,59.7
SMc01593,CC_2931,48.000,225,112,2,14,234,10,233,8.15e-61,188
SMc01594,CC_3130,29.039,458,290,11,4,446,20,457,1.29e-46,164
SMc01595,CC_2932,43.349,436,242,4,26,459,12,444,9.69e-123,362
SMc01596,CC_t33,92.000,25,2,0,1,25,1,25,2.07e-11,47.8
SMc01602,CC_1297,24.111,253,178,5,18,260,25,273,3.02e-09,53.5
SMc01607,CC_3135,21.531,209,152,6,5,206,50,253,5.34e-08,49.7
SMc01608,CC_3134,46.395,319,155,4,3,306,14,331,2.68e-94,283
SMc01609,CC_0888,36.090,133,82,1,28,160,8,137,1.86e-20,80.1
SMc01610,CC_2573,37.931,87,53,1,206,291,174,260,2.58e-08,50.8
SMc01611,CC_1778,26.511,728,460,25,10,719,40,710,2.35e-44,167
SMc01614,CC_1893,35.484,248,146,6,8,249,12,251,2.21e-33,119
SMc01617,CC_0705,37.450,251,144,5,8,252,37,280,1.33e-38,135
SMc01622,CC_3215,35.636,275,168,5,64,336,37,304,6.19e-41,147
SMc01623,CC_1223,26.166,493,297,19,2,464,3,458,1.50e-21,94.4
SMc01624,CC_3134,39.919,248,143,2,6,253,15,256,1.21e-57,189
SMc01625,CC_3134,42.169,249,138,2,1,245,8,254,5.46e-58,190
SMc01631,CC_3134,45.082,366,167,5,9,349,15,371,1.50e-101,301
SMc01632,CC_3137,28.286,350,237,5,23,368,9,348,1.63e-41,147
SMc01633,CC_3136,33.808,281,163,5,12,271,19,297,1.98e-42,145
SMc01634,CC_3135,38.095,273,157,3,1,272,51,312,2.69e-52,170
SMc01635,CC_1816,36.614,254,147,5,4,252,6,250,6.23e-39,139
SMc01636,CC_2960,27.419,310,216,7,11,317,5,308,9.33e-21,87.8
SMc01638,CC_3189,31.818,242,156,5,4,242,300,535,3.10e-19,87.8
SMc01639,CC_0427,36.220,381,231,3,7,382,6,379,1.41e-74,233
SMc01641,CC_0006,33.597,253,155,6,15,262,17,261,4.62e-34,121
SMc01645,CC_2669,39.545,220,128,4,277,495,1,216,3.60e-40,145
SMc01648,CC_1622,23.601,572,354,21,8,500,3,570,1.07e-25,108
SMc01649,CC_1852,56.842,95,41,0,38,132,1,95,1.49e-31,105
SMc01650,CC_0771,38.667,225,127,4,66,279,126,350,3.91e-35,127
SMc01651,CC_3697,28.819,288,187,5,4,281,5,284,2.06e-27,105
SMc01652,CC_3137,24.706,340,213,12,14,345,27,331,6.65e-16,75.1
SMc01653,CC_3134,47.273,330,139,4,19,313,15,344,2.06e-100,298
SMc01654,CC_3136,31.387,274,181,4,25,293,13,284,8.06e-29,109
SMc01655,CC_3135,29.008,262,173,5,18,271,56,312,2.83e-27,104
SMc01656,CC_3141,36.998,473,289,8,8,473,24,494,3.44e-102,311
SMc01657,CC_1517,28.687,739,451,30,11,724,6,693,6.01e-50,183
SMc01662,CC_3355,27.855,359,229,7,417,771,4,336,2.18e-29,117
SMc01663,CC_3355,23.324,373,248,8,428,792,12,354,6.91e-16,77.0
SMc01664,CC_3510,32.000,175,116,3,1,175,7,178,9.64e-16,72.8
SMc01666,CC_3168,37.838,407,227,7,20,424,10,392,6.35e-81,252
SMc01669,CC_0006,36.471,255,156,3,8,262,13,261,1.89e-45,150
SMc01698,CC_1816,34.538,249,157,3,6,251,6,251,7.68e-37,133
SMc01700,CC_1584,50.000,162,65,2,27,188,6,151,7.63e-47,148
SMc01702,CC_3002,29.560,318,182,10,1,298,1,296,5.74e-25,100
SMc01712,CC_1151,38.770,374,223,3,33,403,8,378,1.46e-68,218
SMc01716,CC_0530,34.161,483,314,4,14,494,1,481,1.28e-80,257
SMc01717,CC_0342,30.283,459,298,14,8,450,14,466,1.71e-43,156
SMc01718,CC_0529,34.272,213,136,1,52,264,30,238,3.61e-36,126
SMc01719,CC_0343,42.969,512,230,7,184,665,188,667,2.90e-105,331
SMc01720,CC_0768,50.602,83,39,2,12,93,12,93,8.81e-19,73.9
SMc01721,CC_0767,44.793,605,297,10,1,576,1,597,5.63e-167,486
SMc01722,CC_0766,57.286,199,76,1,13,211,3,192,4.55e-70,209
SMc01724,CC_2183,43.939,132,67,4,35,160,12,142,1.09e-28,100
SMc01726,CC_0283,55.172,290,124,2,10,293,13,302,1.69e-105,306
SMc01727,CC_1903,35.088,228,137,5,6,232,8,225,9.41e-28,103
SMc01728,CC_0689,40.719,167,94,3,184,348,57,220,2.32e-29,110
SMc01729,CC_1542,35.017,297,182,3,4,300,15,300,5.32e-38,133
SMc01730,CC_0282,42.793,222,116,1,34,255,3,213,3.89e-56,176
SMc01731,CC_0810,50.602,249,104,2,35,278,13,247,6.01e-84,250
SMc01732,CC_0281,67.138,283,83,4,17,296,8,283,7.44e-119,340
SMc01733,CC_t04,76.000,25,6,0,1,25,1,25,1.42e-08,40.4
SMc01740,CC_1151,34.483,377,204,3,17,350,4,380,6.18e-46,158
SMc01754,CC_0964,27.812,320,174,13,2,274,14,323,4.38e-22,95.9
SMc01756,CC_1892,61.928,612,211,4,1,594,1,608,0.0,792
SMc01758,CC_0685,75.000,524,131,0,1,524,1,524,0.0,790
SMc01761,CC_1566,58.233,747,289,5,20,756,23,756,0.0,859
SMc01762,CC_1280,31.250,96,63,1,4,96,1,96,2.21e-09,48.1
SMc01764,CC_1572,50.781,256,119,2,3,256,2,252,1.31e-85,253
SMc01766,CC_1347,58.544,316,128,2,57,370,11,325,1.35e-132,380
SMc01769,CC_1511,30.882,340,213,4,79,416,173,492,4.30e-51,177
SMc01770,CC_1357,71.096,429,122,2,1,428,1,428,0.0,630
SMc01771,CC_1358,69.863,146,44,0,1,146,1,146,2.74e-75,219
SMc01772,CC_0885,32.727,220,131,6,29,233,33,250,3.98e-22,93.2
SMc01773,CC_0886,37.561,205,115,4,1,198,1,199,6.07e-33,114
SMc01775,CC_1083,42.604,169,97,0,5,173,4,172,2.20e-47,149
SMc01777,CC_1359,53.472,144,66,1,7,149,6,149,1.24e-48,151
SMc01778,CC_1360,46.897,145,77,0,11,155,4,148,3.09e-44,140
SMc01780,CC_1363,69.943,702,192,6,8,701,9,699,0.0,907
SMc01781,CC_1365,38.983,118,69,3,40,155,28,144,1.39e-20,80.5
SMc01782,CC_1366,42.574,101,58,0,20,120,20,120,8.77e-22,84.3
SMc01783,CC_1367,31.977,172,109,3,7,178,7,170,5.69e-17,71.6
SMc01784,CC_1368,52.568,331,155,2,4,334,7,335,2.80e-122,353
SMc01785,CC_1369,60.748,321,126,0,2,322,1,321,5.85e-127,363
SMc01786,CC_1370,54.639,97,44,0,1,97,1,97,1.87e-33,109
SMc01787,CC_1371,57.576,99,40,1,1,97,1,99,3.95e-36,120
SMc01792,CC_2425,38.158,380,207,6,159,519,140,510,2.10e-74,241
SMc01794,CC_0169,40.000,165,96,2,28,191,24,186,2.84e-34,117
SMc01795,CC_0164,27.273,627,404,15,48,647,57,658,1.74e-47,176
SMc01800,CC_1374,44.062,320,176,3,18,336,6,323,1.91e-72,226
SMc01801,CC_1378,59.804,306,122,1,3,308,5,309,2.94e-133,378
SMc01803,CC_1377,69.079,152,46,1,4,155,7,157,2.78e-72,211
SMc01804,CC_1376,64.865,148,51,1,7,153,9,156,1.25e-67,199
SMc01805,CC_3564,46.018,113,60,1,7,119,9,120,3.62e-28,98.6
SMc01806,CC_1814,31.298,262,170,4,9,268,17,270,4.94e-29,108
SMc01809,CC_3168,39.618,419,219,4,6,423,7,392,1.72e-95,289
SMc01811,CC_2729,32.589,224,113,9,50,253,90,295,5.04e-21,89.4
SMc01812,CC_0946,25.424,413,280,12,24,413,34,441,1.05e-34,130
SMc01813,CC_0523,32.661,248,144,8,37,267,6,247,6.61e-27,102
SMc01814,CC_3606,32.000,450,277,9,16,440,22,467,4.50e-37,138
SMc01816,CC_0096,30.372,349,199,7,9,338,6,329,5.56e-31,116
SMc01817,CC_2517,36.577,298,175,7,1,294,1,288,3.58e-47,157
SMc01819,CC_2794,50.000,176,88,0,12,187,55,230,3.55e-55,173
SMc01820,CC_2603,33.594,384,244,5,29,405,26,405,2.38e-52,177
SMc01821,CC_0388,28.825,451,297,14,4,451,8,437,5.05e-41,149
SMc01823,CC_0611,37.879,264,137,7,9,257,6,257,1.37e-50,164
SMc01825,CC_2635,31.140,228,141,6,52,275,19,234,9.35e-20,83.6
SMc01826,CC_2635,30.830,253,163,5,37,281,2,250,1.84e-31,114
SMc01827,CC_2633,30.189,106,73,1,27,131,36,141,6.12e-08,50.1
SMc01828,CC_3196,32.195,205,137,2,187,390,164,367,2.74e-25,102
SMc01829,CC_3197,41.454,1059,571,8,1,1050,15,1033,0.0,783
SMc01833,CC_1971,35.354,99,53,4,1,98,113,201,6.59e-09,47.8
SMc01834,CC_3394,42.529,174,83,4,1,173,3,160,8.40e-42,135
SMc01842,CC_2141,48.562,313,159,1,7,319,3,313,4.36e-89,267
SMc01843,CC_2140,50.523,287,137,3,15,298,24,308,9.96e-91,270
SMc01845,CC_3322,33.243,367,239,4,43,405,61,425,5.98e-52,176
SMc01849,CC_0869,28.829,222,143,5,162,375,37,251,2.43e-14,70.9
SMc01851,CC_0126,36.269,193,119,2,8,199,25,214,1.41e-19,80.5
SMc01853,CC_2134,41.202,233,127,3,1,233,28,250,3.43e-53,169
SMc01854,CC_2567,53.419,234,106,2,15,248,9,239,4.20e-74,223
SMc01855,CC_2416,31.959,97,61,1,62,158,93,184,1.43e-10,55.1
SMc01857,CC_2563,33.088,136,84,4,4,136,2,133,1.16e-17,72.0
SMc01858,CC_2562,55.776,303,129,3,19,319,6,305,3.77e-97,287
SMc01860,CC_2560,36.460,565,316,12,29,570,26,570,3.34e-104,323
SMc01861,CC_2559,50.858,466,223,2,27,486,19,484,2.50e-138,404
SMc01862,CC_2558,41.501,453,250,7,4,454,5,444,2.13e-94,290
SMc01863,CC_2557,47.653,277,135,3,4,275,8,279,5.16e-82,251
SMc01864,CC_2556,53.132,463,208,5,1,456,1,461,4.27e-151,435
SMc01865,CC_2552,48.493,365,186,2,3,365,10,374,2.98e-119,348
SMc01866,CC_2551,46.518,359,188,2,5,361,4,360,2.13e-91,276
SMc01867,CC_2546,60.515,466,182,2,3,467,8,472,0.0,522
SMc01868,CC_2545,53.287,289,132,2,21,307,11,298,6.49e-100,293
SMc01869,CC_1774,38.497,439,249,5,10,433,8,440,8.88e-96,292
SMc01870,CC_1504,30.603,232,139,9,3,228,8,223,1.26e-09,53.5
SMc01871,CC_2543,53.896,308,134,3,1,304,11,314,1.11e-107,313
SMc01872,CC_2542,29.603,277,187,2,4,274,1,275,1.29e-32,119
SMc01873,CC_2541,42.969,384,213,2,21,404,2,379,7.34e-93,284
SMc01874,CC_2540,50.000,592,204,13,1,587,1,505,3.10e-143,421
SMc01875,CC_1985,45.652,276,145,3,21,294,1,273,1.89e-73,225
SMc01876,CC_1984,43.421,228,129,0,43,270,34,261,2.29e-68,211
SMc01877,CC_1983,45.242,557,278,10,1,538,1,549,4.44e-115,350
SMc01878,CC_1522,52.138,608,271,7,8,611,6,597,0.0,556
SMc01880,CC_2166,43.110,283,150,4,4,280,7,284,4.13e-67,208
SMc01881,CC_1651,55.777,251,110,1,23,273,2,251,9.10e-100,289
SMc01885,CC_1525,45.663,611,316,8,1,606,1,600,1.60e-175,508
SMc01903,CC_1963,79.512,205,42,0,1,205,2,206,1.21e-125,350
SMc01904,CC_1961,82.801,407,70,0,10,416,7,413,0.0,686
SMc01905,CC_1960,68.045,798,255,0,9,806,2,799,0.0,1120
SMc01906,CC_1959,46.067,89,48,0,2,90,3,91,3.52e-23,82.0
SMc01908,CC_0396,29.839,124,86,1,15,137,17,140,3.74e-11,55.1
SMc01912,CC_1956,72.800,125,30,1,1,121,1,125,3.53e-59,175
SMc01913,CC_1955,87.195,164,21,0,29,192,30,193,3.02e-99,282
SMc01914,CC_1954,65.829,199,66,2,1,199,1,197,1.56e-92,266
SMc01915,CC_1952,79.798,396,78,1,1,396,5,398,0.0,659
SMc01917,CC_1950,54.412,204,88,3,1,204,1,199,9.46e-67,204
SMc01918,CC_1947,75.057,437,105,3,1,434,4,439,0.0,664
SMc01919,CC_1098,50.820,61,30,0,146,206,161,221,7.38e-12,59.7
SMc01920,CC_1946,61.891,698,249,7,1,693,1,686,0.0,853
SMc01921,CC_1945,58.889,360,113,7,1,338,1,347,5.63e-130,373
SMc01922,CC_1942,75.000,160,39,1,5,164,5,163,1.91e-88,253
SMc01923,CC_1941,62.255,204,76,1,1,204,1,203,1.51e-72,216
SMc01924,CC_1940,77.000,100,23,0,3,102,2,101,3.42e-43,133
SMc01925,CC_1939,54.978,693,261,7,1,656,1,679,0.0,694
SMc01926,CC_1938,64.898,490,168,3,6,492,4,492,0.0,644
SMc01927,CC_1937,46.121,464,243,4,5,464,2,462,4.49e-123,365
SMc01928,CC_1936,38.912,239,142,3,18,255,13,248,2.47e-34,121
SMc01929,CC_1934,43.907,558,307,4,2,555,4,559,1.20e-163,474
SMc01930,CC_1933,55.556,135,57,2,1,134,1,133,5.78e-51,155
SMc01931,CC_1932,43.750,64,35,1,40,102,1,64,3.88e-08,44.7
SMc01934,CC_1931,64.480,442,156,1,1,442,1,441,0.0,604
SMc01935,CC_1930,48.309,414,203,4,2,408,17,426,3.83e-130,378
SMc01936,CC_t27,88.000,25,3,0,1,25,1,25,6.93e-11,46.6
SMc01937,CC_t27,88.000,25,3,0,1,25,1,25,6.93e-11,46.6
SMc01940,CC_2833,63.636,77,27,1,1,77,1,76,9.27e-30,98.6
SMc01943,CC_3722,45.988,324,174,1,1,324,17,339,4.51e-100,295
SMc01944,CC_3725,25.887,282,164,10,66,327,6,262,8.20e-16,73.2
SMc01945,CC_0915,61.111,108,42,0,1,108,15,122,2.40e-43,137
SMc01948,CC_3600,32.618,233,153,3,6,236,11,241,8.55e-36,124
SMc01949,CC_0361,26.766,269,185,5,8,276,1,257,6.70e-27,103
SMc01952,CC_3469,43.673,245,123,4,16,256,29,262,1.88e-57,181
SMc01953,CC_3015,44.231,104,57,1,12,115,8,110,1.11e-19,75.5
SMc01954,CC_0752,32.571,175,109,3,28,201,29,195,2.19e-18,77.8
SMc01955,CC_3685,55.516,281,114,2,1,280,1,271,1.14e-101,296
SMc01960,CC_1536,39.891,183,103,4,6,187,2,178,1.76e-35,119
SMc01962,CC_0212,26.812,276,181,7,2,257,5,279,9.77e-18,77.8
SMc01963,CC_3135,26.022,269,188,5,7,266,52,318,1.32e-23,94.4
SMc01964,CC_3136,29.787,282,175,6,22,284,31,308,6.62e-24,95.5
SMc01965,CC_3134,46.269,335,157,5,4,316,15,348,4.83e-93,280
SMc01966,CC_3137,24.706,255,181,5,55,307,66,311,1.59e-13,67.8
SMc01968,CC_1117,34.483,290,184,1,4,287,31,320,3.04e-45,155
SMc01969,CC_2455,27.362,307,199,10,74,370,64,356,2.34e-16,76.6
SMc01971,CC_0419,55.391,473,205,4,1,471,1,469,0.0,532
SMc01972,CC_3129,35.294,425,263,5,15,433,9,427,9.73e-81,253
SMc01973,CC_3138,37.716,464,269,6,1,452,2,457,3.68e-92,284
SMc01974,CC_3142,35.185,162,103,2,55,214,2,163,1.02e-20,82.8
SMc01975,CC_2813,31.925,213,118,8,19,219,9,206,8.73e-16,71.2
SMc01976,CC_3168,35.459,392,245,4,1,384,1,392,7.15e-68,217
SMc01978,CC_3135,25.194,258,167,7,45,298,65,300,6.27e-10,56.2
SMc01979,CC_3135,26.943,193,132,5,54,239,87,277,3.39e-12,62.4
SMc01980,CC_3134,45.486,288,150,3,4,287,15,299,9.79e-78,241
SMc01981,CC_2935,44.792,96,52,1,29,123,73,168,1.55e-20,80.5
SMc01982,CC_3407,25.571,219,145,5,44,255,61,268,3.69e-14,68.6
SMc01983,CC_3406,40.585,547,286,9,31,560,22,546,3.03e-118,359
SMc01984,CC_1771,29.457,129,91,0,86,214,71,199,5.39e-11,57.0
SMc01985,CC_1771,30.612,196,111,5,44,239,33,203,3.61e-22,87.8
SMc01987,CC_3355,25.071,351,228,11,499,842,46,368,1.65e-11,63.5
SMc01990,CC_3525,38.798,366,219,4,6,369,11,373,1.13e-70,225
SMc01991,CC_1808,34.959,246,149,5,2,238,4,247,4.64e-32,114
SMc01992,CC_3029,28.532,361,212,15,3,328,2,351,5.18e-22,92.4
SMc01993,CC_0616,36.364,77,49,0,7,83,6,82,6.28e-12,54.7
SMc01994,CC_2742,25.296,253,174,5,25,276,37,275,4.87e-17,76.3
SMc02016,CC_3525,38.424,406,242,6,13,415,11,411,2.24e-72,230
SMc02019,CC_0861,38.438,320,186,6,20,334,18,331,2.17e-46,157
SMc02020,CC_0860,34.855,241,147,4,1,237,3,237,8.27e-33,122
SMc02024,CC_1556,32.415,472,273,12,11,467,101,541,4.00e-60,204
SMc02027,CC_2669,39.381,226,129,4,299,520,18,239,3.40e-35,132
SMc02030,CC_1621,33.448,290,189,3,1,289,3,289,1.26e-49,164
SMc02031,CC_0861,44.000,300,153,4,46,343,42,328,1.93e-54,179
SMc02032,CC_0860,41.129,496,281,5,7,492,3,497,7.91e-114,343
SMc02034,CC_1286,37.209,258,152,5,4,256,7,259,1.12e-44,148
SMc02036,CC_1776,26.991,226,148,5,8,226,6,221,1.11e-11,59.3
SMc02037,CC_1286,41.634,257,141,4,4,255,7,259,1.71e-54,173
SMc02039,CC_3175,33.083,133,83,3,9,135,12,144,1.19e-14,68.2
SMc02041,CC_1286,35.521,259,151,5,7,253,5,259,4.80e-44,146
SMc02043,CC_1495,29.327,208,139,3,12,213,16,221,4.63e-25,95.1
SMc02045,CC_3215,37.991,229,139,2,64,289,60,288,1.44e-42,150
SMc02046,CC_2994,34.694,98,50,3,39,135,52,136,4.28e-08,46.2
SMc02047,CC_3355,54.011,374,160,5,7,379,11,373,7.34e-118,344
SMc02048,CC_3354,52.941,119,56,0,2,120,1,119,1.56e-42,133
SMc02049,CC_3352,43.035,402,203,6,480,862,75,469,1.08e-81,271
SMc02050,CC_1964,40.848,448,259,2,1,445,1,445,1.83e-121,360
SMc02053,CC_2598,66.737,475,144,4,4,468,3,473,0.0,647
SMc02055,CC_1987,37.313,134,75,4,12,141,11,139,1.23e-13,65.9
SMc02056,CC_1989,42.342,111,64,0,20,130,7,117,8.17e-20,75.9
SMc02057,CC_1991,37.989,537,326,4,1,536,1,531,4.26e-109,342
SMc02058,CC_1992,46.316,95,50,1,13,107,2,95,4.63e-27,93.2
SMc02059,CC_1993,44.649,271,144,4,13,283,19,283,1.33e-63,199
SMc02060,CC_1996,32.576,264,143,6,281,511,346,607,4.50e-33,129
SMc02062,CC_1997,30.808,198,137,0,5,202,23,220,2.67e-34,118
SMc02063,CC_1998,53.112,241,110,3,1,238,1,241,1.17e-82,245
SMc02064,CC_1999,53.347,478,168,3,1,423,1,478,1.38e-170,484
SMc02065,CC_2001,49.828,291,117,4,2,267,10,296,2.09e-74,226
SMc02066,CC_2002,44.211,95,52,1,3,96,4,98,7.65e-23,88.6
SMc02067,CC_2003,47.222,72,34,2,1,68,1,72,4.27e-14,57.8
SMc02068,CC_3134,44.628,242,128,2,24,263,15,252,1.57e-64,207
SMc02069,CC_2004,56.250,192,83,1,29,220,10,200,2.39e-61,189
SMc02070,CC_2005,46.850,254,117,3,35,276,24,271,3.58e-65,202
SMc02071,CC_2006,53.550,338,152,2,7,341,1,336,9.08e-118,341
SMc02073,CC_3359,25.276,633,340,23,29,584,24,600,7.63e-26,108
SMc02074,CC_2008,49.479,384,187,4,16,398,11,388,3.03e-124,362
SMc02075,CC_2009,59.259,108,44,0,2,109,3,110,2.01e-41,129
SMc02077,CC_2011,55.556,261,112,2,1,258,1,260,2.48e-103,298
SMc02078,CC_2045,30.286,175,106,5,27,201,712,870,2.64e-08,51.2
SMc02080,CC_1320,61.396,917,309,5,1,915,1,874,0.0,1120
SMc02081,CC_1319,48.780,41,21,0,208,248,134,174,1.71e-09,52.8
SMc02082,CC_1318,36.645,453,275,7,1,443,2,452,4.02e-67,219
SMc02083,CC_1317,34.404,218,112,4,2,219,4,190,2.68e-23,89.7
SMc02084,CC_2335,46.763,139,69,2,1,134,1,139,1.10e-37,122
SMc02085,CC_2336,43.231,229,118,3,84,303,75,300,7.60e-50,165
SMc02086,CC_1904,34.528,530,312,10,234,760,197,694,5.52e-56,202
SMc02087,CC_1906,70.396,429,124,2,1,429,1,426,0.0,653
SMc02088,CC_0707,57.303,89,37,1,1,89,3,90,1.94e-33,108
SMc02089,CC_1909,32.821,390,245,8,7,388,10,390,3.99e-50,170
SMc02090,CC_1910,40.860,279,162,3,14,291,3,279,2.19e-51,167
