Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS12875,SMc00671,57.778,225,90,3,55,275,56,279,5.08e-80,242
BME_RS12880,SM_b20410,29.553,291,187,10,10,286,5,291,1.67e-29,111
BME_RS12885,SMc01970,61.922,281,107,0,19,299,1,281,3.37e-111,321
BME_RS12890,SMc04336,55.814,129,52,3,22,145,26,154,9.97e-42,134
BME_RS12895,SMc01582,65.526,380,127,1,3,382,2,377,0.0,511
BME_RS12900,SMc01594,65.438,434,149,1,1,433,20,453,0.0,585
BME_RS12905,SMc01600,43.363,226,127,1,16,240,24,249,3.10e-59,186
BME_RS12910,SMc01602,38.214,280,160,3,8,279,7,281,5.23e-65,202
BME_RS12915,SMc00914,39.118,363,212,6,4,361,4,362,1.98e-69,222
BME_RS12920,SMc02051,66.667,45,15,0,1,45,1,45,1.47e-18,67.8
BME_RS12925,SMc02047,49.868,379,173,10,3,366,3,379,3.02e-106,314
BME_RS12930,SMc02048,59.829,117,47,0,6,122,4,120,1.19e-48,149
BME_RS12935,SMc02049,56.462,944,395,8,1,931,9,949,0.0,1001
BME_RS12940,SMc00681,43.046,151,86,0,7,157,1,151,8.46e-43,137
BME_RS12945,SMc02181,78.660,1209,257,1,20,1227,25,1233,0.0,1871
BME_RS12950,SM_b20365,85.938,320,45,0,22,341,23,342,0.0,588
BME_RS12955,SM_b20364,73.351,743,195,2,1,741,1,742,0.0,1034
BME_RS12960,SM_b20363,78.693,352,75,0,1,352,1,352,0.0,574
BME_RS12965,SM_b20362,72.556,266,73,0,1,266,1,266,1.62e-145,405
BME_RS12970,SMc00432,59.091,264,107,1,1,264,1,263,1.01e-107,310
BME_RS12975,SMc00433,67.559,299,96,1,1,298,1,299,4.00e-146,410
BME_RS12980,SMc01166,63.666,611,212,4,2,604,4,612,0.0,744
BME_RS12985,SMc01165,56.757,629,268,3,2,628,15,641,0.0,712
BME_RS12990,SMc01164,37.545,277,166,4,5,274,2,278,5.21e-57,182
BME_RS12995,SM_b20899,73.636,330,87,0,1,330,1,330,3.82e-156,438
BME_RS13000,SM_b20042,43.782,386,185,6,20,374,1,385,9.36e-87,265
BME_RS13005,SMc00818,34.130,293,191,2,9,301,1,291,8.94e-49,162
BME_RS13010,SM_b20964,25.490,204,115,6,2,184,3,190,1.62e-11,58.2
BME_RS13020,SMc01869,72.772,404,110,0,12,415,21,424,0.0,573
BME_RS13030,SMc02282,27.157,313,182,15,4,292,2,292,1.79e-13,69.7
BME_RS13035,SMc02597,27.397,146,90,7,35,173,36,172,1.44e-08,49.3
BME_RS13040,SMc03200,62.857,70,26,0,1,70,372,441,1.44e-24,92.0
BME_RS13045,SMc03200,49.157,356,181,0,2,357,5,360,3.97e-101,303
BME_RS13050,SMc02068,41.530,366,203,5,6,365,2,362,6.85e-89,270
BME_RS13055,SMc00784,56.287,334,143,3,8,338,10,343,8.42e-135,385
BME_RS13060,SMc00775,40.458,393,231,2,47,437,32,423,9.31e-81,262
BME_RS13070,SMc01573,49.524,105,52,1,1,105,1,104,5.18e-30,101
BME_RS13075,SMc03085,59.426,244,99,0,24,267,31,274,3.30e-95,279
BME_RS13080,SMc01609,62.329,146,55,0,10,155,26,171,2.79e-63,189
BME_RS13085,SMc04396,86.445,391,53,0,31,421,24,414,0.0,707
BME_RS13090,SMc04395,84.932,292,44,0,1,292,1,292,0.0,519
BME_RS13095,SMc04394,89.761,293,30,0,1,293,1,293,0.0,528
BME_RS13100,SMc04393,83.602,372,56,2,1,370,1,369,0.0,635
BME_RS13110,SMc00813,61.013,454,177,0,1,454,1,454,0.0,562
BME_RS13115,SMc00811,59.833,239,83,1,2,240,4,229,6.54e-107,306
BME_RS13120,SMc00810,69.725,327,95,2,174,497,91,416,4.41e-153,442
BME_RS13125,SMc03894,73.913,253,66,0,1,253,1,253,2.39e-143,399
BME_RS13130,SMc03893,84.071,226,36,0,1,226,1,226,6.88e-130,363
BME_RS13135,SMc03891,76.793,237,55,0,21,257,21,257,3.21e-131,369
BME_RS13140,SM_b20023,82.431,1201,211,0,2,1202,3,1203,0.0,2041
BME_RS13150,SMa1741,38.235,238,145,1,1,236,5,242,7.48e-48,157
BME_RS13160,SMc01511,31.776,321,199,7,18,319,45,364,3.19e-27,107
BME_RS13170,SMc01971,53.125,64,30,0,6,69,1,64,6.38e-10,58.5
BME_RS13185,SMc03997,39.516,248,136,7,8,245,7,250,8.51e-45,149
BME_RS13190,SMc00042,58.228,79,33,0,8,86,12,90,2.38e-25,99.0
BME_RS13195,SMc00197,30.389,283,194,2,4,284,9,290,1.57e-29,111
BME_RS13200,SMc02900,68.889,45,14,0,1,45,1,45,2.44e-19,69.7
BME_RS13210,SM_b21281,57.336,443,163,7,1,430,28,457,7.51e-150,431
BME_RS13215,SMc01052,72.449,196,52,1,4,199,2,195,4.64e-106,300
BME_RS13220,SMc04179,61.931,549,208,1,1,548,1,549,0.0,686
BME_RS13225,SM_b20419,75.214,351,83,3,1,349,1,349,0.0,520
BME_RS13235,SM_b20417,87.352,253,29,1,1,250,40,292,9.33e-161,445
BME_RS13240,SM_b20416,85.106,423,60,1,4,426,2,421,0.0,760
BME_RS13245,SMc01524,51.445,346,156,4,9,344,4,347,3.09e-121,351
BME_RS13250,SMc01533,73.975,561,146,0,38,598,5,565,0.0,817
BME_RS13255,SM_b20784,75.210,238,59,0,1,238,1,238,6.42e-128,359
BME_RS13260,SM_b20785,75.502,249,61,0,1,249,1,249,1.21e-131,369
BME_RS13265,SM_b20786,64.744,156,54,1,1,155,4,159,1.76e-58,189
BME_RS13270,SM_b20787,84.266,286,45,0,1,286,1,286,5.56e-164,454
BME_RS13275,SM_b20568,83.377,385,60,1,5,389,21,401,0.0,662
BME_RS13280,SM_b20575,59.259,351,139,2,1,348,1,350,1.01e-129,373
BME_RS13285,SM_b20576,72.683,205,55,1,1,205,1,204,2.75e-108,306
BME_RS13290,SM_b20577,79.070,215,45,0,1,215,39,253,1.46e-129,363
BME_RS13295,SM_b20578,75.200,125,31,0,10,134,6,130,3.38e-69,202
BME_RS13300,SM_b20579,59.925,267,107,0,1,267,1,267,3.64e-118,337
BME_RS13305,SM_b20580,76.412,301,70,1,1,300,1,301,4.29e-171,474
BME_RS13310,SM_b20583,75.385,390,95,1,1,389,1,390,0.0,614
BME_RS13315,SMa0319,22.941,170,125,3,121,289,167,331,6.87e-08,50.4
BME_RS13320,SM_b20586,69.323,251,77,0,1,251,1,251,1.79e-125,354
BME_RS13340,SM_b20589,87.619,105,13,0,1,105,1,105,2.68e-62,192
BME_RS13345,SMa0319,30.000,170,114,3,128,293,164,332,7.54e-16,74.3
BME_RS13350,SMc01180,48.780,82,41,1,9,90,14,94,5.23e-19,72.4
BME_RS13360,SMc02789,32.143,168,109,5,26,189,2,168,2.11e-15,70.5
BME_RS13385,SMc04015,31.250,160,98,4,87,238,129,284,4.06e-18,79.0
BME_RS13390,SMc01251,83.333,24,4,0,1,24,1,24,1.20e-08,41.2
BME_RS13395,SMc01907,63.083,707,257,4,24,729,24,727,0.0,897
BME_RS13400,SMc01373,75.772,421,101,1,10,430,7,426,0.0,654
BME_RS13405,SMc00347,33.333,87,52,1,6,86,8,94,3.29e-11,55.5
BME_RS13410,SMc01372,45.882,85,44,1,5,89,1,83,6.01e-21,77.0
BME_RS13415,SMc01371,86.992,123,16,0,1,123,1,123,3.30e-78,224
BME_RS13420,SMc01370,53.362,461,209,1,1,461,1,455,2.89e-163,466
BME_RS13425,SMc01369,89.091,55,6,0,1,55,1,55,5.32e-31,99.8
BME_RS13430,SMc01368,53.826,379,175,0,1,379,15,393,2.66e-136,392
BME_RS13435,SMc01367,40.870,230,123,4,14,243,22,238,4.79e-37,128
BME_RS13440,SMc01366,53.390,118,55,0,1,118,21,138,5.79e-45,141
BME_RS13445,SMc01365,62.597,770,280,4,10,776,20,784,0.0,955
BME_RS13450,SMc01364,74.376,882,210,4,1,874,7,880,0.0,1325
BME_RS13460,SMc01363,54.897,388,170,1,1,388,1,383,2.67e-142,407
BME_RS13465,SMc01362,71.579,190,54,0,12,201,14,203,3.57e-85,248
BME_RS13470,SMc01361,68.779,426,132,1,4,428,5,430,0.0,608
BME_RS13475,SMc01360,85.050,301,45,0,10,310,4,304,0.0,528
BME_RS13480,SMc01359,65.981,535,182,0,8,542,15,549,0.0,714
BME_RS13485,SMc01355,65.854,164,53,1,1,161,1,164,1.82e-70,207
BME_RS13490,SMc01354,73.148,216,58,0,1,216,1,216,1.35e-118,335
BME_RS13495,SMc01353,72.632,95,26,0,1,95,1,95,1.61e-45,139
BME_RS13500,SMc01352,86.004,493,69,0,1,493,1,493,0.0,833
BME_RS13510,SMc01018,76.395,699,152,2,1,699,1,686,0.0,1071
BME_RS13515,SMc02817,42.230,296,167,3,15,309,19,311,1.02e-68,214
BME_RS13520,SMc01268,74.439,223,57,0,27,249,28,250,4.39e-121,343
BME_RS13525,SMa0113,42.788,208,118,1,265,472,647,853,1.43e-49,179
BME_RS13530,SMc04336,52.121,165,65,6,5,166,1,154,3.22e-46,146
BME_RS13535,SMc00303,100.000,25,0,0,1,25,1,25,2.08e-12,50.8
BME_RS13540,SMc00613,41.667,192,108,2,193,380,1,192,1.87e-46,155
BME_RS13545,SMc00611,35.681,852,530,6,1,845,1,841,3.15e-153,469
BME_RS13550,SMc00248,62.500,248,90,2,1,248,3,247,6.01e-90,263
BME_RS13555,SMc00232,65.760,441,151,0,3,443,2,442,0.0,576
BME_RS13560,SMa0878,67.928,608,194,1,1,607,1,608,0.0,831
BME_RS13565,SMc00228,63.248,702,257,1,1,702,1,701,0.0,892
BME_RS13570,SMc00227,50.000,92,44,1,1,92,1,90,5.98e-29,97.8
BME_RS13575,SMc04450,69.547,1169,346,4,8,1170,6,1170,0.0,1639
BME_RS13585,SMc00952,50.472,212,104,1,4,214,2,213,1.98e-78,232
BME_RS13590,SMc00951,57.500,600,246,3,12,611,9,599,0.0,724
BME_RS13595,SMc00950,55.866,179,75,1,27,201,29,207,8.74e-72,214
BME_RS13600,SMc00949,64.423,104,37,0,7,110,4,107,1.19e-50,153
BME_RS13605,SMc00316,50.392,383,190,0,12,394,27,409,1.41e-122,360
BME_RS13610,SMc00247,65.812,234,80,0,22,255,7,240,1.13e-108,312
BME_RS13615,SMc00246,68.201,239,75,1,1,238,1,239,2.02e-114,328
BME_RS13620,SMc00246,55.000,60,27,0,1,60,266,325,3.81e-17,70.1
BME_RS13625,SMc00245,65.362,511,175,1,9,519,11,519,0.0,668
BME_RS13630,SMc00243,70.714,280,81,1,1,280,1,279,2.54e-129,372
BME_RS13635,SMc00244,72.222,306,85,0,1,306,1,306,6.21e-139,392
BME_RS13640,SMc00242,69.663,356,107,1,1,355,22,377,0.0,521
BME_RS13645,SMc01115,30.872,447,269,13,3,424,21,452,1.10e-53,183
BME_RS13650,SMc03786,82.609,161,28,0,1,161,1,161,3.71e-97,275
BME_RS13655,SMc03787,65.049,103,36,0,1,103,1,103,1.09e-47,145
BME_RS13660,SMc01518,59.223,103,42,0,1,103,1,103,1.09e-43,135
BME_RS13665,SMc00785,73.203,153,41,0,1,153,1,153,2.56e-80,232
BME_RS13670,SMc02318,66.000,150,51,0,1,150,1,150,8.19e-70,205
BME_RS13675,SMc01243,80.000,30,6,0,1,30,1,30,1.14e-10,46.6
BME_RS13695,SMc03278,38.281,128,68,2,37,153,23,150,1.65e-17,72.0
BME_RS13700,SMc03279,53.390,118,54,1,1,117,1,118,6.74e-45,139
BME_RS13705,SMc03280,45.662,219,116,2,1,219,1,216,3.72e-55,177
BME_RS13735,SM_b20457,46.875,64,34,0,10,73,21,84,2.36e-10,58.9
BME_RS13745,SM_b20463,44.915,118,65,0,44,161,37,154,2.62e-33,113
BME_RS13750,SM_b20462,63.713,237,86,0,1,237,75,311,8.27e-113,324
BME_RS13755,SM_b20461,45.833,144,76,1,34,175,35,178,1.27e-46,149
BME_RS13760,SMc02641,58.028,436,180,2,1,434,1,435,0.0,513
BME_RS13770,SM_b20459,70.642,327,96,0,1,327,1,327,5.35e-170,473
BME_RS13775,SM_b20458,71.930,171,48,0,19,189,169,339,2.74e-89,263
BME_RS13780,SMc04246,37.008,127,64,4,2,114,1,125,2.72e-18,72.0
BME_RS13785,SM_b21196,47.529,526,267,7,3,523,9,530,6.42e-167,481
BME_RS13790,SM_b21196,48.295,528,262,7,2,523,8,530,2.17e-175,502
BME_RS13795,SM_b21197,59.935,307,123,0,1,307,1,307,2.06e-136,386
BME_RS13800,SM_b21198,55.409,379,164,4,1,377,1,376,4.15e-126,365
BME_RS13805,SM_b21199,69.070,527,161,2,4,528,6,532,0.0,734
BME_RS13810,SMc02566,43.548,186,98,4,29,211,23,204,1.82e-42,140
BME_RS13815,SMa1447,70.507,434,128,0,2,435,3,436,0.0,592
BME_RS13820,SMa0095,57.864,337,140,2,4,338,3,339,2.43e-127,366
BME_RS13825,SM_b20595,76.950,564,113,5,275,821,37,600,0.0,852
BME_RS13830,SM_b21490,56.061,132,58,0,39,170,35,166,2.03e-51,166
BME_RS13835,SMc03204,69.913,462,137,2,1,461,4,464,0.0,653
BME_RS13840,SMc03203,59.165,431,171,1,1,431,1,426,1.14e-173,490
BME_RS13845,SMc03202,77.381,336,76,0,1,336,1,336,0.0,571
BME_RS13850,SMc03201,82.426,404,71,0,7,410,7,410,0.0,708
BME_RS13860,SMc02869,76.577,333,78,0,1,333,17,349,0.0,533
BME_RS13865,SMc02870,76.218,349,82,1,8,356,7,354,0.0,564
BME_RS13870,SMc02871,86.022,279,39,0,1,279,1,279,1.99e-175,483
BME_RS13875,SMc02872,80.132,302,60,0,13,314,14,315,0.0,510
BME_RS13890,SMc02875,56.701,291,126,0,1,291,1,291,1.99e-112,324
BME_RS13895,SMc02876,70.930,258,70,2,1,257,1,254,2.75e-129,364
BME_RS13910,SMc02255,35.256,312,201,1,3,314,28,338,5.01e-60,203
BME_RS13915,SMc02836,33.333,273,153,8,293,542,299,565,4.33e-29,119
BME_RS13920,SM_b20813,28.571,406,261,10,171,564,173,561,2.37e-32,129
BME_RS13930,SMc03184,49.167,120,61,0,1,120,1,120,2.86e-35,115
BME_RS13935,SMc03183,61.364,88,34,0,6,93,6,93,5.72e-37,117
BME_RS13940,SMc03182,43.210,162,87,5,1,159,1,160,6.19e-30,105
BME_RS13945,SMc03181,62.523,539,197,2,2,537,3,539,0.0,593
BME_RS13950,SMc03180,75.000,112,28,0,1,112,1,112,5.96e-56,167
BME_RS13955,SMc03179,67.632,967,313,0,6,972,30,996,0.0,1290
BME_RS13960,SM_b20991,30.649,447,291,6,3,432,13,457,9.83e-60,200
BME_RS13970,SMc00863,36.029,136,82,3,1,135,13,144,2.73e-13,62.0
BME_RS13985,SMc02272,35.920,348,206,7,28,366,100,439,1.14e-50,174
BME_RS13995,SMc01534,35.267,431,251,10,4,410,6,432,1.01e-73,235
BME_RS14000,SMc01785,35.780,327,195,5,6,325,4,322,4.76e-56,182
BME_RS14015,SMc03797,61.184,304,118,0,1,304,24,327,5.02e-146,411
BME_RS14020,SM_b21091,73.282,262,62,2,34,295,83,336,8.97e-144,405
BME_RS14025,SMc04263,76.695,472,110,0,1,472,1,472,0.0,718
BME_RS14035,SMc04054,47.980,198,95,3,8,203,5,196,8.31e-60,187
BME_RS14040,SMc04052,66.892,148,49,0,1,148,1,148,8.61e-60,179
BME_RS14045,SMc04452,70.443,406,120,0,19,424,17,422,0.0,575
BME_RS14050,SM_b21412,51.282,117,55,1,1,115,22,138,3.52e-34,113
BME_RS14065,SM_b20219,45.148,237,124,3,6,237,6,241,3.66e-65,200
BME_RS14070,SM_b20218,34.837,399,242,10,81,469,52,442,1.25e-56,192
BME_RS14075,SMc00564,60.185,324,129,0,24,347,31,354,6.70e-128,368
BME_RS14080,SMc00563,53.333,210,98,0,17,226,3,212,1.72e-57,198
BME_RS14085,SMc00562,42.254,142,82,0,13,154,1,142,4.05e-33,112
BME_RS14100,SMc02346,39.834,241,141,2,14,251,30,269,1.77e-53,172
BME_RS14105,SMc02345,31.818,242,165,0,31,272,39,280,1.77e-31,115
BME_RS14110,SMc01911,70.992,131,38,0,2,132,1,131,1.70e-64,190
BME_RS14115,SM_b21204,30.871,379,248,6,5,379,2,370,5.29e-52,175
BME_RS14120,SM_b21206,43.096,239,127,2,5,241,335,566,7.97e-62,203
BME_RS14125,SM_b21207,29.000,300,210,2,14,311,29,327,3.36e-14,69.7
BME_RS14130,SM_b21208,29.353,201,133,3,17,210,23,221,1.04e-22,90.5
BME_RS14135,SM_b21335,29.299,314,198,8,22,328,42,338,2.27e-30,116
BME_RS14140,SMa1654,56.221,217,95,0,19,235,14,230,6.19e-86,252
BME_RS14145,SMa1052,60.140,143,55,2,1,143,1,141,1.43e-56,171
BME_RS14150,SMa1053,64.615,130,46,0,2,131,1,130,1.66e-45,142
BME_RS14155,SMa1056,67.391,92,30,0,10,101,19,110,3.06e-41,129
BME_RS14165,SMc01262,59.756,164,66,0,1,164,1,164,6.41e-73,214
BME_RS14170,SMc00641,39.233,339,193,5,14,347,5,335,1.67e-65,215
BME_RS14180,SMa1454,56.481,324,141,0,1,324,1,324,3.05e-130,373
BME_RS14185,SMc00741,36.557,517,313,11,37,543,23,534,1.36e-80,260
BME_RS14190,SMa1452,68.235,255,81,0,1,255,1,255,7.69e-122,345
BME_RS14195,SMa1450,71.247,393,113,0,1,393,1,393,0.0,560
BME_RS14200,SM_b20753,45.058,344,186,3,3,345,5,346,5.18e-90,273
BME_RS14205,SMa1894,77.241,145,33,0,1,145,1,145,1.27e-84,242
BME_RS14210,SM_b20683,40.996,261,151,3,1,261,1,258,3.05e-46,155
BME_RS14220,SM_b21009,70.909,55,16,0,1,55,1,55,1.45e-25,94.0
BME_RS14225,SM_b21009,71.132,433,125,0,2,434,62,494,0.0,650
BME_RS14230,SMc02513,29.353,402,231,12,18,389,16,394,1.96e-33,128
BME_RS14240,SM_b21416,39.080,261,143,8,1,254,1,252,1.60e-50,164
BME_RS14245,SM_b21418,48.705,193,95,3,21,210,5,196,1.04e-52,179
BME_RS14260,SM_b21060,55.241,353,153,2,1,353,1,348,1.26e-135,387
BME_RS14270,SMa0956,28.895,353,220,9,10,341,17,359,1.08e-30,120
BME_RS14275,SMc01220,32.500,160,102,4,197,354,181,336,4.08e-15,73.6
BME_RS14285,SM_b21189,29.046,241,156,7,1,238,1,229,1.13e-16,77.4
BME_RS14290,SM_b21050,22.247,445,332,3,11,447,51,489,5.73e-12,65.1
BME_RS14300,SMc01222,23.897,272,173,9,1,263,5,251,9.34e-10,55.5
BME_RS14305,SMc00715,27.528,178,116,6,1,170,30,202,8.03e-09,51.2
BME_RS14315,SMa0772,29.444,180,119,5,15,188,3,180,2.48e-13,63.2
BME_RS14320,SMc00604,28.395,243,137,7,1,240,4,212,6.87e-16,71.6
BME_RS14325,SMc01219,27.556,225,140,6,148,352,126,347,1.99e-13,68.2
BME_RS14330,SM_b21230,31.401,207,121,8,211,400,158,360,1.66e-09,56.2
BME_RS14340,SM_b21326,27.350,351,219,12,7,344,4,331,5.49e-21,90.1
BME_RS14350,SM_b21073,27.765,425,285,7,5,410,5,426,5.96e-39,143
BME_RS14355,SM_b20961,23.249,714,474,18,18,678,33,725,8.54e-30,123
BME_RS14360,SM_b21080,53.211,218,101,1,37,253,47,264,1.60e-78,236
BME_RS14365,SM_b21079,39.749,239,142,1,1,239,1,237,8.20e-60,187
BME_RS14380,SMc03109,28.736,261,154,8,232,468,3,255,1.56e-11,62.8
BME_RS14385,SMc01975,28.500,200,129,5,1,191,1,195,3.53e-14,67.4
BME_RS14390,SMa2075,28.668,443,277,19,65,485,78,503,3.89e-35,135
BME_RS14395,SMc04294,40.566,318,176,3,1,318,1,305,4.04e-71,220
BME_RS14400,SMc03272,40.164,244,138,3,52,290,39,279,3.04e-55,177
BME_RS14405,SMc02404,30.719,306,195,5,4,305,2,294,1.37e-34,125
BME_RS14410,SMa1371,53.722,309,132,4,5,313,2,299,1.11e-102,302
BME_RS14415,SMa2079,53.822,314,142,2,5,317,2,313,8.21e-122,350
BME_RS14420,SM_b21355,30.240,334,207,8,4,319,6,331,1.37e-27,107
BME_RS14425,SM_b20247,27.542,236,150,9,2,226,14,239,1.87e-10,58.5
BME_RS14430,SMc03929,58.556,374,155,0,1,374,18,391,4.43e-148,422
BME_RS14435,SMc01946,28.272,382,251,11,1,380,1,361,4.87e-31,119
BME_RS14440,SM_b20378,47.333,450,236,1,24,472,31,480,6.75e-147,426
BME_RS14445,SM_b20496,42.357,543,297,5,1,535,1,535,2.04e-141,417
BME_RS14450,SMc02791,32.389,247,156,6,11,251,14,255,4.43e-27,103
BME_RS14455,SMc00268,40.323,248,128,7,23,261,12,248,1.09e-41,141
BME_RS14460,SMc01948,48.498,233,118,2,1,232,5,236,8.54e-74,222
BME_RS14465,SMc01949,38.314,261,131,8,664,898,13,269,2.81e-39,145
BME_RS14475,SMc00078,27.273,396,252,12,1,389,1,367,2.91e-25,103
BME_RS14480,SMc00034,44.164,317,176,1,13,328,9,325,1.64e-88,266
BME_RS14485,SMa1759,35.377,212,135,1,13,224,7,216,3.90e-34,119
BME_RS14490,SMc01812,26.630,368,232,9,13,349,19,379,4.13e-27,108
BME_RS14500,SM_b21184,44.359,390,214,2,3,390,2,390,1.13e-109,325
BME_RS14505,SMa1084,69.615,780,235,2,10,788,5,783,0.0,1155
BME_RS14530,SMc00394,82.456,456,80,0,1,456,1,456,0.0,783
BME_RS14535,SMc00395,68.137,204,65,0,2,205,5,208,1.25e-98,283
BME_RS14540,SMc00396,68.056,144,45,1,9,151,7,150,1.87e-69,204
BME_RS14545,SMc00403,60.000,85,33,1,1,85,1,84,3.11e-23,98.6
BME_RS14565,SMc00819,82.365,499,83,1,1,499,1,494,0.0,874
BME_RS14570,SMc00818,53.061,294,138,0,7,300,1,294,1.49e-109,318
BME_RS14580,SMc00815,83.768,499,78,1,1,496,1,499,0.0,806
BME_RS14590,SMc00512,42.907,289,144,5,42,318,9,288,3.14e-53,177
BME_RS14595,SMc00637,25.855,468,293,16,8,459,6,435,3.32e-19,87.4
BME_RS14600,SM_b21082,39.178,365,194,6,7,358,9,358,6.62e-67,226
BME_RS14615,SMc00074,35.686,255,159,3,262,513,711,963,2.73e-43,162
BME_RS14630,SMc00486,47.115,104,54,1,25,128,28,130,1.50e-24,99.0
BME_RS14635,SMa0678,23.932,351,222,12,81,416,77,397,7.14e-12,64.7
BME_RS14650,SMa1672,60.759,158,62,0,1,158,1,158,3.23e-58,177
BME_RS14655,SMa1664,42.740,365,196,6,36,393,11,369,2.40e-79,247
BME_RS14660,SM_b21498,58.120,351,147,0,1,351,1,351,4.29e-134,431
BME_RS14680,SMa1751,72.000,250,70,0,3,252,4,253,4.99e-108,310
BME_RS14685,SMa1753,70.052,384,114,1,1,383,1,384,6.35e-178,498
BME_RS14690,SMa1754,68.678,348,108,1,7,353,10,357,1.28e-179,499
BME_RS14695,SMa1755,79.191,346,72,0,3,348,5,350,0.0,568
BME_RS14705,SMc01937,96.000,25,1,0,1,25,1,25,4.15e-12,50.1
BME_RS14715,SM_b21522,77.381,84,17,2,1,84,1,82,3.72e-41,127
BME_RS14720,SM_b21523,83.764,271,44,0,1,271,1,271,2.65e-168,464
BME_RS14725,SM_b21524,65.462,249,85,1,1,248,1,249,3.78e-114,325
BME_RS14750,SMc02910,67.483,286,93,0,1,286,72,357,1.65e-117,352
BME_RS14760,SM_b20330,71.594,345,98,0,1,345,6,350,5.28e-178,495
BME_RS14765,SM_b20329,81.992,261,47,0,1,261,10,270,6.23e-163,450
BME_RS14770,SM_b20328,84.685,111,17,0,1,111,1,111,2.76e-66,209
BME_RS14775,SM_b20327,87.500,272,29,1,4,270,5,276,1.39e-161,447
BME_RS14780,SM_b20326,76.515,132,31,0,15,146,18,149,1.18e-67,212
BME_RS14785,SM_b20325,76.329,414,98,0,8,421,10,423,0.0,621
BME_RS14790,SM_b20324,71.893,338,94,1,1,338,1,337,2.74e-175,487
BME_RS14795,SMa1207,24.554,224,154,7,5,220,10,226,1.50e-12,62.4
BME_RS14800,SM_b20436,67.822,404,123,1,15,418,18,414,2.09e-156,463
BME_RS14810,SMa0005,32.500,80,54,0,183,262,117,196,2.37e-10,59.3
BME_RS14825,SMc02451,28.358,201,104,7,29,217,55,227,3.42e-12,62.8
BME_RS14835,SMa1285,58.462,195,80,1,2,195,4,198,5.23e-82,239
BME_RS14840,SMa1288,74.477,478,122,0,21,498,2,479,0.0,729
BME_RS14845,SMa1289,56.081,148,65,0,2,149,1,148,1.80e-49,155
BME_RS14850,SMa1291,79.385,325,67,0,1,325,1,325,0.0,518
BME_RS14855,SMa1292,66.007,303,103,0,7,309,6,308,2.08e-152,427
BME_RS14860,SMc02346,46.320,231,122,2,42,272,38,266,2.05e-68,211
BME_RS14865,SMc02345,28.444,225,160,1,38,261,63,287,7.94e-20,84.0
BME_RS14875,SMa1252,58.987,395,162,0,16,410,7,401,1.19e-158,451
BME_RS14880,SMa1243,56.643,143,62,0,1,143,1,143,4.96e-58,175
BME_RS14890,SMa1188,48.289,263,136,0,5,267,69,331,6.58e-91,270
BME_RS14900,SMa1186,61.326,181,62,2,4,179,7,184,4.86e-77,226
BME_RS14905,SMa1185,68.116,276,84,2,1,273,1,275,1.79e-108,313
BME_RS14910,SMa1184,60.596,302,115,4,23,322,2,301,7.47e-116,335
BME_RS14915,SMa1183,62.754,443,160,3,7,449,9,446,0.0,570
BME_RS14920,SMa1182,82.160,639,114,0,1,639,1,639,0.0,1103
BME_RS14925,SMa1179,66.086,746,236,4,8,748,21,754,0.0,1015
BME_RS14935,SM_b20937,23.454,469,303,16,118,566,129,561,1.81e-16,80.1
BME_RS14950,SMc01503,42.330,515,273,7,1,507,1,499,2.48e-130,387
BME_RS14955,SMa0320,32.377,244,151,6,5,237,4,244,6.00e-32,115
BME_RS14960,SM_b20893,30.607,379,244,7,39,402,27,401,1.78e-30,118
BME_RS14965,SM_b20930,50.206,243,110,5,15,249,3,242,1.87e-71,218
BME_RS14970,SM_b20902,31.778,343,201,10,10,335,8,334,6.09e-34,125
BME_RS14975,SM_b20483,68.696,345,108,0,5,349,6,350,0.0,507
BME_RS14980,SMa1245,75.943,212,51,0,18,229,1,212,1.71e-122,344
BME_RS14985,SMa1247,51.475,305,140,4,1,303,1,299,1.01e-107,313
BME_RS14990,SMa1250,78.400,375,81,0,1,375,1,375,0.0,629
BME_RS15000,SMc01203,48.128,187,97,0,5,191,6,192,7.58e-58,178
BME_RS15010,SMa1255,54.878,82,37,0,13,94,19,100,1.41e-30,102
BME_RS15015,SMa1256,57.714,175,73,1,1,175,3,176,1.15e-67,201
BME_RS15020,SMa1259,53.483,445,203,4,1,443,1,443,4.57e-122,361
BME_RS15030,SMa1269,67.089,632,204,3,1,631,1,629,0.0,846
BME_RS15035,SMa1272,83.333,270,45,0,1,270,1,270,1.29e-168,464
BME_RS15040,SMa1273,88.419,449,51,1,1,449,1,448,0.0,814
BME_RS15045,SMa1276,90.667,150,14,0,1,150,1,150,3.25e-105,294
BME_RS15055,SMa1279,56.284,183,78,1,6,188,7,187,1.15e-67,202
BME_RS15075,SM_b20261,82.319,345,61,0,1,345,1,345,0.0,572
BME_RS15080,SM_b20259,90.938,320,29,0,1,320,1,320,0.0,589
BME_RS15085,SM_b20258,75.862,232,55,1,2,233,6,236,4.35e-122,344
BME_RS15100,SMc00038,37.283,346,202,9,54,391,174,512,1.96e-64,217
BME_RS15105,SMa1188,36.614,254,128,13,45,283,70,305,1.62e-19,85.1
BME_RS15125,SMc00458,41.204,216,127,0,1,216,1,216,2.94e-55,173
