S_meliloti|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02940,AYT27_RS07665,31.566,396,198,11,16,351,15,397,8.24e-45,159
SMc02942,AYT27_RS07685,60.606,165,60,1,12,171,4,168,1.36e-71,210
SMc02977,AYT27_RS06610,54.894,235,106,0,23,257,7,241,2.20e-94,274
SMc02978,AYT27_RS06615,66.761,355,94,1,10,364,11,341,4.75e-179,496
SMc02979,AYT27_RS06620,51.988,327,151,2,1,327,1,321,9.35e-128,364
SMc02981,AYT27_RS00110,27.941,204,135,6,6,203,10,207,5.57e-14,63.9
SMc02982,AYT27_RS06440,49.704,169,82,2,17,184,14,180,2.06e-51,160
SMc02983,AYT27_RS06445,74.801,377,95,0,3,379,1,377,0.0,595
SMc02984,AYT27_RS05920,25.497,302,201,7,6,295,9,298,1.90e-22,90.9
SMc03006,AYT27_RS05965,30.172,116,78,1,4,119,14,126,2.95e-14,62.4
SMc03010,AYT27_RS05965,31.068,103,67,2,7,109,15,113,1.44e-09,53.5
SMc03011,AYT27_RS00310,30.508,118,74,3,9,122,11,124,4.74e-12,56.6
SMc03025,AYT27_RS07990,33.226,310,185,7,115,406,139,444,7.81e-40,146
SMc03046,AYT27_RS02440,30.435,207,118,8,32,218,14,214,6.50e-18,75.1
SMc03059,AYT27_RS02050,58.528,299,124,0,1,299,1,299,3.93e-127,360
SMc03062,AYT27_RS00965,24.324,296,200,8,44,327,3,286,1.32e-15,72.0
SMc03063,AYT27_RS00960,28.099,242,148,5,146,373,50,279,5.67e-22,90.5
SMc03065,AYT27_RS00955,57.741,239,99,2,6,243,6,243,8.45e-99,293
SMc03068,AYT27_RS02045,65.017,606,211,1,1,605,1,606,0.0,825
SMc03069,AYT27_RS02040,49.778,225,113,0,8,232,11,235,2.07e-75,224
SMc03070,AYT27_RS02035,62.729,491,183,0,1,491,1,491,0.0,657
SMc03074,AYT27_RS07035,88.000,25,3,0,1,25,1,25,2.22e-10,44.3
SMc03075,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
SMc03096,AYT27_RS00230,35.780,545,331,9,1333,1869,1015,1548,7.71e-89,316
SMc03097,AYT27_RS00225,33.545,629,384,11,16,618,33,653,3.23e-105,328
SMc03106,AYT27_RS08560,34.615,104,64,1,133,232,14,117,5.57e-19,76.3
SMc03117,AYT27_RS04250,24.832,298,178,8,52,315,43,328,1.80e-12,63.2
SMc03118,AYT27_RS04255,38.462,130,76,2,169,294,224,353,2.88e-11,58.9
SMc03119,AYT27_RS04240,39.623,212,124,2,4,211,3,214,2.90e-49,157
SMc03120,AYT27_RS04245,36.100,241,147,3,25,258,15,255,8.51e-50,160
SMc03121,AYT27_RS04260,24.638,345,237,11,4,336,2,335,1.68e-11,60.8
SMc03122,AYT27_RS05920,26.552,290,207,4,7,290,7,296,2.70e-33,120
SMc03124,AYT27_RS06215,24.815,270,160,8,82,334,82,325,1.31e-10,59.3
SMc03125,AYT27_RS06175,44.643,280,147,5,8,282,5,281,9.94e-74,226
SMc03126,AYT27_RS01235,41.016,256,138,5,30,273,24,278,5.33e-58,191
SMc03127,AYT27_RS06185,35.736,333,180,6,4,303,26,357,9.36e-59,188
SMc03128,AYT27_RS06180,34.351,262,171,1,29,290,47,307,3.10e-43,146
SMc03129,AYT27_RS00950,31.020,245,152,5,3,242,5,237,2.74e-26,99.0
SMc03131,AYT27_RS03295,27.935,247,159,4,29,271,17,248,5.79e-29,106
SMc03132,AYT27_RS02030,27.342,395,277,3,6,396,12,400,5.55e-47,162
SMc03133,AYT27_RS03285,33.158,190,116,3,120,299,24,212,1.26e-26,101
SMc03135,AYT27_RS03280,56.557,244,105,1,9,251,14,257,1.43e-106,305
SMc03141,AYT27_RS02320,25.806,279,201,2,54,327,664,941,8.53e-26,104
SMc03147,AYT27_RS07805,32.523,329,214,6,378,700,260,586,1.14e-36,141
SMc03153,AYT27_RS06465,52.174,207,99,0,1,207,1,207,5.44e-78,229
SMc03156,AYT27_RS06460,62.034,295,111,1,16,309,4,298,4.06e-133,376
SMc03157,AYT27_RS06565,50.420,238,117,1,22,258,35,272,4.40e-76,228
SMc03158,AYT27_RS06575,40.670,209,124,0,11,219,11,219,4.16e-40,133
SMc03159,AYT27_RS06570,48.696,345,169,4,14,357,7,344,3.47e-108,316
SMc03166,AYT27_RS06675,23.656,279,139,13,101,338,99,344,2.03e-08,50.8
SMc03167,AYT27_RS06435,60.700,486,191,0,12,497,6,491,0.0,625
SMc03168,AYT27_RS06430,51.183,338,161,1,34,371,13,346,6.43e-110,322
SMc03171,AYT27_RS05535,49.153,236,116,2,10,243,7,240,3.05e-68,215
SMc03172,AYT27_RS03305,34.096,481,286,8,6,471,3,467,3.28e-85,266
SMc03173,AYT27_RS04995,26.990,289,174,13,57,327,15,284,1.80e-13,68.2
SMc03178,AYT27_RS02320,25.512,635,390,15,278,874,362,951,3.99e-53,196
SMc03179,AYT27_RS08595,61.468,981,352,4,29,996,5,972,0.0,1179
SMc03180,AYT27_RS08590,69.369,111,34,0,1,111,1,111,4.26e-52,155
SMc03181,AYT27_RS08585,55.146,515,222,4,21,532,21,529,1.87e-178,509
SMc03182,AYT27_RS08580,35.185,162,103,2,1,161,1,161,2.53e-30,104
SMc03183,AYT27_RS08575,59.302,86,35,0,8,93,8,93,1.39e-35,112
SMc03184,AYT27_RS08570,39.000,100,61,0,12,111,10,109,8.69e-20,75.1
SMc03186,AYT27_RS05920,27.160,243,169,2,4,241,3,242,1.99e-23,93.6
SMc03198,AYT27_RS00955,33.878,245,150,5,29,268,35,272,2.19e-34,125
SMc03200,AYT27_RS02030,25.231,432,243,15,9,419,16,388,3.06e-18,82.0
SMc03201,AYT27_RS02980,28.669,293,203,5,72,361,29,318,1.92e-28,110
SMc03202,AYT27_RS02985,40.549,328,174,3,1,324,131,441,5.48e-77,239
SMc03203,AYT27_RS08630,33.810,420,247,7,6,419,5,399,2.50e-62,202
SMc03204,AYT27_RS08625,41.350,474,259,8,4,464,1,468,5.52e-110,329
SMc03205,AYT27_RS04890,29.208,202,128,5,85,280,2,194,1.14e-19,80.9
SMc03210,AYT27_RS04150,32.000,150,101,1,4,153,1,149,2.22e-24,89.0
SMc03220,AYT27_RS07030,48.372,215,92,4,1,215,1,196,2.63e-41,159
SMc03221,AYT27_RS07025,75.676,37,9,0,3,39,2,38,8.81e-11,46.2
SMc03227,AYT27_RS08425,71.739,138,38,1,1,138,1,137,3.56e-72,209
SMc03229,AYT27_RS00625,38.623,334,196,6,7,333,2,333,2.19e-68,213
SMc03230,AYT27_RS08415,65.479,365,120,3,1,360,1,364,2.54e-168,470
SMc03233,AYT27_RS08410,28.387,310,201,8,131,421,71,378,9.28e-27,107
SMc03234,AYT27_RS08405,37.209,430,265,2,1,427,1,428,8.49e-80,255
SMc03236,AYT27_RS08400,58.723,235,95,2,5,237,7,241,5.37e-102,293
SMc03237,AYT27_RS01090,24.409,381,269,7,10,379,7,379,3.95e-17,79.0
SMc03238,AYT27_RS00870,48.235,85,44,0,3,87,4,88,2.03e-25,87.0
SMc03239,AYT27_RS00880,75.862,174,42,0,1,174,1,174,5.36e-103,289
SMc03242,AYT27_RS00885,88.264,605,71,0,1,605,1,605,0.0,1100
SMc03245,AYT27_RS04230,29.978,447,264,16,27,430,42,482,4.16e-28,112
SMc03246,AYT27_RS01505,30.412,388,236,10,18,395,18,381,7.72e-50,169
SMc03247,AYT27_RS08285,31.325,166,105,4,52,216,161,318,1.21e-14,67.8
SMc03252,AYT27_RS00825,45.382,249,135,1,26,274,14,261,9.80e-69,214
SMc03259,AYT27_RS02590,27.966,236,169,1,6,240,4,239,6.87e-18,77.8
SMc03268,AYT27_RS01235,44.765,554,272,8,27,576,4,527,7.57e-154,450
SMc03269,AYT27_RS04495,22.081,394,231,15,72,406,103,479,1.82e-09,55.5
SMc03272,AYT27_RS06180,35.632,261,163,3,18,275,50,308,4.20e-46,153
SMc03277,AYT27_RS01090,43.605,516,290,1,17,531,10,525,1.86e-141,416
SMc03744,AYT27_RS05985,53.846,78,36,0,1,78,1,78,1.97e-22,79.3
SMc03754,AYT27_RS06185,33.846,325,186,3,13,312,37,357,8.52e-51,167
SMc03770,AYT27_RS00700,63.636,121,41,1,1,118,1,121,9.49e-48,147
SMc03772,AYT27_RS00705,78.652,89,19,0,1,89,1,89,1.55e-48,145
SMc03775,AYT27_RS00820,71.515,330,94,0,41,370,1,330,1.21e-165,463
SMc03776,AYT27_RS00825,65.668,367,126,0,6,372,6,372,2.19e-170,477
SMc03777,AYT27_RS00830,64.407,413,146,1,15,427,7,418,0.0,556
SMc03778,AYT27_RS00835,53.158,190,89,0,1,190,1,190,2.17e-73,216
SMc03779,AYT27_RS00695,73.333,30,8,0,1,30,1,30,3.15e-12,49.3
SMc03780,AYT27_RS00840,61.111,108,42,0,55,162,34,141,2.99e-48,149
SMc03781,AYT27_RS00845,52.201,159,76,0,1,159,1,159,3.24e-56,170
SMc03782,AYT27_RS00850,36.181,398,226,3,63,460,57,426,6.62e-87,268
SMc03783,AYT27_RS00855,65.306,441,146,2,1,439,1,436,0.0,584
SMc03785,AYT27_RS00860,51.852,162,78,0,1,162,5,166,2.56e-61,183
SMc03788,AYT27_RS05025,26.210,1095,660,32,7,1015,18,1050,4.55e-80,281
SMc03799,AYT27_RS06615,58.580,338,118,4,2,321,8,341,2.65e-139,394
SMc03801,AYT27_RS00125,41.489,94,53,1,50,143,11,102,8.50e-25,92.8
SMc03802,AYT27_RS06525,42.922,219,120,2,1,219,1,214,1.75e-57,177
SMc03803,AYT27_RS06530,63.636,55,20,0,8,62,6,60,4.30e-22,76.6
SMc03804,AYT27_RS08110,52.206,408,187,4,3,408,25,426,2.50e-149,426
SMc03806,AYT27_RS05180,59.821,112,45,0,1,112,1,112,4.95e-47,143
SMc03808,AYT27_RS08105,76.984,504,112,2,374,877,310,809,0.0,783
SMc03809,AYT27_RS08100,42.640,197,109,3,13,209,7,199,3.81e-54,168
SMc03812,AYT27_RS06150,28.671,143,96,4,10,151,4,141,1.14e-09,54.7
SMc03815,AYT27_RS04245,27.917,240,157,5,19,248,8,241,5.02e-29,106
SMc03818,AYT27_RS08095,56.716,268,115,1,1,268,1,267,2.60e-114,325
SMc03820,AYT27_RS08435,61.333,225,87,0,1,225,1,225,6.30e-104,296
SMc03823,AYT27_RS00575,27.056,377,241,9,111,460,194,563,1.61e-20,90.5
SMc03825,AYT27_RS06365,26.404,356,246,6,12,359,11,358,1.93e-30,117
SMc03827,AYT27_RS00110,42.654,211,121,0,1,211,1,211,2.04e-56,174
SMc03828,AYT27_RS08485,62.205,254,96,0,1,254,1,254,5.20e-111,317
SMc03829,AYT27_RS08490,60.000,290,111,3,1,285,1,290,8.02e-112,321
SMc03830,AYT27_RS08495,51.572,318,150,1,4,317,8,325,4.59e-115,332
SMc03831,AYT27_RS00105,81.794,379,69,0,26,404,28,406,0.0,654
SMc03832,AYT27_RS00100,48.795,166,85,0,1,166,1,166,5.28e-59,177
SMc03835,AYT27_RS00285,40.698,172,101,1,1,171,1,172,8.96e-42,135
SMc03837,AYT27_RS08080,39.556,225,133,2,2,224,6,229,2.49e-45,156
SMc03839,AYT27_RS00040,55.939,261,95,3,1,245,1,257,2.03e-89,261
SMc03841,AYT27_RS03045,63.959,197,71,0,1,197,5,201,7.23e-97,276
SMc03846,AYT27_RS00575,77.691,892,199,0,4,895,3,894,0.0,1424
SMc03847,AYT27_RS00570,41.148,209,112,3,1,206,1,201,3.57e-55,171
SMc03848,AYT27_RS00565,46.939,196,102,1,3,196,3,198,4.35e-39,130
SMc03849,AYT27_RS00560,54.043,235,108,0,15,249,15,249,7.70e-90,262
SMc03851,AYT27_RS00550,41.667,156,84,1,44,199,45,193,2.16e-45,145
SMc03853,AYT27_RS08680,59.694,196,79,0,10,205,24,219,1.29e-86,251
SMc03854,AYT27_RS08675,70.820,305,89,0,240,544,109,413,2.54e-156,449
SMc03855,AYT27_RS08670,58.824,425,171,1,4,424,3,427,0.0,526
SMc03856,AYT27_RS08665,50.000,284,136,2,12,295,5,282,2.42e-88,261
SMc03857,AYT27_RS08380,73.450,516,124,3,1,510,1,509,0.0,711
SMc03858,AYT27_RS08375,63.830,94,34,0,2,95,1,94,1.86e-41,129
SMc03859,AYT27_RS08370,74.590,122,30,1,1,122,1,121,5.03e-58,171
SMc03860,AYT27_RS08275,46.471,170,90,1,3,172,7,175,1.84e-51,159
SMc03861,AYT27_RS08270,69.058,223,67,1,1,223,1,221,2.65e-110,313
SMc03863,AYT27_RS08265,73.611,144,32,2,1,142,1,140,1.51e-71,209
SMc03864,AYT27_RS03295,24.153,236,162,5,34,262,20,245,1.02e-17,76.3
SMc03865,AYT27_RS03285,30.000,230,134,5,47,269,23,232,4.26e-25,95.9
SMc03866,AYT27_RS07890,59.030,598,226,6,1,584,1,593,0.0,696
SMc03867,AYT27_RS07900,49.754,203,102,0,6,208,4,206,5.88e-71,211
SMc03871,AYT27_RS00955,33.810,210,136,1,6,212,4,213,4.91e-37,129
SMc03872,AYT27_RS07905,44.072,447,249,1,51,497,36,481,7.99e-139,405
SMc03873,AYT27_RS07910,61.455,275,106,0,8,282,24,298,2.61e-116,333
SMc03874,AYT27_RS07925,71.429,175,50,0,1,175,1,175,7.92e-94,267
SMc03875,AYT27_RS07920,75.893,112,27,0,1,112,1,112,4.10e-65,188
SMc03877,AYT27_RS07915,44.743,447,227,7,484,926,6,436,5.72e-120,371
SMc03878,AYT27_RS02775,43.038,237,131,4,3,237,7,241,1.36e-55,174
SMc03881,AYT27_RS07930,93.220,59,4,0,1,59,1,59,1.47e-36,112
SMc03883,AYT27_RS02430,32.331,133,89,1,90,221,123,255,1.53e-17,77.8
SMc03884,AYT27_RS07935,55.219,297,133,0,8,304,4,300,2.23e-112,323
SMc03885,AYT27_RS05915,20.811,370,249,9,25,351,32,400,1.04e-09,55.1
SMc03887,AYT27_RS00110,27.568,185,120,3,27,204,24,201,1.01e-12,60.5
SMc03888,AYT27_RS07965,77.240,413,93,1,1,412,1,413,0.0,653
SMc03891,AYT27_RS03295,30.268,261,164,4,1,255,1,249,9.54e-33,116
SMc03893,AYT27_RS03285,33.617,235,136,4,1,218,2,233,2.63e-33,116
SMc03894,AYT27_RS03280,39.592,245,143,1,1,245,16,255,3.85e-62,192
SMc03895,AYT27_RS04115,45.614,456,231,6,3,458,2,440,1.43e-127,394
SMc03900,AYT27_RS05210,57.292,576,246,0,32,607,1,576,0.0,701
SMc03902,AYT27_RS08500,92.000,25,2,0,1,25,1,25,1.06e-09,42.4
SMc03925,AYT27_RS06925,58.410,541,224,1,2,542,3,542,0.0,663
SMc03927,AYT27_RS06585,54.667,150,67,1,1,150,1,149,6.51e-51,156
SMc03929,AYT27_RS03835,27.757,263,154,9,36,288,8,244,3.76e-11,59.3
SMc03931,AYT27_RS06520,26.515,396,236,10,609,990,13,367,4.23e-24,101
SMc03934,AYT27_RS00655,89.855,69,7,0,15,83,1,69,7.24e-41,125
SMc03942,AYT27_RS02320,24.387,734,460,25,82,765,268,956,2.43e-45,171
SMc03956,AYT27_RS07710,27.877,391,231,12,1,352,9,387,8.97e-31,116
SMc03957,AYT27_RS07715,38.926,149,86,3,1,145,1,148,3.75e-33,110
SMc03958,AYT27_RS07720,58.874,231,95,0,1,231,1,231,1.74e-100,288
SMc03960,AYT27_RS07725,49.612,129,65,0,11,139,12,140,3.39e-41,130
SMc03965,AYT27_RS07730,79.635,329,67,0,3,331,5,333,0.0,518
SMc03966,AYT27_RS07735,54.146,205,90,2,1,204,1,202,1.01e-64,194
SMc03967,AYT27_RS07740,70.886,158,46,0,1,158,1,158,8.44e-76,220
SMc03969,AYT27_RS07695,77.823,248,55,0,1,248,1,248,2.06e-149,412
SMc03971,AYT27_RS00680,30.340,1058,677,17,6,1049,22,1033,2.06e-133,426
SMc03972,AYT27_RS00675,23.848,369,231,11,29,379,44,380,4.12e-10,56.2
SMc03973,AYT27_RS07380,63.636,264,96,0,1,264,10,273,1.16e-130,367
SMc03974,AYT27_RS07375,42.105,190,106,1,2,187,10,199,4.28e-51,159
SMc03975,AYT27_RS05920,31.343,134,78,4,12,137,1,128,2.03e-15,71.2
SMc03976,AYT27_RS07850,47.706,109,50,1,1,102,1,109,1.27e-31,105
SMc03977,AYT27_RS07845,51.807,83,34,2,10,89,12,91,1.45e-21,77.0
SMc03978,AYT27_RS07840,69.697,660,198,2,1,659,1,659,0.0,960
SMc03979,AYT27_RS07835,74.405,336,85,1,1,336,1,335,0.0,516
SMc03981,AYT27_RS07830,61.209,397,153,1,1,397,2,397,4.20e-180,503
SMc03983,AYT27_RS07825,69.883,342,102,1,1,341,1,342,4.39e-170,473
SMc03989,AYT27_RS07745,44.375,160,82,2,14,171,17,171,1.56e-34,116
SMc03990,AYT27_RS07810,71.233,73,21,0,1,73,1,73,1.65e-38,118
SMc03991,AYT27_RS07805,59.487,585,237,0,3,587,9,593,0.0,650
SMc03994,AYT27_RS07800,67.681,263,85,0,1,263,1,263,5.85e-127,357
SMc03995,AYT27_RS07790,33.333,291,174,4,100,371,47,336,4.09e-33,122
SMc03996,AYT27_RS07755,41.420,169,96,2,26,191,31,199,2.09e-35,120
SMc04001,AYT27_RS07320,74.522,157,40,0,9,165,8,164,1.46e-73,214
SMc04002,AYT27_RS07325,51.445,346,167,1,4,348,62,407,1.83e-131,378
SMc04003,AYT27_RS07340,82.927,41,7,0,1,41,1,41,3.37e-20,70.1
SMc04004,AYT27_RS07345,40.816,147,87,0,52,198,113,259,1.09e-36,125
SMc04005,AYT27_RS07860,65.971,479,162,1,1,479,1,478,0.0,632
SMc04006,AYT27_RS07865,64.103,117,42,0,20,136,41,157,1.04e-53,163
SMc04009,AYT27_RS07870,62.821,78,29,0,3,80,7,84,1.56e-17,66.6
SMc04011,AYT27_RS03030,32.411,506,284,11,1,503,1,451,6.00e-71,229
SMc04015,AYT27_RS02320,27.568,185,124,4,108,290,513,689,4.99e-13,65.1
SMc04017,AYT27_RS00920,40.171,117,64,2,6,121,7,118,8.60e-26,89.7
SMc04020,AYT27_RS05590,27.679,224,139,8,12,220,13,228,1.86e-11,59.7
SMc04023,AYT27_RS00910,69.178,292,89,1,5,295,2,293,1.13e-150,420
SMc04024,AYT27_RS00905,50.746,402,197,1,4,405,17,417,6.19e-137,394
SMc04025,AYT27_RS00900,37.799,209,130,0,117,325,52,260,1.10e-48,165
SMc04033,AYT27_RS04275,28.814,118,83,1,13,129,9,126,1.35e-08,50.4
SMc04034,AYT27_RS06185,28.076,317,203,2,20,311,41,357,2.63e-39,137
SMc04035,AYT27_RS06180,41.825,263,153,0,17,279,43,305,8.65e-62,194
SMc04036,AYT27_RS01235,38.278,546,323,6,3,546,2,535,1.57e-132,393
SMc04037,AYT27_RS06190,26.638,458,296,15,39,461,46,498,1.81e-35,134
SMc04040,AYT27_RS03775,55.405,148,65,1,1,147,1,148,6.93e-58,174
SMc04041,AYT27_RS03770,24.126,286,204,5,27,311,27,300,5.39e-20,84.3
SMc04042,AYT27_RS07800,31.739,230,147,4,33,256,35,260,1.09e-24,95.1
SMc04044,AYT27_RS03765,83.761,117,19,0,4,120,3,119,3.95e-69,199
SMc04045,AYT27_RS00495,74.183,612,155,1,1,609,1,612,0.0,957
SMc04051,AYT27_RS07060,36.620,142,87,2,22,162,21,160,1.84e-22,85.1
SMc04055,AYT27_RS05920,27.458,295,202,5,11,299,9,297,9.44e-30,111
SMc04060,AYT27_RS03760,96.000,25,1,0,1,25,1,25,7.72e-11,45.4
SMc04083,AYT27_RS08385,55.072,207,93,0,18,224,4,210,7.90e-88,254
SMc04085,AYT27_RS08390,45.802,1572,812,13,31,1589,18,1562,0.0,1372
SMc04088,AYT27_RS08345,64.498,538,189,1,1,536,1,538,0.0,708
SMc04089,AYT27_RS08350,35.165,546,345,4,20,559,21,563,2.03e-113,345
SMc04090,AYT27_RS08355,51.591,440,207,2,35,468,7,446,6.55e-153,438
SMc04091,AYT27_RS08360,74.205,283,70,1,1,280,1,283,2.28e-155,434
SMc04092,AYT27_RS08365,70.370,54,16,0,31,84,18,71,1.54e-23,81.3
SMc04093,AYT27_RS08055,75.154,648,161,0,1,648,1,648,0.0,1069
SMc04094,AYT27_RS07690,66.087,230,73,2,1,227,1,228,2.19e-110,313
SMc04095,AYT27_RS08055,35.837,639,389,12,5,633,23,650,9.19e-141,421
SMc04127,AYT27_RS04245,32.500,240,149,3,1,227,1,240,1.70e-33,123
SMc04129,AYT27_RS06150,31.210,157,90,5,7,158,4,147,9.63e-13,64.3
SMc04136,AYT27_RS00965,27.007,274,195,5,33,304,15,285,3.86e-18,79.0
SMc04137,AYT27_RS00960,31.915,282,180,6,19,291,3,281,2.68e-34,122
SMc04138,AYT27_RS06150,28.409,264,147,13,5,259,4,234,3.23e-10,55.8
SMc04139,AYT27_RS06150,26.389,144,99,3,3,145,2,139,5.77e-09,52.4
SMc04140,AYT27_RS00955,59.167,240,97,1,5,243,4,243,1.47e-101,300
SMc04144,AYT27_RS00495,32.998,597,329,17,25,556,17,607,9.73e-84,269
SMc04148,AYT27_RS06520,26.301,365,228,11,426,777,28,364,2.55e-23,98.2
SMc04153,AYT27_RS06520,27.114,343,224,13,6,339,39,364,5.38e-23,94.4
SMc04154,AYT27_RS04890,29.208,202,128,5,87,282,2,194,9.90e-20,81.3
SMc04163,AYT27_RS05920,33.333,132,70,2,12,133,5,128,4.12e-12,61.2
SMc04165,AYT27_RS04275,24.257,202,140,6,29,220,10,208,9.30e-12,59.7
SMc04170,AYT27_RS00310,31.579,114,74,2,144,257,11,120,2.23e-10,55.1
SMc04174,AYT27_RS05505,30.000,90,61,1,1,88,1,90,2.96e-14,58.2
SMc04175,AYT27_RS05535,26.761,213,108,6,12,195,14,207,2.54e-09,52.0
SMc04176,AYT27_RS05510,34.100,739,460,9,96,822,61,784,1.82e-135,418
SMc04179,AYT27_RS02110,56.007,591,259,1,1,591,1,590,0.0,664
SMc04198,AYT27_RS01905,45.161,62,33,1,6,66,7,68,1.89e-10,54.3
SMc04207,AYT27_RS07805,29.369,412,272,9,165,562,175,581,5.32e-36,138
SMc04210,AYT27_RS04155,53.140,207,93,2,3,207,6,210,6.61e-78,228
SMc04211,AYT27_RS04160,34.356,163,100,4,6,164,5,164,5.77e-31,107
SMc04212,AYT27_RS02500,42.400,250,137,4,242,489,528,772,2.30e-54,191
SMc04214,AYT27_RS04145,63.497,326,118,1,7,331,5,330,6.10e-152,426
SMc04219,AYT27_RS00085,34.081,223,118,5,8,214,31,240,9.10e-31,112
SMc04231,AYT27_RS05950,73.609,773,168,2,115,887,3,739,0.0,1192
SMc04233,AYT27_RS00330,39.706,68,37,2,12,75,3,70,8.13e-11,56.2
SMc04234,AYT27_RS05910,54.412,68,31,0,3,70,2,69,2.13e-21,75.1
SMc04235,AYT27_RS04140,53.295,349,124,3,1,349,17,326,4.77e-124,356
SMc04240,AYT27_RS03790,30.729,192,128,4,27,218,5,191,9.77e-28,100
SMc04242,AYT27_RS06425,47.619,126,64,1,5,130,4,127,1.01e-40,128
SMc04243,AYT27_RS00435,27.935,247,168,3,19,257,20,264,1.41e-19,82.0
SMc04244,AYT27_RS00430,34.454,238,128,7,11,229,16,244,7.28e-33,118
SMc04245,AYT27_RS00975,23.101,316,192,7,19,326,21,293,1.58e-15,72.0
SMc04256,AYT27_RS00955,46.246,333,158,4,14,345,15,327,2.04e-95,284
SMc04257,AYT27_RS00960,26.667,255,183,2,46,298,26,278,2.20e-20,84.7
SMc04258,AYT27_RS00965,26.180,233,163,4,58,286,53,280,7.74e-19,80.5
SMc04268,AYT27_RS03830,54.044,272,125,0,35,306,36,307,1.59e-106,309
SMc04269,AYT27_RS01835,34.586,133,78,2,1,128,1,129,2.06e-22,82.8
SMc04270,AYT27_RS03835,74.269,342,88,0,1,342,1,342,0.0,534
SMc04273,AYT27_RS03840,66.271,421,139,2,5,424,3,421,0.0,551
SMc04275,AYT27_RS03845,49.875,399,179,7,8,399,6,390,7.40e-110,324
SMc04277,AYT27_RS03260,33.058,121,78,2,6,124,28,147,3.76e-15,64.7
SMc04278,AYT27_RS03850,84.615,91,14,0,3,93,1,91,9.90e-53,155
SMc04288,AYT27_RS01235,43.682,554,291,5,3,554,2,536,8.75e-155,451
SMc04293,AYT27_RS06190,24.265,408,267,11,36,419,43,432,2.95e-32,125
SMc04294,AYT27_RS06185,30.838,334,196,3,4,304,26,357,1.18e-46,157
SMc04295,AYT27_RS06180,39.194,273,161,1,22,294,42,309,5.56e-59,187
SMc04296,AYT27_RS05700,70.746,335,96,1,5,337,6,340,7.97e-135,392
SMc04300,AYT27_RS00955,45.045,222,118,1,24,245,19,236,1.56e-63,201
SMc04304,AYT27_RS06615,29.885,348,193,10,10,337,10,326,7.39e-44,150
SMc04308,AYT27_RS04275,26.877,253,164,11,27,265,8,253,4.21e-15,68.9
SMc04318,AYT27_RS05910,68.182,66,21,0,1,66,1,66,4.54e-32,102
SMc04320,AYT27_RS00655,82.857,70,12,0,1,70,1,70,5.45e-38,117
SMc04326,AYT27_RS05915,26.316,247,166,6,47,281,55,297,1.18e-18,82.4
SMc04336,AYT27_RS08600,42.424,99,47,2,67,155,61,159,8.95e-19,74.3
SMc04338,AYT27_RS06030,51.592,157,75,1,72,227,66,222,7.36e-53,167
SMc04346,AYT27_RS05560,79.941,339,68,0,1,339,1,339,0.0,580
SMc04350,AYT27_RS08085,36.676,349,198,2,65,395,45,388,4.45e-66,213
SMc04351,AYT27_RS08080,43.053,655,359,7,4,647,9,660,1.25e-165,485
SMc04362,AYT27_RS05620,30.822,146,86,4,79,211,74,217,1.54e-08,52.0
SMc04364,AYT27_RS05545,84.000,25,4,0,1,25,1,25,3.23e-08,38.5
SMc04381,AYT27_RS07750,42.105,361,208,1,12,371,4,364,4.26e-93,280
SMc04382,AYT27_RS00460,47.777,2811,1422,14,22,2805,25,2816,0.0,2765
SMc04384,AYT27_RS02210,30.867,473,305,11,7,467,6,468,2.35e-59,198
SMc04385,AYT27_RS01985,28.085,470,305,10,22,478,11,460,3.42e-49,172
SMc04386,AYT27_RS05915,57.975,395,166,0,15,409,5,399,8.96e-171,479
SMc04388,AYT27_RS00540,27.848,395,237,10,42,432,30,380,3.25e-38,139
SMc04391,AYT27_RS02775,35.081,248,147,7,9,254,9,244,3.80e-33,117
SMc04393,AYT27_RS00955,44.000,375,172,8,1,368,1,344,9.25e-101,298
SMc04394,AYT27_RS00960,24.903,257,189,2,34,288,26,280,3.00e-21,87.0
SMc04395,AYT27_RS00965,26.761,284,190,8,8,283,10,283,3.25e-20,84.3
SMc04397,AYT27_RS01985,34.583,480,294,9,21,491,6,474,1.28e-89,278
SMc04398,AYT27_RS04380,28.767,146,94,1,6,141,1,146,1.30e-16,73.9
SMc04400,AYT27_RS06150,21.575,292,203,6,28,308,27,303,5.91e-10,55.1
SMc04403,AYT27_RS00895,56.953,676,285,2,10,685,5,674,0.0,791
SMc04407,AYT27_RS05620,34.675,323,195,6,16,331,9,322,3.15e-49,173
SMc04410,AYT27_RS06550,76.923,338,78,0,1,338,1,338,0.0,562
SMc04411,AYT27_RS00905,32.618,233,146,5,10,235,24,252,5.56e-32,118
SMc04434,AYT27_RS06285,88.636,44,5,0,1,44,1,44,1.18e-15,58.9
SMc04439,AYT27_RS06570,39.815,216,129,1,3,218,34,248,4.38e-49,162
SMc04444,AYT27_RS04570,28.795,448,271,16,19,451,1,415,4.25e-43,163
SMc04446,AYT27_RS00305,57.292,576,231,7,26,590,20,591,0.0,596
SMc04448,AYT27_RS00930,48.024,506,254,5,21,521,22,523,1.29e-153,445
