Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS10670,BAB_RS31855,97.590,166,4,0,1,166,79,244,7.33e-115,322
BME_RS10675,BAB_RS31850,99.365,315,2,0,1,315,1,315,0.0,612
BME_RS10680,BAB_RS31845,100.000,160,0,0,128,287,1,160,5.80e-108,306
BME_RS10685,BAB_RS31835,100.000,406,0,0,1,406,1,406,0.0,828
BME_RS10690,BAB_RS31830,100.000,267,0,0,1,267,1,267,0.0,557
BME_RS10695,BAB_RS31825,99.697,661,2,0,1,661,1,661,0.0,1352
BME_RS10700,BAB_RS31820,99.198,374,3,0,1,374,1,374,0.0,743
BME_RS10705,BAB_RS31815,100.000,246,0,0,1,246,1,246,9.33e-173,472
BME_RS10710,BAB_RS31810,90.385,260,2,1,1,237,1,260,1.72e-172,472
BME_RS10715,BAB_RS31805,100.000,319,0,0,1,319,1,319,0.0,645
BME_RS10720,BAB_RS31800,99.596,495,2,0,1,495,1,495,0.0,1024
BME_RS10725,BAB_RS31795,100.000,281,0,0,1,281,1,281,0.0,573
BME_RS10730,BAB_RS31790,98.469,392,4,1,1,390,1,392,0.0,767
BME_RS10735,BAB_RS31785,99.355,310,2,0,1,310,1,310,0.0,611
BME_RS10740,BAB_RS31780,100.000,162,0,0,1,162,1,162,2.54e-111,319
BME_RS10745,BAB_RS31775,98.611,216,3,0,1,216,1,216,1.03e-155,439
BME_RS10750,BAB_RS31770,100.000,244,0,0,1,244,1,244,0.0,494
BME_RS10755,BAB_RS31765,99.654,289,1,0,1,289,1,289,0.0,556
BME_RS10760,BAB_RS31760,100.000,107,0,0,1,107,1,107,1.29e-72,207
BME_RS10765,BAB_RS31755,100.000,234,0,0,1,234,1,234,8.24e-171,466
BME_RS10770,BAB_RS31750,99.474,570,3,0,1,570,1,570,0.0,1111
BME_RS10775,BAB_RS31745,99.308,289,2,0,1,289,1,289,0.0,540
BME_RS10780,BAB_RS31740,99.746,393,1,0,1,393,1,393,0.0,795
BME_RS10785,BAB_RS31735,99.821,560,1,0,1,560,1,560,0.0,1145
BME_RS10790,BAB_RS31730,76.000,325,69,3,1,320,1,321,6.38e-154,444
BME_RS10795,BAB_RS31725,98.758,483,6,0,1,483,1,483,0.0,927
BME_RS10800,BAB_RS31720,99.231,260,2,0,1,260,1,260,0.0,523
BME_RS10805,BAB_RS31715,99.282,418,3,0,1,418,1,418,0.0,842
BME_RS10810,BAB_RS31710,99.533,214,1,0,1,214,1,214,5.33e-159,435
BME_RS10815,BAB_RS31705,100.000,452,0,0,1,452,1,452,0.0,930
BME_RS10820,BAB_RS31700,99.729,369,1,0,1,369,1,369,0.0,759
BME_RS10825,BAB_RS31695,99.697,330,1,0,1,330,1,330,0.0,653
BME_RS10830,BAB_RS31690,100.000,163,0,0,1,163,1,163,8.60e-117,324
BME_RS10835,BAB_RS31685,100.000,130,0,0,1,130,1,130,1.72e-96,270
BME_RS10840,BAB_RS31680,99.405,504,3,0,1,504,1,504,0.0,1014
BME_RS10845,BAB_RS31675,99.080,326,3,0,1,326,1,326,0.0,669
BME_RS10850,BAB_RS31670,100.000,288,0,0,1,288,1,288,0.0,591
BME_RS10855,BAB_RS31665,99.251,267,2,0,1,267,1,267,0.0,538
BME_RS10860,BAB_RS31660,100.000,269,0,0,1,269,1,269,0.0,545
BME_RS10875,BAB_RS31650,99.689,322,1,0,1,322,1,322,0.0,665
BME_RS10880,BAB_RS31645,99.743,389,1,0,1,389,1,389,0.0,755
BME_RS10885,BAB_RS31640,99.609,511,2,0,1,511,1,511,0.0,1036
BME_RS10890,BAB_RS31635,99.705,339,1,0,1,339,1,339,0.0,679
BME_RS10895,BAB_RS31630,99.715,351,1,0,1,351,1,351,0.0,711
BME_RS10900,BAB_RS31625,99.492,2758,14,0,1,2758,665,3422,0.0,5235
BME_RS10905,BAB_RS31625,99.843,635,1,0,1,635,1,635,0.0,1199
BME_RS10910,BAB_RS31620,99.645,282,1,0,1,282,1,282,0.0,546
BME_RS10920,BAB_RS31610,100.000,226,0,0,1,226,1,226,3.67e-159,436
BME_RS10925,BAB_RS31605,98.907,366,4,0,1,366,1,366,0.0,746
BME_RS10930,BAB_RS31600,99.535,430,2,0,1,430,1,430,0.0,855
BME_RS10935,BAB_RS31595,99.528,424,2,0,1,424,1,424,0.0,824
BME_RS10940,BAB_RS31590,99.474,190,1,0,1,190,1,190,2.06e-143,393
BME_RS10945,BAB_RS31585,100.000,227,0,0,1,227,1,227,2.91e-169,462
BME_RS10950,BAB_RS31580,99.747,396,1,0,1,396,1,396,0.0,788
BME_RS10955,BAB_RS31575,99.174,484,4,0,1,484,1,484,0.0,951
BME_RS10960,BAB_RS31570,100.000,348,0,0,1,348,1,348,0.0,703
BME_RS10965,BAB_RS31565,99.123,114,1,0,1,114,1,114,6.68e-80,227
BME_RS10970,BAB_RS31560,99.342,152,1,0,1,152,1,152,6.93e-111,308
BME_RS10975,BAB_RS31555,100.000,137,0,0,1,137,1,137,2.41e-97,273
BME_RS10980,BAB_RS31550,100.000,88,0,0,1,88,1,88,1.51e-58,171
BME_RS10985,BAB_RS33535,100.000,108,0,0,1,108,1,108,2.79e-73,209
BME_RS10990,BAB_RS31540,99.778,450,1,0,15,464,1,450,0.0,886
BME_RS10995,BAB_RS31530,99.216,255,2,0,1,255,1,255,0.0,496
BME_RS11000,BAB_RS31525,100.000,135,0,0,1,135,1,135,2.73e-93,262
BME_RS11005,BAB_RS31520,100.000,196,0,0,1,196,1,196,3.56e-145,398
BME_RS11010,BAB_RS31515,98.171,164,3,0,1,164,1,164,2.11e-117,325
BME_RS11015,BAB_RS31510,99.429,175,1,0,1,175,1,175,1.83e-129,357
BME_RS11025,BAB_RS31500,100.000,145,0,0,1,145,1,145,4.10e-109,303
BME_RS11030,BAB_RS31495,100.000,286,0,0,1,286,1,286,0.0,548
BME_RS11035,BAB_RS31490,99.329,298,2,0,1,298,1,298,0.0,597
BME_RS11040,BAB_RS31485,99.701,334,1,0,1,334,1,334,0.0,674
BME_RS11045,BAB_RS31480,100.000,400,0,0,1,400,1,400,0.0,827
BME_RS11050,BAB_RS31475,100.000,143,0,0,1,143,1,143,4.34e-105,293
BME_RS11055,BAB_RS31470,99.317,293,2,0,1,293,1,293,0.0,577
BME_RS11060,BAB_RS31465,100.000,496,0,0,1,496,1,496,0.0,945
BME_RS11065,BAB_RS31460,100.000,25,0,0,1,25,1,25,4.46e-11,46.6
BME_RS11070,BAB_RS31455,100.000,25,0,0,1,25,1,25,1.01e-12,50.8
BME_RS11075,BAB_RS31445,99.833,598,1,0,377,974,377,974,0.0,1134
BME_RS11080,BAB_RS31440,100.000,38,0,0,1,38,1,38,1.33e-20,71.6
BME_RS11085,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
BME_RS11090,BAB_RS31430,97.710,393,2,1,1,393,1,386,0.0,749
BME_RS11105,BAB_RS31415,99.419,172,1,0,1,172,1,172,1.30e-130,359
BME_RS11110,BAB_RS31410,100.000,105,0,0,65,169,1,105,5.02e-75,216
BME_RS11115,BAB_RS31405,98.837,258,3,0,157,414,1,258,0.0,516
BME_RS11120,BAB_RS31395,99.087,219,2,0,1,219,1,219,7.10e-165,450
BME_RS11125,BAB_RS31390,99.500,200,1,0,1,200,352,551,4.52e-147,417
BME_RS11130,BAB_RS31390,99.693,326,1,0,1,326,1,326,0.0,682
BME_RS11135,BAB_RS31385,99.513,411,2,0,1,411,1,411,0.0,842
BME_RS11140,BAB_RS31380,99.162,358,3,0,1,358,1,358,0.0,720
BME_RS11145,BAB_RS31375,98.893,271,3,0,1,271,18,288,0.0,523
BME_RS11150,BAB_RS31370,100.000,267,0,0,1,267,1,267,0.0,531
BME_RS11155,BAB_RS31365,99.427,349,2,0,1,349,1,349,0.0,715
BME_RS11160,BAB_RS31360,98.941,472,5,0,1,472,1,472,0.0,959
BME_RS11165,BAB_RS31355,99.655,290,1,0,1,290,1,290,0.0,586
BME_RS11170,BAB_RS31350,99.692,325,1,0,1,325,1,325,0.0,662
BME_RS11175,BAB_RS31345,100.000,330,0,0,1,330,1,330,0.0,665
BME_RS11180,BAB_RS31340,99.639,277,1,0,1,277,1,277,0.0,540
BME_RS11185,BAB_RS31335,100.000,336,0,0,1,336,1,336,0.0,662
BME_RS11190,BAB_RS31330,99.614,518,2,0,1,518,1,518,0.0,1055
BME_RS11195,BAB_RS31325,100.000,93,0,0,68,160,145,237,1.04e-66,200
BME_RS11200,BAB_RS31315,99.701,334,1,0,1,334,1,334,0.0,672
BME_RS11205,BAB_RS31310,99.096,332,3,0,1,332,1,332,0.0,666
BME_RS11210,BAB_RS31305,100.000,153,0,0,1,153,1,153,1.53e-103,301
BME_RS11215,BAB_RS31300,100.000,314,0,0,1,314,1,314,0.0,609
BME_RS11220,BAB_RS31295,99.805,514,1,0,1,514,1,514,0.0,1063
BME_RS11225,BAB_RS31290,100.000,296,0,0,1,296,466,761,0.0,605
BME_RS11230,BAB_RS31290,98.915,461,5,0,1,461,1,461,0.0,945
BME_RS11235,BAB_RS31285,98.684,380,5,0,1,380,1,380,0.0,764
BME_RS11240,BAB_RS31280,100.000,282,0,0,1,282,1,282,0.0,569
BME_RS11245,BAB_RS31275,98.221,506,3,1,1,500,1,506,0.0,993
BME_RS11250,BAB_RS31265,98.925,651,7,0,75,725,1,651,0.0,1323
BME_RS11255,BAB_RS31260,100.000,539,0,0,1,539,1,539,0.0,1112
BME_RS11260,BAB_RS31255,100.000,428,0,0,1,428,1,428,0.0,869
BME_RS11265,BAB_RS31250,99.632,272,1,0,1,272,1,272,0.0,556
BME_RS11270,BAB_RS31245,99.110,337,3,0,1,337,1,337,0.0,656
BME_RS11275,BAB_RS31240,99.541,218,1,0,1,218,1,218,2.20e-155,426
BME_RS11280,BAB_RS31235,100.000,345,0,0,1,345,1,345,0.0,699
BME_RS11285,BAB_RS31230,99.401,334,2,0,1,334,1,334,0.0,679
BME_RS11290,BAB_RS31225,99.559,454,2,0,1,454,1,454,0.0,934
BME_RS11295,BAB_RS31220,99.772,439,1,0,1,439,1,439,0.0,887
BME_RS11300,BAB_RS31215,100.000,243,0,0,1,243,1,243,0.0,499
BME_RS11310,BAB_RS31430,97.710,393,2,1,1,393,1,386,0.0,749
BME_RS11315,BAB_RS31205,100.000,30,0,0,1,30,1,30,1.25e-17,63.5
BME_RS11320,BAB_RS31200,99.065,107,1,0,1,107,1,107,1.45e-73,210
BME_RS11325,BAB_RS31195,99.541,218,1,0,1,218,1,218,1.76e-166,454
BME_RS11330,BAB_RS31190,98.529,68,1,0,1,68,1,68,4.64e-44,132
BME_RS11335,BAB_RS31185,99.519,208,1,0,1,208,1,208,3.91e-154,422
BME_RS11340,BAB_RS31180,100.000,269,0,0,1,269,1,269,0.0,554
BME_RS11345,BAB_RS31175,99.810,527,1,0,1,527,1,527,0.0,1064
BME_RS11350,BAB_RS31170,100.000,406,0,0,1,406,1,406,0.0,807
BME_RS11355,BAB_RS31165,99.429,525,3,0,1,525,1,525,0.0,1071
BME_RS11360,BAB_RS31160,100.000,92,0,0,96,187,1,92,5.38e-57,171
BME_RS11365,BAB_RS31150,99.588,486,2,0,1,486,1,486,0.0,979
BME_RS11370,BAB_RS31145,99.649,285,1,0,1,285,1,285,0.0,572
BME_RS11375,BAB_RS31140,81.218,197,28,2,283,471,275,470,7.86e-110,330
BME_RS11380,BAB_RS31135,99.582,239,1,0,1,239,1,239,4.02e-175,478
BME_RS11385,BAB_RS31130,99.324,148,1,0,1,148,1,148,8.21e-106,295
BME_RS11390,BAB_RS31125,100.000,207,0,0,1,207,1,207,2.53e-158,432
BME_RS11395,BAB_RS31120,99.485,583,3,0,1,583,1,583,0.0,1183
BME_RS11400,BAB_RS31115,100.000,29,0,0,1,29,1,29,7.27e-16,58.9
BME_RS11405,BAB_RS31110,99.515,206,1,0,1,206,1,206,4.26e-154,422
BME_RS11410,BAB_RS31105,98.925,279,3,0,1,279,1,279,0.0,545
BME_RS11415,BAB_RS31100,99.836,609,1,0,1,609,1,609,0.0,1233
BME_RS11420,BAB_RS31095,98.834,343,4,0,1,343,1,343,0.0,684
BME_RS11425,BAB_RS31090,100.000,125,0,0,1,125,1,125,2.04e-90,254
BME_RS11430,BAB_RS31085,99.363,314,2,0,1,314,1,314,0.0,639
BME_RS11435,BAB_RS31080,100.000,289,0,0,1,289,1,289,0.0,596
BME_RS11440,BAB_RS31075,98.995,398,4,0,1,398,1,398,0.0,822
BME_RS11445,BAB_RS31070,100.000,230,0,0,1,230,1,230,1.75e-170,465
BME_RS11450,BAB_RS31065,100.000,268,0,0,1,268,1,268,0.0,529
BME_RS11455,BAB_RS31060,100.000,328,0,0,1,328,1,328,0.0,668
BME_RS11460,BAB_RS31055,99.834,602,1,0,1,602,1,602,0.0,1233
BME_RS11465,BAB_RS31045,100.000,93,0,0,1,93,1,93,4.77e-66,190
BME_RS11470,BAB_RS31040,100.000,101,0,0,1,101,1,101,9.94e-74,210
BME_RS11475,BAB_RS31035,99.509,407,2,0,1,407,1,407,0.0,824
BME_RS11480,BAB_RS31030,100.000,175,0,0,1,175,1,175,2.74e-130,359
BME_RS11485,BAB_RS31025,99.673,306,1,0,1,306,1,306,0.0,616
BME_RS11490,BAB_RS31020,100.000,251,0,0,1,251,1,251,0.0,520
BME_RS11495,BAB_RS31015,100.000,201,0,0,1,201,1,201,2.37e-145,399
BME_RS11500,BAB_RS31010,99.494,395,2,0,1,395,1,395,0.0,810
BME_RS11505,BAB_RS26110,43.716,183,98,4,7,185,13,194,7.86e-48,152
BME_RS11510,BAB_RS31000,100.000,284,0,0,1,284,1,284,0.0,581
BME_RS11515,BAB_RS30995,100.000,276,0,0,1,276,1,276,0.0,576
BME_RS11520,BAB_RS30990,100.000,234,0,0,1,234,1,234,2.24e-176,480
BME_RS11525,BAB_RS30985,100.000,296,0,0,1,296,1,296,0.0,598
BME_RS11530,BAB_RS30980,100.000,267,0,0,1,267,1,267,0.0,545
BME_RS11535,BAB_RS30975,99.836,610,1,0,1,610,1,610,0.0,1257
BME_RS11540,BAB_RS30970,99.291,141,1,0,1,141,1,141,3.50e-99,278
BME_RS11545,BAB_RS30965,100.000,44,0,0,1,44,1,44,2.57e-25,84.0
BME_RS11550,BAB_RS33490,99.123,114,1,0,1,114,1,114,9.99e-81,229
BME_RS11555,BAB_RS30955,100.000,333,0,0,1,333,1,333,0.0,687
BME_RS11560,BAB_RS27995,96.000,25,1,0,1,25,1,25,2.66e-11,47.4
BME_RS11565,BAB_RS30945,99.782,459,1,0,1,459,1,459,0.0,899
BME_RS11570,BAB_RS30940,99.561,228,1,0,1,228,1,228,1.06e-163,448
BME_RS11575,BAB_RS30935,99.798,495,1,0,1,495,1,495,0.0,1003
BME_RS11580,BAB_RS30930,100.000,252,0,0,1,252,1,252,0.0,501
BME_RS11585,BAB_RS30925,98.780,492,6,0,1,492,1,492,0.0,994
BME_RS11590,BAB_RS30920,99.685,317,1,0,1,317,1,317,0.0,608
BME_RS11595,BAB_RS30915,100.000,286,0,0,1,286,1,286,0.0,565
BME_RS11600,BAB_RS30910,99.707,341,1,0,1,341,1,341,0.0,679
BME_RS11605,BAB_RS30905,99.291,282,2,0,1,282,1,282,0.0,560
BME_RS11610,BAB_RS33475,100.000,155,0,0,118,272,1,155,1.99e-107,319
BME_RS11615,BAB_RS30890,100.000,332,0,0,1,332,1,332,0.0,679
BME_RS11620,BAB_RS30885,99.716,352,1,0,1,352,1,352,0.0,719
BME_RS11625,BAB_RS18020,33.728,169,100,5,141,303,148,310,9.94e-17,77.0
BME_RS11630,BAB_RS27465,99.274,413,3,0,21,433,2,414,0.0,825
BME_RS11635,BAB_RS27470,100.000,201,0,0,1,201,1,201,2.16e-148,407
BME_RS11640,BAB_RS27475,100.000,128,0,0,1,128,1,128,3.51e-94,264
BME_RS11645,BAB_RS27480,97.778,135,3,0,1,135,1,135,3.77e-96,270
BME_RS11650,BAB_RS27485,99.852,676,1,0,1,676,1,676,0.0,1385
BME_RS11655,BAB_RS27490,100.000,393,0,0,1,393,1,393,0.0,818
BME_RS11660,BAB_RS27495,99.621,264,1,0,1,264,1,264,0.0,545
BME_RS11675,BAB_RS27515,100.000,319,0,0,1,319,1,319,0.0,608
BME_RS11680,BAB_RS27520,99.685,317,1,0,1,317,1,317,0.0,587
BME_RS11685,BAB_RS27525,100.000,114,0,0,1,114,1,114,5.69e-82,232
BME_RS11690,BAB_RS27530,99.545,220,1,0,1,220,1,220,4.54e-157,430
BME_RS11695,BAB_RS27535,100.000,319,0,0,1,319,1,319,0.0,656
BME_RS11700,BAB_RS27540,99.660,294,1,0,1,294,1,294,0.0,598
BME_RS11705,BAB_RS27545,99.691,324,1,0,1,324,1,324,0.0,661
BME_RS11710,BAB_RS27550,97.889,379,1,2,1,372,1,379,0.0,738
BME_RS11715,BAB_RS27555,100.000,256,0,0,1,256,1,256,0.0,523
BME_RS11720,BAB_RS27560,100.000,75,0,0,1,75,1,75,2.46e-49,146
BME_RS11725,BAB_RS27565,98.824,85,1,0,1,85,1,85,2.55e-57,167
BME_RS11730,BAB_RS27570,99.705,339,1,0,1,339,1,339,0.0,687
BME_RS11735,BAB_RS27575,99.383,324,2,0,1,324,1,324,0.0,645
BME_RS11740,BAB_RS27580,98.444,257,4,0,1,257,1,257,0.0,514
BME_RS11745,BAB_RS27585,100.000,249,0,0,1,249,1,249,0.0,508
BME_RS11750,BAB_RS27590,99.150,588,5,0,1,588,1,588,0.0,1217
BME_RS11765,BAB_RS27610,100.000,74,0,0,1,74,1,74,5.16e-49,145
BME_RS11770,BAB_RS27615,98.601,429,2,1,1,429,1,425,0.0,822
BME_RS11775,BAB_RS27620,100.000,139,0,0,1,139,1,139,9.56e-98,274
BME_RS11780,BAB_RS27625,100.000,466,0,0,1,466,1,466,0.0,921
BME_RS11785,BAB_RS27630,99.772,438,1,0,1,438,1,438,0.0,889
BME_RS11790,BAB_RS27635,100.000,223,0,0,1,223,1,223,7.15e-168,458
BME_RS11795,BAB_RS27640,100.000,158,0,0,1,158,1,158,7.80e-119,328
BME_RS11800,BAB_RS27645,99.331,299,2,0,1,299,1,299,0.0,607
BME_RS11805,BAB_RS27650,100.000,99,0,0,1,99,1,99,4.17e-73,208
BME_RS11810,BAB_RS27655,100.000,75,0,0,1,75,1,75,6.83e-49,145
BME_RS11815,BAB_RS27660,100.000,295,0,0,1,295,1,295,0.0,601
BME_RS11820,BAB_RS27665,100.000,135,0,0,1,135,1,135,6.78e-98,274
BME_RS11825,BAB_RS27670,99.548,221,1,0,1,221,1,221,9.16e-156,427
BME_RS11830,BAB_RS27675,100.000,352,0,0,1,352,1,352,0.0,707
BME_RS11835,BAB_RS27680,99.281,278,2,0,1,278,1,278,0.0,559
BME_RS11840,BAB_RS27685,99.624,532,2,0,1,532,1,532,0.0,1100
BME_RS11845,BAB_RS27690,98.187,331,2,1,1,331,1,327,0.0,637
BME_RS11850,BAB_RS27695,100.000,295,0,0,1,295,1,295,0.0,559
BME_RS11855,BAB_RS27700,100.000,241,0,0,1,241,1,241,3.29e-178,486
BME_RS11860,BAB_RS27705,99.631,271,1,0,1,271,1,271,0.0,539
BME_RS11865,BAB_RS27710,99.751,401,1,0,1,401,1,401,0.0,822
BME_RS11870,BAB_RS27715,100.000,304,0,0,1,304,1,304,0.0,624
BME_RS11880,BAB_RS27725,99.315,146,1,0,1,146,1,146,2.98e-99,278
BME_RS11885,BAB_RS27730,98.955,574,6,0,1,574,1,574,0.0,1171
BME_RS11890,BAB_RS27735,99.410,339,2,0,1,339,1,339,0.0,688
BME_RS11895,BAB_RS27740,99.807,518,1,0,1,518,1,518,0.0,1066
BME_RS11905,BAB_RS27750,99.643,561,2,0,1,561,1,561,0.0,1155
BME_RS11910,BAB_RS27755,99.170,241,2,0,1,241,1,241,6.24e-176,480
BME_RS11915,BAB_RS27760,100.000,97,0,0,1,97,1,97,4.53e-70,201
BME_RS11920,BAB_RS27765,99.697,330,1,0,1,330,1,330,0.0,671
BME_RS11925,BAB_RS27770,100.000,311,0,0,1,311,1,311,0.0,635
BME_RS11930,BAB_RS27775,99.834,601,1,0,1,601,1,601,0.0,1234
BME_RS11935,BAB_RS27780,99.676,309,1,0,1,309,1,309,0.0,612
BME_RS11940,BAB_RS27785,100.000,210,0,0,1,210,1,210,5.62e-153,419
BME_RS11955,BAB_RS27800,99.811,529,1,0,1,529,1,529,0.0,1072
BME_RS11960,BAB_RS27805,99.242,396,3,0,1,396,1,396,0.0,772
BME_RS11965,BAB_RS27810,100.000,293,0,0,1,293,1,293,0.0,598
BME_RS11970,BAB_RS27815,99.517,207,1,0,1,207,1,207,4.30e-156,427
BME_RS11975,BAB_RS27820,99.461,557,3,0,1,557,1,557,0.0,1140
BME_RS11980,BAB_RS27825,99.624,266,1,0,1,266,1,266,0.0,547
BME_RS11995,BAB_RS27840,99.559,454,2,0,1,454,1,454,0.0,925
BME_RS12000,BAB_RS27845,99.190,247,2,0,1,247,1,247,0.0,504
BME_RS12005,BAB_RS27850,100.000,442,0,0,1,442,1,442,0.0,900
BME_RS12010,BAB_RS27855,99.451,182,1,0,1,182,1,182,5.59e-134,369
BME_RS12015,BAB_RS27860,100.000,416,0,0,1,416,1,416,0.0,849
BME_RS12020,BAB_RS27865,100.000,399,0,0,1,399,1,399,0.0,807
BME_RS12025,BAB_RS27870,99.355,155,1,0,1,155,1,155,8.96e-112,310
BME_RS12030,BAB_RS27875,99.648,284,1,0,1,284,1,284,0.0,587
BME_RS12035,BAB_RS27880,99.475,381,2,0,1,381,1,381,0.0,783
BME_RS12040,BAB_RS27885,100.000,770,0,0,1,770,1,770,0.0,1592
BME_RS12045,BAB_RS27890,96.970,99,0,1,1,99,1,96,1.70e-62,181
BME_RS12050,BAB_RS27895,99.744,390,1,0,1,390,1,390,0.0,781
BME_RS12055,BAB_RS27900,92.120,368,0,1,1,368,1,339,0.0,670
BME_RS12060,BAB_RS27905,100.000,1024,0,0,1,1024,1,1024,0.0,2073
BME_RS12065,BAB_RS27910,100.000,255,0,0,1,255,1,255,0.0,508
BME_RS12070,BAB_RS27915,99.417,343,2,0,1,343,1,343,0.0,676
BME_RS12075,BAB_RS27920,100.000,388,0,0,1,388,1,388,0.0,779
BME_RS12080,BAB_RS27925,99.587,242,1,0,1,242,1,242,3.24e-174,476
BME_RS12085,BAB_RS27930,99.660,294,1,0,1,294,1,294,0.0,610
BME_RS12090,BAB_RS27935,98.039,510,0,1,1,510,1,500,0.0,1009
BME_RS12095,BAB_RS27940,100.000,122,0,0,112,233,345,466,6.58e-83,251
BME_RS12100,BAB_RS27945,99.032,310,3,0,1,310,1,310,0.0,630
BME_RS12105,BAB_RS27950,99.766,427,1,0,1,427,1,427,0.0,866
BME_RS12110,BAB_RS27955,99.355,465,3,0,55,519,1,465,0.0,917
BME_RS12115,BAB_RS27960,100.000,102,0,0,1,102,1,102,5.36e-74,211
BME_RS12120,BAB_RS27965,99.730,371,1,0,1,371,1,371,0.0,758
BME_RS12125,BAB_RS27970,99.310,145,1,0,1,145,1,145,5.16e-99,277
BME_RS12130,BAB_RS27975,100.000,306,0,0,1,306,1,306,0.0,626
BME_RS12135,BAB_RS27980,99.441,358,2,0,1,358,1,358,0.0,736
BME_RS12140,BAB_RS27985,97.872,141,3,0,1,141,1,141,7.29e-100,279
BME_RS12150,BAB_RS27995,96.000,25,1,0,1,25,1,25,2.66e-11,47.4
BME_RS12155,BAB_RS28000,100.000,173,0,0,1,173,1,173,7.09e-127,350
BME_RS12160,BAB_RS28005,99.088,329,3,0,1,329,1,329,0.0,660
BME_RS12165,BAB_RS28010,99.573,234,1,0,1,234,1,234,6.81e-174,474
BME_RS12170,BAB_RS28015,100.000,64,0,0,1,64,1,64,3.32e-42,127
BME_RS12175,BAB_RS28020,99.459,370,2,0,1,370,1,370,0.0,747
BME_RS12180,BAB_RS28025,99.714,350,1,0,1,350,1,350,0.0,712
BME_RS12185,BAB_RS28030,99.525,632,3,0,1,632,1,632,0.0,1260
BME_RS12190,BAB_RS28035,100.000,344,0,0,1,344,1,344,0.0,706
BME_RS12195,BAB_RS28040,100.000,151,0,0,1,151,1,151,1.31e-111,310
BME_RS12200,BAB_RS28045,100.000,140,0,0,1,140,1,140,1.73e-100,281
BME_RS12205,BAB_RS28050,100.000,140,0,0,1,140,1,140,3.35e-100,280
BME_RS12210,BAB_RS28055,100.000,201,0,0,1,201,1,201,2.56e-151,414
BME_RS12215,BAB_RS28060,99.698,331,1,0,1,331,1,331,0.0,665
BME_RS12220,BAB_RS28065,100.000,68,0,0,1,68,1,68,2.51e-49,146
BME_RS12225,BAB_RS28070,100.000,117,0,0,1,117,1,117,5.10e-83,235
BME_RS12230,BAB_RS28075,100.000,682,0,0,1,682,1,682,0.0,1392
BME_RS12235,BAB_RS28080,99.785,465,1,0,1,465,1,465,0.0,924
BME_RS12240,BAB_RS28085,100.000,608,0,0,1,608,1,608,0.0,1229
BME_RS12245,BAB_RS28090,99.487,195,1,0,1,195,1,195,1.42e-145,399
BME_RS12250,BAB_RS28095,98.529,68,1,0,1,68,1,68,7.58e-45,134
BME_RS12255,BAB_RS28100,100.000,340,0,0,1,340,1,340,0.0,680
BME_RS12260,BAB_RS28105,99.435,354,2,0,1,354,1,354,0.0,732
BME_RS12265,BAB_RS28110,100.000,150,0,0,1,150,1,150,7.72e-107,298
BME_RS12270,BAB_RS28115,99.219,256,2,0,1,256,1,256,0.0,519
BME_RS12275,BAB_RS28120,99.606,254,1,0,1,254,1,254,0.0,508
BME_RS12280,BAB_RS28125,99.051,316,3,0,1,316,1,316,0.0,634
BME_RS12285,BAB_RS28130,100.000,310,0,0,1,310,1,310,0.0,643
BME_RS12290,BAB_RS28135,99.602,502,2,0,1,502,1,502,0.0,1025
BME_RS12295,BAB_RS28140,99.807,517,1,0,1,517,1,517,0.0,1046
BME_RS12300,BAB_RS28145,100.000,218,0,0,1,218,1,218,6.72e-158,432
BME_RS12305,BAB_RS28150,99.416,514,3,0,1,514,1,514,0.0,1028
BME_RS12310,BAB_RS28155,100.000,346,0,0,1,346,1,346,0.0,668
BME_RS12315,BAB_RS28160,67.164,67,22,0,1,67,1,67,2.69e-23,94.4
BME_RS12320,BAB_RS28165,100.000,294,0,0,1,294,1,294,0.0,603
BME_RS12325,BAB_RS33195,100.000,161,0,0,1,161,1,161,3.29e-110,332
BME_RS12330,BAB_RS28180,99.550,444,2,0,1,444,1,444,0.0,912
BME_RS12335,BAB_RS28185,100.000,139,0,0,1,139,1,139,4.00e-100,280
BME_RS12340,BAB_RS28190,99.702,336,1,0,1,336,1,336,0.0,692
BME_RS12345,BAB_RS28195,99.587,484,2,0,1,484,1,484,0.0,989
BME_RS12350,BAB_RS28200,99.267,273,2,0,289,561,1,273,0.0,559
BME_RS12355,BAB_RS28210,99.324,148,1,0,1,148,1,148,3.12e-111,308
BME_RS12365,BAB_RS28225,99.683,631,2,0,1,631,1,631,0.0,1295
BME_RS12370,BAB_RS28230,100.000,309,0,0,1,309,1,309,0.0,634
BME_RS12375,BAB_RS28235,100.000,246,0,0,1,246,1,246,0.0,504
BME_RS12380,BAB_RS28240,98.814,759,9,0,1,759,1,759,0.0,1525
BME_RS12385,BAB_RS28245,99.754,407,1,0,1,407,1,407,0.0,837
BME_RS12390,BAB_RS28250,100.000,508,0,0,1,508,1,508,0.0,1039
BME_RS12395,BAB_RS28255,100.000,210,0,0,1,210,1,210,1.27e-150,413
BME_RS12405,BAB_RS28265,98.947,95,1,0,1,95,1,95,5.65e-69,197
BME_RS12410,BAB_RS28270,92.188,64,5,0,1,64,1,64,1.20e-39,121
