O_anthropi|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS14300,SMa2251,69.189,185,56,1,148,332,1,184,2.78e-78,235
OANT_RS14310,SMa2251,69.189,185,56,1,148,332,1,184,2.78e-78,235
OANT_RS14315,SM_b20457,23.794,311,227,5,6,311,49,354,1.64e-16,77.4
OANT_RS14325,SMc03175,33.186,226,106,7,30,253,3,185,6.31e-21,90.1
OANT_RS14330,SM_b20977,68.314,344,109,0,11,354,8,351,2.10e-165,463
OANT_RS14335,SM_b20976,82.661,248,43,0,1,248,1,248,8.37e-155,428
OANT_RS14340,SM_b20975,65.699,551,184,4,1,548,1,549,0.0,673
OANT_RS14345,SMc03160,42.793,444,242,6,21,458,12,449,5.97e-118,351
OANT_RS14350,SM_b20974,53.604,222,101,1,9,228,1,222,1.40e-81,241
OANT_RS14355,SMc02406,46.154,338,172,4,780,1108,1075,1411,8.99e-85,299
OANT_RS14360,SM_b20434,25.237,317,213,6,106,405,81,390,3.17e-20,89.0
OANT_RS14365,SM_b20476,30.143,491,296,18,38,491,27,507,7.56e-47,168
OANT_RS14370,SMc04294,36.422,313,190,1,3,315,3,306,4.55e-59,189
OANT_RS14375,SMc02028,34.351,262,170,2,25,285,9,269,2.30e-42,144
OANT_RS14380,SMa0108,46.212,264,131,4,4,261,5,263,1.60e-70,217
OANT_RS14385,SM_b20111,44.758,248,126,3,6,245,292,536,3.99e-67,214
OANT_RS14390,SMa0143,30.061,163,100,4,1,157,1,155,6.97e-11,55.5
OANT_RS14395,SMc04204,30.323,310,205,4,12,313,47,353,8.23e-35,127
OANT_RS14400,SMc01657,38.617,694,382,15,147,814,46,721,2.57e-153,463
OANT_RS14410,SM_b20057,31.488,289,188,5,384,663,55,342,2.75e-27,110
OANT_RS14415,SMc00929,33.898,295,183,4,5,289,8,300,1.16e-43,149
OANT_RS14425,SMc01642,45.124,523,272,8,9,525,16,529,4.21e-156,453
OANT_RS14430,SMc01643,52.244,312,149,0,4,315,58,369,4.21e-106,311
OANT_RS14435,SMc01644,54.682,267,121,0,3,269,4,270,1.11e-98,288
OANT_RS14440,SMc01645,55.224,536,228,4,6,532,4,536,0.0,581
OANT_RS14445,SMc01648,40.359,669,385,5,4,668,7,665,2.13e-170,500
OANT_RS14450,SMa2111,55.939,522,220,5,1,518,1,516,3.23e-165,476
OANT_RS14455,SMc01651,88.742,302,34,0,1,302,1,302,0.0,548
OANT_RS14460,SMc01652,82.124,386,69,0,1,386,1,386,0.0,679
OANT_RS14465,SMc01653,71.988,332,92,1,1,331,15,346,5.25e-174,484
OANT_RS14470,SMc01654,79.545,308,63,0,19,326,9,316,0.0,502
OANT_RS14475,SMc01655,84.502,271,42,0,1,271,1,271,5.10e-163,450
OANT_RS14480,SMc01656,81.646,474,87,0,1,474,1,474,0.0,830
OANT_RS14500,SMc02881,36.579,380,224,7,61,427,61,436,5.88e-44,157
OANT_RS14505,SMa1654,28.283,198,123,4,18,205,20,208,4.58e-16,71.6
OANT_RS14510,SMa2195,52.655,226,104,3,270,493,13,237,1.53e-70,223
OANT_RS14515,SM_b21097,26.259,278,190,4,6,278,5,272,2.11e-21,89.0
OANT_RS14520,SMc01602,26.244,221,139,6,17,226,22,229,1.25e-13,67.0
OANT_RS14525,SMc00770,28.767,365,228,11,11,349,6,364,9.80e-37,133
OANT_RS14530,SMc01631,47.414,348,162,7,21,356,19,357,7.40e-94,282
OANT_RS14535,SMc00772,37.991,229,139,1,71,299,78,303,3.11e-58,186
OANT_RS14540,SMc00773,35.472,265,152,4,16,276,12,261,1.08e-52,170
OANT_RS14545,SMa0095,39.941,338,183,7,12,346,4,324,2.46e-56,185
OANT_RS14550,SM_b20712,28.763,299,196,7,36,326,13,302,2.66e-25,100
OANT_RS14555,SM_b20855,45.885,486,259,2,10,494,8,490,3.46e-148,431
OANT_RS14560,SM_b20854,37.574,338,196,9,2,335,5,331,6.20e-53,175
OANT_RS14565,SMc02406,42.012,338,187,3,2249,2578,1075,1411,2.12e-75,276
OANT_RS14570,SM_b20483,45.210,334,178,3,5,335,7,338,7.11e-103,304
OANT_RS14575,SM_b20902,32.286,350,201,11,1,333,4,334,4.15e-33,123
OANT_RS14580,SM_b20930,49.793,241,114,4,15,249,3,242,1.80e-71,218
OANT_RS14585,SM_b20903,29.067,461,249,12,2,405,10,449,3.94e-32,124
OANT_RS14590,SMa0320,33.197,244,149,7,5,237,4,244,3.18e-32,115
OANT_RS14595,SMc01503,43.411,516,266,7,1,507,1,499,3.50e-135,400
OANT_RS14605,SMa1850,27.297,370,250,12,36,396,27,386,2.08e-24,102
OANT_RS14610,SMc01785,34.796,319,198,4,3,311,2,320,2.24e-52,172
OANT_RS14615,SMc01534,34.266,429,253,11,6,412,13,434,9.17e-67,217
OANT_RS14625,SMc01565,28.969,359,243,7,22,373,35,388,5.79e-41,146
OANT_RS14635,SMa1741,73.764,263,69,0,1,263,1,263,2.79e-142,399
OANT_RS14640,SMa1742,76.324,321,76,0,23,343,25,345,8.19e-167,466
OANT_RS14645,SMa1745,75.075,333,83,0,15,347,34,366,3.25e-163,458
OANT_RS14650,SMa1746,68.098,326,98,1,13,332,8,333,3.98e-163,456
OANT_RS14655,SMa1747,67.241,290,90,1,1,285,3,292,1.24e-137,402
OANT_RS14670,SMa1747,56.368,424,184,1,1,424,292,714,1.07e-167,485
OANT_RS14675,SMa1749,63.574,291,106,0,1,291,7,297,2.64e-144,405
OANT_RS14685,SMc04316,33.483,445,280,7,106,539,215,654,3.87e-41,155
OANT_RS14690,SMc04317,35.350,314,179,11,19,316,18,323,1.67e-38,136
OANT_RS14695,SMa0526,43.465,329,178,4,13,333,2,330,4.16e-80,246
OANT_RS14705,SM_b21301,58.629,788,321,3,1,787,10,793,0.0,871
OANT_RS14710,SM_b21300,67.846,311,100,0,6,316,21,331,5.59e-153,429
OANT_RS14715,SMc01103,37.153,288,177,4,5,291,2,286,2.44e-43,148
OANT_RS14725,SM_b20487,39.597,298,170,3,22,319,24,311,5.66e-51,169
OANT_RS14730,SM_b20318,44.518,301,164,2,23,322,45,343,4.41e-62,198
OANT_RS14735,SM_b20485,44.885,479,259,4,2,479,16,490,1.30e-138,407
OANT_RS14740,SM_b20316,41.042,307,176,4,33,337,30,333,4.19e-76,234
OANT_RS14745,SM_b21299,47.414,232,119,2,5,234,3,233,8.88e-75,225
OANT_RS14750,SM_b20337,71.892,185,52,0,1,185,14,198,5.46e-96,275
OANT_RS14755,SM_b20338,77.330,397,89,1,1,397,1,396,0.0,582
OANT_RS14760,SM_b21180,40.789,304,174,3,1,301,1,301,5.82e-77,236
OANT_RS14765,SMc03891,36.515,241,144,5,16,252,20,255,9.84e-45,149
OANT_RS14770,SM_b20429,43.434,198,112,0,14,211,12,209,6.87e-46,149
OANT_RS14775,SMc03893,42.927,205,113,1,14,214,10,214,5.50e-45,147
OANT_RS14780,SM_b20427,55.078,256,110,3,7,257,2,257,1.26e-93,274
OANT_RS14790,SM_b20277,40.826,436,254,4,13,444,2,437,2.82e-99,302
OANT_RS14795,SMc01637,33.229,319,165,8,9,307,7,297,5.23e-43,147
OANT_RS14800,SMc00906,35.200,125,81,0,21,145,12,136,5.55e-17,71.6
OANT_RS14805,SMc00969,37.113,194,100,8,148,329,115,298,1.36e-24,99.4
OANT_RS14815,SMc04083,28.426,197,121,6,5,187,22,212,5.60e-15,68.6
OANT_RS14820,SMc02513,29.353,402,231,12,18,389,16,394,3.88e-34,130
OANT_RS14825,SMa0028,65.805,348,118,1,1,348,1,347,4.03e-167,467
OANT_RS14830,SMa0025,47.147,333,159,8,35,365,37,354,7.43e-95,285
OANT_RS14835,SMa0002,70.854,199,58,0,1,199,6,204,1.69e-87,275
OANT_RS14840,SMa0002,78.642,810,171,1,1,810,222,1029,0.0,1373
OANT_RS14845,SMa0005,74.098,305,78,1,5,308,9,313,2.81e-175,486
OANT_RS14850,SMa0007,62.946,224,83,0,4,227,2,225,3.88e-95,275
OANT_RS14855,SMa0009,46.644,298,155,2,9,302,8,305,4.62e-83,250
OANT_RS14860,SMa0011,66.960,454,147,2,8,460,7,458,0.0,593
OANT_RS14865,SMa0013,57.676,241,101,1,3,242,30,270,4.50e-86,255
OANT_RS14870,SMa0015,57.722,641,267,3,1,640,1,638,0.0,691
OANT_RS14875,SMa0022,73.333,30,8,0,1,30,1,30,6.16e-12,50.1
OANT_RS14885,SMc01203,45.263,190,104,0,4,193,5,194,4.30e-57,176
OANT_RS14895,SM_b20610,35.714,154,92,3,1,153,1,148,5.25e-20,83.6
OANT_RS14900,SMc00059,28.261,230,154,4,240,461,243,469,8.60e-21,92.4
OANT_RS14920,SMc01095,90.952,1061,96,0,1,1061,1,1061,0.0,1829
OANT_RS14925,SMc01094,76.471,391,88,2,1,387,1,391,0.0,522
OANT_RS14930,SMc01093,63.214,280,91,1,1,280,1,268,1.49e-126,358
OANT_RS14935,SMc01092,80.743,296,56,1,7,302,1,295,0.0,503
OANT_RS14965,SMc02158,44.565,184,93,3,20,199,9,187,3.92e-43,141
OANT_RS14970,SMc02157,56.849,292,125,1,19,309,22,313,5.87e-116,334
OANT_RS14980,SMa1207,23.585,212,153,6,14,220,19,226,2.97e-11,58.9
OANT_RS14985,SM_b20436,67.402,408,126,1,11,418,14,414,7.77e-159,469
OANT_RS14995,SMa0005,32.500,80,54,0,183,262,117,196,1.54e-10,60.1
OANT_RS15010,SMc02451,28.358,201,104,7,66,254,55,227,6.81e-12,62.4
OANT_RS15020,SM_b20258,66.239,234,78,1,2,234,3,236,6.67e-105,300
OANT_RS15025,SM_b20259,80.000,320,64,0,1,320,1,320,0.0,511
OANT_RS15030,SM_b20261,70.145,345,101,2,1,343,1,345,5.03e-172,479
OANT_RS15035,SMa1243,57.241,145,62,0,1,145,1,145,5.40e-60,180
OANT_RS15040,SMa1252,58.763,388,160,0,21,408,13,400,9.09e-158,448
OANT_RS15045,SM_b20200,57.774,656,268,5,13,664,18,668,0.0,739
OANT_RS15050,SM_b20202,40.938,320,181,3,26,337,8,327,8.54e-74,229
OANT_RS15055,SM_b20199,70.739,352,103,0,1,352,1,352,0.0,530
OANT_RS15060,SMc01613,61.224,147,50,2,1,145,1,142,1.11e-57,174
OANT_RS15065,SMc01614,70.800,250,73,0,4,253,6,255,7.40e-125,353
OANT_RS15070,SMc01615,50.593,253,125,0,1,253,1,253,1.87e-86,255
OANT_RS15075,SMc01629,62.058,311,116,1,1,309,7,317,2.17e-140,397
OANT_RS15080,SMc01616,68.750,304,95,0,1,304,1,304,3.21e-159,444
OANT_RS15085,SMc01620,66.932,502,165,1,2,502,3,504,0.0,662
OANT_RS15090,SMc01623,56.164,511,221,3,6,514,3,512,0.0,536
OANT_RS15095,SM_b20350,36.806,144,84,3,65,201,53,196,4.89e-18,76.6
OANT_RS15100,SM_b20351,47.047,508,259,8,11,514,8,509,4.41e-149,434
OANT_RS15105,SM_b20352,54.333,300,135,2,26,324,22,320,3.50e-90,272
OANT_RS15110,SM_b20349,48.944,284,143,2,23,306,24,305,4.83e-83,251
OANT_RS15115,SMc01615,37.959,245,152,0,34,278,6,250,7.51e-51,166
OANT_RS15120,SM_b20497,37.103,504,304,6,4,502,5,500,1.80e-92,288
OANT_RS15125,SM_b20499,42.986,556,305,5,15,565,9,557,4.76e-149,439
OANT_RS15130,SMc01911,68.182,132,42,0,1,132,1,132,9.90e-64,188
OANT_RS15135,SM_b20410,50.165,303,145,2,6,306,12,310,2.51e-108,315
OANT_RS15140,SMc00256,47.727,308,160,1,10,316,13,320,2.38e-106,311
OANT_RS15145,SMc01637,68.000,300,96,0,1,300,1,300,1.35e-149,419
OANT_RS15150,SMc01638,59.470,491,191,4,7,490,6,495,0.0,560
OANT_RS15155,SM_b21208,33.831,201,116,6,17,206,23,217,8.86e-26,98.6
OANT_RS15160,SM_b21207,30.333,300,206,2,14,311,29,327,4.06e-16,75.1
OANT_RS15165,SM_b21206,48.198,222,103,2,5,219,335,551,6.55e-66,214
OANT_RS15170,SM_b21204,30.079,379,251,6,4,378,2,370,3.86e-49,167
OANT_RS15175,SMc02161,43.251,363,205,1,21,383,32,393,1.46e-81,253
OANT_RS15180,SMc00101,58.394,274,113,1,1,273,1,274,4.07e-116,332
OANT_RS15185,SMc04055,47.059,289,151,2,3,290,7,294,3.23e-88,264
OANT_RS15190,SM_b20937,25.055,451,284,16,155,585,145,561,2.65e-17,82.8
OANT_RS15205,SMc00768,32.620,187,92,6,4,160,46,228,2.75e-17,79.0
OANT_RS15210,SMc00268,37.698,252,147,6,6,253,3,248,8.67e-38,130
OANT_RS15220,SMc02036,40.097,207,123,1,11,217,9,214,3.30e-40,136
OANT_RS15225,SMa0683,60.328,305,121,0,3,307,3,307,8.71e-140,395
OANT_RS15230,SM_b20324,74.556,338,85,1,1,338,1,337,0.0,510
OANT_RS15235,SM_b20325,79.028,391,82,0,16,406,33,423,0.0,637
OANT_RS15240,SM_b20326,83.232,328,53,2,1,327,1,327,0.0,543
OANT_RS15245,SM_b20327,88.889,270,30,0,6,275,7,276,4.23e-164,454
OANT_RS15250,SM_b20328,77.177,333,76,0,1,333,1,333,0.0,553
OANT_RS15255,SM_b20329,80.377,265,52,0,5,269,6,270,2.38e-163,451
OANT_RS15260,SM_b20330,71.304,345,99,0,1,345,6,350,1.21e-177,494
OANT_RS15270,SM_b20147,39.319,323,190,4,68,389,51,368,5.68e-65,209
OANT_RS15275,SMc01981,47.656,128,65,1,1,128,1,126,2.62e-40,129
OANT_RS15280,SMc00514,35.294,153,97,1,22,172,23,175,1.65e-24,91.7
OANT_RS15285,SMc00182,61.429,140,54,0,12,151,9,148,2.60e-61,184
OANT_RS15290,SM_b20076,40.000,200,109,6,3,200,9,199,7.17e-30,112
OANT_RS15305,SMc01237,27.638,199,118,7,362,552,424,604,2.32e-08,55.1
OANT_RS15315,SM_b20466,82.078,385,68,1,1,385,1,384,0.0,645
OANT_RS15320,SM_b20476,86.564,521,69,1,1,520,1,521,0.0,924
OANT_RS15325,SM_b20477,90.159,315,31,0,1,315,1,315,0.0,545
OANT_RS15330,SM_b20478,79.760,583,116,1,15,597,16,596,0.0,889
OANT_RS15335,SM_b20479,77.358,265,60,0,1,265,1,265,1.67e-148,413
OANT_RS15340,SM_b20480,72.766,235,64,0,18,252,22,256,9.41e-129,363
OANT_RS15345,SM_b20481,84.720,589,90,0,1,589,1,589,0.0,1045
OANT_RS15350,SM_b20482,74.037,597,150,2,1,597,1,592,0.0,889
OANT_RS15360,SMc01020,46.330,436,226,3,5,434,6,439,3.46e-123,362
OANT_RS15370,SM_b21326,25.959,339,191,15,1,304,1,314,2.14e-13,67.8
OANT_RS15375,SMc02138,30.808,396,227,9,50,438,16,371,4.15e-45,159
OANT_RS15390,SM_b21524,64.659,249,81,3,1,242,1,249,8.76e-114,324
OANT_RS15395,SM_b21523,87.823,271,33,0,1,271,1,271,2.99e-176,484
OANT_RS15400,SM_b21522,76.404,89,19,1,1,89,1,87,1.04e-43,134
OANT_RS15405,SMc00831,27.174,276,166,13,1,262,1,255,7.76e-09,53.1
OANT_RS15420,SMc01826,29.048,210,136,3,317,513,68,277,2.55e-20,89.0
OANT_RS15425,SMc01823,43.775,249,140,0,5,253,7,255,1.42e-68,210
OANT_RS15430,SMc01827,31.646,237,150,6,17,242,10,245,1.02e-28,110
OANT_RS15440,SMc04363,26.449,276,195,3,8,281,11,280,1.65e-26,102
OANT_RS15445,SMa1939,25.392,319,210,9,9,315,3,305,5.39e-13,67.8
OANT_RS15450,SMc02855,52.381,294,136,2,1,290,13,306,1.23e-96,285
OANT_RS15455,SMc03269,27.652,528,346,11,3,507,16,530,1.45e-56,194
OANT_RS15460,SMc04034,41.275,298,172,1,4,301,17,311,7.24e-77,234
OANT_RS15465,SMa0106,44.074,270,147,3,21,288,2,269,2.24e-74,226
OANT_RS15475,SMc02103,47.917,144,75,0,17,160,8,151,1.14e-39,129
OANT_RS15480,SM_b21140,30.739,257,174,3,19,274,21,274,4.78e-41,140
OANT_RS15485,SMa0011,24.749,299,172,11,4,270,70,347,3.58e-13,68.2
OANT_RS15490,SMc03268,67.780,599,193,0,13,611,25,623,0.0,840
OANT_RS15515,SMc00820,59.748,318,126,1,1,318,1,316,3.21e-134,381
OANT_RS15520,SMc00378,62.188,521,187,4,12,527,11,526,0.0,595
OANT_RS15525,SMc00039,60.452,177,70,0,62,238,66,242,1.35e-77,232
OANT_RS15530,SMc00825,72.429,457,126,0,1,457,1,457,0.0,707
OANT_RS15535,SMc00826,58.367,245,102,0,1,245,1,245,7.06e-91,266
OANT_RS15540,SMc00562,36.641,131,82,1,12,142,14,143,3.16e-19,76.3
OANT_RS15555,SM_b20699,28.797,316,162,7,29,286,49,359,3.85e-25,100
OANT_RS15560,SMc03236,33.690,187,115,3,3,187,16,195,6.45e-27,101
OANT_RS15565,SM_b21213,29.224,219,129,4,18,234,8,202,3.04e-21,86.3
OANT_RS15570,SMc00829,58.566,251,104,0,5,255,20,270,1.18e-105,305
OANT_RS15580,SMc00831,66.330,297,100,0,2,298,1,297,1.70e-147,414
OANT_RS15585,SMc00832,57.419,465,197,1,8,472,9,472,0.0,537
OANT_RS15590,SMc00833,53.788,396,181,2,7,402,5,398,9.14e-138,397
OANT_RS15595,SMc00926,71.694,431,120,2,1,430,14,443,0.0,653
OANT_RS15600,SMc00101,38.846,260,155,3,9,266,6,263,3.14e-62,195
OANT_RS15605,SMc00924,59.274,248,88,4,11,254,7,245,1.97e-96,280
OANT_RS15610,SMc00923,74.129,201,52,0,7,207,2,202,5.04e-109,309
OANT_RS15615,SMc02907,56.098,205,88,1,1,205,1,203,1.78e-79,233
OANT_RS15620,SMc00919,66.985,524,140,4,4,524,7,500,0.0,657
OANT_RS15625,SMc00918,51.093,366,172,3,11,372,11,373,2.75e-117,343
OANT_RS15630,SMc00917,72.170,212,59,0,1,212,1,212,5.17e-110,313
OANT_RS15635,SMc00156,32.283,127,85,1,24,150,6,131,1.35e-16,69.3
OANT_RS15640,SMc02174,44.526,137,63,2,8,131,2,138,7.23e-28,97.8
OANT_RS15645,SMc00149,70.779,462,135,0,1,462,11,472,0.0,681
OANT_RS15655,SMc00183,33.333,192,103,7,3,184,4,180,1.35e-23,90.1
OANT_RS15660,SMc01493,45.192,104,57,0,15,118,28,131,7.73e-33,110
OANT_RS15665,SMc00913,87.782,532,64,1,1,532,1,531,0.0,920
OANT_RS15670,SMc00912,81.633,98,18,0,1,98,1,98,4.33e-56,166
OANT_RS15680,SMc00910,53.676,272,125,1,3,274,4,274,2.90e-100,292
OANT_RS15685,SMc00909,65.846,325,111,0,4,328,2,326,7.80e-149,419
OANT_RS15690,SMc00989,59.504,242,94,1,48,285,26,267,2.24e-95,280
OANT_RS15695,SMc00908,78.446,965,205,3,1,962,1,965,0.0,1570
OANT_RS15700,SMc00907,41.063,207,97,6,19,223,21,204,7.94e-37,125
OANT_RS15710,SMc00905,66.197,142,48,0,16,157,8,149,1.44e-67,199
OANT_RS15715,SMc00904,61.538,338,118,1,55,380,44,381,2.16e-133,399
OANT_RS15720,SMc00902,60.870,184,72,0,1,184,1,184,6.58e-78,228
OANT_RS15725,SMc00451,24.691,405,286,10,69,472,8,394,9.91e-27,109
OANT_RS15730,SMc00451,24.427,262,198,0,66,327,25,286,4.61e-27,110
OANT_RS15735,SMc00930,46.429,252,135,0,23,274,37,288,1.55e-78,238
OANT_RS15740,SMc00898,65.000,600,204,5,8,602,7,605,0.0,745
OANT_RS15745,SMc00897,70.843,439,127,1,10,447,10,448,0.0,571
OANT_RS15750,SMc00896,50.000,250,124,1,13,261,15,264,1.72e-77,233
OANT_RS15755,SMc00895,75.325,77,19,0,1,77,1,77,3.99e-41,127
OANT_RS15765,SMc00894,61.574,432,165,1,1,432,1,431,0.0,551
OANT_RS15770,SMc00892,52.888,329,155,0,1,329,1,329,2.02e-114,333
OANT_RS15775,SMc00933,53.846,65,30,0,1,65,2,66,5.99e-23,81.3
OANT_RS15780,SMc00932,60.697,631,215,6,1,625,1,604,0.0,740
OANT_RS15785,SMc00512,41.141,333,171,7,41,358,9,331,2.86e-53,176
OANT_RS15795,SMc00815,83.367,499,80,1,1,496,1,499,0.0,806
OANT_RS15800,SMc00818,55.208,288,129,0,7,294,1,288,1.63e-111,323
OANT_RS15805,SMc00819,82.996,494,84,0,1,494,1,494,0.0,885
OANT_RS15810,SMc00403,52.194,433,195,2,1,427,1,427,1.49e-151,434
OANT_RS15815,SMc00396,68.056,144,45,1,9,151,7,150,1.70e-69,204
OANT_RS15820,SMc00395,69.118,204,63,0,2,205,5,208,6.96e-98,281
OANT_RS15825,SMc00394,85.385,520,76,0,1,520,1,520,0.0,936
OANT_RS15830,SM_b20354,53.442,552,256,1,1,552,1,551,0.0,579
OANT_RS15835,SM_b20353,66.472,343,115,0,1,343,1,343,2.44e-177,493
OANT_RS15840,SM_b20352,87.647,340,42,0,16,355,15,354,0.0,521
OANT_RS15845,SM_b20351,76.879,519,110,2,7,524,7,516,0.0,806
OANT_RS15850,SM_b20350,68.718,195,61,0,18,212,18,212,3.61e-93,269
OANT_RS15855,SM_b20349,89.691,291,30,0,21,311,23,313,0.0,513
OANT_RS15860,SM_b20348,81.455,275,51,0,1,275,1,275,2.98e-170,469
OANT_RS15865,SM_b20394,62.243,437,164,1,9,445,5,440,0.0,556
OANT_RS15870,SM_b20393,81.796,412,75,0,5,416,4,415,0.0,687
OANT_RS15875,SM_b20392,70.044,227,68,0,6,232,4,230,5.23e-117,331
OANT_RS15880,SMa0185,27.778,486,339,7,22,504,23,499,1.26e-34,134
OANT_RS15890,SM_b20683,32.566,304,176,7,1,284,1,295,3.23e-34,124
OANT_RS15895,SM_b20504,96.203,316,12,0,28,343,18,333,0.0,644
OANT_RS15900,SM_b20503,77.148,512,110,3,2,508,3,512,0.0,775
OANT_RS15905,SM_b20502,88.450,329,37,1,12,339,1,329,0.0,572
OANT_RS15910,SM_b20501,81.346,327,60,1,7,332,5,331,0.0,543
OANT_RS15915,SM_b20500,78.485,330,71,0,1,330,1,330,0.0,546
OANT_RS15920,SM_b20499,71.252,567,161,1,2,568,1,565,0.0,831
OANT_RS15925,SM_b20498,85.357,280,41,0,1,280,1,280,0.0,505
OANT_RS15930,SM_b20497,74.549,499,127,0,1,499,1,499,0.0,740
OANT_RS15935,SMc00358,38.926,298,174,1,128,425,115,404,2.25e-65,213
OANT_RS15960,SMc02547,37.829,304,188,1,39,341,13,316,2.38e-65,207
OANT_RS15970,SMc02024,48.354,486,232,6,3,472,2,484,2.32e-137,402
OANT_RS15975,SMc01525,36.084,521,308,5,27,527,27,542,1.92e-107,329
OANT_RS15980,SMc01526,56.395,344,142,2,9,351,8,344,2.55e-135,387
OANT_RS15985,SMc01527,62.034,295,110,2,17,309,13,307,3.40e-124,355
OANT_RS15990,SMc01528,58.242,273,114,0,4,276,3,275,1.93e-111,321
OANT_RS15995,SMc01529,53.937,254,108,3,10,258,5,254,7.03e-89,262
OANT_RS16000,SMc01849,24.194,310,182,12,16,304,152,429,7.02e-13,66.2
OANT_RS16005,SM_b21098,40.000,155,85,5,78,226,80,232,2.89e-17,79.0
OANT_RS16010,SMa0097,42.258,310,166,5,1,299,1,308,2.33e-69,216
OANT_RS16015,SM_b20773,78.070,228,49,1,1,227,1,228,8.47e-128,358
OANT_RS16020,SM_b20772,79.023,348,68,1,1,343,1,348,0.0,553
OANT_RS16025,SM_b20771,79.805,307,61,1,23,329,23,328,0.0,515
OANT_RS16030,SM_b20770,67.470,166,54,0,1,166,1,166,1.30e-77,226
OANT_RS16035,SM_b20769,88.063,511,59,1,1,509,1,511,0.0,882
OANT_RS16040,SM_b20768,79.344,305,63,0,17,321,5,309,0.0,505
OANT_RS16045,SM_b20767,75.132,567,141,0,1,567,1,567,0.0,741
OANT_RS16050,SM_b21454,33.750,80,42,3,1,80,16,84,5.87e-10,49.7
OANT_RS16055,SMc00641,39.233,339,193,5,14,347,5,335,2.33e-63,210
OANT_RS16060,SMc01262,57.927,164,69,0,1,164,1,164,1.69e-68,203
OANT_RS16065,SM_b20753,44.920,374,203,3,3,375,5,376,4.73e-104,309
OANT_RS16070,SMa1450,69.466,393,120,0,1,393,1,393,0.0,558
OANT_RS16075,SMa1452,69.412,255,78,0,1,255,1,255,9.96e-124,350
OANT_RS16080,SMc00741,36.382,503,304,11,51,544,39,534,4.25e-73,240
OANT_RS16085,SMa1454,56.790,324,140,0,1,324,1,324,1.07e-129,371
OANT_RS16090,SMa1328,29.487,390,266,4,11,392,3,391,1.94e-54,184
OANT_RS16095,SM_b20612,35.813,578,347,8,28,583,46,621,5.82e-99,311
OANT_RS16100,SM_b20613,46.606,442,221,3,9,435,7,448,1.96e-133,389
OANT_RS16105,SMa1245,66.038,212,72,0,19,230,1,212,2.68e-99,285
OANT_RS16110,SMa1292,66.777,301,100,0,4,304,6,306,2.42e-150,421
OANT_RS16115,SMa1291,79.385,325,67,0,1,325,1,325,0.0,514
OANT_RS16120,SMa1289,51.190,168,82,0,2,169,1,168,4.39e-48,151
OANT_RS16125,SMa1288,72.803,478,130,0,21,498,2,479,0.0,718
OANT_RS16130,SMa1285,63.243,185,67,1,2,185,4,188,1.21e-80,236
OANT_RS16135,SMa1329,24.535,269,179,6,117,374,134,389,1.17e-13,69.3
OANT_RS16145,SMc02460,29.297,256,172,3,2,255,16,264,3.67e-28,107
OANT_RS16150,SMc02305,50.930,430,199,3,1,418,1,430,3.72e-143,412
OANT_RS16155,SMc02875,35.943,281,178,2,11,290,3,282,7.55e-41,141
OANT_RS16160,SMc02874,35.069,288,187,0,15,302,6,293,8.29e-49,162
OANT_RS16165,SMc04037,27.559,508,329,13,11,501,12,497,9.91e-52,181
OANT_RS16170,SM_b20477,42.994,314,175,2,3,315,4,314,4.43e-76,233
OANT_RS16175,SMc02028,48.485,264,135,1,12,275,7,269,3.57e-72,220
OANT_RS16180,SMc03268,50.171,586,258,6,4,562,27,605,0.0,542
OANT_RS16190,SMc00527,38.338,373,218,4,4,369,5,372,1.22e-75,236
OANT_RS16200,SMa1548,47.170,424,218,4,221,641,645,1065,1.30e-122,387
OANT_RS16210,SMc03222,94.253,174,10,0,321,494,321,494,4.60e-98,302
OANT_RS16220,SMc03074,84.000,25,4,0,1,25,1,25,1.29e-09,43.9
OANT_RS16225,SMc03220,86.815,493,65,0,446,938,429,921,0.0,774
OANT_RS16230,SMc03221,78.947,38,8,0,1,38,2,39,1.35e-12,52.0
OANT_RS16235,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
OANT_RS16250,SMc00740,35.165,91,56,2,3,92,5,93,1.12e-17,68.9
OANT_RS16255,SMc00739,41.935,155,89,1,3,157,2,155,2.06e-37,124
OANT_RS16260,SMc04359,36.538,104,59,3,56,156,123,222,1.74e-12,60.5
OANT_RS16290,SMa0888,62.288,236,89,0,6,241,8,243,1.30e-101,294
OANT_RS16295,SMa0890,58.861,474,194,1,33,506,1,473,0.0,528
OANT_RS16300,SMa0892,71.305,1042,298,1,6,1047,3,1043,0.0,1536
OANT_RS16340,SM_b21579,37.302,126,79,0,10,135,1,126,1.20e-28,100
OANT_RS16350,SM_b21578,40.984,61,35,1,28,88,18,77,3.04e-08,47.0
OANT_RS16360,SM_b21143,32.680,459,282,7,284,722,21,472,1.35e-67,228
OANT_RS16400,SMc04359,37.500,104,56,5,23,122,124,222,2.63e-10,53.1
OANT_RS16420,SMc00900,40.800,125,71,1,2,123,1,125,3.72e-23,85.1
OANT_RS16425,SMc00392,56.410,39,17,0,3,41,4,42,1.45e-08,45.1
OANT_RS16430,SMa0900,61.429,140,54,0,1,140,19,158,6.05e-59,177
