S_meliloti|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc01293,BAB_RS21840,82.500,120,21,0,1,120,1,120,1.23e-58,173
SMc01294,BAB_RS21845,77.966,177,39,0,1,177,1,177,6.27e-99,280
SMc01295,BAB_RS21850,82.576,132,23,0,1,132,1,132,2.23e-80,229
SMc01296,BAB_RS21855,76.238,101,24,0,1,101,1,101,1.14e-55,164
SMc01297,BAB_RS21860,79.459,185,38,0,1,185,1,185,3.89e-109,306
SMc01298,BAB_RS21865,78.641,103,22,0,1,103,1,103,1.67e-56,167
SMc01299,BAB_RS21870,95.902,122,5,0,1,122,1,122,1.68e-82,234
SMc01300,BAB_RS21875,79.487,78,16,0,1,78,1,78,1.07e-45,137
SMc01301,BAB_RS21880,80.303,66,13,0,1,66,1,66,5.42e-33,104
SMc01302,BAB_RS21885,81.022,137,26,0,1,137,1,137,1.23e-82,235
SMc01303,BAB_RS21890,86.498,237,31,1,1,237,1,236,1.51e-155,428
SMc01304,BAB_RS21895,85.271,129,19,0,1,129,1,129,2.44e-77,221
SMc01305,BAB_RS21900,100.000,92,0,0,1,92,1,92,9.15e-66,189
SMc01306,BAB_RS21905,86.691,278,36,1,1,278,1,277,5.27e-173,475
SMc01307,BAB_RS21910,86.598,97,13,0,1,97,1,97,2.93e-58,171
SMc01308,BAB_RS21915,79.612,206,42,0,1,206,1,206,4.63e-124,346
SMc01309,BAB_RS21920,78.475,223,48,0,1,223,1,223,1.17e-133,372
SMc01310,BAB_RS21925,96.078,102,4,0,1,102,1,102,7.94e-71,203
SMc01311,BAB_RS22000,91.816,391,32,0,1,391,1,391,0.0,708
SMc01312,BAB_RS21935,84.626,696,105,2,1,696,1,694,0.0,1204
SMc01313,BAB_RS21940,87.821,156,19,0,1,156,1,156,2.13e-105,295
SMc01314,BAB_RS21945,95.935,123,5,0,1,123,1,123,4.74e-84,238
SMc01315,BAB_RS21950,41.860,86,49,1,12,97,4,88,2.36e-15,62.4
SMc01316,BAB_RS21955,87.205,1399,178,1,1,1398,1,1399,0.0,2545
SMc01317,BAB_RS21960,86.594,1380,182,1,1,1380,1,1377,0.0,2486
SMc01318,BAB_RS21965,80.159,126,23,1,1,126,1,124,6.51e-51,154
SMc01319,BAB_RS21970,73.256,172,46,0,1,172,1,172,4.50e-93,265
SMc01320,BAB_RS21975,82.096,229,41,0,1,229,1,229,6.93e-131,365
SMc01321,BAB_RS21980,80.986,142,27,0,1,142,1,142,9.07e-86,244
SMc01322,BAB_RS21985,82.955,176,29,1,1,176,1,175,4.47e-105,295
SMc01323,BAB_RS21990,66.154,65,22,0,1,65,1,65,6.00e-22,77.0
SMc01324,BAB_RS21125,27.363,201,112,5,4,189,3,184,3.30e-13,65.5
SMc01326,BAB_RS22000,91.816,391,32,0,1,391,1,391,0.0,708
SMc01327,BAB_RS22015,61.672,287,105,2,4,290,3,284,3.12e-126,358
SMc01330,BAB_RS26815,29.252,294,202,4,1,291,1,291,2.76e-37,131
SMc01331,BAB_RS20505,60.643,249,98,0,7,255,7,255,2.49e-97,282
SMc01333,BAB_RS20400,74.926,339,85,0,1,339,4,342,0.0,546
SMc01334,BAB_RS20395,68.575,821,252,4,1,817,1,819,0.0,1171
SMc01335,BAB_RS20390,51.042,384,171,6,53,425,45,422,4.31e-122,358
SMc01336,BAB_RS20380,69.369,666,177,5,1,664,1,641,0.0,885
SMc01340,BAB_RS20375,64.062,384,136,1,1,384,1,382,1.37e-174,488
SMc01342,BAB_RS20365,57.868,197,83,0,40,236,52,248,3.53e-82,244
SMc01343,BAB_RS20360,64.189,148,53,0,1,148,1,148,8.70e-69,202
SMc01344,BAB_RS20355,63.750,160,52,2,1,158,1,156,9.67e-56,169
SMc01345,BAB_RS20350,83.221,447,74,1,3,448,1,447,0.0,778
SMc01346,BAB_RS20345,60.109,183,73,0,15,197,1,183,1.50e-81,238
SMc01347,BAB_RS20340,70.896,134,39,0,12,145,20,153,4.57e-69,202
SMc01348,BAB_RS20335,75.758,132,28,1,4,131,3,134,2.42e-71,207
SMc01349,BAB_RS20330,45.122,164,87,2,2,164,1,162,1.37e-46,146
SMc01350,BAB_RS20325,86.800,500,66,0,17,516,1,500,0.0,909
SMc01352,BAB_RS29405,86.004,493,69,0,1,493,1,493,0.0,845
SMc01353,BAB_RS29400,72.632,95,26,0,1,95,1,95,3.61e-40,125
SMc01354,BAB_RS29395,73.148,216,58,0,1,216,1,216,6.69e-119,335
SMc01355,BAB_RS29390,66.463,164,52,1,1,164,1,161,4.14e-71,208
SMc01359,BAB_RS29385,65.981,535,182,0,15,549,8,542,0.0,717
SMc01360,BAB_RS29380,85.050,301,45,0,4,304,10,310,0.0,510
SMc01361,BAB_RS29375,68.779,426,132,1,5,430,4,428,0.0,597
SMc01362,BAB_RS29370,71.579,190,54,0,14,203,12,201,3.13e-83,242
SMc01363,BAB_RS29365,54.897,388,170,1,1,383,1,388,1.31e-142,407
SMc01364,BAB_RS29355,75.058,858,206,3,7,864,1,850,0.0,1322
SMc01365,BAB_RS29350,62.403,774,283,4,20,788,10,780,0.0,954
SMc01366,BAB_RS29345,47.552,143,70,1,1,138,4,146,1.62e-47,148
SMc01367,BAB_RS29340,40.870,230,123,4,22,238,14,243,3.44e-41,138
SMc01368,BAB_RS29335,54.090,379,174,0,15,393,1,379,3.54e-132,381
SMc01369,BAB_RS29330,89.091,55,6,0,1,55,1,55,2.67e-31,99.8
SMc01370,BAB_RS29325,52.928,461,206,2,1,455,1,456,2.23e-160,458
SMc01371,BAB_RS29320,86.992,123,16,0,1,123,1,123,1.66e-78,224
SMc01372,BAB_RS29315,45.882,85,44,1,1,83,5,89,2.83e-21,77.0
SMc01373,BAB_RS29305,75.772,421,101,1,7,426,10,430,0.0,654
SMc01375,BAB_RS19960,72.405,1156,317,2,14,1169,10,1163,0.0,1715
SMc01376,BAB_RS19955,73.128,227,61,0,1,227,1,227,1.54e-120,338
SMc01378,BAB_RS22010,96.429,28,1,0,1,28,1,28,2.65e-15,57.4
SMc01379,BAB_RS22005,100.000,24,0,0,1,24,1,24,8.08e-11,45.8
SMc01380,BAB_RS21225,100.000,28,0,0,1,28,1,28,1.17e-13,53.5
SMc01381,BAB_RS21995,84.000,25,4,0,1,25,1,25,8.37e-10,43.5
SMc01403,BAB_RS20165,41.722,151,88,0,2,152,1,151,2.10e-47,148
SMc01406,BAB_RS24970,25.467,428,302,7,20,431,35,461,1.70e-20,90.5
SMc01407,BAB_RS22625,72.470,247,66,1,1,247,1,245,5.11e-116,329
SMc01414,BAB_RS22635,81.333,375,68,1,36,410,1,373,0.0,654
SMc01419,BAB_RS23930,32.164,171,108,4,7,173,2,168,1.26e-23,89.4
SMc01425,BAB_RS27225,27.835,194,125,3,1,183,1,190,4.42e-11,56.2
SMc01426,BAB_RS16460,60.417,240,95,0,1,240,1,240,1.37e-109,313
SMc01428,BAB_RS23120,77.941,68,15,0,1,68,1,68,1.60e-37,116
SMc01429,BAB_RS27205,34.733,262,146,8,5,257,3,248,7.23e-38,131
SMc01430,BAB_RS22640,78.947,190,40,0,1,190,1,190,1.68e-110,310
SMc01431,BAB_RS22645,82.064,591,105,1,2,592,18,607,0.0,1035
SMc01435,BAB_RS22650,55.789,285,126,0,10,294,8,292,2.08e-108,314
SMc01437,BAB_RS24745,27.815,151,99,3,3,150,38,181,1.74e-08,48.9
SMc01438,BAB_RS22665,57.803,519,194,10,7,503,9,524,0.0,555
SMc01440,BAB_RS22675,69.128,298,92,0,1,298,1,298,5.72e-147,412
SMc01441,BAB_RS22680,63.529,340,115,4,28,360,32,369,1.86e-154,436
SMc01442,BAB_RS22685,56.805,169,73,0,4,172,3,171,3.05e-70,207
SMc01444,BAB_RS22690,84.091,264,42,0,1,264,1,264,1.64e-173,476
SMc01449,BAB_RS22695,64.078,103,36,1,1,102,1,103,3.51e-43,133
SMc01450,BAB_RS22710,59.686,191,54,3,1,170,1,189,3.30e-72,213
SMc01451,BAB_RS22720,53.704,54,25,0,3,56,2,55,3.22e-15,60.1
SMc01452,BAB_RS22725,47.222,72,38,0,2,73,3,74,1.38e-19,72.8
SMc01454,BAB_RS22730,32.663,1194,718,19,12,1137,23,1198,7.26e-175,547
SMc01455,BAB_RS22740,64.240,467,167,0,1,467,1,467,0.0,619
SMc01457,BAB_RS17395,62.755,1031,377,3,19,1043,10,1039,0.0,1256
SMc01458,BAB_RS17390,46.865,303,161,0,87,389,71,373,2.95e-98,295
SMc01461,BAB_RS22755,76.037,868,187,6,1,857,1,858,0.0,1328
SMc01464,BAB_RS29325,36.943,157,96,2,236,389,294,450,9.51e-24,99.4
SMc01465,BAB_RS22760,60.976,164,62,1,2,165,4,165,2.57e-73,214
SMc01471,BAB_RS22770,59.172,169,64,2,31,199,28,191,6.03e-72,213
SMc01472,BAB_RS22775,54.138,290,128,2,1,290,1,285,2.50e-107,310
SMc01488,BAB_RS18295,45.333,75,40,1,26,99,1,75,1.77e-19,76.3
SMc01494,BAB_RS22655,69.048,294,91,0,1,294,5,298,1.19e-144,405
SMc01495,BAB_RS28125,30.795,302,209,0,14,315,9,310,1.04e-47,159
SMc01496,BAB_RS28705,29.080,337,227,7,7,339,10,338,1.07e-24,102
SMc01497,BAB_RS29115,27.972,286,190,9,12,289,14,291,6.18e-28,106
SMc01498,BAB_RS17045,30.000,270,165,5,22,276,30,290,3.70e-34,122
SMc01499,BAB_RS29760,61.862,333,127,0,1,333,1,333,2.82e-156,437
SMc01500,BAB_RS23775,36.800,250,148,1,4,253,14,253,5.92e-40,135
SMc01501,BAB_RS28390,37.014,489,300,6,4,487,7,492,1.92e-103,315
SMc01502,BAB_RS27635,42.365,203,102,3,10,205,9,203,1.13e-44,145
SMc01503,BAB_RS30725,41.463,533,286,7,1,516,1,524,1.68e-131,390
SMc01504,BAB_RS23920,75.379,264,65,0,1,264,1,264,5.32e-146,406
SMc01505,BAB_RS23925,66.667,39,13,0,11,49,27,65,2.83e-15,59.7
SMc01506,BAB_RS23930,79.429,175,36,0,8,182,15,189,1.77e-105,297
SMc01507,BAB_RS29430,29.945,364,247,4,141,501,113,471,2.87e-51,178
SMc01509,BAB_RS23945,37.500,104,55,3,20,120,21,117,2.90e-09,48.1
SMc01510,BAB_RS28680,38.800,250,136,4,1,245,2,239,5.79e-48,157
SMc01511,BAB_RS28675,42.612,291,157,3,74,363,50,331,6.46e-56,182
SMc01515,BAB_RS23970,30.460,174,110,3,140,306,113,282,4.90e-09,52.8
SMc01518,BAB_RS29565,59.223,103,42,0,1,103,1,103,5.50e-44,135
SMc01519,BAB_RS19075,42.478,113,62,2,1,110,1,113,1.93e-10,51.2
SMc01522,BAB_RS21260,32.759,116,76,2,15,130,10,123,8.05e-12,57.8
SMc01523,BAB_RS20455,55.556,108,48,0,6,113,3,110,2.71e-41,129
SMc01524,BAB_RS29125,51.734,346,155,4,4,347,9,344,5.23e-122,352
SMc01525,BAB_RS31260,28.307,378,249,8,45,415,48,410,1.29e-36,139
SMc01526,BAB_RS23540,43.114,334,183,3,13,343,2,331,3.94e-87,263
SMc01527,BAB_RS23535,50.725,276,130,2,36,306,24,298,1.99e-86,258
SMc01528,BAB_RS31235,51.538,260,122,4,4,260,10,268,1.49e-77,236
SMc01529,BAB_RS29695,46.983,232,116,4,17,243,297,526,5.91e-62,200
SMc01531,BAB_RS20115,43.537,294,164,2,3,296,2,293,1.32e-70,218
SMc01533,BAB_RS29130,73.797,561,147,0,5,565,38,598,0.0,833
SMc01534,BAB_RS27850,61.872,438,161,2,6,439,4,439,0.0,555
SMc01556,BAB_RS23045,51.765,255,100,5,15,260,9,249,1.44e-77,232
SMc01561,BAB_RS21780,61.905,189,70,1,2,188,3,191,5.27e-83,241
SMc01563,BAB_RS23065,82.482,685,106,6,1,684,1,672,0.0,1082
SMc01564,BAB_RS16870,30.199,351,227,14,1,343,1,341,4.22e-31,117
SMc01565,BAB_RS17600,33.903,351,228,3,47,394,50,399,1.49e-59,196
SMc01567,BAB_RS23070,56.696,672,263,8,1,663,1,653,0.0,741
SMc01568,BAB_RS23080,63.758,149,54,0,1,149,2,150,1.18e-59,178
SMc01569,BAB_RS23085,77.694,399,85,2,4,401,8,403,0.0,632
SMc01570,BAB_RS26815,33.447,293,191,2,1,291,1,291,1.11e-49,163
SMc01571,BAB_RS18225,34.274,248,154,5,1,245,1,242,4.47e-39,133
SMc01572,BAB_RS20565,31.013,158,91,7,3,148,5,156,5.98e-10,52.8
SMc01573,BAB_RS28940,49.524,105,52,1,1,104,1,105,2.56e-30,101
SMc01575,BAB_RS24835,49.170,482,195,11,9,454,10,477,4.88e-133,389
SMc01576,BAB_RS27950,54.415,419,185,2,10,426,10,424,2.54e-157,448
SMc01578,BAB_RS23130,83.750,400,65,0,1,400,1,400,0.0,709
SMc01582,BAB_RS28765,65.526,380,127,1,2,377,3,382,4.01e-172,482
SMc01584,BAB_RS23180,54.795,292,131,1,1,292,1,291,2.79e-102,298
SMc01585,BAB_RS23215,81.690,71,13,0,1,71,1,71,2.58e-40,123
SMc01586,BAB_RS23220,49.533,107,46,2,34,140,71,169,7.43e-24,87.8
SMc01587,BAB_RS23225,64.115,209,75,0,2,210,4,212,4.11e-100,286
SMc01588,BAB_RS31655,34.129,419,259,6,38,449,53,461,5.34e-65,213
SMc01590,BAB_RS23200,37.647,85,51,2,14,98,4,86,1.24e-11,58.2
SMc01591,BAB_RS23230,50.943,53,25,1,1,53,1,52,4.11e-08,43.5
SMc01592,BAB_RS23240,63.971,136,49,0,19,154,18,153,2.69e-61,184
SMc01593,BAB_RS23245,70.870,230,67,0,5,234,6,235,2.52e-124,349
SMc01594,BAB_RS28770,65.556,450,154,1,4,453,6,454,0.0,634
SMc01595,BAB_RS23250,65.688,443,149,3,19,459,5,446,0.0,564
SMc01600,BAB_RS24330,34.498,229,143,4,24,249,27,251,7.31e-29,107
SMc01602,BAB_RS28780,38.214,280,160,3,7,281,8,279,2.74e-65,202
SMc01605,BAB_RS26890,71.662,367,104,0,1,367,1,367,0.0,553
SMc01606,BAB_RS26885,81.648,267,49,0,2,268,31,297,4.39e-160,443
SMc01607,BAB_RS26880,74.219,256,66,0,1,256,11,266,2.58e-141,394
SMc01608,BAB_RS26875,67.806,351,113,0,1,351,1,351,2.61e-178,495
SMc01609,BAB_RS28950,62.329,146,55,0,26,171,10,155,1.55e-63,189
SMc01610,BAB_RS33310,30.476,105,73,0,187,291,26,130,1.02e-16,72.0
SMc01613,BAB_RS28110,61.224,147,50,2,1,142,1,145,3.25e-58,174
SMc01614,BAB_RS28115,70.238,252,75,0,4,255,2,253,1.79e-130,366
SMc01615,BAB_RS28120,52.590,251,115,2,1,249,1,249,4.63e-90,264
SMc01616,BAB_RS28130,69.408,304,93,0,1,304,1,304,8.53e-161,447
SMc01617,BAB_RS27280,28.674,279,172,7,10,272,7,274,1.59e-23,93.6
SMc01618,BAB_RS18650,27.015,459,269,19,7,421,1,437,7.42e-14,69.7
SMc01620,BAB_RS28135,66.733,502,166,1,3,504,2,502,0.0,682
SMc01621,BAB_RS31395,43.721,215,117,2,4,218,9,219,1.20e-55,173
SMc01622,BAB_RS24040,35.816,282,169,7,59,336,32,305,8.73e-43,152
SMc01623,BAB_RS28140,54.902,510,229,1,3,512,6,514,3.30e-180,513
SMc01624,BAB_RS17050,37.097,372,212,7,6,368,4,362,4.75e-80,246
SMc01625,BAB_RS28975,36.559,372,222,6,1,359,1,371,9.46e-71,223
SMc01626,BAB_RS17045,32.509,283,180,4,7,285,16,291,1.97e-43,146
SMc01627,BAB_RS30570,34.742,213,131,4,77,285,101,309,4.47e-36,130
SMc01629,BAB_RS28125,61.093,311,119,1,7,317,1,309,5.37e-138,390
SMc01630,BAB_RS17700,43.103,58,33,0,207,264,149,206,1.73e-08,50.1
SMc01631,BAB_RS23675,45.479,365,179,8,9,359,23,381,1.73e-98,293
SMc01632,BAB_RS23680,29.379,354,215,9,34,364,1,342,2.31e-35,130
SMc01633,BAB_RS23670,36.744,215,112,6,10,201,7,220,2.23e-31,115
SMc01634,BAB_RS23660,37.313,268,146,4,9,272,17,266,1.75e-52,169
SMc01635,BAB_RS28570,35.573,253,153,4,3,252,4,249,1.34e-38,132
SMc01636,BAB_RS22325,28.931,318,219,2,11,321,11,328,5.37e-48,160
SMc01638,BAB_RS25315,29.358,218,150,3,4,218,3,219,1.17e-20,89.0
SMc01639,BAB_RS27390,38.482,382,222,5,7,382,6,380,9.55e-82,252
SMc01641,BAB_RS26345,33.603,247,156,5,19,263,17,257,3.61e-35,123
SMc01642,BAB_RS31295,24.619,459,306,11,36,464,13,461,1.09e-25,107
SMc01643,BAB_RS31300,33.333,318,202,4,55,367,1,313,9.20e-54,177
SMc01644,BAB_RS31305,40.465,215,127,1,45,259,69,282,2.71e-42,143
SMc01645,BAB_RS29695,36.553,528,316,8,4,520,6,525,6.76e-114,345
SMc01647,BAB_RS31295,26.350,463,295,16,35,464,12,461,6.94e-25,104
SMc01651,BAB_RS30110,29.630,270,174,5,5,261,3,269,2.71e-27,104
SMc01652,BAB_RS23680,26.061,330,204,14,10,324,9,313,3.59e-12,63.5
SMc01653,BAB_RS30480,53.814,236,109,0,19,254,6,241,6.37e-96,286
SMc01654,BAB_RS31375,33.014,209,127,4,73,280,50,246,8.98e-29,108
SMc01655,BAB_RS23660,34.615,234,148,4,15,246,11,241,7.69e-35,123
SMc01656,BAB_RS18670,36.659,461,281,5,21,475,26,481,6.62e-99,302
SMc01662,BAB_RS22335,27.325,699,420,26,180,815,20,693,1.96e-55,199
SMc01663,BAB_RS22335,29.228,674,409,24,189,810,31,688,5.58e-57,204
SMc01664,BAB_RS28875,26.708,161,113,2,9,166,12,170,1.58e-09,54.3
SMc01666,BAB_RS25300,80.815,417,80,0,1,417,1,417,0.0,713
SMc01667,BAB_RS28070,58.974,117,47,1,1,117,1,116,6.25e-45,139
SMc01668,BAB_RS26910,34.091,88,55,1,5,92,51,135,3.39e-09,51.6
SMc01669,BAB_RS26345,35.632,261,161,3,3,263,4,257,5.66e-47,154
SMc01698,BAB_RS21405,40.930,215,114,4,5,214,3,209,5.00e-42,140
SMc01700,BAB_RS21280,64.286,168,60,0,21,188,24,191,3.03e-75,221
SMc01701,BAB_RS28090,63.731,193,69,1,1,192,1,193,3.57e-77,226
SMc01702,BAB_RS27205,27.723,202,127,6,10,209,11,195,2.89e-11,59.7
SMc01704,BAB_RS30780,28.161,174,120,5,55,225,23,194,1.96e-10,55.1
SMc01707,BAB_RS16260,43.373,166,86,2,30,188,81,245,1.16e-43,142
SMc01708,BAB_RS31975,33.952,754,328,27,608,1291,680,1333,1.08e-64,238
SMc01712,BAB_RS27880,36.997,373,235,0,25,397,1,373,1.48e-87,267
SMc01716,BAB_RS17385,52.146,466,219,2,37,498,41,506,2.97e-163,469
SMc01717,BAB_RS21425,26.987,478,315,9,8,453,6,481,6.33e-42,152
SMc01720,BAB_RS30970,58.475,118,42,1,5,115,2,119,1.22e-38,124
SMc01721,BAB_RS30975,62.806,613,205,4,2,595,1,609,0.0,805
SMc01722,BAB_RS30980,82.673,202,35,0,12,213,61,262,8.83e-124,348
SMc01723,BAB_RS30435,44.643,168,85,2,1,168,1,160,3.10e-44,141
SMc01724,BAB_RS30105,36.508,126,78,2,39,162,4,129,1.78e-17,71.6
SMc01726,BAB_RS30985,85.121,289,43,0,7,295,8,296,1.29e-176,486
SMc01728,BAB_RS28025,57.593,349,148,0,1,349,1,349,4.12e-142,404
SMc01730,BAB_RS30990,62.996,227,84,0,30,256,4,230,1.29e-104,300
SMc01731,BAB_RS30995,71.481,270,77,0,16,285,6,275,8.70e-150,417
SMc01732,BAB_RS31000,81.053,285,53,1,12,296,1,284,1.03e-172,476
SMc01733,BAB_RS17380,92.000,25,2,0,1,25,1,25,3.23e-12,49.7
SMc01740,BAB_RS27880,33.425,365,198,4,26,346,14,377,9.17e-55,181
SMc01754,BAB_RS28900,26.697,221,145,8,70,279,94,308,1.97e-12,65.5
SMc01755,BAB_RS19010,31.807,393,262,4,3,391,4,394,7.58e-64,207
SMc01756,BAB_RS19625,84.343,594,93,0,1,594,1,594,0.0,1068
SMc01758,BAB_RS27270,76.938,529,121,1,1,529,1,528,0.0,788
SMc01760,BAB_RS19630,28.392,398,265,8,8,396,12,398,6.10e-45,156
SMc01761,BAB_RS19635,70.649,770,212,1,1,756,1,770,0.0,1126
SMc01764,BAB_RS19640,68.675,249,78,0,1,249,1,249,4.27e-129,362
SMc01765,BAB_RS19645,47.333,150,79,0,3,152,6,155,4.42e-43,137
SMc01766,BAB_RS19650,68.788,330,103,0,48,377,14,343,1.16e-165,464
SMc01767,BAB_RS19660,37.984,129,80,0,10,138,11,139,1.24e-23,86.7
SMc01768,BAB_RS19665,73.373,169,45,0,2,170,3,171,1.97e-79,230
SMc01769,BAB_RS19670,67.299,422,129,4,12,427,15,433,0.0,583
SMc01770,BAB_RS19675,87.765,425,52,0,6,430,12,436,0.0,774
SMc01771,BAB_RS19680,69.595,148,45,0,1,148,1,148,5.86e-77,223
SMc01772,BAB_RS19685,51.990,402,144,4,7,401,14,373,5.89e-126,365
SMc01773,BAB_RS19690,73.500,200,53,0,1,200,1,200,4.20e-109,308
SMc01777,BAB_RS19695,79.167,144,30,0,8,151,10,153,3.27e-82,236
SMc01778,BAB_RS19700,67.097,155,51,0,5,159,9,163,1.54e-72,212
SMc01780,BAB_RS19705,86.020,701,98,0,1,701,5,705,0.0,1148
SMc01781,BAB_RS19710,60.563,142,51,2,15,151,13,154,2.15e-58,176
SMc01782,BAB_RS19715,50.000,172,85,1,1,171,1,172,1.96e-45,144
SMc01783,BAB_RS19720,45.556,180,95,2,6,182,4,183,8.14e-51,158
SMc01784,BAB_RS19725,72.673,333,91,0,1,333,1,333,0.0,511
SMc01785,BAB_RS19730,77.399,323,73,0,1,323,1,323,0.0,510
SMc01786,BAB_RS19735,81.731,104,19,0,1,104,1,104,2.03e-61,179
SMc01787,BAB_RS19740,59.777,179,69,2,1,176,1,179,1.25e-69,206
SMc01792,BAB_RS19755,59.020,510,209,0,11,520,3,512,0.0,622
SMc01794,BAB_RS19765,61.658,193,71,1,2,191,3,195,5.29e-89,256
SMc01795,BAB_RS19770,37.778,180,111,1,523,702,11,189,1.49e-32,121
SMc01797,BAB_RS22765,33.803,213,117,7,2,212,33,223,4.16e-32,113
SMc01799,BAB_RS19775,55.172,58,26,0,1,58,9,66,5.23e-15,59.3
SMc01800,BAB_RS19780,61.584,341,128,2,18,357,18,356,2.28e-129,372
SMc01801,BAB_RS19785,73.052,308,83,0,1,308,1,308,1.62e-170,472
SMc01802,BAB_RS19790,78.233,317,68,1,1,317,1,316,0.0,516
SMc01803,BAB_RS19795,79.114,158,30,2,1,155,1,158,1.36e-87,249
SMc01804,BAB_RS19800,85.714,154,22,0,1,154,1,154,2.30e-99,279
SMc01805,BAB_RS19805,61.429,140,51,1,4,143,12,148,2.78e-51,157
SMc01806,BAB_RS26345,31.600,250,155,4,27,271,17,255,7.06e-29,107
SMc01807,BAB_RS19400,47.842,278,140,2,5,278,5,281,2.62e-76,230
SMc01809,BAB_RS19810,78.118,425,93,0,2,426,3,427,0.0,702
SMc01812,BAB_RS30290,26.902,368,231,9,19,379,13,349,1.17e-26,107
SMc01813,BAB_RS31145,65.169,267,92,1,3,269,5,270,4.77e-119,339
SMc01814,BAB_RS17430,59.361,438,175,2,8,442,19,456,0.0,535
SMc01815,BAB_RS17425,84.703,438,64,2,1,437,1,436,0.0,769
SMc01816,BAB_RS24270,30.904,343,201,6,10,340,15,333,4.29e-37,132
SMc01817,BAB_RS27185,34.247,292,186,4,1,291,2,288,1.13e-43,148
SMc01819,BAB_RS17415,53.731,201,93,0,13,213,22,222,5.48e-75,223
SMc01820,BAB_RS17410,74.572,409,104,0,7,415,6,414,0.0,645
SMc01821,BAB_RS32145,72.899,476,128,1,2,477,7,481,0.0,741
SMc01823,BAB_RS31810,43.913,230,117,2,27,251,19,241,1.35e-59,186
SMc01825,BAB_RS16910,28.972,214,139,3,62,275,39,239,8.49e-19,80.5
SMc01826,BAB_RS16910,29.437,231,161,2,50,280,25,253,1.40e-27,104
SMc01827,BAB_RS16920,24.367,316,224,8,1,312,1,305,1.40e-15,72.8
SMc01828,BAB_RS27895,29.794,339,195,11,57,388,77,379,1.26e-25,103
SMc01829,BAB_RS17475,28.210,1067,670,23,8,1028,6,1022,1.79e-105,352
SMc01830,BAB_RS17375,77.833,203,45,0,1,203,1,203,1.44e-118,332
SMc01831,BAB_RS17370,53.456,217,101,0,7,223,12,228,3.70e-64,196
SMc01832,BAB_RS17365,55.200,125,56,0,18,142,18,142,9.75e-43,136
SMc01834,BAB_RS18320,39.073,151,82,2,1,150,3,144,3.21e-34,115
SMc01837,BAB_RS17360,79.298,570,118,0,1,570,1,570,0.0,953
SMc01838,BAB_RS17615,25.837,209,139,5,5,204,22,223,2.54e-15,68.9
SMc01842,BAB_RS22930,59.748,318,125,2,7,322,6,322,1.11e-130,373
SMc01843,BAB_RS22925,59.155,284,115,1,15,298,17,299,3.76e-118,339
SMc01845,BAB_RS22915,52.139,374,175,4,33,405,40,410,7.25e-138,397
SMc01846,BAB_RS22910,49.455,275,118,3,1,256,1,273,2.73e-94,275
SMc01847,BAB_RS22930,32.593,135,83,4,26,157,130,259,4.82e-10,55.1
SMc01849,BAB_RS21005,58.797,449,172,3,4,452,3,438,0.0,521
SMc01850,BAB_RS16230,53.719,121,56,0,212,332,122,242,2.62e-36,129
SMc01851,BAB_RS27225,32.609,184,121,3,8,190,8,189,1.30e-22,87.8
SMc01853,BAB_RS22900,56.780,236,101,1,1,235,1,236,2.88e-95,275
SMc01854,BAB_RS22895,59.839,249,100,0,1,249,15,263,9.45e-103,296
SMc01855,BAB_RS22890,55.844,154,64,1,26,179,65,214,1.09e-54,169
SMc01858,BAB_RS22880,66.967,333,105,1,6,333,5,337,1.94e-152,429
SMc01859,BAB_RS22875,43.284,134,67,3,1,131,1,128,2.70e-28,97.8
SMc01860,BAB_RS22870,60.734,545,211,2,30,571,31,575,0.0,679
SMc01861,BAB_RS22865,71.698,477,129,3,1,476,3,474,0.0,669
SMc01862,BAB_RS22860,57.265,468,199,1,2,468,8,475,0.0,521
SMc01863,BAB_RS22855,77.596,366,76,1,1,366,1,360,0.0,574
SMc01864,BAB_RS22850,70.000,460,137,1,1,459,1,460,0.0,634
SMc01865,BAB_RS22845,68.478,368,116,0,1,368,1,368,0.0,529
SMc01866,BAB_RS22840,65.946,370,126,0,2,371,6,375,2.46e-167,469
SMc01867,BAB_RS22835,79.915,468,90,2,1,465,1,467,0.0,729
SMc01868,BAB_RS22830,64.353,317,113,0,5,321,4,320,5.47e-149,418
SMc01869,BAB_RS28890,72.772,404,110,0,21,424,12,415,0.0,554
SMc01870,BAB_RS25465,74.561,228,57,1,1,227,1,228,1.31e-111,316
SMc01871,BAB_RS22825,75.974,308,74,0,1,308,1,308,3.15e-164,456
SMc01872,BAB_RS22820,48.845,303,152,1,7,309,12,311,7.38e-98,288
SMc01873,BAB_RS22815,66.901,426,136,2,20,442,17,440,0.0,566
SMc01874,BAB_RS22810,67.110,602,150,12,1,590,1,566,0.0,607
SMc01875,BAB_RS22805,59.386,293,105,3,10,296,1,285,2.51e-128,365
SMc01876,BAB_RS22800,65.185,270,89,2,19,288,21,285,2.90e-127,360
SMc01877,BAB_RS22795,70.916,557,160,1,1,557,1,555,0.0,712
SMc01878,BAB_RS22790,71.488,719,190,3,7,716,5,717,0.0,1038
SMc01880,BAB_RS17645,67.972,281,90,0,1,281,1,281,1.76e-139,392
SMc01881,BAB_RS17650,73.162,272,73,0,1,272,1,272,2.25e-152,423
