Abortus2308|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS28645,SMc00826,62.041,245,93,0,1,245,1,245,9.46e-97,281
BAB_RS28650,SMc00562,42.400,125,71,1,12,136,14,137,5.22e-24,88.6
BAB_RS28665,SM_b20699,28.797,316,162,7,29,286,49,359,4.86e-27,105
BAB_RS28670,SM_b20056,69.006,342,105,1,1,342,1,341,1.12e-180,501
BAB_RS28675,SM_b20057,82.175,331,59,0,1,331,16,346,0.0,525
BAB_RS28680,SM_b20058,76.892,251,58,0,1,251,1,251,4.88e-136,382
BAB_RS28685,SM_b21155,55.828,489,203,4,1,482,8,490,0.0,525
BAB_RS28690,SM_b21139,49.107,112,56,1,8,119,14,124,4.53e-35,115
BAB_RS28695,SM_b21150,36.782,261,160,4,19,275,25,284,1.31e-49,163
BAB_RS28700,SM_b21149,33.094,278,184,2,8,285,12,287,2.01e-49,163
BAB_RS28705,SM_b21151,27.735,393,259,14,17,394,12,394,6.03e-33,125
BAB_RS28710,SM_b21159,39.844,256,133,6,13,253,7,256,6.85e-42,141
BAB_RS28715,SM_b20661,56.250,352,147,4,1,347,1,350,5.68e-135,386
BAB_RS28720,SM_b21158,37.500,288,178,1,6,293,2,287,3.12e-50,165
BAB_RS28725,SM_b21134,52.273,44,21,0,11,54,5,48,6.63e-11,52.4
BAB_RS28730,SM_b21134,48.013,302,154,2,1,299,50,351,2.72e-95,283
BAB_RS28740,SMc00670,53.878,245,113,0,2,246,19,263,1.80e-87,263
BAB_RS28745,SMc00671,57.778,225,90,3,55,275,56,279,6.82e-80,241
BAB_RS28750,SM_b20410,29.553,291,187,10,10,286,5,291,2.21e-29,111
BAB_RS28755,SMc01970,61.922,281,107,0,19,299,1,281,6.49e-111,320
BAB_RS28760,SMc04336,55.814,129,52,3,22,145,26,154,9.97e-42,134
BAB_RS28765,SMc01582,65.526,380,127,1,3,382,2,377,0.0,510
BAB_RS28770,SMc01594,65.556,450,154,1,6,454,4,453,0.0,607
BAB_RS28780,SMc01602,38.214,280,160,3,8,279,7,281,5.23e-65,202
BAB_RS28785,SMc00914,38.765,405,240,5,4,404,4,404,3.47e-80,250
BAB_RS28790,SMc02051,66.667,45,15,0,1,45,1,45,1.47e-18,67.8
BAB_RS28795,SMc02047,49.604,379,174,10,3,366,3,379,5.20e-106,314
BAB_RS28800,SMc02048,59.829,117,47,0,6,122,4,120,1.19e-48,149
BAB_RS28805,SMc02049,56.356,944,396,8,1,931,9,949,0.0,998
BAB_RS28810,SMc00681,43.046,151,86,0,7,157,1,151,1.23e-42,137
BAB_RS28815,SMc02181,78.660,1209,257,1,20,1227,25,1233,0.0,1867
BAB_RS28820,SM_b20365,86.250,320,44,0,22,341,23,342,0.0,592
BAB_RS28825,SM_b20364,78.466,743,157,2,1,741,1,742,0.0,1135
BAB_RS28830,SM_b20363,78.693,352,75,0,1,352,1,352,0.0,575
BAB_RS28835,SM_b20362,72.180,266,74,0,1,266,1,266,1.30e-144,404
BAB_RS28840,SMc00432,59.470,264,106,1,1,264,1,263,2.73e-108,311
BAB_RS28845,SMc00433,67.559,299,96,1,1,298,1,299,4.00e-146,410
BAB_RS28850,SMc01166,63.830,611,211,4,2,604,4,612,0.0,746
BAB_RS28855,SMc01165,56.757,629,268,3,2,628,15,641,0.0,714
BAB_RS28860,SMc01164,37.545,277,166,4,5,274,2,278,5.09e-57,182
BAB_RS28865,SM_b20899,73.939,330,86,0,1,330,1,330,1.59e-156,439
BAB_RS28870,SM_b20042,43.523,386,186,5,20,374,1,385,6.06e-86,263
BAB_RS28875,SMc00818,33.788,293,192,2,9,301,1,291,1.31e-48,162
BAB_RS28880,SM_b20964,26.012,173,104,5,10,165,2,167,1.07e-11,58.9
BAB_RS28890,SMc01869,72.772,404,110,0,12,415,21,424,0.0,573
BAB_RS28900,SMc02282,26.837,313,183,15,4,292,2,292,9.19e-13,67.8
BAB_RS28905,SMc02597,27.397,146,90,7,35,173,36,172,1.44e-08,49.3
BAB_RS28910,SMc03200,62.857,70,26,0,1,70,372,441,1.44e-24,92.0
BAB_RS28915,SMc03200,49.438,356,180,0,2,357,5,360,9.60e-103,308
BAB_RS28920,SMc02068,41.530,366,203,5,6,365,2,362,1.06e-88,269
BAB_RS28925,SMc00784,56.119,335,143,4,8,339,10,343,6.18e-133,380
BAB_RS28930,SMc00775,42.026,533,304,3,43,572,28,558,2.33e-129,388
BAB_RS28940,SMc01573,49.524,105,52,1,1,105,1,104,5.18e-30,101
BAB_RS28945,SMc03085,59.350,246,100,0,24,269,31,276,1.59e-96,283
BAB_RS28950,SMc01609,62.329,146,55,0,10,155,26,171,2.79e-63,189
BAB_RS28955,SMc04396,86.701,391,52,0,31,421,24,414,0.0,709
BAB_RS28960,SMc04395,85.274,292,43,0,1,292,1,292,0.0,522
BAB_RS28965,SMc04394,71.667,60,17,0,1,60,1,60,3.02e-24,89.0
BAB_RS28970,SMc04394,95.050,202,10,0,1,202,92,293,1.12e-136,382
BAB_RS28975,SMc04393,83.602,372,56,2,1,370,1,369,0.0,635
BAB_RS28985,SMc00813,61.013,454,177,0,1,454,1,454,0.0,563
BAB_RS28990,SMc00811,59.833,239,83,1,2,240,4,229,6.54e-107,306
BAB_RS28995,SMc00810,70.031,327,94,2,174,497,91,416,8.25e-154,444
BAB_RS29000,SMc03894,73.518,253,67,0,1,253,1,253,9.30e-143,398
BAB_RS29005,SMc03893,84.513,226,35,0,1,226,1,226,1.95e-130,364
BAB_RS29010,SMc03891,76.371,237,56,0,21,257,21,257,9.29e-131,368
BAB_RS29015,SM_b20023,82.265,1201,213,0,2,1202,3,1203,0.0,2038
BAB_RS29025,SMa1741,38.235,238,145,1,1,236,5,242,7.48e-48,157
BAB_RS29035,SMc01511,31.776,321,199,7,18,319,45,364,1.71e-27,107
BAB_RS29045,SMc01971,62.316,475,174,2,6,479,1,471,0.0,611
BAB_RS29060,SMc03997,39.516,248,136,7,8,245,7,250,8.51e-45,149
BAB_RS29065,SMc00042,57.194,278,118,1,8,284,12,289,6.85e-112,322
BAB_RS29070,SMc00197,30.389,283,194,2,4,284,9,290,3.78e-29,110
BAB_RS29075,SMc02900,68.889,45,14,0,1,45,1,45,2.44e-19,69.7
BAB_RS29090,SM_b21281,80.698,430,83,0,1,430,28,457,0.0,679
BAB_RS29095,SMc01052,70.918,196,55,1,4,199,2,195,1.27e-104,296
BAB_RS29100,SMc04179,63.113,591,215,2,1,588,1,591,0.0,757
BAB_RS29105,SM_b20419,74.929,351,84,3,1,349,1,349,0.0,520
BAB_RS29110,SM_b20418,88.298,282,33,0,1,282,1,282,0.0,502
BAB_RS29115,SM_b20417,87.031,293,38,0,1,293,1,293,0.0,522
BAB_RS29120,SM_b20416,85.343,423,59,1,4,426,2,421,0.0,761
BAB_RS29125,SMc01524,51.734,346,155,4,9,344,4,347,1.03e-121,352
BAB_RS29130,SMc01533,73.797,561,147,0,38,598,5,565,0.0,816
BAB_RS29135,SM_b20784,75.630,238,58,0,1,238,1,238,3.56e-128,360
BAB_RS29140,SM_b20785,75.502,249,61,0,1,249,1,249,1.21e-131,369
BAB_RS29145,SM_b20786,69.231,273,82,2,1,271,4,276,6.59e-126,361
BAB_RS29150,SM_b20787,83.916,286,46,0,1,286,1,286,2.97e-163,452
BAB_RS29155,SM_b20568,83.117,385,61,1,5,389,21,401,0.0,660
BAB_RS29160,SM_b20575,59.544,351,138,2,1,348,1,350,2.15e-130,374
BAB_RS29165,SM_b20576,73.171,205,54,1,1,205,1,204,8.81e-109,308
BAB_RS29170,SM_b20577,77.143,245,56,0,2,246,9,253,6.20e-145,403
BAB_RS29175,SM_b20578,75.200,125,31,0,10,134,6,130,3.38e-69,202
BAB_RS29180,SM_b20579,59.925,267,107,0,1,267,1,267,3.64e-118,337
BAB_RS29185,SM_b20580,76.412,301,70,1,1,300,1,301,1.31e-170,473
BAB_RS29190,SM_b20583,78.864,317,66,1,1,316,1,317,0.0,523
BAB_RS29195,SMa0319,22.941,170,125,3,121,289,167,331,7.06e-08,50.4
BAB_RS29200,SM_b20586,68.924,251,78,0,1,251,1,251,7.50e-125,352
BAB_RS29205,SMa1409,26.587,252,153,8,4,223,3,254,1.27e-14,70.1
BAB_RS29215,SM_b20589,77.945,399,62,1,1,373,1,399,0.0,609
BAB_RS29220,SMa0101,30.667,525,340,14,65,575,26,540,8.96e-62,210
BAB_RS29230,SMc02503,76.374,364,86,0,1,364,1,364,0.0,560
BAB_RS29235,SMc00140,50.575,261,122,3,1,257,1,258,8.95e-88,259
BAB_RS29240,SMc00140,53.191,235,104,2,23,253,26,258,1.14e-87,258
BAB_RS29245,SMc00797,47.229,415,214,4,5,415,2,415,4.47e-132,384
BAB_RS29255,SMc01180,48.780,82,41,1,9,90,14,94,5.23e-19,72.4
BAB_RS29265,SMc02789,32.143,168,109,5,26,189,2,168,2.11e-15,70.5
BAB_RS29290,SMc04015,31.013,158,97,4,2,151,131,284,2.73e-18,77.0
BAB_RS29295,SMc01251,83.333,24,4,0,1,24,1,24,1.20e-08,41.2
BAB_RS29300,SMc01907,63.225,707,256,4,24,729,24,727,0.0,898
BAB_RS29305,SMc01373,75.772,421,101,1,10,430,7,426,0.0,654
BAB_RS29310,SMc00347,50.806,124,61,0,6,129,8,131,5.16e-42,135
BAB_RS29315,SMc01372,45.882,85,44,1,5,89,1,83,6.01e-21,77.0
BAB_RS29320,SMc01371,86.992,123,16,0,1,123,1,123,3.30e-78,224
BAB_RS29325,SMc01370,52.928,461,206,2,1,456,1,455,4.44e-160,458
BAB_RS29330,SMc01369,89.091,55,6,0,1,55,1,55,5.32e-31,99.8
BAB_RS29335,SMc01368,54.090,379,174,0,1,379,15,393,9.55e-137,393
BAB_RS29340,SMc01367,40.870,230,123,4,14,243,22,238,3.26e-37,128
BAB_RS29345,SMc01366,47.552,143,70,1,4,146,1,138,3.26e-47,148
BAB_RS29350,SMc01365,62.403,774,283,4,10,780,20,788,0.0,954
BAB_RS29355,SMc01364,74.263,882,211,4,1,874,7,880,0.0,1323
BAB_RS29365,SMc01363,54.897,388,170,1,1,388,1,383,2.67e-142,407
BAB_RS29370,SMc01362,71.579,190,54,0,12,201,14,203,1.02e-84,246
BAB_RS29375,SMc01361,68.779,426,132,1,4,428,5,430,0.0,611
BAB_RS29380,SMc01360,85.050,301,45,0,10,310,4,304,0.0,528
BAB_RS29385,SMc01359,65.981,535,182,0,8,542,15,549,0.0,714
BAB_RS29390,SMc01355,66.463,164,52,1,1,161,1,164,8.08e-71,208
BAB_RS29395,SMc01354,73.148,216,58,0,1,216,1,216,1.35e-118,335
BAB_RS29400,SMc01353,72.632,95,26,0,1,95,1,95,1.61e-45,139
BAB_RS29405,SMc01352,86.004,493,69,0,1,493,1,493,0.0,833
BAB_RS29415,SMc01018,76.395,699,152,2,1,699,1,686,0.0,1071
BAB_RS29420,SMc02817,42.230,296,167,3,15,309,19,311,1.81e-69,216
BAB_RS29425,SMc01268,70.886,237,67,1,16,252,16,250,3.92e-121,343
BAB_RS29430,SMa0113,42.788,208,118,1,265,472,647,853,1.43e-49,179
BAB_RS29435,SMc04336,52.121,165,65,6,5,166,1,154,3.22e-46,146
BAB_RS29440,SMc00303,100.000,25,0,0,1,25,1,25,2.08e-12,50.8
BAB_RS29445,SMc00613,41.667,192,108,2,193,380,1,192,3.61e-46,154
BAB_RS29450,SMc00611,35.906,855,524,8,1,845,1,841,1.02e-153,470
BAB_RS29455,SMc00248,62.500,248,90,2,1,248,3,247,6.01e-90,263
BAB_RS29460,SMc00232,65.533,441,152,0,3,443,2,442,0.0,574
BAB_RS29465,SMa0878,68.092,608,193,1,1,607,1,608,0.0,833
BAB_RS29470,SMc00228,63.248,702,257,1,1,702,1,701,0.0,892
BAB_RS29475,SMc00227,51.111,90,44,0,1,90,1,90,5.59e-31,102
BAB_RS29480,SMc04450,69.803,1169,343,4,8,1170,6,1170,0.0,1645
BAB_RS29490,SMc00952,50.472,212,104,1,4,214,2,213,3.23e-78,232
BAB_RS29495,SMc00951,57.333,600,247,3,12,611,9,599,0.0,723
BAB_RS29500,SMc00950,55.866,179,75,1,27,201,29,207,8.74e-72,214
BAB_RS29505,SMc00949,64.423,104,37,0,7,110,4,107,1.19e-50,153
BAB_RS29510,SMc00316,50.392,383,190,0,12,394,27,409,1.41e-122,360
BAB_RS29515,SMc00247,65.812,234,80,0,22,255,7,240,1.17e-108,312
BAB_RS29520,SMc00246,68.201,239,75,1,1,238,1,239,2.02e-114,328
BAB_RS29530,SMc00245,65.362,511,175,1,9,519,11,519,0.0,668
BAB_RS29535,SMc00243,72.269,357,98,1,1,357,1,356,4.52e-177,493
BAB_RS29540,SMc00244,71.242,306,83,1,1,301,1,306,1.69e-133,378
BAB_RS29545,SMc00242,69.101,356,109,1,1,355,22,377,0.0,518
BAB_RS29550,SMc01115,30.872,447,269,13,3,424,21,452,1.10e-53,183
BAB_RS29555,SMc03786,83.230,161,27,0,1,161,1,161,8.73e-97,274
BAB_RS29560,SMc03787,65.049,103,36,0,1,103,1,103,1.01e-47,145
BAB_RS29565,SMc01518,59.223,103,42,0,1,103,1,103,1.09e-43,135
BAB_RS29570,SMc00785,73.684,152,40,0,1,152,1,152,5.23e-80,231
BAB_RS29575,SMc02318,66.667,150,50,0,1,150,1,150,1.42e-70,207
BAB_RS29580,SMc01243,80.000,30,6,0,1,30,1,30,1.14e-10,46.6
BAB_RS29600,SMc03278,39.062,128,67,2,37,153,23,150,3.46e-18,73.9
BAB_RS29605,SMc03279,54.237,118,53,1,1,117,1,118,5.74e-46,142
BAB_RS29610,SM_b21085,35.490,510,304,7,18,510,41,542,3.05e-96,300
BAB_RS29625,SM_b20457,44.160,351,194,1,10,360,21,369,2.58e-96,291
BAB_RS29635,SM_b20463,44.915,118,65,0,44,161,37,154,2.62e-33,113
BAB_RS29640,SM_b20462,58.842,311,125,1,1,308,1,311,3.51e-132,376
BAB_RS29645,SM_b20461,45.833,144,76,1,34,175,35,178,1.27e-46,149
BAB_RS29650,SMc02641,58.257,436,179,2,1,434,1,435,0.0,517
BAB_RS29655,SM_b20460,74.573,586,148,1,18,603,22,606,0.0,917
BAB_RS29660,SM_b20459,70.948,327,95,0,1,327,1,327,4.03e-171,476
BAB_RS29665,SM_b20458,71.517,323,89,1,6,328,20,339,2.47e-173,483
BAB_RS29670,SMc04246,37.008,127,64,4,2,114,1,125,2.72e-18,72.0
BAB_RS29675,SM_b21196,47.529,526,267,7,3,523,9,530,2.05e-167,482
BAB_RS29680,SM_b21196,48.295,528,262,7,2,523,8,530,3.23e-176,504
BAB_RS29685,SM_b21197,59.609,307,124,0,1,307,1,307,3.60e-136,385
BAB_RS29690,SM_b21198,55.937,379,162,4,1,377,1,376,1.03e-126,367
BAB_RS29695,SM_b21199,69.070,527,161,2,4,528,6,532,0.0,734
BAB_RS29700,SMc02566,43.548,186,98,4,29,211,23,204,2.38e-42,139
BAB_RS29715,SMa1447,70.507,434,128,0,2,435,3,436,0.0,592
BAB_RS29720,SMa0095,57.864,337,140,2,4,338,3,339,2.43e-127,366
BAB_RS29725,SM_b20595,76.773,564,114,5,273,819,37,600,0.0,851
BAB_RS29730,SM_b21490,56.061,132,58,0,17,148,35,166,1.58e-51,165
BAB_RS29735,SMc03204,70.130,462,136,2,1,461,4,464,0.0,659
BAB_RS29740,SMc03203,58.933,431,172,1,1,431,1,426,8.49e-173,488
BAB_RS29745,SMc03202,77.381,336,76,0,1,336,1,336,0.0,571
BAB_RS29750,SMc03201,80.198,404,65,1,7,395,7,410,0.0,679
BAB_RS29760,SMc02869,76.577,333,78,0,1,333,17,349,0.0,533
BAB_RS29765,SMc02870,76.504,349,81,1,8,356,7,354,0.0,568
BAB_RS29770,SMc02871,86.022,279,39,0,1,279,1,279,1.99e-175,483
BAB_RS29775,SMc02872,80.132,302,60,0,13,314,14,315,0.0,510
BAB_RS29790,SMc02875,56.701,291,126,0,1,291,1,291,1.99e-112,324
BAB_RS29795,SMc02876,71.318,258,69,2,1,257,1,254,8.62e-130,365
BAB_RS29805,SMc02254,31.300,377,206,12,12,382,5,334,2.91e-41,145
BAB_RS29810,SMc02255,35.256,312,201,1,3,314,28,338,5.01e-60,203
BAB_RS29815,SMc02836,33.700,273,152,8,293,542,299,565,2.98e-29,119
BAB_RS29820,SM_b20813,28.571,406,261,10,171,564,173,561,2.46e-32,129
BAB_RS29830,SMc03184,49.167,120,61,0,1,120,1,120,2.86e-35,115
BAB_RS29835,SMc03183,61.364,88,34,0,6,93,6,93,5.72e-37,117
BAB_RS29840,SMc03182,43.210,162,87,5,1,159,1,160,7.04e-30,104
BAB_RS29845,SMc03181,62.894,539,195,2,2,537,3,539,0.0,597
BAB_RS29850,SMc03180,74.107,112,29,0,1,112,1,112,3.45e-55,165
BAB_RS29855,SMc03179,67.528,967,314,0,6,972,30,996,0.0,1288
BAB_RS29860,SM_b20991,30.649,447,291,6,3,432,13,457,9.83e-60,200
BAB_RS29870,SMc00863,36.029,136,82,3,1,135,13,144,2.73e-13,62.0
BAB_RS29885,SMc03104,34.351,393,220,10,6,369,8,391,3.22e-50,171
BAB_RS29895,SMc01534,35.267,431,251,10,4,410,6,432,7.59e-74,235
BAB_RS29900,SMc01785,35.780,327,195,5,6,325,4,322,4.76e-56,182
BAB_RS29910,SMc03797,61.513,304,117,0,1,304,24,327,2.01e-147,415
BAB_RS29915,SM_b21091,73.664,262,61,2,34,295,83,336,2.03e-144,407
BAB_RS29920,SMc04263,76.695,472,110,0,1,472,1,472,0.0,718
BAB_RS29930,SMc04054,47.059,255,126,4,8,259,5,253,9.97e-78,233
BAB_RS29935,SMc04052,66.892,148,49,0,1,148,1,148,8.61e-60,179
BAB_RS29940,SMc04452,70.690,406,119,0,19,424,17,422,0.0,576
BAB_RS29945,SM_b21412,51.282,117,55,1,1,115,22,138,3.52e-34,113
BAB_RS29960,SM_b20219,45.148,237,124,3,6,237,6,241,3.66e-65,200
BAB_RS29965,SM_b20218,34.837,399,242,10,81,469,52,442,1.00e-56,192
BAB_RS29970,SMc00564,60.185,324,129,0,24,347,31,354,6.70e-128,368
BAB_RS29975,SMc00563,54.175,491,225,0,17,507,3,493,0.0,522
BAB_RS29980,SMc00562,42.958,142,81,0,13,154,1,142,8.58e-34,114
BAB_RS29990,SMc02346,39.834,241,141,2,14,251,30,269,1.21e-53,172
BAB_RS29995,SMc02345,31.818,242,165,0,31,272,39,280,1.79e-31,115
BAB_RS30000,SMc01911,70.229,131,39,0,2,132,1,131,2.29e-63,187
BAB_RS30005,SM_b21204,30.871,379,248,6,5,379,2,370,5.29e-52,175
BAB_RS30020,SM_b21207,29.333,300,209,2,14,311,29,327,1.01e-14,71.2
BAB_RS30025,SM_b21208,29.353,201,133,3,17,210,23,221,1.04e-22,90.5
BAB_RS30030,SM_b21335,29.299,314,198,8,22,328,42,338,3.48e-30,115
BAB_RS30035,SMa1654,56.221,217,95,0,19,235,14,230,6.19e-86,252
BAB_RS30040,SMa1052,60.140,143,55,2,1,143,1,141,1.43e-56,171
BAB_RS30045,SMa1053,64.615,130,46,0,2,131,1,130,1.66e-45,142
BAB_RS30050,SMa1056,67.391,92,30,0,10,101,19,110,3.06e-41,129
BAB_RS30060,SMc01262,59.756,164,66,0,1,164,1,164,6.41e-73,214
BAB_RS30065,SMc00641,39.233,339,193,5,14,347,5,335,2.00e-65,215
BAB_RS30075,SMa1454,56.173,324,142,0,1,324,1,324,4.33e-129,370
BAB_RS30080,SMc00741,30.526,190,128,3,37,223,23,211,4.15e-15,72.0
BAB_RS30085,SMc00741,41.667,288,160,6,5,288,251,534,7.63e-58,192
BAB_RS30090,SMa1452,54.902,51,23,0,1,51,1,51,2.63e-09,53.9
BAB_RS30095,SMa1450,71.501,393,112,0,1,393,1,393,0.0,565
BAB_RS30100,SM_b20753,45.455,374,201,3,3,375,5,376,4.38e-103,306
BAB_RS30105,SMa1894,76.552,145,34,0,1,145,1,145,2.20e-83,239
BAB_RS30110,SM_b20683,40.996,261,151,3,1,261,1,258,3.05e-46,155
BAB_RS30120,SM_b21009,70.909,55,16,0,1,55,1,55,1.45e-25,94.0
BAB_RS30125,SM_b21009,71.132,433,125,0,2,434,62,494,0.0,650
BAB_RS30150,SM_b21073,27.765,425,285,7,5,410,5,426,5.96e-39,143
BAB_RS30155,SM_b20961,23.825,617,405,15,18,581,33,637,4.27e-30,124
BAB_RS30160,SM_b21080,53.211,218,101,1,37,253,47,264,1.60e-78,236
BAB_RS30165,SM_b21079,39.749,239,142,1,1,239,1,237,2.25e-59,186
BAB_RS30180,SMc03109,28.736,261,154,8,232,468,3,255,1.52e-11,62.8
BAB_RS30185,SMc01975,28.500,200,129,5,1,191,1,195,3.53e-14,67.4
BAB_RS30190,SMa2075,28.668,443,277,19,65,485,78,503,4.12e-35,135
BAB_RS30195,SMc04294,41.392,273,149,2,2,274,44,305,6.51e-66,205
BAB_RS30200,SMc03272,40.164,244,138,3,52,290,39,279,3.04e-55,177
BAB_RS30205,SMc02404,30.719,306,195,5,4,305,2,294,1.40e-34,125
BAB_RS30210,SMa1371,53.398,309,133,4,5,313,2,299,2.13e-102,301
BAB_RS30215,SMa2079,53.822,314,142,2,5,317,2,313,8.21e-122,350
BAB_RS30220,SM_b21355,30.539,334,206,8,4,319,6,331,8.71e-29,111
BAB_RS30225,SM_b21355,27.751,209,143,5,26,231,30,233,1.76e-10,58.5
BAB_RS30230,SMc03929,58.556,374,155,0,1,374,18,391,4.34e-148,422
BAB_RS30235,SMc01946,28.796,382,249,11,1,380,1,361,5.91e-32,122
BAB_RS30240,SM_b20378,46.889,450,238,1,24,472,31,480,1.10e-145,423
BAB_RS30245,SM_b20496,42.357,543,297,5,1,535,1,535,2.04e-141,417
BAB_RS30250,SMc02791,32.389,247,156,6,11,251,14,255,4.67e-27,103
BAB_RS30255,SMc00268,40.726,248,127,7,23,261,12,248,1.17e-42,143
BAB_RS30260,SMc01948,48.498,233,118,2,1,232,5,236,8.54e-74,222
BAB_RS30265,SMc02357,38.017,242,146,2,367,607,6,244,1.20e-40,145
BAB_RS30270,SMc01951,30.164,305,195,6,1,292,1,300,1.04e-31,117
BAB_RS30275,SMc00078,27.273,396,252,12,1,389,1,367,2.97e-25,103
BAB_RS30280,SMc00034,44.164,317,176,1,13,328,9,325,1.64e-88,266
BAB_RS30285,SMa1759,35.377,212,135,1,13,224,7,216,3.90e-34,119
BAB_RS30290,SMc01812,26.902,368,231,9,13,349,19,379,4.37e-28,111
BAB_RS30300,SM_b21184,44.643,392,210,3,3,390,2,390,3.08e-110,326
BAB_RS30305,SMa1084,69.487,780,236,2,10,788,5,783,0.0,1154
BAB_RS30330,SMc00394,85.192,520,77,0,1,520,1,520,0.0,932
BAB_RS30335,SMc00395,67.647,204,66,0,2,205,5,208,1.09e-97,280
BAB_RS30340,SMc00396,68.056,144,45,1,9,151,7,150,1.87e-69,204
BAB_RS30345,SMc00403,52.103,428,205,0,1,428,1,428,2.65e-151,433
BAB_RS30360,SMc00819,82.365,499,83,1,1,499,1,494,0.0,874
BAB_RS30365,SMc00818,53.401,294,137,0,7,300,1,294,5.23e-110,320
BAB_RS30375,SMc00815,83.768,499,78,1,1,496,1,499,0.0,806
BAB_RS30385,SMc00512,42.907,289,144,5,27,303,9,288,2.39e-53,176
BAB_RS30390,SMc00637,25.855,468,293,16,8,459,6,435,3.32e-19,87.4
BAB_RS30395,SM_b21082,39.178,365,194,6,7,358,9,358,1.40e-66,225
BAB_RS30400,SMa2293,29.537,281,179,10,2,274,5,274,4.56e-18,80.1
BAB_RS30405,SMc00074,35.686,255,159,3,262,513,711,963,2.83e-43,162
BAB_RS30420,SMc00486,41.319,288,164,5,25,309,28,313,1.70e-61,196
BAB_RS30425,SMa0678,24.217,351,221,12,81,416,77,397,8.42e-13,67.8
BAB_RS30435,SMa1672,60.759,158,62,0,1,158,1,158,3.23e-58,177
BAB_RS30440,SMa1664,42.466,365,201,5,36,397,11,369,1.73e-80,250
BAB_RS30450,SM_b21498,52.703,370,165,3,1,367,1,363,5.58e-116,382
BAB_RS30470,SMa1751,71.600,250,71,0,3,252,4,253,4.67e-108,310
BAB_RS30475,SMa1753,69.054,391,120,1,1,390,1,391,3.78e-179,501
BAB_RS30480,SMa1754,69.054,349,107,1,6,353,9,357,0.0,503
BAB_RS30485,SMa1755,79.191,346,72,0,3,348,5,350,0.0,568
BAB_RS30495,SMc01937,96.000,25,1,0,1,25,1,25,4.15e-12,50.1
BAB_RS30505,SM_b21522,77.381,84,17,2,1,84,1,82,3.72e-41,127
BAB_RS30510,SM_b21523,83.395,271,45,0,1,271,1,271,9.55e-168,462
BAB_RS30515,SM_b21524,65.462,249,85,1,1,248,1,249,3.78e-114,325
BAB_RS30540,SMc02910,67.304,471,153,1,1,470,72,542,0.0,617
BAB_RS30550,SM_b20330,70.370,351,98,1,1,351,6,350,1.17e-175,489
BAB_RS30555,SM_b20329,81.992,261,47,0,1,261,10,270,3.60e-162,448
BAB_RS30560,SM_b20328,78.979,333,70,0,1,333,1,333,0.0,562
BAB_RS30565,SM_b20327,94.581,203,11,0,1,203,74,276,9.27e-125,351
BAB_RS30570,SM_b20326,83.117,308,52,0,15,322,18,325,0.0,521
BAB_RS30585,SMa0005,32.500,80,54,0,183,262,117,196,2.26e-10,59.3
BAB_RS30600,SMc02451,28.358,201,104,7,69,257,55,227,5.08e-12,62.8
BAB_RS30610,SMa1285,58.462,195,80,1,2,195,4,198,5.23e-82,239
BAB_RS30625,SMa1289,56.081,148,65,0,2,149,1,148,1.80e-49,155
BAB_RS30630,SMa1291,79.385,325,67,0,1,325,1,325,0.0,518
BAB_RS30635,SMa1292,66.337,303,102,0,7,309,6,308,3.03e-153,429
BAB_RS30640,SMc02346,46.320,231,122,2,42,272,38,266,6.95e-69,212
BAB_RS30645,SMc02345,28.444,225,160,1,38,261,63,287,7.94e-20,84.0
BAB_RS30650,SM_b20570,27.097,310,181,12,1,293,1,282,1.38e-10,58.9
BAB_RS30655,SMa1252,58.987,395,162,0,16,410,7,401,2.42e-159,452
BAB_RS30660,SMa1243,56.643,143,62,0,1,143,1,143,1.64e-57,173
BAB_RS30665,SMa1245,61.321,212,82,0,19,230,1,212,4.07e-93,270
BAB_RS30670,SMa1188,46.084,332,165,2,3,325,5,331,2.31e-101,299
BAB_RS30675,SMa1186,61.326,181,62,2,4,179,7,184,4.86e-77,226
BAB_RS30680,SMa1185,68.116,276,87,1,1,276,1,275,9.02e-110,316
BAB_RS30685,SMa1184,60.927,302,114,4,23,322,2,301,7.23e-117,337
BAB_RS30690,SMa1183,62.754,443,160,3,7,449,9,446,0.0,570
BAB_RS30695,SMa1182,82.473,639,112,0,1,639,1,639,0.0,1108
BAB_RS30700,SMa1179,66.488,746,233,4,8,748,21,754,0.0,1023
BAB_RS30710,SM_b20937,23.454,469,303,16,118,566,129,561,1.81e-16,80.1
BAB_RS30725,SMc01503,42.330,515,273,7,1,507,1,499,2.48e-130,387
BAB_RS30730,SMa0320,32.377,244,151,6,5,237,4,244,6.00e-32,115
BAB_RS30735,SM_b20893,30.871,379,243,7,42,405,27,401,1.27e-30,119
BAB_RS30740,SM_b20930,51.707,205,93,3,15,214,3,206,6.23e-65,201
BAB_RS30745,SM_b20902,31.778,343,201,10,10,335,8,334,6.09e-34,125
BAB_RS30755,SM_b20483,68.986,345,107,0,5,349,6,350,0.0,509
BAB_RS30760,SMa1245,75.472,212,52,0,18,229,1,212,4.58e-122,343
BAB_RS30765,SMa1247,51.475,305,140,4,1,303,1,299,8.76e-107,311
BAB_RS30770,SMa1250,78.400,375,81,0,1,375,1,375,0.0,629
