O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS15185,BME_RS15370,39.519,291,171,3,1,290,1,287,2.06e-65,204
OANT_RS15190,BME_RS14935,81.494,616,114,0,20,635,1,616,0.0,1051
OANT_RS15195,BME_RS14940,77.143,175,40,0,1,175,1,175,1.00e-98,279
OANT_RS15200,BME_RS14945,78.281,221,48,0,1,221,1,221,1.85e-127,355
OANT_RS15205,BME_RS02040,31.551,187,94,6,4,160,46,228,2.44e-16,75.1
OANT_RS15210,BME_RS10485,38.800,250,141,8,11,253,2,246,1.90e-42,142
OANT_RS15215,BME_RS15525,42.725,433,245,2,2,434,1,430,4.53e-118,348
OANT_RS15220,BME_RS11570,28.037,214,146,4,7,217,7,215,3.96e-13,63.2
OANT_RS15230,BME_RS14790,91.124,338,30,0,1,338,1,338,0.0,628
OANT_RS15235,BME_RS14785,88.424,406,47,0,1,406,16,421,0.0,722
OANT_RS15240,BME_RS14780,82.432,148,24,1,1,148,1,146,2.26e-78,239
OANT_RS15245,BME_RS14775,93.455,275,13,1,1,275,1,270,1.83e-180,494
OANT_RS15250,BME_RS13860,57.658,333,140,1,1,333,1,332,7.95e-141,399
OANT_RS15255,BME_RS14765,91.571,261,22,0,9,269,1,261,0.0,499
OANT_RS15260,BME_RS14760,94.540,348,19,0,1,348,1,348,0.0,683
OANT_RS15270,BME_RS12895,34.264,394,245,8,2,389,1,386,9.93e-47,161
OANT_RS15275,BME_RS15390,39.535,129,71,4,1,128,1,123,6.44e-29,99.4
OANT_RS15280,BME_RS03515,28.834,163,114,1,13,173,10,172,3.27e-19,77.0
OANT_RS15290,BME_RS07380,30.688,189,117,7,5,190,10,187,2.15e-19,81.6
OANT_RS15295,BME_RS14745,90.411,73,7,0,1,73,1,73,3.28e-47,141
OANT_RS15300,BME_RS14740,84.328,134,21,0,1,134,1,134,2.24e-84,239
OANT_RS15305,BME_RS14735,91.340,739,63,1,1,739,1,738,0.0,1411
OANT_RS15310,BME_RS14730,93.617,329,20,1,1,328,1,329,0.0,636
OANT_RS15320,BME_RS11585,33.398,518,287,19,1,504,1,474,1.10e-60,204
OANT_RS15325,BME_RS11215,44.268,314,173,2,1,314,1,312,9.17e-83,249
OANT_RS15330,BME_RS13805,48.659,261,132,2,315,575,3,261,4.37e-78,254
OANT_RS15335,BME_RS11605,48.855,262,133,1,1,261,1,262,8.90e-83,246
OANT_RS15340,BME_RS15375,26.577,222,154,5,23,241,13,228,1.78e-11,59.3
OANT_RS15355,BME_RS12325,75.157,479,119,0,1,479,1,479,0.0,728
OANT_RS15360,BME_RS12330,65.982,438,140,3,1,431,1,436,0.0,578
OANT_RS15365,BME_RS12335,86.957,138,18,0,1,138,1,138,1.22e-85,243
OANT_RS15370,BME_RS12340,88.988,336,36,1,1,335,1,336,0.0,605
OANT_RS15375,BME_RS12345,90.578,467,44,0,5,471,18,484,0.0,842
OANT_RS15380,BME_RS12350,64.074,540,194,0,17,556,18,557,0.0,673
OANT_RS15390,BME_RS14725,75.403,248,55,1,1,242,1,248,5.48e-135,377
OANT_RS15395,BME_RS14720,89.299,271,29,0,1,271,1,271,2.95e-178,488
OANT_RS15400,BME_RS14715,81.319,91,14,3,1,89,1,90,1.04e-44,136
OANT_RS15405,BME_RS03400,35.556,90,55,2,1,87,11,100,7.02e-09,52.4
OANT_RS15410,BME_RS06410,50.777,193,93,2,7,198,6,197,3.36e-49,155
OANT_RS15420,BME_RS14105,29.798,198,133,4,16,209,36,231,2.51e-15,72.8
OANT_RS15425,BME_RS14100,44.091,220,117,4,7,226,3,216,9.94e-54,171
OANT_RS15430,BME_RS08630,22.594,239,171,7,14,241,4,239,3.40e-08,50.4
OANT_RS15440,BME_RS12910,24.895,237,167,6,9,237,15,248,4.61e-10,55.5
OANT_RS15450,BME_RS13515,28.082,292,195,4,4,283,14,302,1.91e-31,115
OANT_RS15455,BME_RS11220,31.346,520,325,13,6,508,9,513,2.17e-67,222
OANT_RS15460,BME_RS02180,40.752,319,167,3,6,302,16,334,1.78e-80,244
OANT_RS15465,BME_RS02185,40.449,267,152,2,31,290,36,302,5.84e-64,200
OANT_RS15475,BME_RS04095,43.448,145,82,0,16,160,7,151,1.11e-34,115
OANT_RS15480,BME_RS11660,32.389,247,163,3,22,267,9,252,2.60e-36,127
OANT_RS15490,BME_RS09590,49.278,554,247,8,15,564,5,528,9.72e-172,496
OANT_RS15505,BME_RS02030,95.833,24,1,0,1,24,1,24,8.73e-08,38.1
OANT_RS15510,BME_RS12755,65.000,100,35,0,1,100,1,100,2.26e-44,136
OANT_RS15515,BME_RS12760,93.789,322,16,1,1,318,1,322,0.0,613
OANT_RS15520,BME_RS12765,90.562,498,47,0,1,498,1,498,0.0,889
OANT_RS15525,BME_RS06895,51.899,237,100,3,16,238,2,238,1.20e-83,246
OANT_RS15530,BME_RS12770,93.873,457,28,0,1,457,1,457,0.0,878
OANT_RS15535,BME_RS12775,78.138,247,54,0,1,247,1,247,6.70e-140,389
OANT_RS15540,BME_RS12780,87.413,143,18,0,1,143,1,143,3.25e-88,250
OANT_RS15545,BME_RS12785,85.817,698,98,1,1,697,1,698,0.0,1220
OANT_RS15550,BME_RS12790,85.507,69,10,0,1,69,1,69,5.72e-41,125
OANT_RS15555,BME_RS12795,89.931,288,26,1,1,288,1,285,0.0,511
OANT_RS15570,BME_RS15375,88.889,270,30,0,1,270,1,270,3.22e-179,491
OANT_RS15580,BME_RS15370,95.410,305,14,0,1,305,1,305,0.0,595
OANT_RS15585,BME_RS15365,94.578,498,27,0,1,498,1,498,0.0,938
OANT_RS15590,BME_RS15355,85.217,345,51,0,66,410,1,345,0.0,586
OANT_RS15595,BME_RS15350,88.736,435,43,2,1,435,1,429,0.0,796
OANT_RS15600,BME_RS15345,90.182,275,27,0,1,275,1,275,0.0,522
OANT_RS15605,BME_RS15340,79.608,255,41,1,1,255,1,244,1.20e-149,414
OANT_RS15610,BME_RS15335,85.047,214,32,0,1,214,1,214,9.34e-141,389
OANT_RS15615,BME_RS15330,88.482,191,22,0,1,191,1,191,2.64e-123,344
OANT_RS15620,BME_RS15325,82.420,529,66,4,1,529,1,502,0.0,839
OANT_RS15625,BME_RS15320,85.106,376,56,0,1,376,1,376,0.0,642
OANT_RS15630,BME_RS15315,90.830,229,21,0,1,229,1,229,1.16e-153,422
OANT_RS15640,BME_RS15300,78.030,132,29,0,1,132,1,132,2.33e-72,209
OANT_RS15645,BME_RS15295,94.168,463,27,0,1,463,1,463,0.0,907
OANT_RS15650,BME_RS15290,80.952,84,16,0,1,84,1,84,2.02e-47,142
OANT_RS15665,BME_RS15285,96.154,546,21,0,1,546,1,546,0.0,968
OANT_RS15670,BME_RS15280,93.878,98,6,0,1,98,1,98,2.16e-62,181
OANT_RS15680,BME_RS15275,84.173,278,44,0,5,282,5,282,4.09e-176,484
OANT_RS15685,BME_RS15270,79.573,328,67,0,1,328,1,328,0.0,534
OANT_RS15695,BME_RS15265,93.107,972,63,1,1,968,1,972,0.0,1872
OANT_RS15700,BME_RS15260,86.161,224,30,1,1,224,1,223,1.55e-142,394
OANT_RS15705,BME_RS15255,71.429,182,52,0,1,182,1,182,2.68e-92,264
OANT_RS15710,BME_RS15250,78.981,157,33,0,1,157,1,157,1.04e-91,260
OANT_RS15715,BME_RS15245,81.273,550,72,7,1,544,17,541,0.0,776
OANT_RS15720,BME_RS15240,92.473,186,14,0,1,186,1,186,1.05e-126,351
OANT_RS15725,BME_RS15235,85.317,504,73,1,11,513,1,504,0.0,863
OANT_RS15730,BME_RS15230,85.430,453,62,1,3,451,2,454,0.0,794
OANT_RS15735,BME_RS15225,81.754,285,52,0,1,285,1,285,4.11e-170,469
OANT_RS15740,BME_RS15220,90.569,615,57,1,1,615,1,614,0.0,1070
OANT_RS15745,BME_RS15215,91.275,447,39,0,1,447,1,447,0.0,800
OANT_RS15750,BME_RS15210,80.682,264,51,0,1,264,1,264,2.59e-159,440
OANT_RS15755,BME_RS15205,85.542,83,12,0,1,83,1,83,3.76e-51,152
OANT_RS15760,BME_RS15200,83.197,244,41,0,14,257,15,258,1.24e-148,412
OANT_RS15765,BME_RS15195,87.444,446,56,0,1,446,1,446,0.0,817
OANT_RS15770,BME_RS15190,80.531,339,66,0,1,339,1,339,0.0,563
OANT_RS15775,BME_RS15185,85.897,78,11,0,1,78,1,78,1.79e-49,147
OANT_RS15780,BME_RS15180,88.057,628,68,3,1,626,1,623,0.0,1113
OANT_RS15785,BME_RS14590,89.474,361,37,1,1,360,1,361,0.0,646
OANT_RS15790,BME_RS14585,87.865,445,54,0,1,445,1,445,0.0,771
OANT_RS15795,BME_RS14580,97.183,497,14,0,1,497,1,497,0.0,976
OANT_RS15800,BME_RS14570,86.319,307,42,0,1,307,1,307,0.0,531
OANT_RS15805,BME_RS14565,93.587,499,32,0,1,499,1,499,0.0,991
OANT_RS15810,BME_RS14545,91.549,71,6,0,1,71,1,71,1.71e-35,132
OANT_RS15815,BME_RS14540,98.013,151,3,0,1,151,1,151,9.73e-109,302
OANT_RS15820,BME_RS14535,80.676,207,40,0,1,207,1,207,1.12e-121,340
OANT_RS15825,BME_RS14530,94.737,456,24,0,1,456,1,456,0.0,887
OANT_RS15835,BME_RS14760,22.759,290,184,8,8,271,5,280,6.19e-16,74.3
OANT_RS15840,BME_RS12310,49.563,343,169,3,2,341,5,346,7.30e-105,308
OANT_RS15845,BME_RS12305,46.640,506,267,3,7,510,10,514,8.14e-156,451
OANT_RS15850,BME_RS12300,35.897,78,49,1,108,185,115,191,4.83e-09,51.2
OANT_RS15855,BME_RS01965,33.476,233,150,4,42,271,44,274,3.42e-22,91.7
OANT_RS15865,BME_RS15500,26.126,444,279,21,10,439,3,411,1.34e-17,80.9
OANT_RS15875,BME_RS14385,25.000,240,164,5,1,230,8,241,1.90e-14,67.0
OANT_RS15880,BME_RS11565,29.736,417,264,12,20,423,29,429,5.42e-33,127
OANT_RS15890,BME_RS14210,32.841,271,176,3,1,266,1,270,1.15e-42,145
OANT_RS15900,BME_RS07005,44.980,498,266,5,11,504,18,511,6.15e-142,415
OANT_RS15905,BME_RS01960,35.127,316,194,3,26,332,15,328,2.48e-53,175
OANT_RS15910,BME_RS12280,29.195,298,206,4,25,320,11,305,1.56e-30,114
OANT_RS15915,BME_RS15345,24.919,309,165,10,14,318,11,256,7.66e-21,87.4
OANT_RS15920,BME_RS12290,28.711,512,306,20,18,512,8,477,2.75e-42,155
OANT_RS15930,BME_RS06975,29.555,494,312,12,6,483,3,476,7.40e-36,136
OANT_RS15935,BME_RS07410,37.979,287,167,2,130,416,118,393,3.59e-60,198
OANT_RS15960,BME_RS08005,42.951,305,172,2,39,341,11,315,2.73e-79,242
OANT_RS15975,BME_RS12650,26.794,418,275,12,4,407,7,407,2.94e-25,105
OANT_RS15980,BME_RS02180,40.187,321,189,2,33,352,15,333,1.82e-80,246
OANT_RS15985,BME_RS02185,46.996,283,144,1,32,308,16,298,7.94e-84,251
OANT_RS15990,BME_RS11280,46.332,259,135,4,5,260,10,267,1.81e-70,218
OANT_RS15995,BME_RS11170,41.667,252,136,5,9,251,5,254,5.38e-59,187
OANT_RS16000,BME_RS17065,35.052,97,43,4,217,302,11,98,4.76e-09,50.8
OANT_RS16010,BME_RS13305,25.389,193,117,3,1,166,6,198,1.38e-12,63.5
OANT_RS16015,BME_RS11570,29.787,188,126,2,20,204,10,194,1.24e-20,83.6
OANT_RS16020,BME_RS06375,37.083,240,140,6,107,338,104,340,8.62e-39,137
OANT_RS16045,BME_RS15965,37.160,331,204,2,1,327,362,692,5.42e-68,229
OANT_RS16055,BME_RS14170,93.204,412,28,0,1,412,1,412,0.0,790
OANT_RS16060,BME_RS14165,79.878,164,33,0,1,164,1,164,4.34e-88,251
OANT_RS16065,BME_RS14200,92.464,345,26,0,1,345,1,345,0.0,659
OANT_RS16070,BME_RS14195,89.394,396,42,0,1,396,1,396,0.0,683
OANT_RS16075,BME_RS14190,88.235,255,30,0,1,255,1,255,9.78e-154,425
OANT_RS16080,BME_RS14185,82.130,554,98,1,1,554,1,553,0.0,937
OANT_RS16085,BME_RS14180,85.231,325,48,0,1,325,1,325,0.0,580
OANT_RS16090,BME_RS02780,51.529,425,202,2,10,433,19,440,3.67e-148,426
OANT_RS16095,BME_RS10440,26.957,230,148,4,348,564,110,332,4.83e-18,82.4
OANT_RS16100,BME_RS04335,32.892,453,266,8,9,427,5,453,8.92e-69,222
OANT_RS16105,BME_RS14980,62.996,227,84,0,5,231,4,230,2.24e-103,295
OANT_RS16110,BME_RS14855,83.279,305,51,0,2,306,5,309,0.0,540
OANT_RS16115,BME_RS14850,90.769,325,30,0,1,325,1,325,0.0,588
OANT_RS16120,BME_RS14845,74.713,174,39,1,1,169,1,174,6.68e-94,266
OANT_RS16125,BME_RS14840,84.064,502,80,0,1,502,1,502,0.0,874
OANT_RS16130,BME_RS14835,77.297,185,42,0,1,185,1,185,6.51e-110,309
OANT_RS16135,BME_RS04595,78.644,295,61,1,6,300,6,298,4.36e-167,469
OANT_RS16145,BME_RS12990,23.581,229,163,5,4,224,14,238,2.41e-14,68.2
OANT_RS16150,BME_RS08290,53.972,428,186,3,1,417,1,428,7.43e-150,429
OANT_RS16155,BME_RS13890,35.211,284,181,3,10,292,3,284,1.64e-44,150
OANT_RS16165,BME_RS11585,27.426,474,318,12,28,492,18,474,1.11e-37,141
OANT_RS16170,BME_RS11215,41.060,302,174,2,14,315,15,312,5.80e-69,214
OANT_RS16175,BME_RS11595,45.091,275,148,3,3,276,12,284,8.67e-68,209
OANT_RS16180,BME_RS09590,48.195,554,253,10,2,542,3,535,6.71e-155,452
OANT_RS16190,BME_RS05235,40.872,367,207,4,6,367,7,368,3.68e-83,254
OANT_RS16200,BME_RS08600,42.155,427,245,2,221,646,265,690,1.52e-104,330
OANT_RS16210,BME_RS11060,98.423,317,5,0,1,317,1,317,0.0,581
OANT_RS16215,BME_RS11065,100.000,25,0,0,1,25,1,25,4.49e-11,46.6
OANT_RS16220,BME_RS11070,96.000,25,1,0,1,25,1,25,1.51e-12,50.4
OANT_RS16225,BME_RS11075,85.075,67,9,1,1,67,1,66,6.49e-25,108
OANT_RS16230,BME_RS11080,92.105,38,3,0,1,38,1,38,2.69e-18,65.9
OANT_RS16235,BME_RS11085,100.000,25,0,0,1,25,1,25,7.25e-12,48.5
OANT_RS16290,BME_RS09290,27.907,215,129,6,21,217,37,243,3.63e-08,49.7
OANT_RS16295,BME_RS09295,38.604,487,280,7,34,506,1,482,4.38e-88,275
OANT_RS16300,BME_RS09300,51.249,1081,491,15,6,1058,4,1076,0.0,1032
OANT_RS16340,BME_RS00240,41.463,123,72,0,13,135,7,129,9.34e-28,97.1
OANT_RS16360,BME_RS00685,34.746,472,283,11,283,737,2,465,1.51e-63,216
OANT_RS16440,BME_RS08445,39.394,198,105,7,135,327,106,293,4.01e-24,97.1
OANT_RS16455,BME_RS04385,38.318,107,57,3,3,107,6,105,2.75e-18,73.2
OANT_RS16460,BME_RS08255,38.750,80,40,3,2,74,7,84,7.25e-08,42.4
OANT_RS16485,BME_RS00045,29.000,200,96,7,2,157,7,204,6.25e-11,57.0
OANT_RS16490,BME_RS07225,25.899,278,140,7,2,241,22,271,6.42e-21,87.0
OANT_RS16515,BME_RS02510,36.134,119,71,1,57,175,57,170,1.13e-09,53.9
OANT_RS16560,BME_RS04945,57.391,115,49,0,1,115,1,115,3.81e-49,150
OANT_RS16570,BME_RS02165,36.364,88,50,3,2,88,13,95,3.63e-08,45.1
OANT_RS16580,BME_RS08915,32.192,146,88,4,15,154,19,159,3.01e-17,70.9
OANT_RS16585,BME_RS13550,50.602,249,114,6,5,247,3,248,7.70e-72,217
OANT_RS16590,BME_RS02950,45.513,156,85,0,47,202,35,190,1.08e-48,154
OANT_RS16595,BME_RS09370,39.706,136,82,0,27,162,199,334,1.81e-33,117
OANT_RS16605,BME_RS00235,54.908,703,313,4,2,702,104,804,0.0,703
OANT_RS16610,BME_RS00240,51.613,124,60,0,8,131,6,129,1.96e-38,124
OANT_RS16615,BME_RS01685,25.698,179,133,0,7,185,10,188,4.31e-09,53.1
OANT_RS16625,BME_RS10365,31.502,273,147,8,30,267,32,299,1.94e-25,101
OANT_RS16640,BME_RS10330,22.142,831,546,28,14,783,17,807,7.57e-27,113
OANT_RS16665,BME_RS10355,28.692,237,139,8,97,311,19,247,1.17e-13,67.0
OANT_RS16670,BME_RS10360,34.239,184,114,5,192,371,192,372,1.87e-19,85.5
OANT_RS16680,BME_RS14210,33.083,266,176,2,11,274,1,266,2.21e-33,121
OANT_RS16685,BME_RS14155,31.579,76,52,0,15,90,18,93,6.91e-10,48.9
OANT_RS16690,BME_RS07195,41.754,285,164,2,17,301,4,286,4.01e-57,184
OANT_RS16695,BME_RS04615,29.426,401,272,5,40,432,18,415,7.72e-39,144
OANT_RS16700,BME_RS05160,40.323,62,37,0,1,62,1,62,4.24e-11,49.7
OANT_RS16725,BME_RS08595,50.302,662,317,3,131,787,161,815,0.0,641
OANT_RS16730,BME_RS07195,33.333,264,176,0,25,288,24,287,3.02e-41,142
OANT_RS16735,BME_RS13030,36.486,74,40,3,431,498,459,531,9.82e-08,50.8
OANT_RS16755,BME_RS00240,34.783,138,89,1,1,138,4,140,3.94e-20,78.6
OANT_RS16760,BME_RS02740,33.333,78,50,1,4,81,289,364,1.95e-08,51.6
OANT_RS16770,BME_RS08595,65.133,826,275,4,1,824,1,815,0.0,1053
OANT_RS16775,BME_RS05160,38.710,62,38,0,1,62,2,63,2.36e-09,45.1
OANT_RS16795,BME_RS00875,39.344,61,36,1,21,80,12,72,4.37e-08,46.6
OANT_RS16805,BME_RS00405,29.524,105,67,3,146,243,107,211,4.88e-10,55.1
OANT_RS16815,BME_RS07770,43.195,169,95,1,32,200,36,203,1.98e-43,141
OANT_RS16825,BME_RS06895,48.511,235,104,3,27,245,5,238,9.10e-74,221
OANT_RS16830,BME_RS15130,30.206,437,269,15,3,425,6,420,4.44e-41,148
OANT_RS16835,BME_RS15125,48.402,219,113,0,1,219,1,219,3.17e-71,213
OANT_RS16875,BME_RS03255,34.934,229,111,11,19,227,21,231,2.28e-13,69.7
OANT_RS16880,BME_RS10875,26.786,112,77,2,207,313,205,316,1.12e-10,58.2
OANT_RS16885,BME_RS15145,26.879,346,230,11,14,343,3,341,1.20e-14,73.2
OANT_RS16890,BME_RS13130,42.073,164,95,0,156,319,54,217,2.08e-38,132
OANT_RS16895,BME_RS12735,25.888,394,281,4,6,394,12,399,1.73e-36,135
OANT_RS16900,BME_RS13135,30.224,268,162,9,2,266,11,256,1.90e-22,90.1
OANT_RS16910,BME_RS04615,25.268,467,314,8,28,469,18,474,1.21e-29,118
OANT_RS16970,BME_RS04490,30.653,199,108,6,3,195,17,191,9.28e-19,77.4
OANT_RS16990,BME_RS04505,26.449,276,174,9,83,341,148,411,1.59e-14,70.5
OANT_RS17000,BME_RS12150,100.000,25,0,0,1,25,1,25,3.19e-11,47.0
OANT_RS17005,BME_RS12155,86.705,173,23,0,1,173,1,173,5.56e-110,307
OANT_RS17010,BME_RS12160,80.864,324,58,1,1,320,6,329,0.0,513
OANT_RS17015,BME_RS12165,87.607,234,26,1,1,231,1,234,4.47e-143,396
OANT_RS17020,BME_RS12170,90.625,64,6,0,1,64,1,64,1.81e-39,120
OANT_RS17025,BME_RS12175,94.595,370,20,0,1,370,1,370,0.0,717
OANT_RS17030,BME_RS12180,87.679,349,43,0,1,349,1,349,0.0,635
OANT_RS17035,BME_RS12185,77.581,620,132,4,13,625,13,632,0.0,957
OANT_RS17040,BME_RS12190,94.186,344,20,0,1,344,1,344,0.0,677
OANT_RS17045,BME_RS12195,76.027,146,35,0,1,146,1,146,2.57e-82,236
OANT_RS17050,BME_RS12200,91.429,140,12,0,1,140,1,140,4.90e-94,265
OANT_RS17065,BME_RS06540,29.388,245,166,5,3,245,1,240,1.35e-21,89.0
OANT_RS17070,BME_RS15330,28.682,129,82,2,18,143,14,135,5.54e-10,53.5
OANT_RS17075,BME_RS12205,94.286,140,8,0,1,140,1,140,9.02e-96,269
OANT_RS17080,BME_RS12210,94.030,201,12,0,1,201,1,201,4.13e-143,394
OANT_RS17090,BME_RS12215,87.285,291,37,0,1,291,41,331,0.0,503
OANT_RS17095,BME_RS12220,100.000,68,0,0,1,68,1,68,2.53e-49,146
OANT_RS17100,BME_RS12225,91.379,116,10,0,1,116,1,116,1.92e-76,218
OANT_RS17105,BME_RS12230,93.842,682,42,0,1,682,1,682,0.0,1279
OANT_RS17110,BME_RS12235,94.118,459,27,0,3,461,7,465,0.0,862
OANT_RS17115,BME_RS12240,98.191,608,11,0,1,608,1,608,0.0,1214
OANT_RS17125,BME_RS13635,34.839,310,189,4,5,309,1,302,1.21e-46,156
OANT_RS17130,BME_RS10610,35.873,315,195,5,16,328,14,323,2.41e-45,155
OANT_RS17135,BME_RS13625,39.208,505,292,6,5,498,10,510,9.77e-108,327
OANT_RS17140,BME_RS11160,26.033,484,314,14,1,459,3,467,5.15e-22,94.7
OANT_RS17145,BME_RS13640,31.780,236,154,5,34,263,22,256,2.37e-26,103
OANT_RS17155,BME_RS12245,88.718,195,22,0,1,195,1,195,3.80e-123,342
OANT_RS17160,BME_RS11750,32.787,183,118,4,298,475,304,486,9.86e-17,79.3
OANT_RS17165,BME_RS00150,53.627,386,178,1,1,386,1,385,6.83e-144,410
OANT_RS17175,BME_RS12105,37.343,399,235,5,10,402,10,399,1.76e-71,228
OANT_RS17180,BME_RS09590,46.692,529,274,4,6,531,5,528,3.70e-166,479
OANT_RS17185,BME_RS12660,49.378,241,122,0,51,291,35,275,4.37e-81,243
OANT_RS17190,BME_RS12655,43.887,319,178,1,6,324,9,326,5.70e-92,274
OANT_RS17195,BME_RS12650,45.759,507,271,2,24,527,31,536,4.62e-155,450
OANT_RS17200,BME_RS14955,32.906,234,143,5,22,249,12,237,2.21e-28,105
OANT_RS17210,BME_RS10720,24.582,419,259,15,30,422,27,414,3.71e-18,83.6
OANT_RS17215,BME_RS02210,52.145,303,145,0,12,314,20,322,8.84e-111,321
OANT_RS17220,BME_RS12100,31.852,270,178,3,7,275,10,274,2.85e-30,112
OANT_RS17235,BME_RS14160,77.955,313,69,0,1,313,1,313,5.09e-170,471
OANT_RS17245,BME_RS11700,27.128,188,128,5,19,201,97,280,1.00e-14,67.8
OANT_RS17250,BME_RS14155,85.417,96,14,0,15,110,6,101,3.51e-55,164
OANT_RS17255,BME_RS14150,65.441,136,47,0,1,136,1,136,2.68e-61,181
OANT_RS17260,BME_RS14145,66.434,143,48,0,1,143,1,143,5.73e-68,199
OANT_RS17265,BME_RS11415,35.046,545,332,5,43,576,59,592,7.23e-103,320
OANT_RS17270,BME_RS00490,29.381,194,126,5,1,189,21,208,1.14e-19,80.1
OANT_RS17275,BME_RS06540,30.472,233,152,7,9,234,1,230,1.96e-16,74.7
OANT_RS17280,BME_RS12530,68.750,368,113,2,28,393,23,390,0.0,532
OANT_RS17285,BME_RS12535,71.617,303,86,0,48,350,1,303,7.26e-154,431
OANT_RS17290,BME_RS11145,29.864,221,151,2,51,269,23,241,6.11e-18,78.6
OANT_RS17295,BME_RS12545,79.643,280,57,0,1,280,1,280,5.61e-146,407
OANT_RS17300,BME_RS08505,25.602,332,197,7,20,346,35,321,5.02e-19,84.3
OANT_RS17305,BME_RS09880,29.693,293,177,6,6,285,7,283,2.94e-34,123
OANT_RS17310,BME_RS11930,38.817,541,313,6,9,533,12,550,3.78e-110,338
OANT_RS17320,BME_RS01965,26.549,226,158,4,46,269,50,269,4.22e-13,65.5
OANT_RS17325,BME_RS01960,38.968,349,188,4,4,344,1,332,4.08e-76,234
OANT_RS17330,BME_RS10885,43.056,504,272,7,17,508,5,505,5.90e-138,405
OANT_RS17335,BME_RS03320,35.249,261,162,4,162,419,256,512,1.23e-40,148
OANT_RS17340,BME_RS11750,35.104,433,264,8,210,634,320,743,3.40e-72,245
OANT_RS17360,BME_RS10785,27.875,574,347,16,49,581,11,558,1.69e-47,171
OANT_RS17380,BME_RS06220,91.453,234,20,0,1,234,1,234,1.42e-163,448
OANT_RS17385,BME_RS12100,35.662,272,163,6,4,268,8,274,7.12e-47,156
OANT_RS17400,BME_RS14750,89.860,286,29,0,63,348,1,286,1.23e-167,480
OANT_RS17415,BME_RS14205,90.345,145,14,0,1,145,1,145,7.32e-99,277
OANT_RS17425,BME_RS15525,42.271,414,232,4,12,422,21,430,3.81e-101,305
OANT_RS17430,BME_RS14365,67.073,246,81,0,5,250,4,249,6.67e-127,357
OANT_RS17435,BME_RS14360,81.008,258,46,2,1,258,1,255,6.23e-154,426
OANT_RS17440,BME_RS14355,75.103,731,180,2,1,731,1,729,0.0,1066
OANT_RS17445,BME_RS14350,80.049,411,82,0,5,415,5,415,0.0,665
OANT_RS17450,BME_RS14345,80.000,220,44,0,1,220,1,220,3.92e-131,370
OANT_RS17455,BME_RS14340,94.382,356,20,0,1,356,1,356,0.0,704
OANT_RS17460,BME_RS14335,87.981,416,50,0,1,416,1,416,0.0,751
OANT_RS17465,BME_RS14330,75.862,406,98,0,1,406,1,406,0.0,644
OANT_RS17470,BME_RS14325,69.750,400,94,3,1,399,1,374,0.0,555
OANT_RS17475,BME_RS14315,81.522,184,34,0,24,207,12,195,1.57e-99,284
OANT_RS17480,BME_RS14310,80.952,420,80,0,1,420,1,420,0.0,706
OANT_RS17485,BME_RS14305,70.466,193,57,0,7,199,6,198,8.48e-100,284
OANT_RS17490,BME_RS14300,80.678,295,55,1,1,295,1,293,0.0,511
OANT_RS17495,BME_RS14295,68.848,382,110,2,1,382,1,373,1.14e-177,496
OANT_RS17500,BME_RS14290,63.984,497,176,1,1,494,1,497,0.0,625
OANT_RS17505,BME_RS14285,44.231,312,170,2,6,315,1,310,3.05e-83,252
OANT_RS17510,BME_RS14280,59.645,394,154,4,1,391,1,392,3.02e-168,474
OANT_RS17515,BME_RS14275,73.659,410,107,1,1,410,1,409,0.0,625
OANT_RS17520,BME_RS14270,88.667,450,49,1,1,448,1,450,0.0,808
OANT_RS17525,BME_RS14265,57.727,440,182,2,3,439,5,443,6.93e-172,486
OANT_RS17530,BME_RS14260,91.785,353,29,0,1,353,1,353,0.0,669
OANT_RS17535,BME_RS14255,83.803,426,67,1,16,439,4,429,0.0,739
OANT_RS17545,BME_RS14245,83.886,211,34,0,1,211,1,211,1.56e-130,380
OANT_RS17550,BME_RS14240,93.750,272,14,1,1,272,1,269,0.0,536
OANT_RS17555,BME_RS14235,87.615,218,27,0,1,218,1,218,3.25e-147,405
OANT_RS17560,BME_RS14075,82.133,347,62,0,1,347,1,347,0.0,597
OANT_RS17565,BME_RS14080,85.222,203,30,0,27,229,23,225,1.35e-122,368
OANT_RS17570,BME_RS14085,78.912,147,31,0,5,151,15,161,9.06e-69,202
OANT_RS17580,BME_RS01815,35.099,151,96,2,21,169,15,165,5.42e-28,100
OANT_RS17590,BME_RS00495,37.134,307,170,5,5,291,8,311,2.89e-51,169
OANT_RS17595,BME_RS10380,36.496,411,246,5,18,424,14,413,1.34e-66,218
OANT_RS17600,BME_RS06915,38.498,213,126,4,14,222,4,215,1.32e-30,110
OANT_RS17610,BME_RS14215,75.214,234,56,1,1,234,1,232,2.15e-106,318
OANT_RS17615,BME_RS14210,80.205,293,58,0,1,293,1,293,3.65e-172,475
OANT_RS17625,BME_RS07005,86.106,511,67,1,1,507,1,511,0.0,879
OANT_RS17630,BME_RS07000,93.694,333,21,0,1,333,1,333,0.0,566
OANT_RS17635,BME_RS06995,96.250,320,12,0,1,320,1,320,0.0,622
OANT_RS17640,BME_RS06990,95.714,350,15,0,1,350,1,350,0.0,701
