Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS26035,OANT_RS04140,98.485,66,1,0,1,66,1,66,1.67e-42,129
BAB_RS26040,OANT_RS04135,97.015,134,4,0,1,134,1,134,1.02e-92,261
BAB_RS26045,OANT_RS04130,76.429,280,66,0,1,280,1,280,5.58e-151,421
BAB_RS26050,OANT_RS04125,95.393,369,17,0,1,369,1,369,0.0,734
BAB_RS26055,OANT_RS04120,91.915,804,65,0,1,804,1,804,0.0,1470
BAB_RS26060,OANT_RS04090,85.106,329,48,1,1,328,1,329,0.0,579
BAB_RS26065,OANT_RS04085,93.878,637,38,1,1,637,1,636,0.0,1221
BAB_RS26070,OANT_RS04080,94.960,377,19,0,1,377,2,378,0.0,668
BAB_RS26075,OANT_RS04075,88.945,199,22,0,1,199,1,199,4.73e-134,371
BAB_RS26080,OANT_RS04065,89.496,238,21,1,2,235,3,240,4.17e-150,415
BAB_RS26085,OANT_RS04060,92.632,95,7,0,1,95,1,95,5.67e-63,183
BAB_RS26090,OANT_RS04055,85.911,291,41,0,1,291,1,291,0.0,539
BAB_RS26095,OANT_RS04050,95.833,312,13,0,1,312,1,312,0.0,621
BAB_RS26105,OANT_RS04045,91.892,111,9,0,1,111,1,111,5.21e-61,206
BAB_RS26110,OANT_RS04025,86.408,206,28,0,1,206,1,206,1.04e-139,386
BAB_RS26115,OANT_RS04005,94.915,118,6,0,1,118,1,118,1.56e-80,229
BAB_RS26120,OANT_RS03995,80.292,137,27,0,1,137,1,137,2.01e-78,225
BAB_RS26125,OANT_RS03985,95.977,348,14,0,1,348,1,348,0.0,687
BAB_RS26130,OANT_RS03980,92.153,497,38,1,1,496,1,497,0.0,915
BAB_RS26135,OANT_RS03975,93.836,438,25,1,1,436,1,438,0.0,829
BAB_RS26140,OANT_RS03970,93.773,273,17,0,1,273,1,273,0.0,538
BAB_RS26145,OANT_RS03965,98.333,240,4,0,1,240,1,240,1.12e-176,482
BAB_RS26150,OANT_RS03960,96.053,228,9,0,1,228,1,228,8.70e-160,438
BAB_RS26155,OANT_RS03945,74.772,329,66,6,15,340,1,315,9.23e-167,464
BAB_RS26160,OANT_RS03940,90.361,83,8,0,3,85,1,83,8.23e-48,144
BAB_RS26165,OANT_RS03935,88.249,417,49,0,1,417,1,417,0.0,769
BAB_RS26170,OANT_RS03930,95.152,165,8,0,1,165,1,165,4.71e-106,297
BAB_RS26175,OANT_RS03925,75.983,229,55,0,1,229,1,229,3.48e-124,348
BAB_RS26180,OANT_RS03920,91.463,164,14,0,1,164,1,164,1.07e-110,309
BAB_RS26185,OANT_RS03915,87.970,266,32,0,1,266,1,266,8.68e-173,474
BAB_RS26190,OANT_RS03910,92.934,467,28,1,1,467,1,462,0.0,897
BAB_RS26195,OANT_RS03905,97.859,327,7,0,1,327,1,327,0.0,645
BAB_RS26200,OANT_RS03900,88.158,152,18,0,1,152,11,162,1.46e-99,280
BAB_RS26205,OANT_RS03895,86.863,373,47,1,1,371,1,373,0.0,624
BAB_RS26210,OANT_RS03890,81.579,532,98,0,1,532,1,532,0.0,856
BAB_RS26215,OANT_RS03885,92.701,137,8,1,1,137,1,135,8.31e-91,256
BAB_RS26220,OANT_RS03880,95.476,420,19,0,1,420,1,420,0.0,811
BAB_RS26225,OANT_RS03875,87.983,233,28,0,1,233,1,233,2.42e-157,432
BAB_RS26230,OANT_RS03870,87.500,224,23,1,1,219,1,224,1.54e-140,389
BAB_RS26235,OANT_RS03865,95.000,520,26,0,1,520,1,520,0.0,989
BAB_RS26240,OANT_RS03855,95.074,203,10,0,15,217,41,243,1.17e-140,390
BAB_RS26245,OANT_RS03850,90.871,964,83,3,1,959,1,964,0.0,1687
BAB_RS26250,OANT_RS03845,88.667,150,17,0,1,150,1,150,3.03e-94,266
BAB_RS26255,OANT_RS03840,92.901,324,23,0,1,324,1,324,0.0,620
BAB_RS26260,OANT_RS03835,95.506,89,4,0,1,89,1,89,2.71e-59,173
BAB_RS26265,OANT_RS03830,93.978,714,42,1,1,714,1,713,0.0,1358
BAB_RS26270,OANT_RS03825,69.551,312,93,1,1,310,1,312,2.33e-150,424
BAB_RS26280,OANT_RS03820,95.588,272,12,0,1,272,1,272,0.0,539
BAB_RS26285,OANT_RS03815,96.314,407,15,0,1,407,1,407,0.0,818
BAB_RS26290,OANT_RS03810,93.023,172,12,0,1,172,1,172,1.99e-120,334
BAB_RS26295,OANT_RS03805,93.103,145,10,0,1,145,1,145,1.18e-99,280
BAB_RS26300,OANT_RS03800,84.942,259,39,0,1,259,1,259,4.27e-166,457
BAB_RS26305,OANT_RS03790,81.111,180,34,0,2,181,11,190,4.79e-107,301
BAB_RS26310,OANT_RS03785,94.611,334,18,0,1,334,1,334,0.0,650
BAB_RS26315,OANT_RS03780,79.565,230,47,0,1,230,1,230,4.71e-133,373
BAB_RS26320,OANT_RS03775,83.509,285,47,0,6,290,2,286,0.0,505
BAB_RS26325,OANT_RS03770,93.966,116,7,0,1,116,1,116,3.36e-74,213
BAB_RS26330,OANT_RS03765,79.783,460,93,0,1,460,1,460,0.0,727
BAB_RS26335,OANT_RS03715,49.153,59,30,0,1,59,1,59,1.23e-14,58.5
BAB_RS26340,OANT_RS03695,81.849,292,53,0,1,292,1,292,0.0,497
BAB_RS26345,OANT_RS03690,90.272,257,25,0,1,257,1,257,9.17e-175,479
BAB_RS26350,OANT_RS00020,94.318,88,5,0,1,88,1,88,1.48e-54,161
BAB_RS26375,OANT_RS22975,68.557,388,122,0,1,388,1,388,0.0,550
BAB_RS26385,OANT_RS22935,88.779,303,34,0,8,310,1,303,3.67e-174,482
BAB_RS26390,OANT_RS22930,95.177,311,15,0,1,311,1,311,0.0,607
BAB_RS26395,OANT_RS22920,79.592,294,16,1,1,250,1,294,3.22e-146,408
BAB_RS26400,OANT_RS22915,96.100,359,14,0,1,359,1,359,0.0,672
BAB_RS26405,OANT_RS22910,90.631,523,49,0,1,523,1,523,0.0,960
BAB_RS26410,OANT_RS22905,92.663,368,27,0,1,368,1,368,0.0,692
BAB_RS26415,OANT_RS22860,73.399,203,47,2,1,201,1,198,2.14e-107,304
BAB_RS26425,OANT_RS02965,31.765,255,153,5,11,256,2,244,2.19e-33,119
BAB_RS26430,OANT_RS23155,25.786,159,115,3,56,213,60,216,5.73e-08,49.7
BAB_RS26435,OANT_RS13970,28.148,540,352,14,23,532,16,549,1.30e-46,168
BAB_RS26440,OANT_RS21975,26.131,199,142,4,185,379,175,372,1.60e-15,74.7
BAB_RS26450,OANT_RS21175,73.664,262,69,0,1,262,1,262,8.59e-150,416
BAB_RS26455,OANT_RS21170,73.606,269,70,1,1,268,1,269,3.40e-145,405
BAB_RS26460,OANT_RS21165,58.763,97,27,2,1,89,1,92,6.89e-22,79.0
BAB_RS26465,OANT_RS21160,74.118,170,43,1,5,174,1,169,2.26e-86,248
BAB_RS26470,OANT_RS21155,57.820,211,89,0,1,211,1,211,4.42e-78,230
BAB_RS26475,OANT_RS19420,35.242,227,139,3,16,239,11,232,1.66e-34,121
BAB_RS26485,OANT_RS20625,36.624,314,186,3,1,312,2,304,1.02e-54,177
BAB_RS26490,OANT_RS07215,34.247,292,180,6,16,304,35,317,5.21e-29,112
BAB_RS26495,OANT_RS20635,46.774,248,132,0,1,248,1,248,1.18e-77,232
BAB_RS26500,OANT_RS07225,43.697,238,128,4,4,238,5,239,1.91e-61,190
BAB_RS26510,OANT_RS02965,33.878,245,157,3,3,244,2,244,1.16e-44,147
BAB_RS26515,OANT_RS19415,35.317,252,153,4,4,250,10,256,4.43e-43,144
BAB_RS26520,OANT_RS21230,38.870,301,160,4,35,334,34,311,3.33e-60,204
BAB_RS26525,OANT_RS10695,51.454,447,188,8,1,421,1,444,4.61e-131,382
BAB_RS26530,OANT_RS04395,30.769,247,164,5,16,257,11,255,1.90e-19,82.8
BAB_RS26540,OANT_RS04770,25.217,575,301,17,120,681,314,772,3.43e-22,99.8
BAB_RS26555,OANT_RS12660,39.524,210,124,3,23,230,24,232,1.87e-43,144
BAB_RS26560,OANT_RS21280,34.632,231,140,5,120,348,281,502,1.06e-29,116
BAB_RS26565,OANT_RS21275,33.838,198,131,0,11,208,5,202,7.45e-38,127
BAB_RS26570,OANT_RS22095,100.000,25,0,0,1,25,1,25,4.86e-11,47.0
BAB_RS26575,OANT_RS22090,100.000,120,0,0,1,120,1,120,1.69e-85,242
BAB_RS26580,OANT_RS22085,87.838,296,36,0,1,296,1,296,0.0,540
BAB_RS26585,OANT_RS22080,86.100,259,34,1,1,257,1,259,1.93e-160,442
BAB_RS26590,OANT_RS22075,74.924,331,82,1,1,331,1,330,0.0,517
BAB_RS26595,OANT_RS22070,76.154,130,27,1,1,126,1,130,2.15e-58,174
BAB_RS26600,OANT_RS22065,91.667,156,13,0,1,156,1,156,1.21e-107,301
BAB_RS26605,OANT_RS22060,93.983,349,21,0,1,349,1,349,0.0,658
BAB_RS26610,OANT_RS22055,95.704,1583,68,0,1,1583,1,1583,0.0,3157
BAB_RS26615,OANT_RS22050,95.661,484,21,0,1,484,1,484,0.0,912
BAB_RS26620,OANT_RS22045,83.047,466,79,0,1,466,1,466,0.0,798
BAB_RS26625,OANT_RS22040,75.350,357,88,0,25,381,16,372,0.0,524
BAB_RS26635,OANT_RS03530,43.675,332,181,4,13,344,2,327,1.01e-84,257
BAB_RS26640,OANT_RS03525,38.488,291,168,3,102,386,80,365,2.91e-64,207
BAB_RS26645,OANT_RS03520,26.441,295,179,7,4,282,5,277,1.86e-28,107
BAB_RS26650,OANT_RS03515,34.703,219,137,3,18,234,6,220,1.60e-42,141
BAB_RS26660,OANT_RS03510,24.528,265,182,5,6,267,4,253,6.70e-11,59.7
BAB_RS26665,OANT_RS03500,27.679,224,136,6,5,217,10,218,3.05e-16,72.4
BAB_RS26670,OANT_RS03495,38.396,823,454,14,15,821,10,795,9.49e-180,534
BAB_RS26685,OANT_RS03480,43.636,110,61,1,2,110,3,112,1.23e-22,89.7
BAB_RS26690,OANT_RS22035,87.621,412,51,0,1,412,1,412,0.0,766
BAB_RS26695,OANT_RS22030,92.593,297,22,0,1,297,1,297,0.0,571
BAB_RS26700,OANT_RS22020,64.015,528,174,3,1,512,1,528,0.0,687
BAB_RS26705,OANT_RS22015,89.189,333,36,0,1,333,1,333,0.0,577
BAB_RS26710,OANT_RS22010,83.553,152,25,0,1,152,1,152,1.39e-89,255
BAB_RS26715,OANT_RS22005,91.793,329,25,1,1,327,1,329,0.0,588
BAB_RS26720,OANT_RS22000,86.364,352,46,1,1,352,1,350,0.0,637
BAB_RS26725,OANT_RS21995,85.600,125,18,0,1,125,1,125,2.30e-78,224
BAB_RS26730,OANT_RS21985,89.813,481,49,0,1,481,1,481,0.0,917
BAB_RS26735,OANT_RS21980,76.623,231,49,1,1,226,1,231,1.87e-131,367
BAB_RS26740,OANT_RS21975,88.064,377,45,0,1,377,1,377,0.0,672
BAB_RS26745,OANT_RS21970,89.542,612,64,0,9,620,9,620,0.0,1149
BAB_RS26750,OANT_RS21960,70.414,507,134,5,1,495,1,503,0.0,711
BAB_RS26755,OANT_RS21955,75.264,663,142,10,1,653,7,657,0.0,923
BAB_RS26760,OANT_RS21950,92.453,212,16,0,1,212,1,212,9.40e-142,391
BAB_RS26765,OANT_RS21945,74.877,203,51,0,1,203,1,203,5.94e-113,318
BAB_RS26770,OANT_RS21940,91.803,305,25,0,1,305,1,305,0.0,594
BAB_RS26775,OANT_RS21935,88.845,251,28,0,1,251,1,251,4.37e-154,426
BAB_RS26780,OANT_RS21930,90.308,227,22,0,2,228,1,227,3.56e-136,379
BAB_RS26785,OANT_RS21925,88.579,359,41,0,1,359,1,359,0.0,582
BAB_RS26790,OANT_RS21920,84.444,225,35,0,1,225,1,225,2.31e-146,404
BAB_RS26795,OANT_RS21915,89.855,69,7,0,1,69,1,69,3.63e-33,105
BAB_RS26805,OANT_RS21910,88.828,367,39,2,1,366,1,366,0.0,634
BAB_RS26810,OANT_RS21905,86.580,231,30,1,5,234,1,231,8.48e-144,398
BAB_RS26815,OANT_RS21900,93.939,297,18,0,1,297,1,297,0.0,584
BAB_RS26820,OANT_RS21895,79.500,400,76,1,1,400,1,394,0.0,628
BAB_RS26825,OANT_RS21890,95.491,377,17,0,1,377,1,377,0.0,743
BAB_RS26830,OANT_RS21880,66.003,603,162,8,2,572,3,594,0.0,734
BAB_RS26835,OANT_RS21870,84.950,299,45,0,1,299,1,299,0.0,545
BAB_RS26840,OANT_RS21865,76.636,214,50,0,1,214,39,252,2.76e-127,357
BAB_RS26845,OANT_RS21860,75.689,399,91,3,1,394,1,398,0.0,603
BAB_RS26850,OANT_RS21855,79.091,330,69,0,1,330,1,330,0.0,560
BAB_RS26855,OANT_RS21850,70.045,444,128,2,1,439,1,444,0.0,608
BAB_RS26860,OANT_RS21845,85.185,378,56,0,1,378,1,378,0.0,681
BAB_RS26865,OANT_RS21840,69.653,346,105,0,1,346,1,346,6.48e-177,492
BAB_RS26870,OANT_RS21830,91.684,469,39,0,1,469,1,469,0.0,847
BAB_RS26875,OANT_RS21825,92.918,353,25,0,1,353,1,353,0.0,677
BAB_RS26880,OANT_RS21820,93.750,272,12,1,1,272,1,267,0.0,504
BAB_RS26885,OANT_RS21815,95.960,297,11,1,1,297,1,296,0.0,561
BAB_RS26890,OANT_RS21810,93.460,367,24,0,1,367,1,367,0.0,704
BAB_RS26895,OANT_RS21805,83.155,374,41,2,1,352,151,524,0.0,624
BAB_RS26900,OANT_RS21805,88.276,145,14,1,1,145,1,142,1.75e-83,251
BAB_RS26905,OANT_RS21800,85.789,190,27,0,124,313,222,411,1.94e-113,332
BAB_RS26910,OANT_RS21795,69.323,251,66,2,1,245,1,246,3.48e-121,343
BAB_RS26915,OANT_RS21790,78.846,260,54,1,1,259,1,260,2.79e-164,452
BAB_RS26920,OANT_RS21785,79.562,137,28,0,1,137,1,137,2.60e-81,234
BAB_RS26925,OANT_RS21780,91.831,355,29,0,1,355,1,355,0.0,655
BAB_RS26930,OANT_RS21775,58.750,80,30,2,1,78,135,213,1.11e-21,87.8
BAB_RS26940,OANT_RS21770,91.304,115,10,0,1,115,1,115,1.12e-72,209
BAB_RS26945,OANT_RS21765,80.392,153,30,0,1,153,1,153,3.35e-74,216
BAB_RS26950,OANT_RS21760,89.796,98,10,0,1,98,220,317,4.31e-61,186
BAB_RS26955,OANT_RS21760,67.965,231,69,2,3,233,5,230,1.08e-106,308
BAB_RS26960,OANT_RS21755,94.138,290,17,0,1,290,1,290,0.0,564
BAB_RS26965,OANT_RS21750,87.405,262,33,0,1,262,1,262,3.72e-179,490
BAB_RS26970,OANT_RS21745,90.123,243,24,0,1,243,1,243,2.22e-164,451
BAB_RS26975,OANT_RS21740,92.715,453,32,1,1,453,1,452,0.0,837
BAB_RS26980,OANT_RS21735,81.095,201,38,0,1,201,1,201,3.87e-109,308
BAB_RS26995,OANT_RS08920,33.645,107,64,2,1,107,1,100,2.14e-12,63.2
BAB_RS27015,OANT_RS14315,53.313,332,151,2,3,333,2,330,1.16e-120,349
BAB_RS27020,OANT_RS23865,38.636,132,68,3,23,143,13,142,2.35e-19,76.3
BAB_RS27025,OANT_RS15215,43.187,433,243,2,1,430,2,434,1.96e-119,352
BAB_RS27035,OANT_RS19430,38.438,320,185,4,3,313,2,318,1.49e-76,235
BAB_RS27040,OANT_RS15115,27.381,252,183,0,6,257,34,285,3.10e-25,98.6
BAB_RS27045,OANT_RS02405,47.244,254,133,1,1,253,1,254,2.02e-88,260
BAB_RS27050,OANT_RS15865,26.185,443,280,21,3,411,10,439,3.12e-19,86.7
BAB_RS27060,OANT_RS21730,93.651,126,8,0,1,126,1,126,3.46e-87,246
BAB_RS27065,OANT_RS21725,95.000,140,7,0,1,140,1,140,1.65e-97,274
BAB_RS27070,OANT_RS21720,95.495,111,5,0,1,111,1,111,1.26e-72,209
BAB_RS27075,OANT_RS21715,96.183,262,10,0,1,262,1,262,0.0,516
BAB_RS27080,OANT_RS21710,93.125,160,11,0,1,160,1,160,1.69e-96,273
BAB_RS27085,OANT_RS21705,93.972,282,17,0,40,321,1,282,0.0,536
BAB_RS27090,OANT_RS21705,98.347,121,2,0,1,121,285,405,1.44e-78,234
BAB_RS27095,OANT_RS21700,80.097,206,21,1,1,186,1,206,1.59e-112,316
BAB_RS27100,OANT_RS21695,93.388,242,16,0,1,242,1,242,1.08e-170,467
BAB_RS27105,OANT_RS21690,86.585,164,21,1,1,163,1,164,1.68e-90,258
BAB_RS27110,OANT_RS21685,97.391,230,6,0,17,246,17,246,8.95e-159,437
BAB_RS27120,OANT_RS24555,38.843,121,70,1,17,137,9,125,5.54e-23,84.7
BAB_RS27125,OANT_RS17715,44.674,291,160,1,1,291,1,290,4.51e-90,267
BAB_RS27130,OANT_RS11265,36.126,382,230,8,16,390,5,379,1.01e-68,219
BAB_RS27140,OANT_RS17090,37.218,266,140,7,8,247,9,273,1.88e-34,123
BAB_RS27150,OANT_RS15705,53.125,192,84,1,1,192,1,186,5.88e-64,193
BAB_RS27155,OANT_RS14565,40.372,1184,546,31,161,1242,439,1564,1.09e-158,543
BAB_RS27165,OANT_RS15275,39.535,129,71,4,1,123,1,128,1.02e-28,99.4
BAB_RS27170,OANT_RS20220,90.909,77,7,0,1,77,1,77,3.54e-47,142
BAB_RS27180,OANT_RS15570,89.259,270,29,0,1,270,1,270,1.51e-180,494
BAB_RS27185,OANT_RS15580,94.754,305,16,0,1,305,1,305,0.0,590
BAB_RS27190,OANT_RS15585,94.578,498,27,0,1,498,1,498,0.0,938
BAB_RS27195,OANT_RS15590,85.610,410,59,0,1,410,1,410,0.0,711
BAB_RS27200,OANT_RS15595,89.425,435,44,1,1,433,1,435,0.0,809
BAB_RS27205,OANT_RS15600,90.182,275,27,0,1,275,1,275,0.0,522
BAB_RS27215,OANT_RS15605,78.222,225,38,1,1,214,1,225,6.88e-127,357
BAB_RS27220,OANT_RS15610,85.514,214,31,0,1,214,1,214,2.63e-142,393
BAB_RS27225,OANT_RS15615,88.293,205,24,0,1,205,1,205,5.95e-123,343
BAB_RS27230,OANT_RS15620,82.420,529,66,4,1,502,1,529,0.0,815
BAB_RS27235,OANT_RS15625,85.106,376,56,0,1,376,1,376,0.0,640
BAB_RS27240,OANT_RS15630,91.703,229,19,0,1,229,1,229,7.41e-155,426
BAB_RS27255,OANT_RS15640,78.030,132,29,0,1,132,1,132,3.66e-72,209
BAB_RS27260,OANT_RS15645,94.168,463,27,0,1,463,1,463,0.0,907
BAB_RS27265,OANT_RS15650,80.952,84,16,0,1,84,1,84,3.13e-47,142
BAB_RS27270,OANT_RS15665,96.337,546,20,0,1,546,1,546,0.0,1037
BAB_RS27275,OANT_RS15670,93.878,98,6,0,1,98,1,98,3.39e-62,181
BAB_RS27280,OANT_RS15680,83.813,278,45,0,5,282,5,282,1.09e-175,483
BAB_RS27285,OANT_RS15685,79.573,328,67,0,1,328,1,328,0.0,534
BAB_RS27290,OANT_RS15695,93.416,972,60,1,1,972,1,968,0.0,1877
BAB_RS27295,OANT_RS15700,86.161,224,30,1,1,223,1,224,2.43e-142,394
BAB_RS27300,OANT_RS15705,71.429,182,52,0,1,182,1,182,7.01e-81,235
BAB_RS27305,OANT_RS15710,78.981,157,33,0,1,157,1,157,1.63e-91,260
BAB_RS27310,OANT_RS15715,81.387,548,73,6,17,540,1,543,0.0,777
BAB_RS27315,OANT_RS15720,93.011,186,13,0,1,186,1,186,5.09e-127,352
BAB_RS27320,OANT_RS15725,85.571,499,69,2,1,498,1,497,0.0,882
BAB_RS27330,OANT_RS15730,88.438,320,37,0,1,320,132,451,0.0,582
BAB_RS27335,OANT_RS15735,82.105,285,51,0,1,285,1,285,1.09e-178,491
BAB_RS27340,OANT_RS15740,90.407,615,58,1,1,614,1,615,0.0,1063
BAB_RS27345,OANT_RS15745,91.946,447,36,0,1,447,1,447,0.0,807
BAB_RS27350,OANT_RS15750,80.303,264,52,0,1,264,1,264,5.54e-158,437
BAB_RS27355,OANT_RS15755,85.542,83,12,0,1,83,1,83,5.91e-51,152
BAB_RS27360,OANT_RS15760,83.197,244,41,0,15,258,14,257,3.81e-140,391
BAB_RS27365,OANT_RS15765,87.892,446,54,0,1,446,1,446,0.0,820
BAB_RS27370,OANT_RS15770,80.531,339,66,0,1,339,1,339,0.0,563
BAB_RS27375,OANT_RS15775,87.179,78,10,0,1,78,1,78,7.68e-50,148
BAB_RS27380,OANT_RS15780,88.057,628,68,3,1,623,1,626,0.0,1113
BAB_RS27385,OANT_RS20685,27.068,399,240,12,26,391,23,403,4.21e-20,89.0
BAB_RS27390,OANT_RS16065,41.555,373,216,2,6,378,5,375,5.83e-93,281
BAB_RS27395,OANT_RS19240,25.620,242,176,3,36,275,3,242,1.78e-16,74.3
BAB_RS27400,OANT_RS20725,32.929,577,338,12,16,557,17,579,3.84e-68,235
BAB_RS27405,OANT_RS11265,52.339,342,155,4,4,345,6,339,1.15e-122,358
BAB_RS27415,OANT_RS20700,28.173,394,237,10,3,379,406,770,6.19e-32,125
BAB_RS27420,OANT_RS20880,36.792,106,59,1,1,98,1,106,3.29e-15,65.9
BAB_RS27425,OANT_RS16830,30.206,437,269,15,6,420,3,425,8.83e-36,134
BAB_RS27430,OANT_RS16835,48.402,219,113,0,1,219,1,219,5.10e-71,213
BAB_RS27455,OANT_RS22395,30.631,222,133,8,37,249,67,276,2.88e-13,66.6
BAB_RS27460,OANT_RS01515,37.356,174,105,4,140,312,263,433,1.30e-28,113
BAB_RS27465,OANT_RS06700,77.295,414,93,1,2,414,11,424,0.0,643
BAB_RS27470,OANT_RS06705,83.500,200,33,0,1,200,1,200,1.38e-124,347
BAB_RS27475,OANT_RS00930,31.579,133,78,3,1,124,1,129,5.91e-09,48.1
BAB_RS27480,OANT_RS00305,36.957,92,53,3,11,99,11,100,1.57e-14,63.2
BAB_RS27485,OANT_RS18720,24.761,731,433,36,1,676,7,675,3.34e-14,73.2
BAB_RS27495,OANT_RS15480,32.389,247,163,3,9,252,22,267,1.10e-36,128
BAB_RS27510,OANT_RS01540,41.082,499,285,6,12,503,16,512,2.40e-112,340
BAB_RS27515,OANT_RS01535,31.353,303,199,3,23,318,20,320,3.87e-30,114
BAB_RS27520,OANT_RS18435,32.292,288,186,6,36,317,29,313,1.56e-31,117
BAB_RS27525,OANT_RS07050,50.442,113,55,1,2,114,3,114,8.17e-33,108
BAB_RS27530,OANT_RS07060,84.091,220,35,0,1,220,1,220,2.30e-137,381
BAB_RS27535,OANT_RS07065,89.342,319,34,0,1,319,1,319,0.0,582
BAB_RS27540,OANT_RS07070,80.952,294,54,2,1,294,1,292,5.91e-173,477
BAB_RS27545,OANT_RS07085,87.346,324,41,0,1,324,1,324,0.0,590
BAB_RS27550,OANT_RS07090,91.384,383,28,1,2,379,10,392,0.0,652
BAB_RS27555,OANT_RS07095,90.234,256,25,0,1,256,1,256,2.56e-164,452
BAB_RS27560,OANT_RS25525,94.667,75,4,0,1,75,1,75,7.62e-47,144
BAB_RS27565,OANT_RS25525,81.176,85,16,0,1,85,79,163,2.88e-45,140
BAB_RS27570,OANT_RS07105,97.633,338,8,0,1,338,1,338,0.0,671
BAB_RS27575,OANT_RS07110,80.938,320,61,0,1,320,1,320,0.0,527
BAB_RS27580,OANT_RS07115,88.142,253,30,0,5,257,1,253,1.26e-168,463
BAB_RS27585,OANT_RS07120,90.763,249,23,0,1,249,1,249,1.02e-172,473
BAB_RS27590,OANT_RS07125,80.272,588,116,0,1,588,1,588,0.0,1020
BAB_RS27600,OANT_RS07130,75.062,405,101,0,1,405,1,405,0.0,649
BAB_RS27605,OANT_RS07135,92.308,247,19,0,1,247,1,247,9.17e-174,475
BAB_RS27610,OANT_RS07140,90.411,73,7,0,1,73,1,73,3.38e-34,108
BAB_RS27615,OANT_RS07145,87.955,440,38,1,1,425,1,440,0.0,700
BAB_RS27620,OANT_RS07150,98.561,139,2,0,1,139,1,139,1.43e-96,271
BAB_RS27625,OANT_RS07155,97.639,466,11,0,1,466,1,466,0.0,902
BAB_RS27630,OANT_RS07160,90.596,436,41,0,1,436,1,436,0.0,823
BAB_RS27635,OANT_RS07165,82.511,223,39,0,1,223,1,223,7.82e-144,398
BAB_RS27640,OANT_RS07170,94.937,158,8,0,1,158,1,158,4.41e-106,297
BAB_RS27645,OANT_RS07175,85.284,299,44,0,1,299,100,398,0.0,540
BAB_RS27650,OANT_RS07175,85.417,96,14,0,1,96,1,96,7.20e-58,180
BAB_RS27655,OANT_RS07180,98.667,75,1,0,1,75,1,75,1.72e-47,142
BAB_RS27660,OANT_RS07185,87.162,296,26,2,1,295,1,285,2.11e-179,493
BAB_RS27665,OANT_RS07190,84.444,135,21,0,1,135,1,135,1.67e-82,235
BAB_RS27670,OANT_RS07195,97.285,221,6,0,1,221,1,221,2.02e-154,424
BAB_RS27675,OANT_RS07200,89.773,352,36,0,1,352,1,352,0.0,635
BAB_RS27680,OANT_RS07205,92.419,277,21,0,1,277,1,277,0.0,523
BAB_RS27685,OANT_RS07210,93.609,532,34,0,1,532,1,532,0.0,1041
BAB_RS27690,OANT_RS07215,91.185,329,27,1,1,327,1,329,0.0,571
BAB_RS27695,OANT_RS07220,97.288,295,8,0,1,295,1,295,0.0,548
BAB_RS27700,OANT_RS07225,93.361,241,14,1,1,241,1,239,8.51e-164,449
BAB_RS27705,OANT_RS07230,94.253,261,15,0,11,271,4,264,0.0,496
BAB_RS27710,OANT_RS07235,95.761,401,17,0,1,401,1,401,0.0,770
BAB_RS27715,OANT_RS07245,93.069,303,21,0,1,303,1,303,0.0,582
BAB_RS27725,OANT_RS07250,93.793,145,9,0,1,145,1,145,6.39e-93,263
BAB_RS27730,OANT_RS07255,86.706,1023,129,1,1,1023,1,1016,0.0,1832
BAB_RS27735,OANT_RS07260,90.265,339,33,0,1,339,1,339,0.0,641
BAB_RS27740,OANT_RS07290,82.239,518,92,0,1,518,1,518,0.0,906
BAB_RS27750,OANT_RS07280,91.979,561,45,0,1,561,1,561,0.0,1058
BAB_RS27755,OANT_RS07300,95.851,241,10,0,1,241,1,241,1.73e-165,454
BAB_RS27760,OANT_RS07305,70.588,34,10,0,50,83,277,310,5.78e-10,51.6
BAB_RS27765,OANT_RS07330,90.000,330,33,0,1,330,1,330,0.0,593
BAB_RS27770,OANT_RS07335,82.958,311,53,0,1,311,1,311,0.0,533
BAB_RS27775,OANT_RS07340,96.839,601,19,0,1,601,1,601,0.0,1209
BAB_RS27780,OANT_RS07345,84.314,306,48,0,1,306,1,306,6.55e-180,496
BAB_RS27785,OANT_RS07350,88.571,210,24,0,1,210,1,210,4.34e-134,372
BAB_RS27800,OANT_RS07360,92.992,528,37,0,1,528,1,528,0.0,1004
BAB_RS27805,OANT_RS07365,91.750,400,29,2,1,396,1,400,0.0,719
BAB_RS27810,OANT_RS07370,91.126,293,26,0,1,293,1,293,0.0,548
BAB_RS27815,OANT_RS07390,77.249,189,43,0,1,189,1,189,4.73e-109,308
BAB_RS27820,OANT_RS07400,95.871,557,23,0,1,557,1,557,0.0,1093
BAB_RS27825,OANT_RS07405,91.729,266,22,0,1,266,1,266,0.0,512
BAB_RS27830,OANT_RS07410,93.542,511,33,0,1,511,1,511,0.0,939
BAB_RS27835,OANT_RS07415,90.370,405,39,0,1,405,1,405,0.0,749
BAB_RS27840,OANT_RS07420,80.889,450,86,0,5,454,6,455,0.0,751
BAB_RS27845,OANT_RS07425,86.640,247,33,0,1,247,1,247,2.84e-161,444
BAB_RS27850,OANT_RS07445,94.570,442,24,0,1,442,1,442,0.0,862
BAB_RS27855,OANT_RS07450,96.703,182,6,0,1,182,1,182,2.18e-131,363
