Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS09940,OANT_RS04140,98.485,66,1,0,1,66,1,66,1.67e-42,129
BME_RS09945,OANT_RS04145,88.725,204,23,0,1,204,1,204,2.17e-128,357
BME_RS09950,OANT_RS04150,98.876,178,2,0,1,178,1,178,1.42e-128,355
BME_RS09960,OANT_RS04155,88.123,261,27,1,1,261,1,257,1.02e-170,469
BME_RS09965,OANT_RS04160,92.950,383,27,0,1,383,1,383,0.0,692
BME_RS09975,OANT_RS04165,85.263,95,13,1,1,94,50,144,1.53e-50,154
BME_RS09980,OANT_RS04170,86.561,253,34,0,1,253,1,253,1.63e-165,455
BME_RS09985,OANT_RS04175,83.810,210,34,0,1,210,1,210,5.73e-131,364
BME_RS09990,OANT_RS04180,84.332,217,34,0,1,217,1,217,2.76e-131,366
BME_RS09995,OANT_RS04185,97.044,406,12,0,1,406,1,406,0.0,815
BME_RS10000,OANT_RS04190,85.135,148,22,0,8,155,9,156,9.83e-84,240
BME_RS10005,OANT_RS04195,97.491,279,7,0,1,279,1,279,0.0,549
BME_RS10010,OANT_RS04200,94.352,301,17,0,1,301,1,301,0.0,586
BME_RS10015,OANT_RS04205,91.156,441,39,0,1,441,1,441,0.0,819
BME_RS10020,OANT_RS04220,98.131,107,2,0,1,107,1,107,2.52e-74,213
BME_RS10025,OANT_RS04225,84.576,1180,182,0,1,1180,1,1180,0.0,2002
BME_RS10030,OANT_RS04230,86.840,1041,137,0,1,1041,1,1041,0.0,1792
BME_RS10035,OANT_RS04235,78.601,243,48,1,1,239,1,243,1.53e-135,378
BME_RS10040,OANT_RS04240,82.341,504,88,1,1,503,1,504,0.0,840
BME_RS10045,OANT_RS04245,84.679,842,124,2,1,837,17,858,0.0,1408
BME_RS10050,OANT_RS04250,97.425,466,12,0,1,466,1,466,0.0,945
BME_RS10055,OANT_RS04260,91.262,103,9,0,1,103,1,103,2.82e-68,197
BME_RS10060,OANT_RS04265,93.233,133,9,0,1,133,1,133,2.07e-89,253
BME_RS10065,OANT_RS04270,77.358,159,36,0,1,159,1,159,1.53e-82,238
BME_RS10070,OANT_RS04275,90.563,604,53,1,1,600,1,604,0.0,1089
BME_RS10075,OANT_RS04280,99.163,239,2,0,1,239,1,239,8.44e-177,482
BME_RS10080,OANT_RS04285,96.130,491,19,0,1,491,1,491,0.0,990
BME_RS10085,OANT_RS04285,93.103,29,2,0,1,29,508,536,5.10e-14,59.7
BME_RS10090,OANT_RS04290,89.655,145,15,0,1,145,1,145,1.55e-83,239
BME_RS10095,OANT_RS04300,92.857,322,23,0,1,322,1,322,0.0,618
BME_RS10100,OANT_RS04305,78.302,106,23,0,1,106,1,106,9.23e-55,163
BME_RS10105,OANT_RS04310,95.785,261,11,0,1,261,1,261,7.69e-176,482
BME_RS10110,OANT_RS04315,93.534,232,15,0,1,232,1,232,2.13e-159,439
BME_RS10115,OANT_RS04320,88.889,216,24,0,1,216,1,216,2.06e-146,404
BME_RS10120,OANT_RS04325,67.222,180,48,2,1,169,1,180,6.95e-81,234
BME_RS10125,OANT_RS04330,97.525,202,5,0,1,202,1,202,5.72e-147,404
BME_RS10130,OANT_RS04335,95.109,184,9,0,1,184,1,184,8.43e-129,356
BME_RS10135,OANT_RS04345,94.009,434,26,0,1,434,1,434,0.0,830
BME_RS10140,OANT_RS04350,89.375,320,34,0,20,339,3,322,0.0,601
BME_RS10145,OANT_RS04355,92.000,125,10,0,1,125,1,125,2.84e-83,237
BME_RS10150,OANT_RS04360,80.337,178,35,0,3,180,13,190,7.79e-102,289
BME_RS10155,OANT_RS04365,77.135,363,83,0,5,367,1,363,0.0,557
BME_RS10160,OANT_RS04370,86.147,231,32,0,1,231,1,231,5.00e-137,381
BME_RS10165,OANT_RS04375,79.290,169,31,1,1,165,1,169,8.15e-95,269
BME_RS10170,OANT_RS04380,98.160,163,3,0,1,163,1,163,6.56e-119,330
BME_RS10175,OANT_RS04385,84.914,232,34,1,1,232,1,231,8.57e-149,411
BME_RS10180,OANT_RS04390,81.910,199,36,0,1,199,1,199,4.36e-120,336
BME_RS10185,OANT_RS04395,83.214,280,47,0,10,289,3,282,4.84e-172,474
BME_RS10190,OANT_RS04400,89.950,199,20,0,1,199,1,199,1.38e-127,355
BME_RS10195,OANT_RS04405,94.636,261,14,0,1,261,1,261,8.46e-174,478
BME_RS10205,OANT_RS21915,89.855,69,7,0,1,69,1,69,3.63e-33,105
BME_RS10210,OANT_RS21920,84.444,225,35,0,1,225,1,225,1.05e-145,402
BME_RS10215,OANT_RS21925,88.858,359,40,0,1,359,1,359,0.0,584
BME_RS10220,OANT_RS21930,90.308,227,22,0,2,228,1,227,3.56e-136,379
BME_RS10225,OANT_RS21935,89.243,251,27,0,1,251,1,251,3.67e-154,426
BME_RS10230,OANT_RS21940,88.525,305,24,1,1,294,1,305,0.0,566
BME_RS10235,OANT_RS21945,74.877,203,51,0,1,203,1,203,5.94e-113,318
BME_RS10240,OANT_RS21950,92.925,212,15,0,1,212,1,212,4.50e-143,395
BME_RS10245,OANT_RS21955,75.415,663,141,10,1,653,7,657,0.0,922
BME_RS10250,OANT_RS21960,70.414,507,134,5,1,495,1,503,0.0,710
BME_RS10255,OANT_RS21970,89.379,612,65,0,9,620,9,620,0.0,1145
BME_RS10260,OANT_RS21975,87.798,377,46,0,1,377,1,377,0.0,672
BME_RS10265,OANT_RS21980,76.623,231,49,1,1,226,1,231,1.46e-132,370
BME_RS10270,OANT_RS21985,79.562,274,54,2,1,273,1,273,1.11e-155,448
BME_RS10275,OANT_RS21995,85.600,125,18,0,1,125,1,125,2.30e-78,224
BME_RS10280,OANT_RS22000,86.648,352,45,1,1,352,1,350,0.0,639
BME_RS10285,OANT_RS22005,92.097,329,24,1,1,327,1,329,0.0,589
BME_RS10290,OANT_RS22010,83.553,152,25,0,1,152,1,152,1.39e-89,255
BME_RS10295,OANT_RS22015,89.189,333,36,0,1,333,1,333,0.0,577
BME_RS10300,OANT_RS22020,64.015,528,174,3,1,512,1,528,0.0,688
BME_RS10305,OANT_RS22030,92.593,297,22,0,1,297,1,297,0.0,571
BME_RS10310,OANT_RS22035,87.136,412,53,0,1,412,1,412,0.0,763
BME_RS10315,OANT_RS03480,43.636,110,61,1,2,110,3,112,1.29e-22,89.7
BME_RS10330,OANT_RS03495,38.396,823,454,14,15,821,10,795,3.14e-180,535
BME_RS10335,OANT_RS03500,27.679,224,136,6,5,217,10,218,2.62e-16,72.8
BME_RS10340,OANT_RS03510,24.528,265,182,5,6,267,4,253,5.78e-11,59.7
BME_RS10350,OANT_RS03515,34.703,219,137,3,18,234,6,220,1.60e-42,141
BME_RS10355,OANT_RS03520,26.531,294,178,7,1,278,6,277,2.54e-28,107
BME_RS10360,OANT_RS03525,36.897,290,166,3,102,378,80,365,9.41e-63,203
BME_RS10365,OANT_RS03530,44.375,320,172,4,25,344,14,327,1.00e-84,257
BME_RS10375,OANT_RS22040,75.630,357,87,0,25,381,16,372,0.0,526
BME_RS10380,OANT_RS22045,83.047,466,79,0,1,466,1,466,0.0,798
BME_RS10385,OANT_RS22050,95.661,484,21,0,1,484,1,484,0.0,912
BME_RS10390,OANT_RS22055,95.641,1583,69,0,1,1583,1,1583,0.0,3156
BME_RS10395,OANT_RS22060,93.983,349,21,0,1,349,1,349,0.0,658
BME_RS10400,OANT_RS22065,91.667,156,13,0,1,156,1,156,1.21e-107,301
BME_RS10405,OANT_RS22070,76.154,130,27,1,1,126,1,130,2.15e-58,174
BME_RS10410,OANT_RS22075,74.622,331,83,1,1,331,1,330,0.0,516
BME_RS10415,OANT_RS22080,86.100,259,34,1,1,257,1,259,5.35e-160,441
BME_RS10420,OANT_RS22085,87.500,296,37,0,1,296,1,296,0.0,538
BME_RS10425,OANT_RS22090,100.000,120,0,0,1,120,1,120,1.69e-85,242
BME_RS10430,OANT_RS22095,100.000,25,0,0,1,25,1,25,4.86e-11,47.0
BME_RS10435,OANT_RS21275,33.838,198,131,0,11,208,5,202,7.45e-38,127
BME_RS10440,OANT_RS21280,34.632,231,140,5,120,348,281,502,1.42e-29,115
BME_RS10445,OANT_RS12660,39.524,210,124,3,23,230,24,232,1.87e-43,144
BME_RS10460,OANT_RS04770,25.217,575,301,17,120,681,314,772,1.98e-22,100
BME_RS10470,OANT_RS04395,30.769,247,164,5,16,257,11,255,1.90e-19,82.8
BME_RS10475,OANT_RS10695,51.230,447,189,8,1,421,1,444,3.92e-131,382
BME_RS10480,OANT_RS21230,39.203,301,159,4,35,334,34,311,4.96e-61,206
BME_RS10485,OANT_RS19415,35.317,252,153,4,4,250,10,256,4.43e-43,144
BME_RS10490,OANT_RS02965,33.878,245,157,3,3,244,2,244,1.79e-44,147
BME_RS10500,OANT_RS07225,44.118,238,127,4,4,238,5,239,5.36e-62,191
BME_RS10505,OANT_RS20635,46.774,248,132,0,1,248,1,248,1.18e-77,232
BME_RS10510,OANT_RS07215,33.904,292,181,6,16,304,35,317,1.14e-28,112
BME_RS10515,OANT_RS20625,36.792,318,183,5,1,315,2,304,1.79e-53,174
BME_RS10530,OANT_RS19420,34.498,229,148,1,11,239,6,232,9.56e-36,124
BME_RS10535,OANT_RS21155,57.346,211,90,0,1,211,1,211,1.69e-77,229
BME_RS10540,OANT_RS21160,70.068,147,43,1,1,147,1,146,1.02e-68,203
BME_RS10545,OANT_RS21165,59.794,97,31,2,1,94,1,92,4.35e-23,82.4
BME_RS10550,OANT_RS21170,73.606,269,70,1,1,268,1,269,3.40e-145,405
BME_RS10555,OANT_RS21175,73.664,262,69,0,1,262,1,262,8.59e-150,416
BME_RS10565,OANT_RS21975,26.131,199,142,4,185,379,175,372,1.59e-15,74.7
BME_RS10570,OANT_RS13970,27.509,538,358,13,23,532,16,549,5.07e-46,167
BME_RS10575,OANT_RS23155,25.786,159,115,3,56,213,60,216,5.73e-08,49.7
BME_RS10580,OANT_RS02965,31.765,255,153,5,11,256,2,244,9.29e-34,120
BME_RS10590,OANT_RS22860,73.399,203,47,2,1,201,1,198,2.14e-107,304
BME_RS10595,OANT_RS22905,91.489,188,16,0,1,188,1,188,8.00e-127,358
BME_RS10600,OANT_RS22905,93.413,167,11,0,1,167,202,368,7.84e-109,312
BME_RS10605,OANT_RS22910,90.249,523,51,0,1,523,1,523,0.0,954
BME_RS10610,OANT_RS22915,96.100,359,14,0,1,359,1,359,0.0,672
BME_RS10615,OANT_RS22920,94.218,294,17,0,1,294,1,294,0.0,504
BME_RS10620,OANT_RS22930,95.177,311,15,0,1,311,1,311,0.0,607
BME_RS10625,OANT_RS22935,89.109,303,33,0,8,310,1,303,5.50e-174,481
BME_RS10640,OANT_RS22980,76.758,327,76,0,1,327,1,327,0.0,513
BME_RS10645,OANT_RS22985,95.980,398,15,1,1,397,1,398,0.0,791
BME_RS10655,OANT_RS13660,41.387,447,256,2,1,447,1,441,4.14e-127,373
BME_RS10660,OANT_RS16605,40.067,599,321,16,50,631,133,710,5.10e-111,347
BME_RS10665,OANT_RS23135,43.644,236,131,2,7,241,25,259,2.28e-62,193
BME_RS10670,OANT_RS22800,38.372,172,95,1,2,162,80,251,3.03e-30,108
BME_RS10675,OANT_RS07215,29.210,291,190,6,11,291,30,314,1.06e-19,85.1
BME_RS10680,OANT_RS22810,34.138,290,174,6,6,285,3,285,1.17e-36,129
BME_RS10685,OANT_RS00225,22.992,361,255,10,33,387,25,368,5.57e-13,66.6
BME_RS10690,OANT_RS22740,33.962,106,64,4,159,260,256,359,9.30e-10,55.5
BME_RS10695,OANT_RS18720,22.727,704,448,32,8,661,18,675,4.20e-15,75.9
BME_RS10700,OANT_RS12900,31.421,366,220,11,16,364,52,403,2.37e-34,128
BME_RS10705,OANT_RS18120,36.066,244,149,2,10,246,28,271,2.40e-39,135
BME_RS10710,OANT_RS07375,48.918,231,95,1,18,225,28,258,1.91e-77,232
BME_RS10715,OANT_RS07385,27.755,245,163,8,16,254,16,252,6.87e-12,62.4
BME_RS10720,OANT_RS17210,24.582,419,259,15,27,414,30,422,5.74e-18,83.6
BME_RS10725,OANT_RS08690,90.747,281,26,0,1,281,1,281,0.0,528
BME_RS10730,OANT_RS08685,92.347,392,28,1,1,390,1,392,0.0,709
BME_RS10735,OANT_RS08680,96.129,310,12,0,1,310,1,310,0.0,574
BME_RS10740,OANT_RS08675,95.971,273,11,0,1,273,1,273,1.63e-170,469
BME_RS10745,OANT_RS08670,95.724,421,18,0,1,421,1,421,0.0,786
BME_RS10750,OANT_RS21370,69.672,244,74,0,1,244,1,244,2.64e-122,345
BME_RS10755,OANT_RS21365,70.909,275,80,0,12,286,3,277,6.35e-129,365
BME_RS10760,OANT_RS21360,45.055,91,46,1,9,99,9,95,6.39e-21,77.8
BME_RS10765,OANT_RS23135,38.197,233,136,3,4,229,28,259,1.93e-46,152
BME_RS10770,OANT_RS23145,28.833,600,380,12,8,570,14,603,3.72e-53,188
BME_RS10780,OANT_RS00225,25.496,353,219,14,21,355,17,343,5.39e-09,54.3
BME_RS10785,OANT_RS17360,27.944,569,343,16,16,558,54,581,1.89e-47,171
BME_RS10790,OANT_RS24665,32.808,317,197,5,17,326,10,317,7.06e-42,153
BME_RS10800,OANT_RS02395,25.610,246,179,4,1,244,21,264,1.56e-18,80.1
BME_RS10815,OANT_RS01010,35.730,445,282,3,5,447,6,448,5.98e-94,288
BME_RS10820,OANT_RS07255,49.176,425,203,7,6,422,590,1009,1.44e-128,393
BME_RS10830,OANT_RS17045,30.851,94,65,0,31,124,16,109,2.62e-08,47.8
BME_RS10840,OANT_RS24665,39.030,474,285,2,26,495,13,486,6.23e-112,338
BME_RS10850,OANT_RS01675,33.333,288,175,5,2,283,1,277,3.80e-44,149
BME_RS10860,OANT_RS12365,34.252,254,157,4,7,252,2,253,6.18e-36,126
BME_RS10875,OANT_RS16880,26.786,112,77,2,205,316,207,313,1.67e-10,58.2
BME_RS10880,OANT_RS17675,92.784,388,28,0,1,388,1,388,0.0,653
BME_RS10885,OANT_RS17670,92.955,511,36,0,1,511,1,511,0.0,980
BME_RS10890,OANT_RS17665,92.625,339,25,0,1,339,1,339,0.0,640
BME_RS10900,OANT_RS23210,53.144,493,196,6,2300,2758,521,1012,1.38e-153,503
BME_RS10905,OANT_RS25205,30.797,552,289,21,135,635,517,1026,1.22e-22,100
BME_RS10910,OANT_RS21675,56.881,327,96,6,1,282,1,327,9.94e-97,285
BME_RS10920,OANT_RS21665,73.617,235,53,3,1,226,1,235,2.58e-112,318
BME_RS10925,OANT_RS21660,84.097,371,54,2,1,366,1,371,0.0,637
BME_RS10930,OANT_RS21655,76.852,432,97,2,1,430,1,431,0.0,635
BME_RS10935,OANT_RS21650,51.981,429,188,10,1,424,1,416,2.84e-101,305
BME_RS10940,OANT_RS21645,86.034,179,25,0,6,184,1,179,1.15e-118,331
BME_RS10945,OANT_RS21640,95.154,227,11,0,1,227,1,227,9.58e-162,443
BME_RS10950,OANT_RS21635,87.154,397,50,1,1,396,1,397,0.0,693
BME_RS10955,OANT_RS21630,84.711,484,74,0,1,484,1,484,0.0,808
BME_RS10960,OANT_RS21625,89.080,348,38,0,1,348,1,348,0.0,622
BME_RS10965,OANT_RS21620,90.351,114,11,0,1,114,1,114,4.97e-74,212
BME_RS10970,OANT_RS21615,88.158,152,18,0,1,152,1,152,6.21e-96,271
BME_RS10975,OANT_RS21610,84.672,137,20,1,1,137,1,136,6.51e-75,216
BME_RS10980,OANT_RS21605,97.727,88,2,0,1,88,1,88,4.06e-57,167
BME_RS10985,OANT_RS21600,93.939,99,6,0,10,108,1,99,4.16e-56,181
BME_RS10990,OANT_RS21600,95.791,594,25,0,1,594,103,696,0.0,1137
BME_RS10995,OANT_RS21595,91.765,255,21,0,1,255,1,255,2.47e-171,470
BME_RS11000,OANT_RS21590,70.543,129,38,0,4,132,2,130,1.11e-57,172
BME_RS11005,OANT_RS21585,75.610,205,41,1,1,196,1,205,1.95e-107,304
BME_RS11010,OANT_RS21580,80.380,158,29,1,7,164,1,156,1.90e-80,232
BME_RS11015,OANT_RS21575,75.978,179,39,1,1,175,1,179,2.16e-97,276
BME_RS11025,OANT_RS21565,93.478,138,9,0,1,138,1,138,5.64e-99,278
BME_RS11030,OANT_RS21560,92.657,286,21,0,1,286,1,286,0.0,499
BME_RS11035,OANT_RS21555,87.356,261,33,0,1,261,1,261,8.40e-168,464
BME_RS11040,OANT_RS21550,83.815,346,44,3,1,334,1,346,0.0,557
BME_RS11045,OANT_RS21540,86.250,400,55,0,1,400,1,400,0.0,728
BME_RS11050,OANT_RS21535,91.608,143,12,0,1,143,1,143,9.39e-89,252
BME_RS11055,OANT_RS21530,71.034,290,84,0,1,290,1,290,2.06e-126,359
BME_RS11060,OANT_RS21525,98.423,317,5,0,1,317,1,317,0.0,581
BME_RS11065,OANT_RS21520,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
BME_RS11070,OANT_RS21515,96.000,25,1,0,1,25,1,25,2.37e-12,50.4
BME_RS11075,OANT_RS21510,85.075,67,9,1,1,66,1,67,1.09e-24,108
BME_RS11080,OANT_RS21505,92.105,38,3,0,1,38,1,38,4.24e-18,65.9
BME_RS11085,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
BME_RS11090,OANT_RS12795,33.750,80,50,1,1,80,1,77,2.11e-10,58.9
BME_RS11110,OANT_RS25780,66.667,93,31,0,25,117,60,152,5.66e-34,122
BME_RS11125,OANT_RS14785,39.267,191,114,2,13,202,356,545,4.10e-42,146
BME_RS11130,OANT_RS14785,40.134,299,178,1,28,326,21,318,1.22e-73,234
BME_RS11135,OANT_RS17520,26.650,409,266,10,15,398,14,413,1.30e-28,114
BME_RS11140,OANT_RS19215,48.693,306,146,3,14,309,6,310,1.07e-98,294
BME_RS11145,OANT_RS19210,38.610,259,150,1,16,265,130,388,8.32e-51,168
BME_RS11150,OANT_RS21410,36.885,244,142,4,22,257,23,262,1.23e-43,146
BME_RS11155,OANT_RS19220,33.428,353,210,15,8,349,1,339,2.08e-42,147
BME_RS11160,OANT_RS06680,26.226,469,313,8,2,458,3,450,6.33e-32,124
BME_RS11170,OANT_RS09555,45.794,321,167,2,1,317,1,318,1.73e-95,283
BME_RS11175,OANT_RS19545,44.375,320,174,2,1,316,6,325,4.73e-91,272
BME_RS11180,OANT_RS15985,42.411,224,129,0,48,271,78,301,4.69e-62,195
BME_RS11185,OANT_RS09900,35.783,313,200,1,22,333,41,353,4.24e-63,201
BME_RS11190,OANT_RS15320,24.809,524,353,14,14,510,6,515,1.22e-39,148
BME_RS11195,OANT_RS20735,43.750,48,27,0,63,110,129,176,5.47e-08,47.8
BME_RS11200,OANT_RS09555,49.211,317,154,4,21,333,5,318,1.70e-98,291
BME_RS11205,OANT_RS09550,51.495,301,141,3,9,309,3,298,5.05e-101,298
BME_RS11210,OANT_RS15465,41.525,118,69,0,22,139,17,134,2.05e-26,102
BME_RS11215,OANT_RS15325,44.268,314,173,2,1,312,1,314,1.44e-82,249
BME_RS11220,OANT_RS15455,31.346,520,325,13,9,513,6,508,3.45e-67,222
BME_RS11235,OANT_RS16065,39.623,371,221,3,6,375,5,373,3.49e-85,261
BME_RS11240,OANT_RS03690,47.638,254,131,1,29,282,6,257,2.32e-72,220
BME_RS11245,OANT_RS05225,38.078,281,173,1,11,291,5,284,1.75e-61,200
BME_RS11250,OANT_RS21230,40.541,296,151,3,37,331,36,307,1.57e-59,202
BME_RS11255,OANT_RS14365,31.606,386,216,11,63,441,68,412,1.34e-43,159
BME_RS11260,OANT_RS21220,44.170,446,225,5,1,426,1,442,2.37e-125,367
BME_RS11265,OANT_RS19240,30.263,152,104,1,23,174,10,159,1.02e-15,72.0
BME_RS11270,OANT_RS09900,41.049,324,182,3,17,336,36,354,5.47e-80,245
BME_RS11275,OANT_RS15985,34.934,229,85,4,53,217,81,309,1.29e-35,125
BME_RS11280,OANT_RS09550,52.000,300,139,3,10,309,4,298,9.54e-104,306
BME_RS11285,OANT_RS09555,51.393,323,149,4,6,326,2,318,1.10e-104,307
BME_RS11290,OANT_RS11265,42.257,381,209,7,52,428,5,378,4.56e-104,312
BME_RS11295,OANT_RS22640,47.945,438,221,3,7,442,5,437,1.46e-143,417
BME_RS11300,OANT_RS20735,34.615,182,113,2,28,203,20,201,2.37e-23,91.7
BME_RS11310,OANT_RS12795,33.750,80,50,1,1,80,1,77,2.62e-10,58.5
BME_RS11315,OANT_RS06760,100.000,30,0,0,1,30,1,30,1.98e-17,63.5
BME_RS11320,OANT_RS06765,85.981,107,15,0,1,107,1,107,1.25e-65,191
BME_RS11325,OANT_RS06770,86.239,218,30,0,1,218,1,218,5.57e-147,405
BME_RS11330,OANT_RS06780,82.353,68,12,0,1,68,1,68,5.36e-37,115
BME_RS11335,OANT_RS06790,94.712,208,11,0,1,208,2,209,1.92e-146,403
BME_RS11340,OANT_RS06795,92.937,269,13,1,1,269,1,263,0.0,516
BME_RS11345,OANT_RS06800,91.271,527,46,0,1,527,1,527,0.0,983
BME_RS11350,OANT_RS06805,93.781,402,25,0,4,405,1,402,0.0,754
BME_RS11355,OANT_RS06815,96.565,524,18,0,1,524,1,524,0.0,1048
BME_RS11360,OANT_RS06820,90.374,187,18,0,1,187,1,187,2.11e-117,328
BME_RS11365,OANT_RS06825,93.210,486,33,0,1,486,1,486,0.0,921
BME_RS11370,OANT_RS06830,90.493,284,27,0,1,284,1,284,0.0,521
BME_RS11375,OANT_RS06835,81.410,156,29,0,316,471,310,465,1.02e-86,271
BME_RS11380,OANT_RS06840,80.753,239,46,0,1,239,1,239,6.55e-119,336
BME_RS11385,OANT_RS05235,40.667,150,86,2,1,148,1,149,4.36e-31,106
BME_RS11390,OANT_RS06850,71.498,207,59,0,1,207,1,207,2.15e-113,319
BME_RS11395,OANT_RS17360,25.734,579,350,18,31,581,56,582,1.67e-28,117
BME_RS11400,OANT_RS06855,100.000,29,0,0,1,29,1,29,1.15e-15,58.9
BME_RS11405,OANT_RS06860,95.146,206,10,0,1,206,1,206,2.15e-148,408
BME_RS11410,OANT_RS06865,92.446,278,19,1,1,278,1,276,7.78e-178,488
BME_RS11415,OANT_RS06870,92.282,609,47,0,1,609,1,609,0.0,1147
BME_RS11420,OANT_RS06875,88.955,335,37,0,8,342,11,345,0.0,611
BME_RS11425,OANT_RS06880,92.000,125,10,0,1,125,1,125,8.14e-84,238
BME_RS11430,OANT_RS06885,90.789,304,28,0,11,314,7,310,0.0,552
BME_RS11435,OANT_RS06895,82.986,288,49,0,1,288,1,288,0.0,508
BME_RS11440,OANT_RS06900,82.234,394,53,1,1,394,1,377,0.0,677
BME_RS11445,OANT_RS06905,98.261,230,4,0,1,230,1,230,1.26e-167,458
BME_RS11450,OANT_RS06910,92.164,268,21,0,1,268,1,268,0.0,497
BME_RS11455,OANT_RS06915,89.634,328,34,0,1,328,1,328,0.0,604
BME_RS11460,OANT_RS06920,96.844,602,19,0,1,602,1,602,0.0,1202
BME_RS11470,OANT_RS06930,90.099,101,10,0,1,101,1,101,8.58e-67,193
BME_RS11475,OANT_RS06935,94.621,409,20,1,1,407,1,409,0.0,789
BME_RS11480,OANT_RS06940,89.143,175,19,0,1,175,1,175,1.77e-115,322
BME_RS11485,OANT_RS06945,95.752,306,13,0,1,306,1,306,0.0,599
BME_RS11490,OANT_RS06950,94.422,251,14,0,1,251,1,251,0.0,498
BME_RS11495,OANT_RS06965,83.085,201,34,0,1,201,1,201,8.98e-123,343
BME_RS11500,OANT_RS06970,91.392,395,34,0,1,395,1,395,0.0,751
BME_RS11505,OANT_RS06980,90.217,184,17,1,12,195,1,183,2.24e-124,346
BME_RS11510,OANT_RS06995,97.183,284,8,0,1,284,1,284,0.0,570
BME_RS11515,OANT_RS07000,96.377,276,10,0,1,276,4,279,0.0,558
BME_RS11520,OANT_RS07010,91.453,234,20,0,1,234,1,234,2.61e-155,427
BME_RS11525,OANT_RS07015,97.973,296,6,0,1,296,1,296,0.0,589
BME_RS11530,OANT_RS07025,94.275,262,15,0,5,266,5,266,3.38e-176,483
BME_RS11535,OANT_RS07030,85.246,610,87,1,1,610,1,607,0.0,1082
BME_RS11540,OANT_RS07035,86.861,137,18,0,5,141,5,141,3.40e-75,218
BME_RS11545,OANT_RS07040,95.455,44,2,0,1,44,1,44,5.80e-24,80.9
BME_RS11550,OANT_RS07050,92.982,114,8,0,1,114,1,114,3.97e-76,218
BME_RS11555,OANT_RS07055,79.279,333,69,0,1,333,1,333,0.0,566
BME_RS11560,OANT_RS17000,100.000,25,0,0,1,25,1,25,5.02e-11,47.0
BME_RS11565,OANT_RS06615,88.184,457,54,0,1,457,1,457,0.0,792
BME_RS11570,OANT_RS06640,94.690,226,12,0,1,226,1,226,1.56e-152,420
BME_RS11575,OANT_RS06645,93.456,489,30,1,9,495,2,490,0.0,926
BME_RS11580,OANT_RS06650,96.429,252,9,0,1,252,1,252,8.19e-178,486
BME_RS11585,OANT_RS06655,95.325,492,23,0,1,492,1,492,0.0,957
BME_RS11590,OANT_RS06660,98.107,317,6,0,1,317,1,317,0.0,599
BME_RS11595,OANT_RS06665,94.056,286,17,0,1,286,1,286,0.0,545
BME_RS11600,OANT_RS06670,92.262,336,26,0,1,336,1,336,0.0,622
BME_RS11605,OANT_RS06675,92.199,282,22,0,1,282,1,282,0.0,523
BME_RS11610,OANT_RS06680,91.757,461,38,0,1,461,1,461,0.0,817
BME_RS11615,OANT_RS06685,90.060,332,33,0,1,332,1,332,0.0,587
BME_RS11620,OANT_RS06690,86.567,402,54,0,1,402,1,402,0.0,738
BME_RS11625,OANT_RS06695,61.377,334,129,0,1,334,1,334,9.79e-142,404
BME_RS11630,OANT_RS06700,77.594,424,94,1,11,433,1,424,0.0,661
BME_RS11635,OANT_RS06705,83.500,200,33,0,1,200,1,200,1.38e-124,347
BME_RS11640,OANT_RS00930,31.579,133,78,3,1,124,1,129,5.91e-09,48.1
BME_RS11645,OANT_RS00305,35.870,92,54,3,11,99,11,100,9.03e-15,63.5
BME_RS11650,OANT_RS18720,24.897,731,432,36,1,676,7,675,5.73e-15,75.5
BME_RS11660,OANT_RS15480,32.389,247,163,3,9,252,22,267,3.93e-36,127
BME_RS11675,OANT_RS01535,31.353,303,199,3,23,318,20,320,3.87e-30,114
BME_RS11680,OANT_RS18435,32.292,288,186,6,36,317,29,313,9.25e-32,118
BME_RS11685,OANT_RS07050,50.442,113,55,1,2,114,3,114,8.17e-33,108
BME_RS11690,OANT_RS07060,83.636,220,36,0,1,220,1,220,9.06e-137,380
BME_RS11695,OANT_RS07065,89.342,319,34,0,1,319,1,319,0.0,582
BME_RS11700,OANT_RS07070,80.952,294,54,2,1,294,1,292,1.49e-173,479
BME_RS11705,OANT_RS07085,87.037,324,42,0,1,324,1,324,0.0,588
BME_RS11710,OANT_RS07090,90.339,383,25,2,2,372,10,392,0.0,650
BME_RS11715,OANT_RS07095,90.234,256,25,0,1,256,1,256,2.56e-164,452
BME_RS11720,OANT_RS25525,94.667,75,4,0,1,75,1,75,7.62e-47,144
BME_RS11725,OANT_RS25525,80.000,85,17,0,1,85,79,163,1.93e-44,138
BME_RS11730,OANT_RS07105,97.929,338,7,0,1,338,1,338,0.0,674
BME_RS11735,OANT_RS07110,80.625,320,62,0,1,320,1,320,0.0,525
BME_RS11740,OANT_RS07115,88.845,251,28,0,7,257,3,253,1.09e-168,465
BME_RS11745,OANT_RS07120,90.763,249,23,0,1,249,1,249,1.02e-172,473
BME_RS11750,OANT_RS07125,82.484,765,134,0,1,765,1,765,0.0,1333
BME_RS11765,OANT_RS07140,90.411,73,7,0,1,73,1,73,3.38e-34,108
BME_RS11770,OANT_RS07145,87.955,440,42,1,1,429,1,440,0.0,702
