O_anthropi|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS21025,AYT27_RS05405,31.841,201,137,0,18,218,35,235,2.90e-31,110
OANT_RS21040,AYT27_RS04150,28.667,150,103,2,5,150,2,151,1.15e-13,60.8
OANT_RS21045,AYT27_RS05920,24.399,291,212,4,11,295,10,298,3.56e-14,67.4
OANT_RS21050,AYT27_RS05575,25.779,578,390,13,1,563,16,569,2.20e-51,182
OANT_RS21055,AYT27_RS02560,26.736,288,199,4,68,344,76,362,1.17e-28,110
OANT_RS21060,AYT27_RS02560,32.692,312,195,5,29,327,47,356,7.43e-43,147
OANT_RS21070,AYT27_RS00430,31.950,241,153,5,5,240,6,240,7.07e-38,130
OANT_RS21115,AYT27_RS03835,27.338,278,176,9,32,299,27,288,4.22e-21,88.6
OANT_RS21135,AYT27_RS06430,24.422,303,176,11,31,300,19,301,3.35e-08,50.4
OANT_RS21205,AYT27_RS00710,31.839,647,410,9,12,648,174,799,4.21e-85,280
OANT_RS21220,AYT27_RS02990,34.921,189,106,5,1,176,1,185,5.22e-23,96.7
OANT_RS21225,AYT27_RS02985,45.370,324,175,2,3,325,129,451,3.18e-100,299
OANT_RS21230,AYT27_RS02980,39.873,316,190,0,25,340,29,344,1.25e-79,243
OANT_RS21235,AYT27_RS06590,65.367,436,151,0,1,436,1,436,0.0,593
OANT_RS21245,AYT27_RS00095,28.777,139,88,4,5,140,3,133,2.57e-08,46.2
OANT_RS21255,AYT27_RS00855,34.043,329,173,12,219,543,70,358,5.59e-34,130
OANT_RS21275,AYT27_RS00310,33.913,115,75,1,1,115,7,120,8.66e-13,60.8
OANT_RS21280,AYT27_RS03025,28.099,242,156,7,282,509,501,738,5.06e-21,92.4
OANT_RS21290,AYT27_RS06180,32.432,111,74,1,5,115,199,308,4.52e-19,76.3
OANT_RS21295,AYT27_RS01235,39.286,560,302,7,1,555,1,527,4.63e-127,379
OANT_RS21335,AYT27_RS08040,30.180,222,145,3,35,254,16,229,1.29e-28,105
OANT_RS21350,AYT27_RS02515,24.859,177,130,2,91,267,79,252,8.05e-11,56.6
OANT_RS21365,AYT27_RS06230,24.904,261,168,8,32,274,42,292,5.19e-12,60.8
OANT_RS21390,AYT27_RS05920,23.984,246,168,6,13,248,17,253,1.10e-11,60.1
OANT_RS21415,AYT27_RS00965,24.483,290,202,8,19,296,9,293,3.91e-08,49.3
OANT_RS21420,AYT27_RS00955,48.511,235,121,0,6,240,2,236,1.20e-80,246
OANT_RS21445,AYT27_RS04150,32.394,142,95,1,4,145,1,141,1.81e-19,75.9
OANT_RS21460,AYT27_RS05525,24.627,536,359,7,29,523,27,558,1.80e-34,133
OANT_RS21490,AYT27_RS05885,69.512,82,25,0,1,82,1,82,7.73e-35,110
OANT_RS21500,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
OANT_RS21505,AYT27_RS07025,86.486,37,5,0,2,38,2,38,2.91e-15,57.4
OANT_RS21510,AYT27_RS07030,78.571,42,9,0,108,149,73,114,1.68e-10,60.5
OANT_RS21515,AYT27_RS07035,96.000,25,1,0,1,25,1,25,7.67e-13,50.4
OANT_RS21520,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
OANT_RS21525,AYT27_RS07045,88.679,318,35,1,1,317,1,318,7.53e-180,510
OANT_RS21535,AYT27_RS03020,29.104,134,85,4,2,132,3,129,3.35e-11,53.9
OANT_RS21540,AYT27_RS06615,33.333,336,173,10,4,321,10,312,1.52e-48,164
OANT_RS21550,AYT27_RS00975,22.526,293,175,6,58,346,61,305,1.20e-15,72.4
OANT_RS21555,AYT27_RS00085,33.058,242,134,8,10,229,22,257,3.47e-29,108
OANT_RS21560,AYT27_RS00435,29.644,253,162,5,33,273,21,269,1.40e-22,90.5
OANT_RS21565,AYT27_RS06425,53.175,126,59,0,10,135,2,127,2.22e-46,143
OANT_RS21580,AYT27_RS06715,38.095,105,65,0,38,142,29,133,3.73e-17,69.7
OANT_RS21640,AYT27_RS06125,32.353,136,88,2,70,205,70,201,7.04e-15,67.0
OANT_RS21740,AYT27_RS07990,31.915,329,200,7,89,398,119,442,2.02e-35,133
OANT_RS21800,AYT27_RS06430,59.639,332,134,0,73,404,15,346,4.42e-123,357
OANT_RS21805,AYT27_RS06435,63.168,505,186,0,10,514,8,512,0.0,658
OANT_RS21825,AYT27_RS00955,38.387,310,174,4,1,307,1,296,3.37e-74,229
OANT_RS21840,AYT27_RS06150,28.655,171,110,4,37,206,27,186,1.82e-11,60.1
OANT_RS21845,AYT27_RS06150,25.182,274,169,9,3,271,5,247,9.61e-11,57.8
OANT_RS21885,AYT27_RS06440,54.913,173,67,2,19,186,14,180,5.63e-53,164
OANT_RS21890,AYT27_RS06445,80.637,377,73,0,1,377,1,377,0.0,644
OANT_RS21895,AYT27_RS04230,35.849,159,95,2,24,177,69,225,4.92e-12,62.8
OANT_RS21900,AYT27_RS05920,25.168,298,205,6,6,292,9,299,3.07e-26,101
OANT_RS21925,AYT27_RS00955,36.946,203,119,2,22,221,27,223,1.94e-35,128
OANT_RS21930,AYT27_RS01260,25.909,220,135,5,19,221,221,429,3.14e-08,48.9
OANT_RS21940,AYT27_RS06460,65.101,298,103,1,6,302,5,302,2.84e-149,417
OANT_RS21950,AYT27_RS06465,55.189,212,95,0,1,212,1,212,9.40e-86,249
OANT_RS21960,AYT27_RS00925,32.983,476,291,8,1,474,1,450,1.00e-69,226
OANT_RS21995,AYT27_RS00920,48.387,124,57,2,1,123,1,118,2.03e-36,117
OANT_RS22005,AYT27_RS05590,27.801,241,154,8,8,236,7,239,1.18e-10,57.4
OANT_RS22015,AYT27_RS00915,65.312,320,111,0,14,333,12,331,3.04e-153,429
OANT_RS22030,AYT27_RS00910,79.863,293,58,1,4,295,1,293,2.72e-179,492
OANT_RS22035,AYT27_RS00905,59.900,399,157,1,17,412,20,418,0.0,509
OANT_RS22040,AYT27_RS00900,35.069,288,176,4,86,366,52,335,9.08e-61,195
OANT_RS22045,AYT27_RS05555,57.895,456,192,0,10,465,6,461,0.0,532
OANT_RS22065,AYT27_RS03775,60.417,144,57,0,1,144,1,144,1.26e-62,186
OANT_RS22075,AYT27_RS03770,26.948,308,213,3,5,312,5,300,5.02e-36,128
OANT_RS22080,AYT27_RS07800,32.212,208,116,7,38,233,40,234,8.28e-19,79.3
OANT_RS22090,AYT27_RS03765,89.167,120,13,0,1,120,1,120,6.05e-76,216
OANT_RS22095,AYT27_RS03760,100.000,25,0,0,1,25,1,25,1.57e-11,47.0
OANT_RS22100,AYT27_RS02915,31.250,208,138,2,3,208,8,212,1.97e-30,108
OANT_RS22170,AYT27_RS04395,31.068,103,68,2,6,105,5,107,5.29e-13,56.2
OANT_RS22185,AYT27_RS02510,30.726,179,112,3,8,181,85,256,6.65e-25,94.4
OANT_RS22195,AYT27_RS07060,36.184,152,97,0,14,165,10,161,4.05e-34,114
OANT_RS22205,AYT27_RS02775,29.482,251,165,5,40,286,3,245,2.64e-26,99.8
OANT_RS22230,AYT27_RS07060,39.744,156,87,2,3,153,4,157,6.43e-34,114
OANT_RS22250,AYT27_RS07075,25.862,232,160,7,130,351,100,329,4.67e-17,77.0
OANT_RS22255,AYT27_RS01315,40.636,283,109,9,1,228,1,279,1.39e-58,182
OANT_RS22305,AYT27_RS08285,27.215,158,101,5,30,183,161,308,1.73e-08,48.9
OANT_RS22410,AYT27_RS00430,33.488,215,129,8,10,213,11,222,4.48e-27,103
OANT_RS22435,AYT27_RS03295,24.255,235,153,10,63,288,26,244,2.58e-09,52.4
OANT_RS22440,AYT27_RS03295,30.693,101,69,1,65,164,23,123,1.81e-10,55.8
OANT_RS22475,AYT27_RS03020,33.333,90,59,1,2,91,3,91,5.72e-10,50.8
OANT_RS22480,AYT27_RS04935,34.807,181,111,2,1,180,1,175,1.78e-28,100
OANT_RS22520,AYT27_RS03295,35.622,233,145,4,16,245,19,249,1.03e-54,172
OANT_RS22525,AYT27_RS05920,27.027,185,112,6,16,187,10,184,1.95e-11,59.3
OANT_RS22545,AYT27_RS04245,26.378,254,181,3,16,263,3,256,7.89e-27,105
OANT_RS22585,AYT27_RS04420,41.837,98,57,0,7,104,34,131,5.29e-23,82.4
OANT_RS22640,AYT27_RS01985,30.802,474,316,7,7,472,6,475,1.22e-72,233
OANT_RS22665,AYT27_RS04260,24.259,371,240,17,19,369,17,366,2.87e-09,53.9
OANT_RS22675,AYT27_RS04240,42.489,233,133,1,1,232,3,235,1.86e-63,194
OANT_RS22680,AYT27_RS04245,36.508,252,153,2,3,247,4,255,1.94e-49,159
OANT_RS22685,AYT27_RS04250,27.306,271,171,5,9,266,8,265,1.43e-18,81.3
OANT_RS22690,AYT27_RS04255,26.646,319,172,8,6,262,8,326,1.77e-15,71.6
OANT_RS22695,AYT27_RS04260,27.824,363,235,12,1,348,3,353,9.95e-22,91.3
OANT_RS22705,AYT27_RS02590,25.490,306,206,9,16,315,2,291,1.54e-15,71.6
OANT_RS22715,AYT27_RS06215,22.158,519,361,16,6,499,12,512,1.17e-20,90.9
OANT_RS22795,AYT27_RS04240,46.610,236,125,1,3,238,2,236,4.91e-76,226
OANT_RS22800,AYT27_RS04245,42.745,255,144,2,1,253,1,255,4.25e-70,212
OANT_RS22805,AYT27_RS04250,25.418,299,163,6,55,317,55,329,1.37e-14,69.3
OANT_RS22810,AYT27_RS04255,27.324,355,176,10,3,285,8,352,3.75e-19,82.0
OANT_RS22815,AYT27_RS04260,28.713,202,118,8,197,391,184,366,5.79e-08,49.7
OANT_RS22830,AYT27_RS00015,28.839,267,171,6,14,272,18,273,6.44e-24,94.4
OANT_RS22870,AYT27_RS02030,23.650,389,255,14,6,369,32,403,1.62e-12,63.9
OANT_RS22895,AYT27_RS00955,45.344,247,132,2,1,244,1,247,7.95e-79,241
OANT_RS22910,AYT27_RS03280,30.137,219,148,3,19,235,15,230,6.75e-32,119
OANT_RS22985,AYT27_RS08695,28.455,246,147,6,117,354,3,227,2.07e-22,91.7
OANT_RS22995,AYT27_RS07075,27.451,204,138,5,511,705,130,332,1.70e-16,77.4
OANT_RS23030,AYT27_RS07660,47.080,565,277,10,35,590,37,588,3.14e-178,518
OANT_RS23035,AYT27_RS07225,45.848,855,385,15,116,903,4,847,0.0,691
OANT_RS23060,AYT27_RS04865,42.188,64,34,2,28,89,5,67,1.38e-13,60.1
OANT_RS23110,AYT27_RS00125,29.204,113,69,1,25,137,2,103,2.84e-23,84.0
OANT_RS23115,AYT27_RS05525,29.769,346,222,4,15,340,15,359,8.52e-31,119
OANT_RS23125,AYT27_RS05395,27.586,232,156,5,3,230,13,236,5.57e-18,79.0
OANT_RS23130,AYT27_RS04255,33.521,355,173,4,1,293,5,358,2.68e-39,137
OANT_RS23135,AYT27_RS04240,42.918,233,133,0,27,259,3,235,9.47e-67,203
OANT_RS23140,AYT27_RS04260,27.487,382,257,11,6,377,5,376,5.07e-28,109
OANT_RS23145,AYT27_RS04245,44.758,248,121,1,364,595,6,253,5.78e-66,213
OANT_RS23160,AYT27_RS05185,30.597,268,167,7,164,425,197,451,1.78e-25,103
OANT_RS23170,AYT27_RS00540,29.369,412,247,9,29,430,23,400,1.50e-47,164
OANT_RS23225,AYT27_RS00260,26.765,340,217,15,48,366,54,382,4.52e-24,98.2
OANT_RS23235,AYT27_RS03280,61.088,239,92,1,1,238,17,255,2.33e-111,316
OANT_RS23240,AYT27_RS03285,33.511,188,114,3,21,198,29,215,2.83e-21,84.3
OANT_RS23245,AYT27_RS03285,30.542,203,122,3,14,198,12,213,1.63e-24,93.2
OANT_RS23255,AYT27_RS03295,34.906,106,62,1,12,117,7,105,9.46e-14,64.7
OANT_RS23265,AYT27_RS05920,29.114,158,86,4,4,157,5,140,7.12e-10,54.7
OANT_RS23340,AYT27_RS08695,26.587,252,163,7,111,356,5,240,9.37e-21,86.7
OANT_RS23345,AYT27_RS08690,22.917,144,109,2,81,222,66,209,2.27e-09,53.1
OANT_RS23355,AYT27_RS05910,56.522,69,29,1,1,68,1,69,1.76e-24,82.8
OANT_RS23400,AYT27_RS06820,28.767,292,191,6,10,294,19,300,1.55e-29,114
OANT_RS23435,AYT27_RS06730,32.203,118,75,2,5,122,3,115,1.09e-11,58.2
OANT_RS23455,AYT27_RS06825,22.439,410,296,12,130,525,217,618,1.91e-14,72.4
OANT_RS23460,AYT27_RS06810,40.061,327,182,4,23,337,20,344,2.39e-73,227
OANT_RS23465,AYT27_RS06805,28.424,387,233,6,21,403,23,369,3.50e-42,149
OANT_RS23470,AYT27_RS06800,33.571,280,153,10,1,253,5,278,3.53e-31,113
OANT_RS23475,AYT27_RS06795,31.481,216,143,4,12,225,9,221,1.98e-31,111
OANT_RS23480,AYT27_RS08205,25.000,216,142,7,3,206,2,209,3.26e-12,62.0
OANT_RS23495,AYT27_RS02585,38.168,131,51,5,101,202,551,680,9.54e-15,71.2
OANT_RS23500,AYT27_RS06775,36.492,781,473,14,24,797,13,777,1.38e-161,484
OANT_RS23505,AYT27_RS08175,35.484,93,57,2,8,99,5,95,1.86e-13,57.0
OANT_RS23515,AYT27_RS05780,36.585,82,46,2,143,220,44,123,3.08e-09,51.2
OANT_RS23585,AYT27_RS00955,32.536,209,136,3,10,215,4,210,1.27e-36,129
OANT_RS23610,AYT27_RS03280,46.614,251,129,3,2,252,12,257,3.59e-81,240
OANT_RS23615,AYT27_RS05400,31.658,199,116,5,15,203,32,220,5.72e-23,89.4
OANT_RS23620,AYT27_RS03290,29.302,215,141,2,12,215,15,229,1.93e-23,90.5
OANT_RS23625,AYT27_RS02775,29.114,237,163,4,13,248,9,241,8.32e-26,97.8
OANT_RS23635,AYT27_RS00495,28.769,577,341,14,29,543,19,587,2.90e-68,228
OANT_RS23650,AYT27_RS02965,35.149,404,257,4,5,405,4,405,6.43e-80,249
OANT_RS23675,AYT27_RS04115,45.175,456,233,6,3,458,2,440,2.99e-128,396
OANT_RS23685,AYT27_RS02320,30.108,186,122,6,48,229,513,694,3.20e-11,58.2
OANT_RS23745,AYT27_RS06170,42.035,226,123,3,34,255,27,248,5.04e-58,184
OANT_RS23750,AYT27_RS01235,45.221,272,147,2,2,272,3,273,1.02e-71,228
OANT_RS23755,AYT27_RS06180,37.037,270,166,2,6,273,42,309,6.94e-56,178
OANT_RS23760,AYT27_RS06185,29.254,335,208,4,2,309,25,357,1.95e-46,156
OANT_RS23765,AYT27_RS06190,25.440,511,329,19,1,471,13,511,8.35e-40,147
OANT_RS23840,AYT27_RS04865,36.000,75,48,0,40,114,2,76,1.24e-12,58.5
OANT_RS23850,AYT27_RS03775,48.529,136,67,1,5,137,4,139,1.29e-49,153
OANT_RS23980,AYT27_RS08690,30.088,113,77,2,14,125,58,169,2.44e-09,54.3
OANT_RS24040,AYT27_RS03060,35.632,87,56,0,5,91,4,90,8.37e-17,65.1
OANT_RS24135,AYT27_RS07075,27.136,199,132,5,153,344,137,329,7.67e-14,67.4
OANT_RS24150,AYT27_RS02500,32.534,292,187,3,411,701,490,772,1.12e-39,154
OANT_RS24210,AYT27_RS06185,32.237,304,188,2,14,301,56,357,1.74e-49,164
OANT_RS24215,AYT27_RS06180,34.694,294,178,4,3,296,29,308,5.03e-46,153
OANT_RS24220,AYT27_RS01235,41.021,568,294,9,1,562,1,533,1.41e-140,414
OANT_RS24340,AYT27_RS08695,29.032,248,146,8,123,363,3,227,4.58e-21,87.8
OANT_RS24405,AYT27_RS04210,28.571,189,130,5,10,194,15,202,6.30e-11,58.2
OANT_RS24465,AYT27_RS08685,30.180,222,122,8,176,391,15,209,9.88e-16,72.4
OANT_RS24535,AYT27_RS08695,25.926,243,158,6,114,352,3,227,1.64e-21,89.0
OANT_RS24560,AYT27_RS01770,63.441,93,34,0,1,93,12,104,1.01e-41,128
OANT_RS24565,AYT27_RS01775,55.556,90,40,0,8,97,7,96,2.99e-34,109
OANT_RS24650,AYT27_RS03280,50.996,251,114,1,3,253,14,255,8.45e-84,247
OANT_RS24655,AYT27_RS03285,35.455,220,127,6,69,285,25,232,2.87e-38,131
OANT_RS24660,AYT27_RS03295,23.019,265,177,4,14,274,3,244,1.14e-19,82.0
OANT_RS24665,AYT27_RS01985,36.289,485,287,8,6,481,2,473,2.13e-97,298
OANT_RS24735,AYT27_RS08695,28.947,190,117,4,117,303,3,177,1.33e-16,75.1
OANT_RS24825,AYT27_RS02710,26.316,190,133,5,435,619,10,197,1.35e-12,63.9
OANT_RS24840,AYT27_RS03280,25.333,225,160,3,2,224,12,230,6.95e-25,99.4
OANT_RS24855,AYT27_RS07840,27.935,247,141,7,3,240,1,219,6.93e-16,73.6
OANT_RS24860,AYT27_RS02265,30.645,310,203,6,9,309,326,632,4.25e-40,144
OANT_RS24875,AYT27_RS05410,52.869,244,113,1,1,242,5,248,2.53e-92,268
OANT_RS24880,AYT27_RS05405,29.146,199,140,1,10,207,34,232,7.95e-25,93.6
OANT_RS24885,AYT27_RS03295,27.016,248,166,9,9,247,3,244,7.02e-19,79.0
OANT_RS24890,AYT27_RS02030,29.592,392,269,5,24,414,30,415,7.99e-49,168
OANT_RS24900,AYT27_RS02030,29.426,418,288,5,13,426,13,427,5.98e-59,194
OANT_RS24935,AYT27_RS02775,28.629,248,166,4,5,251,4,241,9.13e-19,78.6
OANT_RS24955,AYT27_RS00955,44.492,236,128,2,16,250,3,236,1.22e-70,221
OANT_RS25045,AYT27_RS01825,32.222,180,105,7,1,171,11,182,1.92e-17,72.0
OANT_RS25070,AYT27_RS05875,54.386,399,180,1,3,401,3,399,4.39e-155,441
OANT_RS25125,AYT27_RS01195,75.000,32,8,0,1,32,1,32,8.82e-10,43.1
OANT_RS25140,AYT27_RS06640,22.976,457,302,14,512,931,841,1284,1.09e-10,61.2
OANT_RS25185,AYT27_RS03835,31.073,177,109,4,28,191,27,203,9.42e-12,58.5
OANT_RS25250,AYT27_RS08340,36.957,46,29,0,1,46,1,46,9.57e-08,39.3
OANT_RS25255,AYT27_RS01040,34.615,78,50,1,4,81,11,87,7.74e-09,47.0
OANT_RS25325,AYT27_RS06790,38.462,52,30,1,10,59,4,55,9.31e-08,42.0
OANT_RS25405,AYT27_RS07870,84.615,52,8,0,1,52,34,85,9.43e-22,75.5
OANT_RS25570,AYT27_RS06115,85.714,91,13,0,1,91,1,91,1.95e-56,165
OANT_RS25670,AYT27_RS08340,68.889,45,14,0,1,45,1,45,5.84e-18,65.1
OANT_RS25860,AYT27_RS08340,58.696,46,19,0,1,46,1,46,1.16e-15,59.3
OANT_RS25910,AYT27_RS03280,48.790,248,118,2,347,594,17,255,1.39e-77,242
OANT_RS26050,AYT27_RS03835,23.881,134,97,2,1,130,209,341,1.45e-09,50.4
