O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS15020,BAB_RS30865,66.518,224,73,1,11,234,10,231,1.52e-97,281
OANT_RS15025,BAB_RS30860,79.688,320,65,0,1,320,1,320,0.0,518
OANT_RS15030,BAB_RS30855,70.435,345,100,2,1,343,1,345,1.36e-175,488
OANT_RS15035,BAB_RS30660,80.822,146,28,0,1,146,1,146,2.84e-79,228
OANT_RS15040,BAB_RS30655,77.670,412,91,1,1,411,1,412,0.0,667
OANT_RS15045,BAB_RS24225,58.436,652,264,7,12,659,9,657,0.0,761
OANT_RS15050,BAB_RS28100,92.941,340,24,0,1,340,1,340,0.0,637
OANT_RS15055,BAB_RS28105,96.893,354,11,0,1,354,1,354,0.0,718
OANT_RS15060,BAB_RS28110,98.000,150,3,0,1,150,1,150,3.48e-105,293
OANT_RS15065,BAB_RS28115,94.531,256,14,0,1,256,1,256,0.0,501
OANT_RS15070,BAB_RS28120,90.157,254,25,0,1,254,1,254,1.07e-168,462
OANT_RS15075,BAB_RS28125,93.671,316,20,0,1,316,1,316,0.0,604
OANT_RS15080,BAB_RS28130,96.452,310,11,0,1,310,1,310,0.0,623
OANT_RS15085,BAB_RS28135,96.215,502,19,0,1,502,1,502,0.0,997
OANT_RS15090,BAB_RS28140,91.103,517,46,0,1,517,1,517,0.0,912
OANT_RS15095,BAB_RS28145,87.615,218,26,1,1,217,1,218,7.43e-120,336
OANT_RS15100,BAB_RS28150,95.525,514,23,0,1,514,1,514,0.0,994
OANT_RS15105,BAB_RS28155,98.266,346,6,0,1,346,1,346,0.0,659
OANT_RS15110,BAB_RS28160,97.460,315,8,0,1,315,1,315,0.0,627
OANT_RS15115,BAB_RS28165,97.527,283,7,0,1,283,1,283,0.0,568
OANT_RS15120,BAB_RS28140,29.615,520,328,14,4,499,8,513,1.75e-39,146
OANT_RS15125,BAB_RS28135,30.189,424,255,14,18,432,3,394,2.22e-47,169
OANT_RS15130,BAB_RS30000,83.206,131,22,0,1,131,2,132,7.94e-81,231
OANT_RS15135,BAB_RS23510,53.082,292,135,1,19,308,31,322,7.04e-110,318
OANT_RS15140,BAB_RS22325,30.892,314,209,1,11,316,10,323,1.40e-55,180
OANT_RS15150,BAB_RS31275,30.380,237,156,4,7,239,13,244,5.24e-22,95.5
OANT_RS15155,BAB_RS30025,69.196,224,67,1,4,225,2,225,8.07e-108,307
OANT_RS15160,BAB_RS30020,83.439,314,52,0,1,314,1,314,3.57e-179,494
OANT_RS15165,BAB_RS33385,89.535,172,18,0,1,172,1,172,3.35e-109,317
OANT_RS15170,BAB_RS30005,89.067,375,41,0,4,378,5,379,0.0,639
OANT_RS15180,BAB_RS27205,39.453,256,154,1,8,262,11,266,3.47e-61,191
OANT_RS15185,BAB_RS27185,38.832,291,173,3,1,290,1,287,2.89e-63,199
OANT_RS15190,BAB_RS30710,81.494,616,114,0,20,635,1,616,0.0,1051
OANT_RS15195,BAB_RS30715,77.714,175,39,0,1,175,1,175,1.30e-99,281
OANT_RS15200,BAB_RS30720,78.281,221,48,0,1,221,1,221,1.50e-127,356
OANT_RS15205,BAB_RS23695,32.086,187,93,6,4,160,46,228,2.23e-17,78.2
OANT_RS15210,BAB_RS26515,38.800,250,141,8,11,253,2,246,1.89e-42,142
OANT_RS15215,BAB_RS27025,43.187,433,243,2,2,434,1,430,5.23e-120,353
OANT_RS15220,BAB_RS30940,28.037,214,146,4,7,217,7,215,5.19e-13,63.2
OANT_RS15230,BAB_RS27570,31.065,338,223,4,1,335,5,335,1.25e-37,134
OANT_RS15235,BAB_RS33460,93.151,73,5,0,334,406,1,73,3.86e-34,118
OANT_RS15240,BAB_RS30570,89.877,326,31,1,1,326,1,324,0.0,585
OANT_RS15245,BAB_RS30565,98.522,203,3,0,73,275,1,203,1.10e-137,383
OANT_RS15250,BAB_RS30560,92.492,333,25,0,1,333,1,333,0.0,638
OANT_RS15255,BAB_RS30555,91.571,261,22,0,9,269,1,261,0.0,497
OANT_RS15260,BAB_RS30550,92.938,354,19,1,1,348,1,354,0.0,677
OANT_RS15270,BAB_RS28765,34.010,394,246,8,2,389,1,386,5.35e-46,159
OANT_RS15275,BAB_RS27165,39.535,129,71,4,1,128,1,123,6.41e-29,99.4
OANT_RS15280,BAB_RS22205,30.612,98,66,1,13,108,26,123,2.66e-10,52.4
OANT_RS15290,BAB_RS18225,30.688,189,117,7,5,190,10,187,2.13e-19,81.6
OANT_RS15295,BAB_RS30535,90.411,73,7,0,1,73,1,73,3.26e-47,141
OANT_RS15300,BAB_RS30530,84.328,134,21,0,1,134,1,134,2.23e-84,239
OANT_RS15305,BAB_RS30525,91.340,739,63,1,1,739,1,738,0.0,1411
OANT_RS15310,BAB_RS30520,93.921,329,19,1,1,328,1,329,0.0,639
OANT_RS15320,BAB_RS32795,33.939,495,295,10,38,508,32,518,1.03e-76,248
OANT_RS15325,BAB_RS31300,44.268,314,173,2,1,314,1,312,9.12e-83,249
OANT_RS15330,BAB_RS29695,48.659,261,132,2,315,575,3,261,4.34e-78,254
OANT_RS15335,BAB_RS30905,48.855,262,133,1,1,261,1,262,4.76e-83,247
OANT_RS15340,BAB_RS27180,26.577,222,154,5,23,241,13,228,1.75e-11,59.3
OANT_RS15355,BAB_RS33195,72.050,161,45,0,1,161,1,161,1.13e-76,244
OANT_RS15360,BAB_RS28180,66.210,438,139,3,1,431,1,436,0.0,581
OANT_RS15365,BAB_RS28185,86.957,138,18,0,1,138,1,138,1.22e-85,243
OANT_RS15370,BAB_RS28190,89.286,336,35,1,1,335,1,336,0.0,609
OANT_RS15375,BAB_RS28195,90.578,467,44,0,5,471,18,484,0.0,842
OANT_RS15380,BAB_RS28200,65.900,261,89,0,296,556,9,269,1.96e-118,348
OANT_RS15390,BAB_RS30515,75.403,248,55,1,1,242,1,248,5.45e-135,377
OANT_RS15395,BAB_RS30510,88.930,271,30,0,1,271,1,271,1.18e-177,487
OANT_RS15400,BAB_RS30505,81.319,91,14,3,1,89,1,90,1.03e-44,136
OANT_RS15405,BAB_RS22320,35.556,90,55,2,1,87,11,100,2.33e-09,53.9
OANT_RS15410,BAB_RS19255,50.259,193,94,2,7,198,6,197,2.30e-48,154
OANT_RS15420,BAB_RS16910,28.729,181,125,1,335,515,76,252,1.84e-15,73.2
OANT_RS15425,BAB_RS31810,41.532,248,139,3,7,254,5,246,3.64e-58,182
OANT_RS15430,BAB_RS16920,22.594,239,171,7,14,241,4,239,3.38e-08,50.4
OANT_RS15440,BAB_RS28780,24.895,237,167,6,9,237,15,248,4.58e-10,55.5
OANT_RS15450,BAB_RS29420,28.082,292,195,4,4,283,14,302,2.40e-32,118
OANT_RS15455,BAB_RS31295,31.154,520,326,13,6,508,9,513,3.42e-66,219
OANT_RS15460,BAB_RS23540,40.752,319,167,3,6,302,16,334,1.77e-80,244
OANT_RS15465,BAB_RS31305,49.077,271,138,0,20,290,25,295,5.34e-87,259
OANT_RS15475,BAB_RS21605,43.448,145,82,0,16,160,7,151,3.81e-34,114
OANT_RS15480,BAB_RS27495,32.389,247,163,3,22,267,9,252,7.27e-37,128
OANT_RS15490,BAB_RS15965,49.097,554,248,8,15,564,5,528,1.68e-171,495
OANT_RS15505,BAB_RS23705,95.833,24,1,0,1,24,1,24,8.68e-08,38.1
OANT_RS15510,BAB_RS28625,65.000,100,35,0,1,100,1,100,2.25e-44,136
OANT_RS15515,BAB_RS28630,93.789,322,16,1,1,318,1,322,0.0,612
OANT_RS15520,BAB_RS28635,90.361,498,48,0,1,498,1,498,0.0,887
OANT_RS15525,BAB_RS18735,51.899,237,100,3,16,238,2,238,1.20e-83,246
OANT_RS15530,BAB_RS28640,94.092,457,27,0,1,457,1,457,0.0,879
OANT_RS15535,BAB_RS28645,78.138,247,54,0,1,247,1,247,1.65e-139,388
OANT_RS15540,BAB_RS28650,87.857,140,17,0,1,140,1,140,2.54e-86,245
OANT_RS15545,BAB_RS28655,85.960,698,97,1,1,697,1,698,0.0,1219
OANT_RS15550,BAB_RS28660,85.507,69,10,0,1,69,1,69,5.68e-41,125
OANT_RS15555,BAB_RS28665,90.625,288,27,0,1,288,1,288,0.0,521
OANT_RS15570,BAB_RS27180,89.259,270,29,0,1,270,1,270,0.0,494
OANT_RS15580,BAB_RS27185,94.754,305,16,0,1,305,1,305,0.0,590
OANT_RS15585,BAB_RS27190,94.578,498,27,0,1,498,1,498,0.0,938
OANT_RS15590,BAB_RS27195,85.610,410,59,0,1,410,1,410,0.0,693
OANT_RS15595,BAB_RS27200,89.425,435,44,1,1,435,1,433,0.0,809
OANT_RS15600,BAB_RS27205,90.182,275,27,0,1,275,1,275,0.0,522
OANT_RS15605,BAB_RS27215,78.222,225,38,1,1,225,1,214,4.56e-127,357
OANT_RS15610,BAB_RS27220,85.514,214,31,0,1,214,1,214,1.64e-142,393
OANT_RS15615,BAB_RS27225,87.958,191,23,0,1,191,1,191,1.60e-122,342
OANT_RS15620,BAB_RS27230,82.420,529,66,4,1,529,1,502,0.0,837
OANT_RS15625,BAB_RS27235,85.106,376,56,0,1,376,1,376,0.0,640
OANT_RS15630,BAB_RS27240,91.703,229,19,0,1,229,1,229,4.69e-155,426
OANT_RS15640,BAB_RS27255,78.030,132,29,0,1,132,1,132,2.32e-72,209
OANT_RS15645,BAB_RS27260,94.168,463,27,0,1,463,1,463,0.0,907
OANT_RS15650,BAB_RS27265,80.952,84,16,0,1,84,1,84,2.01e-47,142
OANT_RS15665,BAB_RS27270,96.337,546,20,0,1,546,1,546,0.0,1037
OANT_RS15670,BAB_RS27275,93.878,98,6,0,1,98,1,98,2.14e-62,181
OANT_RS15680,BAB_RS27280,83.813,278,45,0,5,282,5,282,6.88e-176,483
OANT_RS15685,BAB_RS27285,79.573,328,67,0,1,328,1,328,0.0,534
OANT_RS15695,BAB_RS27290,93.416,972,60,1,1,968,1,972,0.0,1877
OANT_RS15700,BAB_RS27295,86.161,224,30,1,1,224,1,223,1.54e-142,394
OANT_RS15705,BAB_RS27300,71.429,182,52,0,1,182,1,182,4.87e-93,266
OANT_RS15710,BAB_RS27305,78.981,157,33,0,1,157,1,157,1.03e-91,260
OANT_RS15715,BAB_RS27310,81.818,550,69,7,1,544,17,541,0.0,783
OANT_RS15720,BAB_RS27315,93.011,186,13,0,1,186,1,186,3.22e-127,352
OANT_RS15725,BAB_RS27320,84.241,514,80,1,1,513,1,514,0.0,867
OANT_RS15730,BAB_RS27330,88.438,320,37,0,132,451,1,320,0.0,582
OANT_RS15735,BAB_RS27335,82.105,285,51,0,1,285,1,285,6.93e-171,471
OANT_RS15740,BAB_RS27340,90.407,615,58,1,1,615,1,614,0.0,1066
OANT_RS15745,BAB_RS27345,91.946,447,36,0,1,447,1,447,0.0,807
OANT_RS15750,BAB_RS27350,80.303,264,52,0,1,264,1,264,3.45e-158,437
OANT_RS15755,BAB_RS27355,85.542,83,12,0,1,83,1,83,3.74e-51,152
OANT_RS15760,BAB_RS27360,83.197,244,41,0,14,257,15,258,1.23e-148,412
OANT_RS15765,BAB_RS27365,87.892,446,54,0,1,446,1,446,0.0,820
OANT_RS15770,BAB_RS27370,80.531,339,66,0,1,339,1,339,0.0,563
OANT_RS15775,BAB_RS27375,87.179,78,10,0,1,78,1,78,4.86e-50,148
OANT_RS15780,BAB_RS27380,88.057,628,68,3,1,626,1,623,0.0,1113
OANT_RS15785,BAB_RS30385,89.017,346,37,1,16,360,1,346,0.0,617
OANT_RS15790,BAB_RS30380,87.865,445,54,0,1,445,1,445,0.0,771
OANT_RS15795,BAB_RS30375,97.183,497,14,0,1,497,1,497,0.0,976
OANT_RS15800,BAB_RS30365,86.645,307,41,0,1,307,1,307,0.0,533
OANT_RS15805,BAB_RS30360,93.587,499,32,0,1,499,1,499,0.0,991
OANT_RS15810,BAB_RS30345,84.149,429,68,0,1,429,1,429,0.0,739
OANT_RS15815,BAB_RS30340,98.013,151,3,0,1,151,1,151,9.68e-109,302
OANT_RS15820,BAB_RS30335,80.193,207,41,0,1,207,1,207,2.32e-120,337
OANT_RS15825,BAB_RS30330,96.346,520,19,0,1,520,1,520,0.0,1041
OANT_RS15835,BAB_RS30550,22.034,295,186,8,8,271,5,286,3.39e-14,69.3
OANT_RS15840,BAB_RS28155,49.563,343,169,3,2,341,5,346,7.26e-105,308
OANT_RS15845,BAB_RS28150,47.036,506,265,3,7,510,10,514,1.99e-157,455
OANT_RS15850,BAB_RS28145,35.897,78,49,1,108,185,115,191,4.80e-09,51.2
OANT_RS15855,BAB_RS28160,51.027,292,140,3,22,310,23,314,2.96e-90,268
OANT_RS15865,BAB_RS27050,26.126,444,279,21,10,439,3,411,1.20e-17,81.3
OANT_RS15875,BAB_RS30185,25.000,240,164,5,1,230,8,241,1.89e-14,67.0
OANT_RS15880,BAB_RS32575,30.000,290,197,6,27,313,27,313,3.15e-32,125
OANT_RS15890,BAB_RS30110,32.841,271,176,3,1,266,1,270,1.14e-42,145
OANT_RS15895,BAB_RS28160,27.149,221,153,4,50,265,40,257,1.59e-15,72.8
OANT_RS15900,BAB_RS18620,44.578,498,268,5,11,504,18,511,3.18e-141,413
OANT_RS15905,BAB_RS23785,35.127,316,194,3,26,332,15,328,2.47e-53,175
OANT_RS15910,BAB_RS28125,29.195,298,206,4,25,320,11,305,6.97e-30,112
OANT_RS15915,BAB_RS27205,24.919,309,165,10,14,318,11,256,7.62e-21,87.4
OANT_RS15920,BAB_RS28135,28.711,512,306,20,18,512,8,477,3.39e-42,155
OANT_RS15930,BAB_RS18650,29.555,494,312,12,6,483,3,476,3.60e-35,134
OANT_RS15935,BAB_RS18195,32.282,412,252,6,10,416,4,393,3.57e-60,198
OANT_RS15960,BAB_RS17580,42.951,305,172,2,39,341,11,315,2.71e-79,242
OANT_RS15975,BAB_RS28520,26.794,418,275,12,4,407,7,407,2.93e-25,105
OANT_RS15980,BAB_RS31245,39.157,332,195,3,25,352,7,335,2.19e-81,248
OANT_RS15985,BAB_RS23535,46.996,283,144,1,32,308,16,298,1.12e-83,251
OANT_RS15990,BAB_RS31235,46.332,259,135,4,5,260,10,267,1.80e-70,218
OANT_RS15995,BAB_RS23525,44.130,247,120,6,19,254,22,261,3.08e-59,186
OANT_RS16000,BAB_RS27600,27.119,295,162,11,40,302,101,374,3.36e-15,72.4
OANT_RS16010,BAB_RS29185,25.389,193,117,3,1,166,6,198,1.61e-12,63.5
OANT_RS16015,BAB_RS30940,29.787,188,126,2,20,204,10,194,8.70e-21,84.0
OANT_RS16020,BAB_RS19290,37.083,240,140,6,107,338,104,340,1.26e-38,137
OANT_RS16045,BAB_RS23755,40.909,286,168,1,43,327,14,299,1.09e-70,226
OANT_RS16055,BAB_RS30065,93.689,412,26,0,1,412,1,412,0.0,793
OANT_RS16060,BAB_RS30060,79.878,164,33,0,1,164,1,164,4.32e-88,251
OANT_RS16065,BAB_RS30100,93.067,375,26,0,1,375,1,375,0.0,719
OANT_RS16070,BAB_RS30095,89.141,396,43,0,1,396,1,396,0.0,683
OANT_RS16075,BAB_RS26510,30.739,257,160,6,1,253,3,245,5.54e-31,112
OANT_RS16080,BAB_RS30085,86.577,298,40,0,257,554,1,298,0.0,536
OANT_RS16085,BAB_RS30075,85.538,325,47,0,1,325,1,325,0.0,582
OANT_RS16090,BAB_RS22940,51.059,425,204,2,10,433,19,440,5.12e-146,420
OANT_RS16095,BAB_RS26560,26.957,230,148,4,348,564,110,332,2.98e-18,83.2
OANT_RS16100,BAB_RS21370,32.892,453,266,8,9,427,5,453,8.87e-69,222
OANT_RS16105,BAB_RS30665,79.654,231,47,0,1,231,1,231,1.94e-130,364
OANT_RS16110,BAB_RS30635,83.607,305,50,0,2,306,5,309,0.0,541
OANT_RS16115,BAB_RS30630,90.769,325,30,0,1,325,1,325,0.0,588
OANT_RS16120,BAB_RS30625,74.713,174,39,1,1,169,1,174,6.64e-94,266
OANT_RS16125,BAB_RS33465,83.665,502,82,0,1,502,1,502,0.0,866
OANT_RS16130,BAB_RS30610,77.297,185,42,0,1,185,1,185,6.47e-110,309
OANT_RS16135,BAB_RS21100,83.645,214,35,0,37,250,22,235,6.40e-129,371
OANT_RS16145,BAB_RS28860,24.017,229,162,5,4,224,14,238,1.66e-15,71.2
OANT_RS16150,BAB_RS17295,53.972,428,186,3,1,417,1,428,7.39e-150,429
OANT_RS16155,BAB_RS29790,35.211,284,181,3,10,292,3,284,1.63e-44,150
OANT_RS16165,BAB_RS30925,27.637,474,317,12,28,492,18,474,1.56e-35,135
OANT_RS16170,BAB_RS31300,41.060,302,174,2,14,315,15,312,5.76e-69,214
OANT_RS16175,BAB_RS30915,45.091,275,148,3,3,276,12,284,8.63e-68,209
OANT_RS16180,BAB_RS15965,47.834,554,255,10,2,542,3,535,5.96e-154,449
OANT_RS16190,BAB_RS20450,40.872,367,207,4,6,367,7,368,1.25e-82,253
OANT_RS16200,BAB_RS16950,41.920,427,246,2,221,646,265,690,1.13e-104,330
OANT_RS16210,BAB_RS23835,75.097,514,95,6,1,497,1,498,0.0,654
OANT_RS16215,BAB_RS31460,100.000,25,0,0,1,25,1,25,4.46e-11,46.6
OANT_RS16220,BAB_RS31455,96.000,25,1,0,1,25,1,25,1.50e-12,50.4
OANT_RS16225,BAB_RS31445,85.075,67,9,1,1,67,1,66,6.35e-25,108
OANT_RS16230,BAB_RS31440,92.105,38,3,0,1,38,1,38,2.68e-18,65.9
OANT_RS16235,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
OANT_RS16295,BAB_RS16245,38.604,487,280,7,34,506,1,482,2.93e-88,276
OANT_RS16300,BAB_RS16240,51.341,1081,490,15,6,1058,4,1076,0.0,1036
OANT_RS16340,BAB_RS25540,41.463,123,72,0,13,135,7,129,9.29e-28,97.1
OANT_RS16360,BAB_RS25085,34.746,472,283,11,283,737,2,465,3.91e-63,215
OANT_RS16440,BAB_RS17125,39.394,198,105,7,135,327,106,293,4.15e-24,97.1
OANT_RS16455,BAB_RS21320,38.318,107,57,3,3,107,6,105,1.73e-18,73.6
OANT_RS16460,BAB_RS17330,38.750,80,40,3,2,74,7,84,7.21e-08,42.4
OANT_RS16485,BAB_RS25735,29.000,200,96,7,2,157,7,204,4.07e-11,57.4
OANT_RS16490,BAB_RS18380,26.545,275,142,8,2,241,22,271,4.13e-22,90.5
OANT_RS16515,BAB_RS23210,36.134,119,71,1,57,175,57,170,1.56e-09,53.5
OANT_RS16560,BAB_RS20760,57.391,115,49,0,1,115,1,115,3.79e-49,150
OANT_RS16570,BAB_RS23565,35.632,87,52,2,2,88,13,95,5.60e-08,44.7
OANT_RS16580,BAB_RS16620,32.192,146,88,4,15,154,19,159,2.99e-17,70.9
OANT_RS16585,BAB_RS29455,50.602,249,114,6,5,247,3,248,7.66e-72,217
OANT_RS16590,BAB_RS22770,45.513,156,84,1,47,202,35,189,6.81e-47,150
OANT_RS16595,BAB_RS16170,39.706,136,82,0,27,162,199,334,1.80e-33,117
OANT_RS16605,BAB_RS25545,55.192,703,311,4,2,702,99,799,0.0,707
OANT_RS16610,BAB_RS25540,51.613,124,60,0,8,131,6,129,1.95e-38,124
OANT_RS16615,BAB_RS24050,27.072,181,128,2,7,185,10,188,5.31e-10,55.8
OANT_RS16625,BAB_RS26635,31.502,273,147,8,30,267,32,299,1.85e-25,101
OANT_RS16640,BAB_RS26670,22.262,831,545,28,14,783,17,807,1.02e-27,116
OANT_RS16665,BAB_RS26645,28.692,237,139,8,97,311,23,251,1.21e-13,67.0
OANT_RS16670,BAB_RS26640,34.239,184,114,5,192,371,200,380,1.93e-19,85.5
OANT_RS16680,BAB_RS30110,33.083,266,176,2,11,274,1,266,2.20e-33,121
OANT_RS16685,BAB_RS30050,31.579,76,52,0,15,90,18,93,6.87e-10,48.9
OANT_RS16690,BAB_RS18410,42.066,271,156,1,31,301,5,274,3.23e-55,179
OANT_RS16695,BAB_RS32575,29.639,415,281,5,26,432,20,431,3.89e-40,148
OANT_RS16700,BAB_RS20525,40.323,62,37,0,1,62,1,62,4.21e-11,49.7
OANT_RS16725,BAB_RS16955,50.453,662,316,3,131,787,94,748,0.0,642
OANT_RS16730,BAB_RS18410,33.333,264,176,0,25,288,12,275,4.27e-41,141
OANT_RS16735,BAB_RS28900,36.486,74,40,3,431,498,459,531,9.68e-08,50.8
OANT_RS16755,BAB_RS16960,67.143,140,46,0,1,140,1,140,4.39e-66,196
OANT_RS16760,BAB_RS22980,33.333,78,50,1,4,81,289,364,1.87e-08,51.6
OANT_RS16770,BAB_RS16955,67.742,744,236,2,83,824,7,748,0.0,996
OANT_RS16775,BAB_RS20525,38.710,62,38,0,1,62,2,63,2.35e-09,45.1
OANT_RS16795,BAB_RS24890,39.344,61,36,1,21,80,12,72,4.35e-08,46.6
OANT_RS16805,BAB_RS25370,29.524,105,67,3,146,243,107,211,4.85e-10,55.1
OANT_RS16815,BAB_RS17820,43.195,169,95,1,32,200,36,203,1.46e-43,141
OANT_RS16825,BAB_RS18735,48.511,235,104,3,27,245,5,238,9.05e-74,221
OANT_RS16830,BAB_RS27425,30.206,437,269,15,3,425,6,420,5.52e-41,148
OANT_RS16835,BAB_RS27430,48.402,219,113,0,1,219,1,219,3.15e-71,213
OANT_RS16875,BAB_RS22470,34.934,229,111,11,19,227,21,231,1.75e-13,70.1
OANT_RS16880,BAB_RS31650,26.786,112,77,2,207,313,205,316,1.09e-10,58.5
OANT_RS16885,BAB_RS27415,27.168,346,229,11,14,343,3,341,3.66e-16,77.8
OANT_RS16890,BAB_RS29005,36.792,212,134,0,108,319,6,217,5.26e-38,132
OANT_RS16895,BAB_RS28605,25.888,394,281,4,6,394,12,399,1.72e-36,135
OANT_RS16900,BAB_RS29010,29.304,273,158,9,2,266,11,256,3.30e-21,86.7
OANT_RS16910,BAB_RS32575,25.358,489,330,8,6,469,12,490,1.12e-30,121
OANT_RS16970,BAB_RS21210,30.653,199,108,6,3,195,17,191,1.81e-18,76.6
OANT_RS16990,BAB_RS21195,26.744,258,161,8,83,324,148,393,9.45e-14,68.2
OANT_RS17000,BAB_RS27995,96.000,25,1,0,1,25,1,25,2.66e-11,47.4
OANT_RS17005,BAB_RS28000,86.705,173,23,0,1,173,1,173,5.53e-110,307
OANT_RS17010,BAB_RS28005,81.173,324,57,1,1,320,6,329,0.0,531
OANT_RS17015,BAB_RS28010,88.034,234,25,1,1,231,1,234,4.96e-144,399
OANT_RS17020,BAB_RS28015,90.625,64,6,0,1,64,1,64,1.80e-39,120
OANT_RS17025,BAB_RS28020,94.595,370,20,0,1,370,1,370,0.0,717
OANT_RS17030,BAB_RS28025,87.393,349,44,0,1,349,1,349,0.0,631
OANT_RS17035,BAB_RS28030,77.742,620,131,4,13,625,13,632,0.0,959
OANT_RS17040,BAB_RS28035,94.186,344,20,0,1,344,1,344,0.0,677
OANT_RS17045,BAB_RS28040,76.027,146,35,0,1,146,1,146,2.56e-82,236
OANT_RS17050,BAB_RS28045,91.429,140,12,0,1,140,1,140,4.87e-94,265
OANT_RS17065,BAB_RS19125,29.388,245,166,5,3,245,1,240,1.34e-21,89.0
OANT_RS17070,BAB_RS27225,28.682,129,82,2,18,143,14,135,7.62e-10,53.1
OANT_RS17075,BAB_RS28050,94.286,140,8,0,1,140,1,140,8.97e-96,269
OANT_RS17080,BAB_RS28055,94.030,201,12,0,1,201,1,201,4.11e-143,394
OANT_RS17090,BAB_RS28060,86.942,291,38,0,1,291,41,331,0.0,503
OANT_RS17095,BAB_RS28065,100.000,68,0,0,1,68,1,68,2.51e-49,146
OANT_RS17100,BAB_RS28070,91.379,116,10,0,1,116,1,116,1.91e-76,218
OANT_RS17105,BAB_RS28075,93.842,682,42,0,1,682,1,682,0.0,1279
OANT_RS17110,BAB_RS28080,94.336,459,26,0,3,461,7,465,0.0,865
OANT_RS17115,BAB_RS28085,98.191,608,11,0,1,608,1,608,0.0,1214
OANT_RS17125,BAB_RS29540,34.194,310,186,5,5,309,1,297,2.39e-44,150
OANT_RS17130,BAB_RS29535,34.844,353,218,4,1,345,1,349,1.91e-56,184
OANT_RS17135,BAB_RS29530,39.208,505,292,6,5,498,10,510,9.72e-108,327
OANT_RS17140,BAB_RS31360,26.543,486,309,15,1,459,3,467,2.84e-22,95.5
OANT_RS17145,BAB_RS29545,32.203,236,153,5,34,263,22,256,4.33e-27,105
OANT_RS17155,BAB_RS28090,88.205,195,23,0,1,195,1,195,8.05e-122,339
OANT_RS17160,BAB_RS27590,32.240,183,119,4,298,475,304,486,1.86e-16,78.6
OANT_RS17165,BAB_RS25630,53.627,386,178,1,1,386,1,385,2.94e-145,414
OANT_RS17175,BAB_RS27950,37.343,399,235,5,10,402,10,399,1.12e-70,226
OANT_RS17180,BAB_RS15965,46.503,529,275,4,6,531,5,528,4.15e-166,479
OANT_RS17185,BAB_RS28530,49.378,241,122,0,51,291,35,275,4.35e-81,243
OANT_RS17190,BAB_RS28525,43.887,319,178,1,6,324,9,326,2.86e-92,275
OANT_RS17195,BAB_RS28520,45.759,507,271,2,24,527,31,536,4.60e-155,450
OANT_RS17200,BAB_RS30730,32.906,234,143,5,22,249,12,237,2.20e-28,105
OANT_RS17210,BAB_RS31800,24.821,419,258,15,30,422,27,414,1.07e-18,85.1
OANT_RS17215,BAB_RS23510,52.145,303,145,0,12,314,20,322,2.32e-110,320
OANT_RS17220,BAB_RS27945,31.852,270,178,3,7,275,10,274,1.28e-33,122
OANT_RS17235,BAB_RS30055,77.636,313,70,0,1,313,1,313,2.51e-169,469
OANT_RS17245,BAB_RS27540,27.128,188,128,5,19,201,97,280,9.12e-15,67.8
OANT_RS17250,BAB_RS30050,85.417,96,14,0,15,110,6,101,3.49e-55,164
OANT_RS17255,BAB_RS30045,65.441,136,47,0,1,136,1,136,2.67e-61,181
OANT_RS17260,BAB_RS30040,66.434,143,48,0,1,143,1,143,5.69e-68,199
OANT_RS17265,BAB_RS31100,35.046,545,332,5,43,576,59,592,2.09e-102,319
OANT_RS17270,BAB_RS25285,29.381,194,126,5,1,189,21,208,1.14e-19,80.1
OANT_RS17275,BAB_RS19125,30.472,233,152,7,9,234,1,230,1.95e-16,74.7
OANT_RS17280,BAB_RS28395,68.750,368,113,2,28,393,23,390,0.0,532
OANT_RS17285,BAB_RS28400,72.000,350,98,0,1,350,6,355,0.0,506
OANT_RS17290,BAB_RS28405,75.261,287,71,0,16,302,13,299,1.30e-142,400
OANT_RS17295,BAB_RS28410,78.929,280,59,0,1,280,1,280,2.32e-149,416
OANT_RS17300,BAB_RS17055,25.602,332,197,7,20,346,35,321,7.32e-19,84.0
OANT_RS17305,BAB_RS26090,29.693,293,177,6,6,285,7,283,2.37e-34,123
OANT_RS17310,BAB_RS27775,39.187,541,311,7,9,533,12,550,1.50e-110,340
OANT_RS17320,BAB_RS28160,24.898,245,175,3,73,312,73,313,3.64e-16,74.3
OANT_RS17325,BAB_RS23785,38.968,349,188,4,4,344,1,332,4.06e-76,234
OANT_RS17330,BAB_RS31640,43.849,504,268,8,17,508,5,505,1.75e-139,409
OANT_RS17335,BAB_RS22400,34.866,261,163,4,162,419,256,512,5.42e-40,146
OANT_RS17340,BAB_RS16950,33.254,421,267,7,216,628,258,672,8.50e-64,221
OANT_RS17360,BAB_RS29220,52.568,584,267,4,1,583,1,575,0.0,624
OANT_RS17365,BAB_RS26085,30.108,93,64,1,3,95,4,95,7.86e-09,45.8
OANT_RS17380,BAB_RS19440,91.453,234,20,0,1,234,1,234,1.41e-163,448
OANT_RS17385,BAB_RS27945,35.662,272,163,6,4,268,8,274,8.57e-49,161
OANT_RS17400,BAB_RS30540,89.167,480,52,0,63,542,1,480,0.0,841
OANT_RS17415,BAB_RS30105,89.655,145,15,0,1,145,1,145,1.09e-97,274
