Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS28455,BME_RS12590,2.46e-178,486,99.582,2.45e-178,486,99.582
BAB_RS28460,BME_RS17190,1.03e-34,108,100,1.02e-34,108,100
BAB_RS28465,BME_RS12595,8.86e-35,110,100,6.82e-35,110,100
BAB_RS28470,BME_RS12600,7.64e-46,137,100,7.6e-46,137,100
BAB_RS28475,BME_RS12605,0,1230,99.665,0,1230,99.665
BAB_RS28480,BME_RS12610,0,818,100,0,818,100
BAB_RS28485,BME_RS12615,0,1498,99.729,0,1498,99.729
BAB_RS28490,BME_RS12620,3.68e-161,441,99.083,3.66e-161,441,99.083
BAB_RS28495,BME_RS12625,0,650,100,0,650,100
BAB_RS28500,BME_RS12630,0,1135,99.819,0,1135,99.819
BAB_RS28505,BME_RS12635,1.91e-97,273,100,1.9e-97,273,100
BAB_RS28510,BME_RS12640,1.22e-156,429,96.313,1.17e-156,429,96.313
BAB_RS28515,BME_RS12645,1.34e-82,233,99.123,1.34e-82,233,99.123
BAB_RS28520,BME_RS12650,0,1091,100,0,1091,100
BAB_RS28525,BME_RS12655,0,638,99.699,0,638,99.699
BAB_RS28530,BME_RS12660,0,529,100,0,529,100
BAB_RS28535,BME_RS12665,0,501,100,0,501,100
BAB_RS28540,BME_RS12670,0,496,99.6,0,496,99.6
BAB_RS28545,BME_RS12675,0,541,99.262,0,541,99.262
BAB_RS28550,BME_RS12680,0,600,100,0,600,100
BAB_RS28555,BME_RS12685,0,1230,99.506,0,1230,99.506
BAB_RS28560,BME_RS12690,1.07e-170,466,100,1.06e-170,466,100
BAB_RS28565,BME_RS12695,0,1012,99.796,0,1012,99.796
BAB_RS28570,BME_RS12700,0,507,99.197,0,507,99.197
BAB_RS28575,BME_RS12705,0,821,96.759,0,821,96.759
BAB_RS28580,BME_RS12710,2.92e-66,191,100,2.9e-66,191,100
BAB_RS28585,BME_RS12715,1.4e-177,484,99.593,1.39e-177,484,99.593
BAB_RS28590,BME_RS12720,2.96e-111,309,100,2.94e-111,309,100
BAB_RS28595,BME_RS12725,9.31e-169,462,100,1.11e-168,462,100
BAB_RS28600,BME_RS12730,2.04e-104,291,100,2.03e-104,291,100
BAB_RS28605,BME_RS12735,0,874,100,0,874,100
BAB_RS28610,BME_RS12740,7.25e-86,242,100,7.21e-86,242,100
BAB_RS28615,BME_RS12745,0,987,99.79,0,987,99.79
BAB_RS28620,BME_RS12750,1.21e-60,176,100,1.2e-60,176,100
BAB_RS28625,BME_RS12755,1.15e-71,205,100,1.15e-71,205,100
BAB_RS28630,BME_RS12760,0,649,99.379,0,649,99.379
BAB_RS28635,BME_RS12765,0,1021,99.804,0,1021,99.804
BAB_RS28640,BME_RS12770,0,950,99.781,0,950,99.781
BAB_RS28645,BME_RS12775,0,501,99.194,0,501,99.194
BAB_RS28650,BME_RS12780,3.67e-99,278,100,3.77e-99,278,100
BAB_RS28655,BME_RS12785,0,1404,99.57,0,1404,99.57
BAB_RS28660,BME_RS12790,6.37e-47,140,100,6.33e-47,140,100
BAB_RS28665,BME_RS12795,0,574,98.958,0,574,98.958
BAB_RS28670,BME_RS12800,0,706,99.709,0,706,99.709
BAB_RS28675,BME_RS12805,0,632,100,0,632,100
BAB_RS28680,BME_RS12810,0,531,99.621,0,531,99.621
BAB_RS28685,BME_RS12815,0,978,98.364,0,978,98.364
BAB_RS28690,BME_RS12820,4.08e-89,251,100,4.06e-89,251,100
BAB_RS28695,BME_RS12825,0,524,100,0,524,100
BAB_RS28705,BME_RS12835,0,827,99.513,0,827,99.513
BAB_RS28710,BME_RS12840,0,509,100,0,509,100
BAB_RS28715,BME_RS12845,0,709,100,0,709,100
BAB_RS28720,BME_RS12850,0,581,99.317,0,581,99.317
BAB_RS28730,BME_RS12855,0,607,99,0,607,99
BAB_RS28740,BME_RS12870,0,737,99.727,0,737,99.727
BAB_RS28745,BME_RS12875,0,583,99.003,0,583,99.003
BAB_RS28750,BME_RS12880,0,584,99.653,0,584,99.653
BAB_RS28755,BME_RS12885,0,573,99.331,0,573,99.331
BAB_RS28760,BME_RS12890,3.34e-108,301,100,3.33e-108,301,100
BAB_RS28765,BME_RS12895,0,784,99.486,0,784,99.486
BAB_RS28770,BME_RS12900,0,909,100,0,909,100
BAB_RS28780,BME_RS12910,0,568,100,0,568,100
BAB_RS28785,BME_RS12915,0,720,98.889,0,720,98.889
BAB_RS28790,BME_RS12920,2.54e-30,96.7,100,2.53e-30,96.7,100
BAB_RS28795,BME_RS12925,0,738,99.183,0,738,99.183
BAB_RS28800,BME_RS12930,6.07e-85,240,100,6.04e-85,240,100
BAB_RS28805,BME_RS12935,0,1900,99.678,0,1900,99.678
BAB_RS28810,BME_RS12940,2.52e-119,330,98.78,2.5e-119,330,98.78
BAB_RS28815,BME_RS12945,0,2485,99.756,0,2485,99.756
BAB_RS28820,BME_RS12950,0,701,99.413,0,701,99.413
BAB_RS28825,BME_RS12955,0,1323,91.777,0,1323,91.777
BAB_RS28830,BME_RS12960,0,709,99.433,0,709,99.433
BAB_RS28835,BME_RS12965,0,544,99.624,0,544,99.624
BAB_RS28840,BME_RS12970,0,557,99.257,0,557,99.257
BAB_RS28845,BME_RS12975,0,617,100,0,617,100
BAB_RS28850,BME_RS12980,0,1250,99.671,0,1250,99.671
BAB_RS28855,BME_RS12985,0,1293,99.685,0,1293,99.685
BAB_RS28860,BME_RS12990,0,553,99.638,0,553,99.638
BAB_RS28865,BME_RS12995,0,666,99.701,0,666,99.701
BAB_RS28870,BME_RS13000,0,738,99.198,0,738,99.198
BAB_RS28875,BME_RS13005,0,603,99.336,0,603,99.336
BAB_RS28880,BME_RS13010,2.8e-136,375,98.913,2.79e-136,375,98.913
BAB_RS28885,BME_RS13015,9.04e-129,355,99.429,8.99e-129,355,99.429
BAB_RS28890,BME_RS13020,0,832,100,0,832,100
BAB_RS28895,BME_RS13025,2e-91,257,96.947,1.99e-91,257,96.947
BAB_RS28900,BME_RS13030,0,1082,99.813,0,1082,99.813
BAB_RS28905,BME_RS13035,1.07e-126,350,100,1.06e-126,350,100
BAB_RS28910,BME_RS13040,2.8e-50,149,100,2.78e-50,149,100
BAB_RS28915,BME_RS13045,0,734,98.91,0,734,98.91
BAB_RS28920,BME_RS13050,0,745,99.728,0,745,99.728
BAB_RS28925,BME_RS13055,0,682,99.705,0,682,99.705
BAB_RS28930,BME_RS13060,0,863,100,0,863,100
BAB_RS28935,BME_RS13065,4.38e-96,269,99.248,4.36e-96,269,99.248
BAB_RS28940,BME_RS13070,2.72e-81,230,100,2.71e-81,230,100
BAB_RS28945,BME_RS13075,0,540,99.627,0,540,99.627
BAB_RS28950,BME_RS13080,3.62e-116,322,100,3.6e-116,322,100
BAB_RS28955,BME_RS13085,0,858,99.762,0,858,99.762
BAB_RS28960,BME_RS13090,0,586,99.659,0,586,99.659
BAB_RS28970,BME_RS13095,2.03e-143,398,99.505,2.93e-143,398,99.505
BAB_RS28975,BME_RS13100,0,756,100,0,756,100
BAB_RS28985,BME_RS13110,0,915,99.787,0,915,99.787
BAB_RS28990,BME_RS13115,0,492,100,0,492,100
BAB_RS28995,BME_RS13120,0,1017,99.018,0,1017,99.018
BAB_RS29000,BME_RS13125,0,518,99.605,0,518,99.605
BAB_RS29005,BME_RS13130,5.37e-158,433,98.673,5.34e-158,433,98.673
BAB_RS29010,BME_RS13135,0,506,98.833,0,506,98.833
BAB_RS29015,BME_RS13140,0,2447,99.419,0,2447,99.419
BAB_RS29020,BME_RS13145,2.95e-148,407,99.505,2.93e-148,407,99.505
BAB_RS29025,BME_RS13150,0,509,100,0,509,100
BAB_RS29030,BME_RS13155,0,610,99.685,0,610,99.685
BAB_RS29035,BME_RS13160,0,611,99.688,0,611,99.688
BAB_RS29040,BME_RS13165,0,641,100,0,641,100
BAB_RS29050,BME_RS13175,9.33e-96,268,100,9.28e-96,268,100
BAB_RS29055,BME_RS13180,0,1111,99.456,0,1111,99.456
BAB_RS29060,BME_RS13185,0,497,100,0,497,100
BAB_RS29065,BME_RS13190,1.72e-55,176,97.701,1.55e-55,176,97.701
BAB_RS29070,BME_RS13195,0,603,99.344,0,603,99.344
BAB_RS29075,BME_RS13200,4.86e-28,90.9,100,4.83e-28,90.9,100
BAB_RS29085,BME_RS13205,1.7e-114,318,100,1.69e-114,318,100
BAB_RS29090,BME_RS13210,1.78e-88,272,97.183,1e-88,273,89.933
BAB_RS29095,BME_RS13215,5.15e-150,411,98.492,5.12e-150,411,98.492
BAB_RS29100,BME_RS13220,0,1066,99.088,0,1066,99.088
BAB_RS29105,BME_RS13225,0,709,99.145,0,709,99.145
BAB_RS29110,BME_RS17255,6.7e-122,342,99.422,4.1e-122,342,99.422
BAB_RS29115,BME_RS13235,1.61e-180,494,98.425,1.37e-180,494,98.425
BAB_RS29120,BME_RS13240,0,888,99.538,0,888,99.538
BAB_RS29125,BME_RS13245,0,706,99.422,0,706,99.422
BAB_RS29130,BME_RS13250,0,1209,99.666,0,1209,99.666
BAB_RS29135,BME_RS13255,7.02e-173,472,99.16,6.98e-173,472,99.16
BAB_RS29140,BME_RS13260,0,497,100,0,497,100
BAB_RS29145,BME_RS13265,1.05e-96,286,96.129,1.04e-96,286,96.129
BAB_RS29150,BME_RS13270,0,558,99.654,0,558,99.654
BAB_RS29155,BME_RS13275,0,791,99.744,0,791,99.744
BAB_RS29160,BME_RS13280,0,708,99.435,0,708,99.435
BAB_RS29165,BME_RS13285,1.63e-154,422,99.512,1.62e-154,422,99.512
BAB_RS29170,BME_RS13290,3.13e-162,444,100,2.73e-162,444,100
BAB_RS29175,BME_RS13295,1.44e-102,286,100,1.43e-102,286,100
BAB_RS29180,BME_RS13300,0,551,100,0,551,100
BAB_RS29185,BME_RS13305,0,601,99.338,0,601,99.338
BAB_RS29190,BME_RS13310,0,679,99.698,0,679,99.698
BAB_RS29195,BME_RS13315,0,632,99.672,0,632,99.672
BAB_RS29200,BME_RS13320,0,509,99.219,0,509,99.219
BAB_RS29205,BME_RS17265,1.74e-80,238,96.748,1.73e-80,238,96.748
BAB_RS29210,BME_RS13335,6.14e-172,469,100,6.11e-172,469,100
BAB_RS29255,BME_RS13350,8e-64,184,100,7.95e-64,184,100
BAB_RS29260,BME_RS13355,2.76e-12,49.7,100,2.74e-12,49.7,100
BAB_RS29265,BME_RS13360,0,493,100,0,493,100
BAB_RS29270,BME_RS13365,5.07e-45,135,96.923,5.04e-45,135,96.923
BAB_RS29275,BME_RS13370,6.53e-40,122,100,6.5e-40,122,100
BAB_RS29280,BME_RS13375,3.75e-72,206,100,3.72e-72,206,100
BAB_RS29285,BME_RS13380,7.85e-89,250,100,7.81e-89,250,100
BAB_RS29290,BME_RS13385,1.22e-109,308,99.346,1.9e-109,308,99.346
BAB_RS29295,BME_RS13390,3.84e-12,49.3,100,3.82e-12,49.3,100
BAB_RS29300,BME_RS13395,0,1465,99.588,0,1465,99.588
BAB_RS29305,BME_RS13400,0,912,100,0,912,100
BAB_RS29310,BME_RS13405,1.66e-38,126,92.537,7.45e-39,127,92.537
BAB_RS29315,BME_RS13410,2.97e-66,191,100,2.95e-66,191,100
BAB_RS29320,BME_RS13415,1.44e-89,252,100,1.43e-89,252,100
BAB_RS29325,BME_RS13420,0,912,98.915,0,912,98.915
BAB_RS29330,BME_RS13425,1.2e-34,108,100,1.19e-34,108,100
BAB_RS29335,BME_RS13430,0,734,99.474,0,734,99.474
BAB_RS29340,BME_RS13435,4.92e-178,485,99.177,4.89e-178,485,99.177
BAB_RS29345,BME_RS13440,1.76e-92,261,99.2,1.43e-92,261,99.2
BAB_RS29350,BME_RS13445,0,1567,99.361,0,1567,99.361
BAB_RS29355,BME_RS13450,0,1781,99.772,0,1781,99.772
BAB_RS29365,BME_RS13460,0,776,100,0,776,100
BAB_RS29370,BME_RS13465,5.67e-136,375,98.507,5.64e-136,375,98.507
BAB_RS29375,BME_RS13470,0,859,99.766,0,859,99.766
BAB_RS29380,BME_RS13475,0,654,100,0,654,100
BAB_RS29385,BME_RS13480,0,1112,100,0,1112,100
BAB_RS29390,BME_RS13485,1.45e-115,321,98.765,1.44e-115,321,98.765
BAB_RS29395,BME_RS13490,8.49e-178,484,100,8.44e-178,484,100
BAB_RS29400,BME_RS13495,2.76e-65,188,100,2.74e-65,188,100
BAB_RS29405,BME_RS13500,0,998,99.594,0,998,99.594
BAB_RS29415,BME_RS13510,0,1439,100,0,1439,100
BAB_RS29420,BME_RS13515,0,607,99.353,0,607,99.353
BAB_RS29425,BME_RS13520,0,504,98.413,0,504,98.413
BAB_RS29430,BME_RS13525,0,1018,100,0,1018,100
BAB_RS29435,BME_RS13530,1.76e-121,336,100,1.75e-121,336,100
BAB_RS29440,BME_RS13535,1.05e-12,50.8,100,1.04e-12,50.8,100
BAB_RS29445,BME_RS13540,0,786,99.741,0,786,99.741
BAB_RS29450,BME_RS13545,0,1734,99.771,0,1734,99.771
BAB_RS29455,BME_RS13550,1.01e-175,480,100,1e-175,480,100
BAB_RS29460,BME_RS13555,0,910,99.78,0,910,99.78
BAB_RS29465,BME_RS13560,0,1246,99.671,0,1246,99.671
BAB_RS29470,BME_RS13565,0,1405,100,0,1405,100
BAB_RS29475,BME_RS13570,2.51e-66,191,97.938,2.55e-66,191,97.938
BAB_RS29480,BME_RS13575,0,2362,99.573,0,2362,99.573
BAB_RS29485,BME_RS13580,4.92e-103,287,100,4.89e-103,287,100
BAB_RS29490,BME_RS13585,3.03e-167,456,99.554,3.01e-167,456,99.554
BAB_RS29495,BME_RS13590,0,1263,99.837,0,1263,99.837
BAB_RS29500,BME_RS13595,2.69e-151,414,100,2.67e-151,414,100
BAB_RS29505,BME_RS13600,1.5e-83,236,100,1.49e-83,236,100
BAB_RS29510,BME_RS13605,0,833,100,0,833,100
BAB_RS29515,BME_RS13610,0,552,99.638,0,552,99.638
BAB_RS29520,BME_RS13615,4.17e-177,483,100,4.15e-177,483,100
BAB_RS29530,BME_RS13625,0,1040,100,0,1040,100
BAB_RS29535,BME_RS13630,0,555,99.643,0,555,99.643
BAB_RS29540,BME_RS13635,0,575,98.366,0,575,98.366
BAB_RS29545,BME_RS13640,0,721,98.873,0,721,98.873
BAB_RS29550,BME_RS13645,0,901,100,0,901,100
BAB_RS29555,BME_RS13650,8.51e-115,318,97.516,8.47e-115,318,97.516
BAB_RS29560,BME_RS13655,8.58e-75,213,99.029,8.54e-75,213,99.029
BAB_RS29565,BME_RS13660,2.63e-77,219,100,2.61e-77,219,100
BAB_RS29570,BME_RS13665,2.56e-111,309,100,2.55e-111,309,100
BAB_RS29575,BME_RS13670,9.68e-111,308,99.342,9.63e-111,308,99.342
BAB_RS29580,BME_RS13675,1.14e-15,58.5,100,1.13e-15,58.5,100
BAB_RS29585,BME_RS13680,8.8e-97,271,100,8.75e-97,271,100
BAB_RS29590,BME_RS13685,7.95e-78,221,100,7.9e-78,221,100
BAB_RS29600,BME_RS13695,5.99e-113,313,99.355,5.96e-113,313,99.355
BAB_RS29605,BME_RS13700,4.19e-81,230,99.145,4.16e-81,230,99.145
BAB_RS29610,BME_RS13705,0,649,96.037,0,649,96.037
BAB_RS29615,BME_RS13715,2.21e-151,414,100,2.19e-151,414,100
BAB_RS29625,BME_RS13735,3.7e-42,149,97.26,3.67e-42,149,97.26
BAB_RS29630,BME_RS13740,5.9e-41,125,98.333,1.05e-40,125,98.333
BAB_RS29635,BME_RS13745,1.25e-122,339,100,1.25e-122,339,100
BAB_RS29640,BME_RS13750,0,500,99.588,0,500,99.588
BAB_RS29645,BME_RS13755,1.04e-137,378,100,1.04e-137,378,100
BAB_RS29650,BME_RS13760,0,952,99.789,0,952,99.789
BAB_RS29655,BME_RS13765,6.55e-09,55.1,41.975,5.41e-09,55.5,41.975
BAB_RS29660,BME_RS13770,0,662,99.39,0,662,99.39
BAB_RS29665,BME_RS13775,3.91e-131,369,98.333,2.29e-131,369,98.333
BAB_RS29670,BME_RS13780,2.49e-84,238,100,2.48e-84,238,100
BAB_RS29675,BME_RS13785,0,1085,99.81,0,1085,99.81
BAB_RS29680,BME_RS13790,0,1083,99.619,0,1083,99.619
BAB_RS29685,BME_RS13795,0,595,99.674,0,595,99.674
BAB_RS29690,BME_RS13800,0,741,98.939,0,741,98.939
BAB_RS29695,BME_RS13805,0,1083,100,0,1083,100
BAB_RS29700,BME_RS13810,3.72e-161,440,99.528,3.69e-161,440,99.528
BAB_RS29705,BME_RS08980,1.52e-95,267,98.462,1.52e-95,267,98.462
BAB_RS29715,BME_RS13815,0,851,100,0,851,100
BAB_RS29720,BME_RS13820,0,690,100,0,690,100
BAB_RS29725,BME_RS13825,0,1648,99.513,0,1648,99.513
BAB_RS29730,BME_RS13830,1.08e-171,469,99.567,1.17e-171,469,99.567
BAB_RS29735,BME_RS13835,0,914,98.915,0,914,98.915
BAB_RS29740,BME_RS13840,0,857,99.768,0,857,99.768
BAB_RS29745,BME_RS13845,0,692,99.703,0,692,99.703
BAB_RS29750,BME_RS13850,0,814,96.341,0,814,96.341
BAB_RS29755,BME_RS13855,1.7e-58,170,100,1.69e-58,170,100
BAB_RS29760,BME_RS13860,0,678,100,0,678,100
BAB_RS29765,BME_RS13865,0,734,98.596,0,734,98.596
BAB_RS29770,BME_RS13870,0,549,100,0,549,100
BAB_RS29775,BME_RS13875,0,630,100,0,630,100
BAB_RS29790,BME_RS13890,0,594,100,0,594,100
BAB_RS29795,BME_RS13895,0,513,99.611,0,513,99.611
BAB_RS29800,BME_RS13900,2.86e-33,104,100,2.84e-33,104,100
BAB_RS29805,BME_RS13905,6.21e-10,56.6,96.296,6.5e-10,56.6,96.296
BAB_RS29810,BME_RS13910,0,1057,100,0,1057,100
BAB_RS29815,BME_RS13915,0,1063,99.286,0,1063,99.286
BAB_RS29820,BME_RS13920,0,1137,99.654,0,1137,99.654
BAB_RS29825,BME_RS13925,5.08e-131,361,100,5.05e-131,361,100
BAB_RS29830,BME_RS13930,8.23e-84,237,100,8.18e-84,237,100
BAB_RS29835,BME_RS13935,7.08e-61,177,100,7.04e-61,177,100
BAB_RS29840,BME_RS13940,3.36e-125,346,99.415,3.34e-125,346,99.415
BAB_RS29845,BME_RS13945,0,1064,99.446,0,1064,99.446
BAB_RS29850,BME_RS13950,6.37e-77,219,99.107,6.34e-77,219,99.107
BAB_RS29855,BME_RS13955,0,1921,99.794,0,1921,99.794
BAB_RS29860,BME_RS13960,0,899,100,0,899,100
BAB_RS29865,BME_RS13965,3.35e-150,411,100,3.34e-150,411,100
BAB_RS29870,BME_RS13970,1.34e-125,347,100,1.33e-125,347,100
BAB_RS29875,BME_RS13975,3.62e-68,195,100,3.6e-68,195,100
BAB_RS29880,BME_RS13980,0,714,100,0,714,100
BAB_RS29885,BME_RS13985,0,752,99.206,0,752,99.206
BAB_RS29890,BME_RS13990,1.63e-155,426,99.528,1.62e-155,426,99.528
BAB_RS29895,BME_RS13995,0,874,99.528,0,874,99.528
BAB_RS29900,BME_RS14000,0,660,100,0,660,100
BAB_RS29905,BME_RS15780,1.09e-105,295,100,1.08e-105,295,100
BAB_RS29910,BME_RS14015,0,635,99.673,0,635,99.673
BAB_RS29915,BME_RS14020,0,608,99.661,0,608,99.661
BAB_RS29920,BME_RS14025,0,955,100,0,955,100
BAB_RS29930,BME_RS14035,6.79e-151,417,100,6.49e-151,417,100
BAB_RS29935,BME_RS14040,3.76e-108,301,100,3.74e-108,301,100
BAB_RS29940,BME_RS14045,0,849,99.528,0,849,99.528
BAB_RS29945,BME_RS14050,1.07e-84,239,100,1.06e-84,239,100
BAB_RS29950,BME_RS14055,7.31e-46,137,100,7.27e-46,137,100
BAB_RS29955,BME_RS14060,1.34e-44,134,100,1.33e-44,134,100
BAB_RS29960,BME_RS14065,2.36e-176,481,100,2.35e-176,481,100
BAB_RS29965,BME_RS14070,0,947,99.789,0,947,99.789
BAB_RS29970,BME_RS14075,0,707,100,0,707,100
BAB_RS29975,BME_RS14080,4.57e-153,446,97.357,4.54e-153,446,97.357
BAB_RS29980,BME_RS14085,8.3e-116,321,99.383,8.26e-116,321,99.383
BAB_RS29985,BME_RS14095,0,739,100,0,739,100
BAB_RS29990,BME_RS14100,0,514,99.608,0,514,99.608
BAB_RS29995,BME_RS14105,0,523,99.632,0,523,99.632
BAB_RS30000,BME_RS14110,4.75e-95,266,99.242,4.73e-95,266,99.242
BAB_RS30005,BME_RS14115,0,760,100,0,760,100
BAB_RS30020,BME_RS14125,0,614,99.363,0,614,99.363
BAB_RS30025,BME_RS14130,8.67e-179,487,100,8.62e-179,487,100
BAB_RS30030,BME_RS14135,0,695,99.716,0,695,99.716
BAB_RS30035,BME_RS14140,8.17e-174,474,100,8.12e-174,474,100
BAB_RS30040,BME_RS14145,4.85e-100,280,100,4.82e-100,280,100
BAB_RS30045,BME_RS14150,4.01e-89,252,100,3.98e-89,252,100
BAB_RS30050,BME_RS14155,1.38e-75,215,100,1.38e-75,215,100
BAB_RS30055,BME_RS14160,0,613,99.681,0,613,99.681
BAB_RS30060,BME_RS14165,3.16e-120,333,100,3.15e-120,333,100
BAB_RS30065,BME_RS14170,0,835,99.515,0,835,99.515
BAB_RS30070,BME_RS14175,2.47e-26,86.3,100,2.45e-26,86.3,100
BAB_RS30075,BME_RS14180,0,662,99.694,0,662,99.694
BAB_RS30085,BME_RS14185,0,611,99.333,0,611,99.333
BAB_RS30095,BME_RS14195,0,786,98.737,0,786,98.737
BAB_RS30100,BME_RS14200,0,706,100,0,706,100
BAB_RS30105,BME_RS14205,5.36e-109,303,99.315,5.33e-109,303,99.315
BAB_RS30110,BME_RS14210,0,590,100,0,590,100
BAB_RS30115,BME_RS14215,0,829,99.538,0,829,99.538
BAB_RS30120,BME_RS14220,4.5e-38,116,100,4.48e-38,116,100
BAB_RS30125,BME_RS14225,0,895,100,0,895,100
BAB_RS30140,BME_RS14235,2.03e-149,410,98.5,2.2e-149,410,98.5
BAB_RS30145,BME_RS17355,4.14e-57,167,100,3.64e-57,167,100
BAB_RS30150,BME_RS14350,0,837,100,0,837,100
BAB_RS30155,BME_RS14355,0,1461,99.863,0,1461,99.863
BAB_RS30160,BME_RS14360,0,529,100,0,529,100
BAB_RS30165,BME_RS14365,0,515,99.206,0,515,99.206
BAB_RS30170,BME_RS14370,9.13e-63,181,100,9.08e-63,181,100
BAB_RS30175,BME_RS14375,0,766,99.742,0,766,99.742
BAB_RS30180,BME_RS14380,0,993,99.609,0,993,99.609
BAB_RS30185,BME_RS14385,0,503,100,0,503,100
BAB_RS30190,BME_RS14390,0,1079,99.81,0,1079,99.81
BAB_RS30195,BME_RS14395,0,544,99.636,0,544,99.636
BAB_RS30200,BME_RS14400,0,565,100,0,565,100
BAB_RS30205,BME_RS14405,0,612,99.016,0,612,99.016
BAB_RS30210,BME_RS14410,0,682,99.112,0,682,99.112
BAB_RS30215,BME_RS14415,0,642,100,0,642,100
BAB_RS30220,BME_RS14420,0,670,99.392,0,670,99.392
BAB_RS30225,BME_RS14425,0,676,99.698,0,676,99.698
BAB_RS30230,BME_RS14430,0,752,99.733,0,752,99.733
BAB_RS30235,BME_RS14435,0,795,98.997,0,795,98.997
BAB_RS30240,BME_RS14440,0,966,99.16,0,966,99.16
BAB_RS30245,BME_RS14445,0,1115,100,0,1115,100
BAB_RS30250,BME_RS14450,0,542,99.632,0,542,99.632
BAB_RS30255,BME_RS14455,0,535,99.623,0,535,99.623
BAB_RS30260,BME_RS14460,5.4e-172,469,100,5.37e-172,469,100
BAB_RS30265,BME_RS14465,0,1221,99.507,0,1221,99.507
BAB_RS30275,BME_RS14475,0,811,99.752,0,811,99.752
BAB_RS30280,BME_RS14480,0,671,100,0,671,100
BAB_RS30285,BME_RS14485,4.9e-168,458,100,4.88e-168,458,100
BAB_RS30290,BME_RS14490,0,788,99.742,0,788,99.742
BAB_RS30300,BME_RS14500,0,806,99.501,0,806,99.501
BAB_RS30305,BME_RS14505,0,1646,99.874,0,1646,99.874
BAB_RS30310,BME_RS14510,0,942,98.532,0,942,98.532
BAB_RS30315,BME_RS14515,0,546,100,0,546,100
BAB_RS30320,BME_RS14520,3.13e-96,269,99.242,3.11e-96,269,99.242
BAB_RS30325,BME_RS14525,1.16e-135,373,100,1.15e-135,373,100
BAB_RS30330,BME_RS14530,0,915,98.904,0,915,98.904
BAB_RS30335,BME_RS14535,3.45e-153,420,99.524,3.43e-153,420,99.524
BAB_RS30340,BME_RS14540,3.35e-110,306,100,3.33e-110,306,100
BAB_RS30345,BME_RS14545,4.6e-39,142,100,4.57e-39,142,100
BAB_RS30350,BME_RS14555,4.64e-106,300,81.373,1.03e-112,317,81.373
BAB_RS30360,BME_RS14565,0,1046,100,0,1046,100
BAB_RS30365,BME_RS14570,0,644,99.685,0,644,99.685
BAB_RS30370,BME_RS14575,0,758,98.925,0,758,98.925
BAB_RS30375,BME_RS14580,0,1000,100,0,1000,100
BAB_RS30380,BME_RS14585,0,895,100,0,895,100
BAB_RS30385,BME_RS14590,0,709,100,0,709,100
BAB_RS30390,BME_RS14595,0,962,100,0,962,100
BAB_RS30395,BME_RS14600,0,967,99.788,0,967,99.788
BAB_RS30400,BME_RS17370,2.4e-83,249,99.2,2.38e-83,249,99.2
BAB_RS30405,BME_RS14615,0,1081,99.434,0,1081,99.434
BAB_RS30410,BME_RS14620,5.78e-57,166,100,5.75e-57,166,100
BAB_RS30415,BME_RS14625,1.39e-79,226,100,1.38e-79,226,100
BAB_RS30420,BME_RS14630,1.96e-113,328,85.641,1.95e-113,328,85.641
BAB_RS30425,BME_RS14635,0,999,99.804,0,999,99.804
BAB_RS30430,BME_RS14640,0,960,99.569,0,960,99.569
BAB_RS30435,BME_RS14650,5.18e-127,351,100,5.15e-127,351,100
BAB_RS30440,BME_RS14655,0,811,98.054,0,811,98.054
BAB_RS30450,BME_RS14660,0,1991,94.393,0,1991,94.393
BAB_RS30455,BME_RS14665,1.88e-121,336,100,1.87e-121,336,100
BAB_RS30460,BME_RS14670,5.3e-132,363,99.429,5.27e-132,363,99.429
BAB_RS30465,BME_RS14675,6.96e-49,145,100,6.92e-49,145,100
BAB_RS30470,BME_RS14680,2.05e-178,488,99.225,2.04e-178,488,99.225
BAB_RS30475,BME_RS14685,0,750,97.692,0,750,97.692
BAB_RS30480,BME_RS14690,0,724,99.437,0,724,99.437
BAB_RS30485,BME_RS14695,0,701,100,0,701,100
BAB_RS30490,BME_RS14700,3.84e-90,254,98.462,3.82e-90,254,98.462
BAB_RS30495,BME_RS14705,2.33e-13,52.4,100,2.32e-13,52.4,100
BAB_RS30505,BME_RS14715,4.51e-62,180,100,4.48e-62,180,100
BAB_RS30510,BME_RS14720,0,536,99.631,0,536,99.631
BAB_RS30515,BME_RS14725,0,498,100,0,498,100
BAB_RS30520,BME_RS14730,0,677,99.392,0,677,99.392
BAB_RS30525,BME_RS14735,0,1538,100,0,1538,100
BAB_RS30530,BME_RS14740,1.02e-98,276,100,1.01e-98,276,100
BAB_RS30535,BME_RS14745,2.67e-52,154,100,2.65e-52,154,100
BAB_RS30540,BME_RS14750,0,560,100,0,560,100
BAB_RS30545,BME_RS14755,1.27e-52,156,100,9.55e-53,156,100
BAB_RS30550,BME_RS14760,0,708,98.305,0,708,98.305
BAB_RS30555,BME_RS14765,0,531,99.234,0,531,99.234
BAB_RS30565,BME_RS14775,4.33e-136,379,98.01,5.72e-136,379,98.01
BAB_RS30570,BME_RS14780,2.19e-94,283,93.548,1.72e-94,283,93.548
BAB_RS30575,BME_RS14800,0,613,99.674,0,613,99.674
BAB_RS30580,BME_RS14805,0,767,99.437,0,767,99.437
BAB_RS30585,BME_RS14810,0,1069,99.805,0,1069,99.805
