Abortus2308,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS31500,SMc04242,1.29e-54,166,62.4,5.85e-55,166,62.4
BAB_RS31510,SMc03057,3.27e-22,85.9,28.947,1.77e-22,85.9,28.947
BAB_RS31520,SMc03071,3.77e-29,104,46.715,1.78e-29,104,46.715
BAB_RS31530,SMc03055,1.38e-60,189,40.426,6.81e-61,189,40.426
BAB_RS31540,SMc03054,0,619,68.667,0,603,68.667
BAB_RS31550,SMc03053,8.88e-41,127,68.966,4.47e-41,127,68.966
BAB_RS31555,SMc03052,3.95e-44,139,53.906,7.87e-42,132,57.944
BAB_RS31560,SMc03051,4.57e-52,160,59.231,2.25e-52,160,59.231
BAB_RS31565,SMc03050,6.86e-30,101,47,1.09e-35,115,48.246
BAB_RS31570,SMc03049,3.98e-66,210,36.544,1.23e-68,215,38.202
BAB_RS31575,SMc03048,8.72e-99,303,41.649,8.05e-110,330,41.649
BAB_RS31580,SMc03047,2.88e-112,332,48.544,8.48e-111,327,48.058
BAB_RS31585,SMc03046,4.48e-102,292,70.222,6.66e-110,311,70.222
BAB_RS31590,SMc03045,1.15e-85,248,65.169,5.71e-86,248,65.169
BAB_RS31600,SMc03043,2.93e-37,138,31.941,1.22e-40,147,31.818
BAB_RS31605,SMc03042,1.31e-104,311,42.75,7.11e-105,311,42.75
BAB_RS31610,SMc03041,1.46e-08,50.8,30.131,7e-09,50.8,30.131
BAB_RS31615,SMc03014,8.33e-156,456,45.338,3.29e-147,432,45.338
BAB_RS31620,SMc03040,1.2e-74,228,44,2.23e-60,191,44
BAB_RS31625,SMc02406,9.57e-79,287,43.787,1.65e-75,274,43.787
BAB_RS31635,SM_b20902,1.44e-76,236,44.951,8.46e-77,236,44.951
BAB_RS31650,SMa2412,5.95e-12,62.8,31.356,2.92e-12,62.8,31.356
BAB_RS31660,SMc02778,2.79e-118,337,63.241,1.39e-118,337,63.241
BAB_RS31700,SMa1761,1.34e-136,396,53.141,6.9e-137,396,53.141
BAB_RS31705,SMa1855,4.33e-96,294,38.549,4.17e-92,283,38.041
BAB_RS31715,SMa1334,1.23e-49,170,33.083,1.35e-55,185,33.083
BAB_RS31785,SM_b20232,8.26e-50,165,33.667,7.07e-48,159,34.05
BAB_RS31800,SMc00127,6.13e-21,93.2,26.398,3.19e-21,93.2,26.398
BAB_RS31805,SMc02344,8.2e-16,74.3,26.727,4.44e-16,74.3,26.727
BAB_RS31810,SMc02346,7.71e-77,232,50,7.09e-73,221,50
BAB_RS31815,SM_b21528,1.63e-42,143,38.462,3.16e-49,160,38.462
BAB_RS31820,SMa2303,9.73e-29,113,28.338,2.83e-33,125,28.994
BAB_RS31875,SMa1266,0,562,61.111,0,566,61.111
BAB_RS31880,SM_b20598,1.18e-153,438,55.89,2.9e-154,439,55.89
BAB_RS31885,SM_b20045,5.99e-74,229,39.766,3.07e-74,229,39.766
BAB_RS31940,SMc04229,1.33e-13,63.9,34.343,6.84e-14,63.9,34.343
BAB_RS31945,SMc05021,1.98e-16,61.2,96.875,1.03e-16,61.2,96.875
BAB_RS31950,SM_b21488,0,578,75.405,0,561,75.405
BAB_RS31975,SMc01708,7.21e-57,213,33.687,1.08e-64,238,33.952
BAB_RS32010,SMc01008,2.84e-11,54.3,41.333,1.85e-11,54.3,41.333
BAB_RS32020,SMc01126,0,604,82.979,0,646,82.979
BAB_RS32065,SM_b20941,0,696,62.89,0,702,62.706
BAB_RS32145,SMc01821,0,741,72.899,0,741,72.899
BAB_RS32270,SMa0841,1.53e-23,92,68.852,3.67e-24,92,68.852
BAB_RS32280,SMa1174,8.88e-44,145,61.983,2.4e-44,145,61.983
BAB_RS32410,SMc02119,7.68e-69,220,56.667,1.15e-78,244,56.667
BAB_RS32705,SMc04478,3.52e-27,94.4,61.905,1.55e-27,94.4,61.905
BAB_RS32795,SMc00786,0,752,67.985,0,722,68.35
BAB_RS32915,SMc03235,1.41e-33,114,39.437,7.09e-34,114,39.437
BAB_RS32945,SM_b21211,5.57e-54,189,44.186,2.15e-60,206,44.186
BAB_RS33125,SMa0203,6.5e-09,53.9,32.051,6.71e-09,53.1,38.272
BAB_RS33230,SMa1651,1.61e-37,135,35.776,1.62e-37,135,35.776
BAB_RS33260,SM_b21156,1.73e-16,70.5,55.738,1.04e-16,70.5,55.738
BAB_RS33310,SMa1749,2.04e-17,73.9,39.286,2.23e-17,73.9,39.286
BAB_RS33360,SMc02873,0,728,83.055,0,728,83.055
BAB_RS33400,SMc02512,5.07e-20,85.5,33.166,5.36e-20,85.5,33.166
BAB_RS33460,SM_b20325,3.12e-26,96.3,80.822,8.82e-26,96.3,80.822
BAB_RS33465,SMa1288,0,722,74.059,0,722,74.059
BAB_RS33490,SMc00791,9.82e-56,166,68.421,4.93e-56,166,68.421
BAB_RS33520,SM_b21475,1.85e-09,47.4,39.683,6.65e-10,47.4,39.683
