Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS13180,OANT_RS19500,0,877,82.189,0,850,82.156
BME_RS13185,OANT_RS19495,6.56e-164,451,88.095,4.17e-164,451,88.095
BME_RS13190,OANT_RS19490,2.22e-53,171,93.258,1.56e-53,171,93.258
BME_RS13195,OANT_RS19485,0,505,90.759,0,529,90.759
BME_RS13200,OANT_RS25845,7.67e-25,83.2,88.889,4.88e-25,83.2,88.889
BME_RS13205,OANT_RS19480,1.99e-95,270,82.803,1.29e-95,270,82.803
BME_RS13210,OANT_RS19475,8.32e-86,266,86.577,1.53e-85,265,86.577
BME_RS13215,OANT_RS19470,7.58e-135,373,88.945,4.82e-135,373,88.945
BME_RS13220,OANT_RS19405,0,938,91.241,0,936,91.241
BME_RS13225,OANT_RS19400,0,638,88.889,0,638,88.889
BME_RS13235,OANT_RS19390,1.96e-174,479,94.882,1.46e-174,479,94.882
BME_RS13240,OANT_RS19385,0,850,95.116,0,850,95.116
BME_RS13245,OANT_RS19345,0,616,85.507,0,616,85.507
BME_RS13250,OANT_RS19310,0,1037,92.007,0,1056,92.007
BME_RS13255,OANT_RS19305,7.25e-166,454,94.118,4.61e-166,454,94.118
BME_RS13260,OANT_RS19300,7.1e-159,438,92.369,5.38e-159,437,92.369
BME_RS13265,OANT_RS19295,6.56e-74,228,85.806,9.19e-75,230,85.806
BME_RS13270,OANT_RS19290,0,548,96.54,0,548,96.54
BME_RS13275,OANT_RS19285,0,768,95.385,0,768,95.385
BME_RS13280,OANT_RS19280,1.24e-177,494,67.514,2.58e-164,460,67.514
BME_RS13285,OANT_RS19275,6e-134,371,86.341,3.82e-134,371,86.341
BME_RS13290,OANT_RS19270,1.1e-151,418,91.163,8.02e-152,418,91.163
BME_RS13295,OANT_RS19265,1.08e-89,254,94.531,6.66e-90,254,94.531
BME_RS13300,OANT_RS19260,1.13e-153,426,77.186,7.06e-154,426,77.186
BME_RS13305,OANT_RS19255,0,546,89.667,0,546,89.667
BME_RS13310,OANT_RS19250,0,686,83.805,0,686,83.805
BME_RS13315,OANT_RS19245,4.92e-149,417,64.746,3.13e-149,417,64.746
BME_RS13320,OANT_RS19240,3.67e-152,421,82.47,2.29e-152,421,82.47
BME_RS13335,OANT_RS19230,5.73e-161,441,92.576,3.64e-161,441,92.576
BME_RS13345,OANT_RS19110,7.26e-72,219,49.537,1.04e-71,218,49.537
BME_RS13350,OANT_RS19105,5.86e-46,140,88.372,4.4e-46,139,88.372
BME_RS13355,OANT_RS19100,4.34e-12,49.7,100,2.76e-12,49.7,100
BME_RS13375,OANT_RS23335,3.3e-48,146,68.317,2.12e-48,146,68.317
BME_RS13390,OANT_RS19020,6.04e-12,49.3,100,3.84e-12,49.3,100
BME_RS13400,OANT_RS19015,0,800,86.486,0,800,86.486
BME_RS13405,OANT_RS19010,1.51e-32,110,76.119,1.63e-32,110,76.119
BME_RS13410,OANT_RS19005,5.88e-47,142,81.053,2.2e-55,163,81.053
BME_RS13415,OANT_RS19000,4.03e-86,244,96.748,2.57e-86,244,96.748
BME_RS13420,OANT_RS18995,0,715,75.054,0,715,75.054
BME_RS13425,OANT_RS18990,1.89e-34,108,100,1.2e-34,108,100
BME_RS13430,OANT_RS18985,0,647,91.579,0,639,91.579
BME_RS13435,OANT_RS18980,3.46e-123,347,74.486,1.62e-122,345,74.486
BME_RS13440,OANT_RS18975,7.18e-78,224,82.927,5.58e-78,224,82.927
BME_RS13445,OANT_RS18970,0,1402,88.55,0,1415,88.55
BME_RS13450,OANT_RS18965,0,1644,92.542,0,1642,94.242
BME_RS13460,OANT_RS18955,0,627,80.67,0,627,80.67
BME_RS13465,OANT_RS18950,8.49e-117,327,84.08,1.97e-107,303,84.08
BME_RS13470,OANT_RS18945,0,782,91.121,0,782,91.121
BME_RS13475,OANT_RS18940,0,635,97.516,0,635,97.516
BME_RS13480,OANT_RS18935,0,980,88.007,0,980,88.007
BME_RS13485,OANT_RS18930,1.18e-105,296,89.697,7.65e-106,296,89.697
BME_RS13490,OANT_RS18925,1.79e-166,456,93.191,1.13e-166,456,93.191
BME_RS13495,OANT_RS18920,4.1e-53,158,93.684,2.16e-53,158,93.684
BME_RS13500,OANT_RS18910,0,936,95.335,0,935,95.335
BME_RS13510,OANT_RS18895,0,1342,92.493,0,1308,92.351
BME_RS13515,OANT_RS18890,6.83e-179,493,80.195,6.81e-179,493,80.195
BME_RS13520,OANT_RS18885,1.42e-156,433,83.922,9.76e-157,433,83.922
BME_RS13525,OANT_RS18870,0,709,68.542,0,709,68.542
BME_RS13530,OANT_RS18865,1.29e-69,206,75.581,1.75e-69,204,73.256
BME_RS13535,OANT_RS18850,1.65e-12,50.8,100,1.05e-12,50.8,100
BME_RS13540,OANT_RS18840,0,722,89.351,0,722,89.351
BME_RS13545,OANT_RS18835,0,1550,90.482,0,1551,90.482
BME_RS13550,OANT_RS18830,1.05e-156,432,91.968,4.26e-164,451,93.173
BME_RS13555,OANT_RS18825,0,800,87.982,0,820,87.665
BME_RS13560,OANT_RS18820,0,1150,92.586,0,1139,92.586
BME_RS13565,OANT_RS18815,0,1331,94.16,0,1331,94.16
BME_RS13570,OANT_RS18810,2.6e-61,179,90.722,1.62e-61,179,90.722
BME_RS13575,OANT_RS18805,0,2257,94.44,0,2202,94.44
BME_RS13585,OANT_RS18800,8.98e-150,413,89.286,5.71e-150,413,89.286
BME_RS13590,OANT_RS18795,0,1077,83.224,0,1077,83.224
BME_RS13595,OANT_RS18790,1.22e-147,406,98.039,7.75e-148,406,98.039
BME_RS13600,OANT_RS18785,8.45e-75,214,87.5,5.37e-75,214,87.5
BME_RS13605,OANT_RS18780,0,702,83.863,0,702,83.863
BME_RS13610,OANT_RS18775,5.37e-175,481,89.591,2.72e-177,486,89.591
BME_RS13615,OANT_RS18770,1.4e-163,452,90.756,1.21e-163,452,90.756
BME_RS13625,OANT_RS18765,0,941,90.038,0,941,90.038
BME_RS13630,OANT_RS18760,0,510,94.643,0,512,94.643
BME_RS13635,OANT_RS18755,0,544,94.771,0,544,94.771
BME_RS13640,OANT_RS18750,0,687,92.958,0,687,92.958
BME_RS13645,OANT_RS18740,0,875,96.568,0,875,96.568
BME_RS13650,OANT_RS18735,4.21e-111,310,93.789,2.68e-111,310,93.789
BME_RS13655,OANT_RS25825,1.07e-67,196,86.408,6.81e-68,196,86.408
BME_RS13660,OANT_RS18725,8.28e-68,196,85.437,5.27e-68,196,85.437
BME_RS13665,OANT_RS18690,1e-104,293,92.81,6.38e-105,293,92.81
BME_RS13670,OANT_RS18685,3.42e-100,281,88.158,2.17e-100,281,88.158
BME_RS13675,OANT_RS18675,1.44e-10,46.2,92,8.19e-11,46.2,92
BME_RS13690,OANT_RS26105,2.4e-21,82.8,41.071,3.34e-21,82.8,41.071
BME_RS13695,OANT_RS23785,4.48e-18,73.6,37.795,2.8e-18,73.6,37.795
BME_RS13700,OANT_RS14235,3.79e-47,145,55.357,3.46e-41,129,55.357
BME_RS13705,OANT_RS24605,4.12e-102,306,50.641,4.23e-102,306,50.641
BME_RS13715,OANT_RS22340,6e-14,64.7,30.065,3.55e-14,64.7,30.065
BME_RS13740,OANT_RS22745,2.51e-24,86.3,46.316,1.49e-24,86.3,46.316
BME_RS13745,OANT_RS22750,3.82e-55,169,58.896,6.47e-61,183,58.896
BME_RS13750,OANT_RS22755,1.31e-148,414,78.189,1.07e-148,414,78.189
BME_RS13755,OANT_RS22760,5.89e-56,172,50.588,3.91e-56,172,50.588
BME_RS13760,OANT_RS22765,0,732,82.143,0,733,82.143
BME_RS13770,OANT_RS22775,0,525,77.064,0,525,77.064
BME_RS13775,OANT_RS22780,2.71e-101,293,78.333,2.8e-101,293,78.333
BME_RS13780,OANT_RS13295,4.72e-20,75.9,36.667,2.92e-20,75.9,36.667
BME_RS13785,OANT_RS18590,0,978,90.095,0,975,90.095
BME_RS13790,OANT_RS18595,0,980,88.571,0,980,88.571
BME_RS13795,OANT_RS18600,0,588,97.394,0,588,97.394
BME_RS13800,OANT_RS18605,0,676,92.308,0,676,92.308
BME_RS13805,OANT_RS18610,0,1032,94.757,0,1032,94.757
BME_RS13810,OANT_RS18465,6.58e-131,364,81.043,4.19e-131,364,81.043
BME_RS13815,OANT_RS18415,0,749,88.761,0,770,88.761
BME_RS13820,OANT_RS18400,0,582,83.481,0,568,83.481
BME_RS13825,OANT_RS18380,0,1273,80.476,0,1253,80.19
BME_RS13830,OANT_RS18370,2.52e-142,396,78.715,2.5e-142,396,78.715
BME_RS13835,OANT_RS18365,0,820,88.503,0,820,88.503
BME_RS13840,OANT_RS18360,0,759,89.474,0,759,88.787
BME_RS13845,OANT_RS18355,0,680,97.329,0,680,97.329
BME_RS13850,OANT_RS18350,0,839,97.561,0,839,97.561
BME_RS13860,OANT_RS18345,0,614,87.688,0,614,87.688
BME_RS13865,OANT_RS18340,0,686,91.292,0,686,91.292
BME_RS13870,OANT_RS18335,0,528,94.982,0,528,94.982
BME_RS13875,OANT_RS18330,0,601,93.949,0,601,93.949
BME_RS13890,OANT_RS18320,0,506,85.324,0,506,85.324
BME_RS13895,OANT_RS18315,4.2e-173,474,92.188,2.66e-173,474,92.188
BME_RS13900,OANT_RS25815,8.4e-31,98.6,94.118,5.34e-31,98.6,94.118
BME_RS13905,OANT_RS18305,3.73e-08,51.6,85.185,2.3e-08,52,85.185
BME_RS13910,OANT_RS18300,0,999,92.952,0,999,92.952
BME_RS13915,OANT_RS18295,0,771,76.786,0,799,76.786
BME_RS13920,OANT_RS18290,0,824,76.117,0,853,76.117
BME_RS13925,OANT_RS18285,4.71e-125,347,94.944,3e-125,347,94.944
BME_RS13930,OANT_RS18275,1.47e-70,204,84.348,1.51e-59,176,84.348
BME_RS13935,OANT_RS18270,1.01e-43,134,87.097,2.88e-45,137,87.097
BME_RS13940,OANT_RS18265,9.11e-74,216,69.006,9.25e-84,241,69.006
BME_RS13945,OANT_RS18260,0,868,88.561,0,877,88.561
BME_RS13950,OANT_RS18255,2.22e-74,213,95.536,1.41e-74,213,95.536
BME_RS13955,OANT_RS18250,0,1679,90.329,0,1691,90.329
BME_RS13960,OANT_RS18245,0,600,65.766,0,582,65.766
BME_RS13965,OANT_RS18240,4.21e-130,361,85.93,2.68e-130,361,85.93
BME_RS13970,OANT_RS18210,1.21e-117,327,92.442,7.72e-118,327,92.442
BME_RS13975,OANT_RS18145,4.53e-45,137,64.516,2.88e-45,137,64.516
BME_RS13980,OANT_RS14630,0,523,76.087,0,523,76.087
BME_RS13985,OANT_RS14625,5.91e-153,434,60.054,4.17e-144,410,60.054
BME_RS13990,OANT_RS14620,2.17e-90,261,61.611,1.38e-90,261,61.611
BME_RS13995,OANT_RS14615,0,587,70.283,0,627,70.283
BME_RS14000,OANT_RS14610,4.4e-129,368,60.194,3e-129,368,60.39
BME_RS14015,OANT_RS18045,0,578,89.18,0,578,89.18
BME_RS14020,OANT_RS18055,0,514,86.691,0,514,86.691
BME_RS14035,OANT_RS18030,6.85e-111,317,72.33,4.51e-111,317,72.33
BME_RS14040,OANT_RS18020,3e-83,238,81.879,1.7e-89,254,81.879
BME_RS14045,OANT_RS18005,0,725,85.748,0,725,85.748
BME_RS14050,OANT_RS17965,1.89e-63,186,77.311,1.22e-63,186,77.311
BME_RS14075,OANT_RS17560,0,582,82.133,0,597,82.133
BME_RS14080,OANT_RS17565,1.05e-124,374,79.646,1.35e-122,368,85.222
BME_RS14085,OANT_RS17570,3.77e-68,201,78.912,9.06e-69,202,78.912
BME_RS14095,OANT_RS18565,0,584,83.529,0,577,83.529
BME_RS14100,OANT_RS18560,4.93e-160,441,85.039,3.14e-160,441,85.039
BME_RS14105,OANT_RS18555,1.55e-162,449,86.245,3.69e-167,460,86.245
BME_RS14110,OANT_RS15130,1.32e-74,215,83.206,1.1e-80,230,83.206
BME_RS14115,OANT_RS15170,0,629,89.067,0,639,89.067
BME_RS14120,OANT_RS15165,0,554,87.908,0,554,87.908
BME_RS14125,OANT_RS15160,4.9e-180,497,82.803,4.08e-177,489,82.803
BME_RS14130,OANT_RS15155,7.28e-104,298,69.196,8.11e-108,307,69.196
BME_RS14135,OANT_RS17730,0,568,85.345,0,546,85.345
BME_RS14140,OANT_RS22785,6.47e-124,348,73.191,4.1e-124,348,73.191
BME_RS14145,OANT_RS17260,9e-68,199,66.434,5.73e-68,199,66.434
BME_RS14150,OANT_RS17255,6e-57,171,65.441,2.68e-61,181,65.441
BME_RS14155,OANT_RS17250,5.09e-55,164,85.417,3.51e-55,164,85.417
BME_RS14160,OANT_RS17235,1.76e-159,445,77.955,5.09e-170,471,77.955
BME_RS14165,OANT_RS16060,1.38e-88,253,79.878,4.34e-88,251,79.878
BME_RS14170,OANT_RS16055,0,790,93.204,0,790,93.204
BME_RS14180,OANT_RS16085,0,580,85.231,0,580,85.231
BME_RS14185,OANT_RS16080,0,915,82.13,0,937,82.13
BME_RS14190,OANT_RS16075,9.94e-160,441,88.235,9.78e-154,425,88.235
BME_RS14195,OANT_RS16070,0,728,89.394,0,683,89.394
BME_RS14200,OANT_RS16065,0,640,92.464,0,659,92.464
BME_RS14205,OANT_RS17415,1.13e-98,277,90.345,7.32e-99,277,90.345
BME_RS14210,OANT_RS17615,5.77e-172,475,80.205,3.65e-172,475,80.205
BME_RS14215,OANT_RS17610,2.04e-103,311,75.214,2.15e-106,318,75.214
BME_RS14225,OANT_RS05620,3.69e-129,380,47.552,4.72e-136,397,47.489
BME_RS14230,OANT_RS14820,0,749,91.784,0,751,91.784
BME_RS14235,OANT_RS17555,5.1e-147,405,87.615,3.25e-147,405,87.615
BME_RS14240,OANT_RS17550,0,536,93.75,0,536,93.75
BME_RS14245,OANT_RS17545,2.45e-130,380,83.886,1.56e-130,380,83.886
BME_RS14255,OANT_RS17535,0,755,83.803,0,739,83.803
BME_RS14260,OANT_RS17530,0,650,91.785,0,669,91.785
BME_RS14265,OANT_RS17525,6.73e-171,484,59.806,6.93e-172,486,57.727
BME_RS14270,OANT_RS17520,0,808,88.667,0,808,88.667
BME_RS14275,OANT_RS17515,0,625,73.659,0,625,73.659
BME_RS14280,OANT_RS17510,4.8e-168,474,59.645,3.02e-168,474,59.645
BME_RS14285,OANT_RS17505,4.99e-83,252,44.231,3.05e-83,252,44.231
BME_RS14290,OANT_RS17500,0,627,63.984,0,625,63.984
BME_RS14295,OANT_RS17495,4.04e-160,451,68.848,1.14e-177,496,68.848
BME_RS14300,OANT_RS17490,0,511,80.678,0,511,80.678
BME_RS14305,OANT_RS17485,1.33e-99,284,70.466,8.48e-100,284,70.466
BME_RS14310,OANT_RS17480,0,706,80.952,0,706,80.952
BME_RS14315,OANT_RS17475,1.37e-109,310,81.522,1.57e-99,284,81.522
BME_RS14325,OANT_RS17470,0,555,69.75,0,555,69.75
BME_RS14330,OANT_RS17465,0,644,75.862,0,644,75.862
BME_RS14335,OANT_RS17460,0,771,87.981,0,751,87.981
BME_RS14340,OANT_RS17455,0,704,94.382,0,704,94.382
BME_RS14345,OANT_RS17450,4.65e-131,370,80,3.92e-131,370,80
BME_RS14350,OANT_RS17445,0,678,80.049,0,665,80.049
BME_RS14355,OANT_RS17440,0,1065,75.103,0,1066,75.103
BME_RS14360,OANT_RS17435,9.68e-154,426,81.008,6.23e-154,426,81.008
BME_RS14365,OANT_RS17430,1.05e-126,357,67.073,6.67e-127,357,67.073
BME_RS14370,OANT_RS25510,6.64e-33,106,63.768,4.37e-33,106,63.768
BME_RS14465,OANT_RS23145,9.58e-54,195,31.518,8.9e-57,203,30.293
BME_RS14485,OANT_RS20735,2.15e-24,94,30.516,1.38e-24,94,30.516
BME_RS14500,OANT_RS24440,2.65e-176,494,60.779,1.8e-167,471,60.779
BME_RS14505,OANT_RS24445,0,1392,81.599,0,1392,81.599
BME_RS14515,OANT_RS19915,3.14e-23,93.2,32.171,1.01e-20,85.9,30.855
BME_RS14530,OANT_RS15825,0,887,94.737,0,887,94.737
BME_RS14535,OANT_RS15820,1.71e-121,340,80.676,1.12e-121,340,80.676
BME_RS14540,OANT_RS15815,1.53e-108,302,98.013,9.73e-109,302,98.013
BME_RS14545,OANT_RS15810,2.33e-35,132,91.549,1.71e-35,132,91.549
BME_RS14565,OANT_RS15805,0,991,93.587,0,991,93.587
BME_RS14570,OANT_RS15800,0,549,86.319,0,531,86.319
BME_RS14575,OANT_RS03555,1.97e-43,150,34.228,2.98e-43,149,36.145
BME_RS14580,OANT_RS15795,0,976,97.183,0,976,97.183
BME_RS14585,OANT_RS15790,0,770,87.865,0,771,87.865
BME_RS14590,OANT_RS15785,0,646,89.474,0,646,89.474
BME_RS14595,OANT_RS14090,0,661,69.767,0,661,69.767
BME_RS14600,OANT_RS14085,0,825,85.957,0,798,85.957
BME_RS14650,OANT_RS12710,2.69e-29,103,42.169,3.65e-38,125,42.169
BME_RS14655,OANT_RS12650,8.94e-72,227,39.368,8.37e-71,224,39.08
BME_RS14680,OANT_RS19205,2.08e-150,417,89.062,1.01e-154,428,89.062
BME_RS14685,OANT_RS19210,0,647,85.678,0,672,85.678
BME_RS14690,OANT_RS19215,0,612,83.853,0,602,83.853
BME_RS14695,OANT_RS19220,0,625,90.294,0,625,90.294
BME_RS14700,OANT_RS21495,1.31e-51,157,77.037,1.87e-64,189,77.037
BME_RS14705,OANT_RS12605,3.66e-13,52.4,100,2.33e-13,52.4,100
BME_RS14715,OANT_RS15400,1.65e-44,136,81.319,1.04e-44,136,81.319
BME_RS14720,OANT_RS15395,4.64e-178,488,89.299,2.95e-178,488,89.299
BME_RS14725,OANT_RS15390,8.83e-135,377,75.403,5.48e-135,377,75.403
BME_RS14730,OANT_RS15310,0,636,93.617,0,636,93.617
BME_RS14735,OANT_RS15305,0,1411,91.34,0,1411,91.34
BME_RS14740,OANT_RS15300,3.52e-84,239,84.328,2.24e-84,239,84.328
BME_RS14745,OANT_RS15295,5.16e-47,141,90.411,3.28e-47,141,90.411
BME_RS14750,OANT_RS17400,1.32e-162,467,89.86,1.23e-167,480,89.86
BME_RS14760,OANT_RS15260,0,683,94.54,0,683,94.54
BME_RS14765,OANT_RS15255,0,499,91.571,0,499,91.571
BME_RS14775,OANT_RS15245,2.82e-180,494,93.455,1.83e-180,494,93.455
BME_RS14780,OANT_RS15240,3.54e-78,239,82.432,2.26e-78,239,82.432
BME_RS14785,OANT_RS15235,0,751,88.424,0,722,88.424
BME_RS14790,OANT_RS15230,0,628,91.124,0,628,91.124
BME_RS14795,OANT_RS14980,2.6e-139,387,81.356,1.67e-139,387,81.356
BME_RS14800,OANT_RS14985,0,1718,93.516,0,1694,94.432
BME_RS14805,OANT_RS14990,0,735,91.281,0,735,94.085
BME_RS14810,OANT_RS14995,0,1053,97.266,0,1053,97.266
BME_RS14815,OANT_RS15000,3.06e-146,405,84.549,8.27e-138,383,84.549
BME_RS14820,OANT_RS15005,3.27e-150,415,88.703,2e-153,423,88.703
BME_RS14825,OANT_RS15010,2.04e-163,452,86.517,2.03e-163,452,86.517
BME_RS14830,OANT_RS15015,5.69e-94,268,73.837,3.64e-94,268,73.837
BME_RS14835,OANT_RS16130,1.04e-109,309,77.297,6.51e-110,309,77.297
BME_RS14840,OANT_RS16125,0,874,84.064,0,874,84.064
BME_RS14845,OANT_RS16120,1.08e-93,266,74.713,6.68e-94,266,74.713
BME_RS14850,OANT_RS16115,0,590,90.769,0,588,90.769
BME_RS14855,OANT_RS16110,0,540,83.279,0,540,83.279
BME_RS14860,OANT_RS18550,0,523,90.714,0,523,90.714
BME_RS14865,OANT_RS18545,6.66e-170,467,93.511,4.66e-170,467,93.511
BME_RS14870,OANT_RS18540,4.83e-11,60.1,83.784,2.91e-11,60.5,83.784
BME_RS14875,OANT_RS15040,0,665,77.427,0,665,77.427
BME_RS14880,OANT_RS15035,9.15e-83,237,80.822,8.01e-80,229,80.822
BME_RS14890,OANT_RS22395,8.09e-126,358,68.045,9e-133,376,68.045
BME_RS14900,OANT_RS22400,1.07e-98,280,75,6.82e-99,280,75
BME_RS14905,OANT_RS22405,7.91e-151,420,87.681,2.93e-132,372,87.681
BME_RS14910,OANT_RS22410,0,521,85,0,531,84.142
BME_RS14915,OANT_RS22415,0,789,82.851,0,770,82.851
BME_RS14920,OANT_RS22420,0,1196,91.862,0,1200,91.862
BME_RS14925,OANT_RS22425,0,1264,84.295,0,1288,85.306
BME_RS14935,OANT_RS15190,0,1064,81.494,0,1051,81.494
BME_RS14940,OANT_RS15195,1.58e-98,279,77.143,1e-98,279,77.143
BME_RS14945,OANT_RS15200,2.91e-127,355,78.281,1.85e-127,355,78.281
BME_RS14950,OANT_RS14595,0,951,89.139,0,951,89.139
BME_RS14955,OANT_RS14590,9.07e-173,472,94.215,5.77e-173,472,94.215
BME_RS14960,OANT_RS14585,0,645,89.216,0,627,89.216
BME_RS14965,OANT_RS14580,0,517,94.182,0,517,94.182
BME_RS14970,OANT_RS14575,0,624,91.691,0,624,91.691
BME_RS14975,OANT_RS14570,1.57e-93,280,42.478,9.62e-94,280,42.478
BME_RS14980,OANT_RS22600,1.39e-147,408,84.348,8.83e-148,408,84.348
BME_RS14985,OANT_RS22595,6.98e-162,450,70.395,4.44e-162,450,70.395
BME_RS14990,OANT_RS22590,0,673,92.267,0,683,92.267
BME_RS14995,OANT_RS14880,5.69e-88,254,69.036,1.81e-94,270,72.626
BME_RS15000,OANT_RS14885,2.03e-120,336,82.292,1.3e-120,336,82.292
BME_RS15005,OANT_RS14890,0,570,71.094,0,570,71.094
BME_RS15010,OANT_RS22585,5.65e-41,128,63.366,3.5e-41,128,63.366
BME_RS15015,OANT_RS22580,9.51e-93,265,72.674,6.12e-93,265,72.674
BME_RS15020,OANT_RS22575,0,632,69.451,0,572,69.451
BME_RS15030,OANT_RS22635,0,1097,84.36,0,1097,84.36
BME_RS15035,OANT_RS22630,0,498,89.63,0,498,89.63
BME_RS15040,OANT_RS22625,0,850,93.541,0,850,93.541
BME_RS15045,OANT_RS22620,1.92e-106,297,91.333,1.22e-106,297,91.333
BME_RS15050,OANT_RS22615,6.92e-32,104,65.882,4.36e-32,104,65.882
BME_RS15055,OANT_RS22610,8.37e-98,278,73.545,5.27e-98,278,73.545
BME_RS15065,OANT_RS22605,4.6e-56,169,67.153,1.28e-64,191,67.153
BME_RS15070,OANT_RS21875,0,626,81.235,0,652,81.043
BME_RS15075,OANT_RS15030,4.31e-176,489,70.435,2.73e-176,489,70.435
BME_RS15080,OANT_RS15025,0,515,81.29,0,516,79.375
BME_RS15085,OANT_RS15020,3.13e-104,298,66.964,7.26e-98,281,66.964
BME_RS15125,OANT_RS16835,5.1e-71,213,48.402,3.17e-71,213,48.402
BME_RS15130,OANT_RS16830,8.66e-36,134,30.206,4.44e-41,148,30.206
BME_RS15175,OANT_RS20685,8.8e-20,88.2,28.391,7.69e-24,99.8,28.391
BME_RS15180,OANT_RS15780,0,1113,88.057,0,1113,88.057
BME_RS15185,OANT_RS15775,2.81e-49,147,85.897,1.79e-49,147,85.897
BME_RS15190,OANT_RS15770,0,563,80.531,0,563,80.531
BME_RS15195,OANT_RS15765,0,817,87.444,0,817,87.444
BME_RS15200,OANT_RS15760,3.81e-140,391,83.197,1.24e-148,412,83.197
BME_RS15205,OANT_RS15755,5.91e-51,152,85.542,3.76e-51,152,85.542
BME_RS15210,OANT_RS15750,4.13e-159,440,80.682,2.59e-159,440,80.682
BME_RS15215,OANT_RS15745,0,799,91.275,0,800,91.275
BME_RS15220,OANT_RS15740,0,1065,90.569,0,1070,90.569
BME_RS15225,OANT_RS15735,3.88e-178,490,81.754,4.11e-170,469,81.754
BME_RS15230,OANT_RS15730,0,794,85.43,0,794,85.43
BME_RS15235,OANT_RS15725,0,881,86.912,0,863,85.317
BME_RS15240,OANT_RS15720,1.65e-126,351,92.473,1.05e-126,351,92.473
BME_RS15245,OANT_RS15715,0,769,80.839,0,776,81.273
BME_RS15250,OANT_RS15710,1.63e-91,260,78.981,1.04e-91,260,78.981
BME_RS15255,OANT_RS15705,9.32e-81,235,71.429,2.68e-92,264,71.429
BME_RS15260,OANT_RS15700,2.43e-142,394,86.161,1.55e-142,394,86.161
BME_RS15265,OANT_RS15695,0,1872,93.107,0,1872,93.107
BME_RS15270,OANT_RS15685,0,534,79.573,0,534,79.573
BME_RS15275,OANT_RS15680,6.42e-176,484,84.173,4.09e-176,484,84.173
BME_RS15280,OANT_RS15670,3.39e-62,181,93.878,2.16e-62,181,93.878
BME_RS15285,OANT_RS15665,0,968,96.154,0,968,96.154
BME_RS15290,OANT_RS15650,3.13e-47,142,80.952,2.02e-47,142,80.952
BME_RS15295,OANT_RS15645,0,907,94.168,0,907,94.168
BME_RS15300,OANT_RS15640,3.66e-72,209,78.03,2.33e-72,209,78.03
BME_RS15315,OANT_RS15630,1.82e-153,422,90.83,1.16e-153,422,90.83
BME_RS15320,OANT_RS15625,0,642,85.106,0,642,85.106
BME_RS15325,OANT_RS15620,0,815,82.42,0,839,82.42
BME_RS15330,OANT_RS15615,7.74e-124,345,88.78,2.64e-123,344,88.482
BME_RS15335,OANT_RS15610,1.49e-140,389,85.047,9.34e-141,389,85.047
BME_RS15340,OANT_RS15605,1.81e-149,414,79.608,1.2e-149,414,79.608
BME_RS15345,OANT_RS15600,0,522,90.182,0,522,90.182
BME_RS15350,OANT_RS15595,0,796,88.736,0,796,88.736
BME_RS15355,OANT_RS15590,0,604,85.217,0,586,85.217
BME_RS15365,OANT_RS15585,0,938,94.578,0,938,94.578
BME_RS15370,OANT_RS15580,0,595,95.41,0,595,95.41
BME_RS15375,OANT_RS15570,5.06e-179,491,88.889,3.22e-179,491,88.889
BME_RS15385,OANT_RS20220,3.54e-47,142,90.909,2.25e-47,142,90.909
BME_RS15390,OANT_RS15275,1.02e-28,99.4,39.535,6.44e-29,99.4,39.535
BME_RS15430,OANT_RS17715,4.51e-90,267,44.674,2.95e-90,267,44.674
BME_RS15435,OANT_RS24555,5.66e-23,84.7,38.843,3.29e-23,84.7,38.843
BME_RS15445,OANT_RS21685,6.73e-159,437,97.391,3.99e-168,461,96.341
BME_RS15450,OANT_RS21690,1.68e-90,258,86.585,1.49e-99,280,86.585
BME_RS15455,OANT_RS21695,4.92e-170,466,92.975,3.13e-170,466,92.975
BME_RS15460,OANT_RS21700,9.16e-112,314,79.612,7.13e-120,334,83.01
BME_RS15465,OANT_RS21705,0,695,98.039,0,695,98.039
BME_RS15470,OANT_RS21710,7.38e-95,269,93.038,2.05e-95,270,93.038
BME_RS15475,OANT_RS21715,0,516,96.183,0,516,96.183
BME_RS15480,OANT_RS21720,1.26e-72,209,95.495,8.04e-73,209,95.495
BME_RS15485,OANT_RS21725,1.65e-97,274,95,1.05e-97,274,95
BME_RS15490,OANT_RS21730,6.05e-88,248,94.444,3.85e-88,248,94.444
BME_RS15500,OANT_RS15865,3.17e-19,86.7,26.185,1.34e-17,80.9,26.126
BME_RS15505,OANT_RS02405,2.02e-88,260,47.244,1.3e-88,260,47.244
BME_RS15515,OANT_RS19430,1.03e-76,235,38.438,6.68e-77,235,38.438
BME_RS15525,OANT_RS15215,1.22e-117,348,42.725,4.53e-118,348,42.725
BME_RS15530,OANT_RS23865,2.35e-19,76.3,38.636,1.49e-19,76.3,38.636
BME_RS15535,OANT_RS14315,4.14e-119,345,52.711,2.7e-119,345,52.711
BME_RS15550,OANT_RS08920,2.18e-12,63.2,33.645,1.23e-12,62.8,33.645
BME_RS15565,OANT_RS21735,2.85e-109,308,81.095,6.39e-102,289,81.095
BME_RS15570,OANT_RS21740,0,736,94.805,0,736,94.805
BME_RS15575,OANT_RS21745,5.83e-111,316,83.516,1.26e-104,300,88.82
