Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS28880,OANT_RS19780,2.8e-133,368,96.196,1.77e-133,368,96.196
BAB_RS28885,OANT_RS19775,4.94e-124,343,94.857,3.13e-124,343,94.857
BAB_RS28890,OANT_RS19770,0,691,87.234,0,684,86.62
BAB_RS28895,OANT_RS25855,2.7e-42,134,52.555,3.58e-37,120,52.593
BAB_RS28900,OANT_RS19765,0,831,77.612,0,831,77.612
BAB_RS28905,OANT_RS19760,1.16e-82,239,65.318,7.32e-83,239,65.318
BAB_RS28915,OANT_RS19755,0,617,87.749,0,613,87.749
BAB_RS28920,OANT_RS19750,0,510,70.3,0,510,70.3
BAB_RS28925,OANT_RS19745,0,615,88.496,0,615,88.496
BAB_RS28930,OANT_RS19740,0,922,85.996,0,922,85.996
BAB_RS28935,OANT_RS19730,3.66e-66,193,82.883,1.99e-66,193,82.883
BAB_RS28940,OANT_RS19725,3.77e-70,202,85.965,2.38e-70,202,85.965
BAB_RS28945,OANT_RS19720,2.36e-136,382,69.925,4.66e-133,374,69.925
BAB_RS28950,OANT_RS19715,7.49e-104,291,88.535,4.74e-104,291,88.535
BAB_RS28955,OANT_RS19710,0,800,93.447,0,800,93.447
BAB_RS28960,OANT_RS19705,0,579,98.288,0,579,98.288
BAB_RS28970,OANT_RS19700,2.76e-140,390,97.525,2.53e-140,390,97.525
BAB_RS28975,OANT_RS19695,0,690,91.105,0,690,91.105
BAB_RS28985,OANT_RS19690,0,836,90.733,0,836,90.733
BAB_RS28990,OANT_RS19685,6.09e-175,478,96.25,3.85e-175,478,96.25
BAB_RS28995,OANT_RS19680,0,771,79.457,0,760,79.845
BAB_RS29000,OANT_RS19675,0,497,93.676,0,497,93.676
BAB_RS29005,OANT_RS19670,7.55e-142,393,91.15,4.62e-142,393,91.15
BAB_RS29010,OANT_RS19665,3.53e-174,477,91.829,2.24e-174,477,91.829
BAB_RS29015,OANT_RS19660,0,2250,92.237,0,2249,92.237
BAB_RS29020,OANT_RS19655,2.98e-123,343,96.591,1.65e-123,343,96.591
BAB_RS29025,OANT_RS19625,1.58e-176,483,94.048,1e-176,483,94.048
BAB_RS29030,OANT_RS19620,0,537,86.435,0,539,86.435
BAB_RS29035,OANT_RS19615,0,529,91.875,0,530,91.875
BAB_RS29040,OANT_RS19610,0,520,84.127,0,518,84.127
BAB_RS29045,OANT_RS19535,0,912,90.852,0,891,90.852
BAB_RS29050,OANT_RS19530,5.39e-78,224,82.836,3.41e-78,224,82.836
BAB_RS29055,OANT_RS19500,0,881,82.375,0,854,82.342
BAB_RS29060,OANT_RS19495,6.56e-164,451,88.095,4.15e-164,451,88.095
BAB_RS29065,OANT_RS19490,0,556,94.366,0,556,94.366
BAB_RS29070,OANT_RS19485,0,501,90.099,0,525,90.099
BAB_RS29075,OANT_RS25845,7.67e-25,83.2,88.889,4.85e-25,83.2,88.889
BAB_RS29085,OANT_RS19480,1.99e-95,270,82.803,1.28e-95,270,82.803
BAB_RS29090,OANT_RS19475,0,774,92.791,0,774,92.791
BAB_RS29095,OANT_RS19470,2.51e-133,369,87.437,1.59e-133,369,87.437
BAB_RS29100,OANT_RS19405,0,1022,91.864,0,1020,91.864
BAB_RS29105,OANT_RS19400,0,641,89.459,0,641,89.459
BAB_RS29110,OANT_RS19395,0,545,97.518,0,545,97.518
BAB_RS29115,OANT_RS19390,0,567,96.246,0,567,96.246
BAB_RS29120,OANT_RS19385,0,850,95.116,0,850,95.116
BAB_RS29125,OANT_RS19345,0,617,85.507,0,617,85.507
BAB_RS29130,OANT_RS19310,0,1041,92.362,0,1060,92.362
BAB_RS29135,OANT_RS19305,2.86e-165,453,94.118,1.81e-165,453,94.118
BAB_RS29140,OANT_RS19300,7.1e-159,438,92.369,5.35e-159,437,92.369
BAB_RS29145,OANT_RS19295,5.97e-158,442,91.321,1.35e-158,443,91.321
BAB_RS29150,OANT_RS19290,0,546,96.194,0,546,96.194
BAB_RS29155,OANT_RS19285,0,765,95.128,0,765,95.128
BAB_RS29160,OANT_RS19280,2.89e-175,488,66.949,1.25e-161,453,66.949
BAB_RS29165,OANT_RS19275,1.78e-134,372,86.829,1.12e-134,372,86.829
BAB_RS29170,OANT_RS19270,7.19e-175,478,91.463,4.55e-175,478,91.463
BAB_RS29175,OANT_RS19265,1.08e-89,254,94.531,6.62e-90,254,94.531
BAB_RS29180,OANT_RS19260,1.13e-153,426,77.186,7.03e-154,426,77.186
BAB_RS29185,OANT_RS19255,0,542,89,0,542,89
BAB_RS29190,OANT_RS19250,0,572,84.953,0,572,84.953
BAB_RS29195,OANT_RS19245,3.39e-149,418,64.746,2.14e-149,418,64.746
BAB_RS29200,OANT_RS19240,4.57e-151,419,82.072,2.84e-151,419,82.072
BAB_RS29205,OANT_RS19235,2.09e-160,441,91.064,1.32e-160,441,91.064
BAB_RS29210,OANT_RS19230,5.73e-161,441,92.576,3.62e-161,441,92.576
BAB_RS29215,OANT_RS19225,0,691,86.717,0,691,86.717
BAB_RS29220,OANT_RS17360,0,609,52.397,0,624,52.568
BAB_RS29230,OANT_RS19195,0,731,97.268,0,731,97.268
BAB_RS29235,OANT_RS19190,1.79e-172,473,89.494,1.11e-172,473,89.494
BAB_RS29240,OANT_RS19185,4.55e-174,476,91.7,2.88e-174,476,91.7
BAB_RS29245,OANT_RS19180,0,702,80.964,0,702,80.964
BAB_RS29255,OANT_RS19105,5.86e-46,140,88.372,4.37e-46,139,88.372
BAB_RS29260,OANT_RS19100,4.34e-12,49.7,100,2.74e-12,49.7,100
BAB_RS29280,OANT_RS23335,3.3e-48,146,68.317,2.11e-48,146,68.317
BAB_RS29295,OANT_RS19020,6.04e-12,49.3,100,3.82e-12,49.3,100
BAB_RS29305,OANT_RS19015,0,800,86.486,0,800,86.486
BAB_RS29310,OANT_RS19010,7.37e-82,236,86.719,3.92e-82,236,86.719
BAB_RS29315,OANT_RS19005,5.88e-47,142,81.053,2.19e-55,163,81.053
BAB_RS29320,OANT_RS19000,4.03e-86,244,96.748,2.55e-86,244,96.748
BAB_RS29325,OANT_RS18995,0,701,73.97,0,701,73.97
BAB_RS29330,OANT_RS18990,1.89e-34,108,100,1.19e-34,108,100
BAB_RS29335,OANT_RS18985,0,646,91.579,0,639,91.579
BAB_RS29340,OANT_RS18980,6.91e-124,349,74.486,4.36e-123,347,74.486
BAB_RS29345,OANT_RS18975,3.75e-95,269,81.457,2.37e-95,269,81.457
BAB_RS29350,OANT_RS18970,0,1398,88.422,0,1412,88.422
BAB_RS29355,OANT_RS18965,0,1641,92.316,0,1637,94.007
BAB_RS29365,OANT_RS18955,0,627,80.67,0,627,80.67
BAB_RS29370,OANT_RS18950,5.6e-116,325,83.582,8.91e-107,301,83.582
BAB_RS29375,OANT_RS18945,0,784,91.355,0,784,91.355
BAB_RS29380,OANT_RS18940,0,635,97.516,0,635,97.516
BAB_RS29385,OANT_RS18935,0,980,88.007,0,980,88.007
BAB_RS29390,OANT_RS18930,7.45e-106,297,89.697,4.8e-106,297,89.697
BAB_RS29395,OANT_RS18925,1.79e-166,456,93.191,1.12e-166,456,93.191
BAB_RS29400,OANT_RS18920,4.1e-53,158,93.684,2.15e-53,158,93.684
BAB_RS29405,OANT_RS18910,0,935,95.335,0,934,95.335
BAB_RS29410,OANT_RS18900,8.06e-31,99.4,76.271,5.1e-31,99.4,76.271
BAB_RS29415,OANT_RS18895,0,1342,92.493,0,1308,92.351
BAB_RS29420,OANT_RS18890,1.51e-180,498,80.844,1.34e-180,497,80.844
BAB_RS29425,OANT_RS18885,1.67e-159,440,85.098,1.13e-159,440,85.098
BAB_RS29430,OANT_RS18870,0,709,68.542,0,709,68.542
BAB_RS29435,OANT_RS18865,1.29e-69,206,75.581,1.74e-69,204,73.256
BAB_RS29440,OANT_RS18850,1.65e-12,50.8,100,1.04e-12,50.8,100
BAB_RS29445,OANT_RS18840,0,724,89.61,0,724,89.61
BAB_RS29450,OANT_RS18835,0,1548,90.482,0,1548,90.482
BAB_RS29455,OANT_RS18830,1.05e-156,432,91.968,4.23e-164,451,93.173
BAB_RS29460,OANT_RS18825,0,797,87.755,0,817,87.445
BAB_RS29465,OANT_RS18820,0,1153,92.916,0,1142,92.916
BAB_RS29470,OANT_RS18815,0,1331,94.16,0,1331,94.16
BAB_RS29475,OANT_RS18810,2.23e-63,184,92.632,1.41e-63,184,92.632
BAB_RS29480,OANT_RS18805,0,2259,94.525,0,2204,94.525
BAB_RS29490,OANT_RS18800,1.36e-148,410,88.839,8.63e-149,410,88.839
BAB_RS29495,OANT_RS18795,0,1075,83.059,0,1075,83.059
BAB_RS29500,OANT_RS18790,1.22e-147,406,98.039,7.7e-148,406,98.039
BAB_RS29505,OANT_RS18785,8.45e-75,214,87.5,5.34e-75,214,87.5
BAB_RS29510,OANT_RS18780,0,702,83.863,0,702,83.863
BAB_RS29515,OANT_RS18775,4.97e-175,481,89.591,1.78e-177,486,89.591
BAB_RS29520,OANT_RS18770,1.4e-163,452,90.756,1.2e-163,452,90.756
BAB_RS29530,OANT_RS18765,0,941,90.038,0,941,90.038
BAB_RS29535,OANT_RS18760,0,655,94.444,0,656,94.444
BAB_RS29540,OANT_RS18755,0,528,93.137,0,528,93.137
BAB_RS29545,OANT_RS18750,0,685,92.394,0,685,92.394
BAB_RS29550,OANT_RS18740,0,875,96.568,0,875,96.568
BAB_RS29555,OANT_RS18735,1.07e-111,311,95.031,6.76e-112,311,95.031
BAB_RS29560,OANT_RS25825,2.46e-68,197,87.379,1.55e-68,197,87.379
BAB_RS29565,OANT_RS18725,8.28e-68,196,85.437,5.24e-68,196,85.437
BAB_RS29570,OANT_RS18690,5.68e-104,291,92.763,3.59e-104,291,92.763
BAB_RS29575,OANT_RS18685,1.27e-100,283,88.158,8.05e-101,283,88.158
BAB_RS29580,OANT_RS18675,1.44e-10,46.2,92,8.15e-11,46.2,92
BAB_RS29600,OANT_RS23785,2.47e-18,73.9,37.5,1.53e-18,73.9,37.5
BAB_RS29605,OANT_RS14235,4.79e-48,147,56.25,5.65e-42,131,56.757
BAB_RS29610,OANT_RS24605,1.6e-180,515,50.864,1.01e-180,515,50.864
BAB_RS29615,OANT_RS22340,6e-14,64.7,30.065,3.53e-14,64.7,30.065
BAB_RS29625,OANT_RS22740,2.5e-128,372,52.367,1.5e-128,372,52.367
BAB_RS29630,OANT_RS22745,1.83e-15,61.6,57.143,1.94e-15,61.6,57.143
BAB_RS29635,OANT_RS22750,3.82e-55,169,58.896,6.43e-61,183,58.896
BAB_RS29640,OANT_RS22755,0,520,76.115,0,520,76.115
BAB_RS29645,OANT_RS22760,5.89e-56,172,50.588,3.89e-56,172,50.588
BAB_RS29650,OANT_RS22765,0,734,82.366,0,735,82.366
BAB_RS29655,OANT_RS22770,0,930,73.49,0,914,73.49
BAB_RS29660,OANT_RS22775,0,527,77.37,0,527,77.37
BAB_RS29665,OANT_RS22780,0,558,82.5,0,558,82.5
BAB_RS29670,OANT_RS13295,4.72e-20,75.9,36.667,2.91e-20,75.9,36.667
BAB_RS29675,OANT_RS18590,0,981,90.286,0,978,90.286
BAB_RS29680,OANT_RS18595,0,986,88.952,0,986,88.952
BAB_RS29685,OANT_RS18600,0,589,97.72,0,589,97.72
BAB_RS29690,OANT_RS18605,0,677,92.308,0,677,92.308
BAB_RS29695,OANT_RS18610,0,1032,94.757,0,1032,94.757
BAB_RS29700,OANT_RS18465,1.69e-131,365,81.517,1.07e-131,365,81.517
BAB_RS29715,OANT_RS18415,0,749,88.761,0,770,88.761
BAB_RS29720,OANT_RS18400,0,582,83.481,0,568,83.481
BAB_RS29725,OANT_RS18380,0,1274,80.283,0,1254,80.499
BAB_RS29730,OANT_RS18370,4.05e-136,380,82.379,4.73e-136,379,82.379
BAB_RS29735,OANT_RS18365,0,827,88.937,0,827,88.937
BAB_RS29740,OANT_RS18360,0,756,89.245,0,756,88.558
BAB_RS29745,OANT_RS18355,0,679,97.033,0,679,97.033
BAB_RS29750,OANT_RS18350,0,803,94.39,0,803,94.39
BAB_RS29760,OANT_RS18345,0,614,87.688,0,614,87.688
BAB_RS29765,OANT_RS18340,0,690,91.573,0,690,91.573
BAB_RS29770,OANT_RS18335,0,528,94.982,0,528,94.982
BAB_RS29775,OANT_RS18330,0,601,93.949,0,601,93.949
BAB_RS29790,OANT_RS18320,0,506,85.324,0,506,85.324
BAB_RS29795,OANT_RS18315,1.1e-173,476,92.578,6.94e-174,476,92.578
BAB_RS29800,OANT_RS25815,8.4e-31,98.6,94.118,5.31e-31,98.6,94.118
BAB_RS29805,OANT_RS18305,0,666,84.635,0,666,84.635
BAB_RS29810,OANT_RS18300,0,999,92.952,0,999,92.952
BAB_RS29815,OANT_RS18295,0,773,76.786,0,799,76.786
BAB_RS29820,OANT_RS18290,0,825,76.117,0,852,76.117
BAB_RS29825,OANT_RS18285,4.71e-125,347,94.944,2.98e-125,347,94.944
BAB_RS29830,OANT_RS18275,1.47e-70,204,84.348,1.5e-59,176,84.348
BAB_RS29835,OANT_RS18270,1.01e-43,134,87.097,2.87e-45,137,87.097
BAB_RS29840,OANT_RS18265,2.12e-74,218,69.591,2.47e-84,243,69.591
BAB_RS29845,OANT_RS18260,0,873,89.114,0,883,89.114
BAB_RS29850,OANT_RS18255,1.07e-73,211,94.643,6.75e-74,211,94.643
BAB_RS29855,OANT_RS18250,0,1681,90.329,0,1693,90.329
BAB_RS29860,OANT_RS18245,0,600,65.766,0,582,65.766
BAB_RS29865,OANT_RS18240,4.21e-130,361,85.93,2.66e-130,361,85.93
BAB_RS29870,OANT_RS18210,1.21e-117,327,92.442,7.68e-118,327,92.442
BAB_RS29875,OANT_RS18145,4.53e-45,137,64.516,2.87e-45,137,64.516
BAB_RS29880,OANT_RS14630,0,523,76.087,0,523,76.087
BAB_RS29885,OANT_RS14625,8.3e-152,431,59.783,3.06e-143,408,59.783
BAB_RS29890,OANT_RS14620,1.44e-89,259,61.137,9.11e-90,259,61.137
BAB_RS29895,OANT_RS14615,0,585,70.047,0,627,70.047
BAB_RS29900,OANT_RS14610,4.4e-129,368,60.194,2.99e-129,368,60.39
BAB_RS29910,OANT_RS18045,0,582,89.508,0,582,89.508
BAB_RS29915,OANT_RS18055,0,516,87.05,0,516,87.05
BAB_RS29930,OANT_RS18030,9.06e-141,393,72.093,5.71e-141,393,72.093
BAB_RS29935,OANT_RS18020,3e-83,238,81.879,1.69e-89,254,81.879
BAB_RS29940,OANT_RS18005,0,725,85.748,0,725,85.748
BAB_RS29945,OANT_RS17965,1.89e-63,186,77.311,1.21e-63,186,77.311
BAB_RS29970,OANT_RS17560,0,582,82.133,0,597,82.133
BAB_RS29975,OANT_RS17565,0,894,80.407,0,885,82.946
BAB_RS29980,OANT_RS17570,2.23e-68,201,78.912,7.01e-69,202,78.912
BAB_RS29985,OANT_RS18565,0,584,83.529,0,577,83.529
BAB_RS29990,OANT_RS18560,7.24e-161,443,85.433,4.58e-161,443,85.433
BAB_RS29995,OANT_RS18555,1.67e-163,451,86.617,2.48e-168,463,86.617
BAB_RS30000,OANT_RS15130,8.08e-75,216,83.206,7.94e-81,231,83.206
BAB_RS30005,OANT_RS15170,0,629,89.067,0,639,89.067
BAB_RS30020,OANT_RS15160,0,501,83.439,3.57e-179,494,83.439
BAB_RS30025,OANT_RS15155,7.28e-104,298,69.196,8.07e-108,307,69.196
BAB_RS30030,OANT_RS17730,0,568,85.632,0,547,85.632
BAB_RS30035,OANT_RS22785,6.47e-124,348,73.191,4.08e-124,348,73.191
BAB_RS30040,OANT_RS17260,9e-68,199,66.434,5.69e-68,199,66.434
BAB_RS30045,OANT_RS17255,6e-57,171,65.441,2.67e-61,181,65.441
BAB_RS30050,OANT_RS17250,5.09e-55,164,85.417,3.49e-55,164,85.417
BAB_RS30055,OANT_RS17235,7.46e-159,443,77.636,2.51e-169,469,77.636
BAB_RS30060,OANT_RS16060,1.38e-88,253,79.878,4.32e-88,251,79.878
BAB_RS30065,OANT_RS16055,0,793,93.689,0,793,93.689
BAB_RS30075,OANT_RS16085,0,582,85.538,0,582,85.538
BAB_RS30085,OANT_RS16080,0,536,86.577,0,536,86.577
BAB_RS30095,OANT_RS16070,0,728,89.141,0,683,89.141
BAB_RS30100,OANT_RS16065,0,699,93.067,0,719,93.067
BAB_RS30105,OANT_RS17415,1.71e-97,274,89.655,1.09e-97,274,89.655
BAB_RS30110,OANT_RS17615,5.77e-172,475,80.205,3.63e-172,475,80.205
BAB_RS30115,OANT_RS17610,9.7e-103,309,74.786,1.92e-105,316,74.786
BAB_RS30125,OANT_RS05620,3.69e-129,380,47.552,4.7e-136,397,47.489
BAB_RS30140,OANT_RS17555,4.85e-135,374,87.5,3.34e-135,374,87.5
BAB_RS30145,OANT_RS17450,7.95e-54,167,82.796,1.73e-53,167,82.796
BAB_RS30150,OANT_RS17445,0,678,80.049,0,665,80.049
BAB_RS30155,OANT_RS17440,0,1063,74.966,0,1064,74.966
BAB_RS30160,OANT_RS17435,9.68e-154,426,81.008,6.2e-154,426,81.008
BAB_RS30165,OANT_RS17430,1.41e-126,356,67.073,8.92e-127,356,67.073
BAB_RS30170,OANT_RS25510,6.64e-33,106,63.768,4.35e-33,106,63.768
BAB_RS30265,OANT_RS23145,3.68e-55,195,31.712,3.21e-58,202,30.151
BAB_RS30300,OANT_RS24440,2.07e-175,492,60.519,8.65e-167,469,60.519
BAB_RS30305,OANT_RS24445,0,1391,81.472,0,1391,81.472
BAB_RS30315,OANT_RS19915,3.14e-23,93.2,32.171,1.01e-20,85.9,30.855
BAB_RS30330,OANT_RS15825,0,1041,96.346,0,1041,96.346
BAB_RS30335,OANT_RS15820,3.57e-120,337,80.193,2.32e-120,337,80.193
BAB_RS30340,OANT_RS15815,1.53e-108,302,98.013,9.68e-109,302,98.013
BAB_RS30345,OANT_RS15810,0,739,84.149,0,739,84.149
BAB_RS30360,OANT_RS15805,0,991,93.587,0,991,93.587
BAB_RS30365,OANT_RS15800,0,550,86.645,0,533,86.645
BAB_RS30370,OANT_RS03555,2.01e-43,150,34.471,6.25e-43,148,36.145
BAB_RS30375,OANT_RS15795,0,976,97.183,0,976,97.183
BAB_RS30380,OANT_RS15790,0,770,87.865,0,771,87.865
BAB_RS30385,OANT_RS15785,0,617,89.017,0,617,89.017
BAB_RS30390,OANT_RS14090,0,661,69.767,0,661,69.767
BAB_RS30395,OANT_RS14085,0,823,85.745,0,795,85.745
BAB_RS30435,OANT_RS12710,2.69e-29,103,42.169,3.63e-38,125,42.169
BAB_RS30440,OANT_RS12650,2.5e-72,229,39.13,1.83e-69,221,39.193
BAB_RS30470,OANT_RS19205,1.09e-149,416,88.672,7.58e-154,426,88.672
BAB_RS30475,OANT_RS19210,0,655,86.445,0,681,86.445
BAB_RS30480,OANT_RS19215,0,616,84.419,0,616,84.419
BAB_RS30485,OANT_RS19220,0,625,90.294,0,625,90.294
BAB_RS30490,OANT_RS21495,1.48e-52,159,77.778,3.56e-65,191,77.778
BAB_RS30495,OANT_RS12605,3.66e-13,52.4,100,2.32e-13,52.4,100
BAB_RS30505,OANT_RS15400,1.65e-44,136,81.319,1.03e-44,136,81.319
BAB_RS30510,OANT_RS15395,1.87e-177,487,88.93,1.18e-177,487,88.93
BAB_RS30515,OANT_RS15390,8.83e-135,377,75.403,5.45e-135,377,75.403
BAB_RS30520,OANT_RS15310,0,639,93.921,0,639,93.921
BAB_RS30525,OANT_RS15305,0,1411,91.34,0,1411,91.34
BAB_RS30530,OANT_RS15300,3.52e-84,239,84.328,2.23e-84,239,84.328
BAB_RS30535,OANT_RS15295,5.16e-47,141,90.411,3.26e-47,141,90.411
BAB_RS30540,OANT_RS17400,0,827,89.167,0,841,89.167
BAB_RS30550,OANT_RS15260,0,677,92.938,0,677,92.938
BAB_RS30555,OANT_RS15255,0,497,91.571,0,497,91.571
BAB_RS30560,OANT_RS15250,0,638,92.492,0,638,92.492
BAB_RS30565,OANT_RS15245,1.29e-137,383,98.522,1.1e-137,383,98.522
BAB_RS30570,OANT_RS15240,0,582,89.877,0,585,89.877
BAB_RS30575,OANT_RS14985,0,545,88.742,1.33e-173,502,91.429
BAB_RS30580,OANT_RS14990,0,2450,92.926,0,2450,92.926
BAB_RS30585,OANT_RS14995,0,1055,97.461,0,1055,97.461
BAB_RS30590,OANT_RS15000,1.55e-146,405,84.549,4.36e-138,384,84.549
BAB_RS30595,OANT_RS15005,3.27e-150,415,88.703,1.99e-153,423,88.703
BAB_RS30600,OANT_RS15010,1.32e-180,498,83.442,1.01e-180,498,83.442
BAB_RS30605,OANT_RS15015,5.69e-94,268,73.837,3.62e-94,268,73.837
BAB_RS30610,OANT_RS16130,1.04e-109,309,77.297,6.47e-110,309,77.297
BAB_RS30625,OANT_RS16120,1.08e-93,266,74.713,6.64e-94,266,74.713
BAB_RS30630,OANT_RS16115,0,590,90.769,0,588,90.769
BAB_RS30635,OANT_RS16110,0,541,83.607,0,541,83.607
BAB_RS30640,OANT_RS18550,0,521,90.357,0,521,90.357
BAB_RS30645,OANT_RS18545,6.66e-170,467,93.511,4.63e-170,467,93.511
BAB_RS30650,OANT_RS18540,0,661,93.642,0,661,93.642
BAB_RS30655,OANT_RS15040,0,667,77.67,0,667,77.67
BAB_RS30660,OANT_RS15035,3.41e-82,236,80.822,2.84e-79,228,80.822
BAB_RS30665,OANT_RS16105,5.82e-138,384,79.654,1.94e-130,364,79.654
BAB_RS30670,OANT_RS22395,3.52e-147,415,64.329,2.01e-154,433,64.329
BAB_RS30675,OANT_RS22400,1.07e-98,280,75,6.78e-99,280,75
BAB_RS30680,OANT_RS22405,4.2e-154,428,88.406,1.38e-132,373,88.406
BAB_RS30685,OANT_RS22410,0,522,85,0,531,84.142
BAB_RS30690,OANT_RS22415,0,789,82.851,0,770,82.851
BAB_RS30695,OANT_RS22420,0,1201,92.175,0,1206,92.175
BAB_RS30700,OANT_RS22425,0,1273,84.698,0,1295,85.714
BAB_RS30710,OANT_RS15190,0,1064,81.494,0,1051,81.494
BAB_RS30715,OANT_RS15195,2.05e-99,281,77.714,1.3e-99,281,77.714
BAB_RS30720,OANT_RS15200,2.37e-127,356,78.281,1.5e-127,356,78.281
BAB_RS30725,OANT_RS14595,0,951,89.139,0,951,89.139
BAB_RS30730,OANT_RS14590,9.07e-173,472,94.215,5.74e-173,472,94.215
BAB_RS30735,OANT_RS14585,0,645,88.971,0,626,88.971
BAB_RS30740,OANT_RS14580,4.65e-152,422,96.33,3.04e-152,422,96.33
BAB_RS30745,OANT_RS14575,0,624,91.691,0,624,91.691
BAB_RS30755,OANT_RS14570,1.66e-93,280,42.478,1.01e-93,280,42.478
BAB_RS30760,OANT_RS22600,2.86e-146,404,83.478,1.81e-146,404,83.478
BAB_RS30765,OANT_RS22595,1.11e-163,455,70.724,7.03e-164,455,70.724
BAB_RS30770,OANT_RS22590,0,673,92.267,0,683,92.267
BAB_RS30775,OANT_RS14880,1.9e-87,253,69.036,5.21e-94,269,72.626
BAB_RS30780,OANT_RS14885,3.43e-120,335,82.292,2.18e-120,335,82.292
BAB_RS30785,OANT_RS14890,0,570,71.094,0,570,71.094
BAB_RS30790,OANT_RS22585,5.65e-41,128,63.366,3.48e-41,128,63.366
BAB_RS30795,OANT_RS22580,5.27e-94,268,73.256,3.37e-94,268,73.256
BAB_RS30800,OANT_RS22575,0,632,69.451,0,572,69.451
BAB_RS30810,OANT_RS22635,0,1100,84.518,0,1100,84.518
BAB_RS30815,OANT_RS22630,0,498,89.63,0,498,89.63
BAB_RS30820,OANT_RS22625,0,845,92.873,0,845,92.873
BAB_RS30825,OANT_RS22620,1.92e-106,297,91.333,1.21e-106,297,91.333
BAB_RS30830,OANT_RS22615,6.92e-32,104,65.882,4.33e-32,104,65.882
BAB_RS30835,OANT_RS22610,3.74e-91,261,70.899,2.45e-91,261,70.899
BAB_RS30845,OANT_RS22605,1.84e-69,204,70.064,5.56e-78,225,70.064
BAB_RS30850,OANT_RS21875,0,626,81.043,0,652,81.043
BAB_RS30855,OANT_RS15030,2.16e-175,488,70.435,1.36e-175,488,70.435
BAB_RS30860,OANT_RS15025,0,517,81.613,0,518,79.688
BAB_RS30865,OANT_RS15020,6.37e-104,298,66.518,1.52e-97,281,66.518
BAB_RS30885,OANT_RS06690,0,637,85.511,0,637,85.511
BAB_RS30890,OANT_RS06685,0,587,90.06,0,616,90.06
BAB_RS30905,OANT_RS06675,0,527,92.908,0,527,92.908
BAB_RS30910,OANT_RS06670,0,619,91.964,0,619,91.964
BAB_RS30915,OANT_RS06665,0,545,94.056,0,545,94.056
BAB_RS30920,OANT_RS06660,0,596,97.792,0,596,97.792
BAB_RS30925,OANT_RS06655,0,957,95.325,0,937,95.325
BAB_RS30930,OANT_RS06650,8.19e-178,486,96.429,5.18e-178,486,96.429
BAB_RS30935,OANT_RS06645,0,928,93.661,0,928,93.661
BAB_RS30940,OANT_RS06640,2.12e-151,417,94.248,1.33e-151,417,94.248
BAB_RS30945,OANT_RS06615,0,790,87.965,0,772,87.965
BAB_RS30955,OANT_RS07055,0,566,79.279,0,554,79.279
BAB_RS30965,OANT_RS07040,5.8e-24,80.9,95.455,3.67e-24,80.9,95.455
BAB_RS30970,OANT_RS07035,4.62e-76,219,87.591,2.52e-84,240,87.591
BAB_RS30975,OANT_RS07030,0,1083,85.41,0,1083,85.246
BAB_RS30980,OANT_RS07025,3.38e-176,483,94.275,3.87e-172,473,94.275
BAB_RS30985,OANT_RS07015,0,589,97.973,0,589,97.973
BAB_RS30990,OANT_RS07010,2.61e-155,427,91.453,2.78e-163,447,91.453
BAB_RS30995,OANT_RS07000,0,558,96.377,0,558,96.377
BAB_RS31000,OANT_RS06995,0,570,97.183,0,570,97.183
BAB_RS31010,OANT_RS06970,0,753,91.392,0,753,91.392
BAB_RS31015,OANT_RS06965,8.98e-123,343,83.085,5.68e-123,343,83.085
BAB_RS31020,OANT_RS06950,0,498,94.422,0,498,94.422
BAB_RS31025,OANT_RS06945,0,597,95.425,0,597,95.425
BAB_RS31030,OANT_RS06940,1.77e-115,322,89.143,1.12e-115,322,89.143
BAB_RS31035,OANT_RS06935,0,788,94.621,0,766,94.621
BAB_RS31040,OANT_RS06930,8.58e-67,193,90.099,5.43e-67,193,90.099
BAB_RS31055,OANT_RS06920,0,1199,96.678,0,1199,96.678
BAB_RS31060,OANT_RS06915,0,604,89.634,0,604,89.634
BAB_RS31065,OANT_RS06910,0,497,92.164,0,497,92.164
BAB_RS31070,OANT_RS06905,1.26e-167,458,98.261,8e-168,458,98.261
BAB_RS31075,OANT_RS06900,0,676,82.234,0,676,82.234
BAB_RS31080,OANT_RS06895,0,508,82.986,0,508,82.986
BAB_RS31085,OANT_RS06885,0,554,91.118,0,580,91.118
BAB_RS31090,OANT_RS06880,8.14e-84,238,92,5.15e-84,238,92
BAB_RS31095,OANT_RS06875,0,613,88.955,0,613,88.955
BAB_RS31100,OANT_RS06870,0,1145,92.118,0,1145,92.118
BAB_RS31105,OANT_RS06865,6.75e-178,488,92.446,0,508,92.446
BAB_RS31110,OANT_RS06860,5.83e-149,409,95.631,3.69e-149,409,95.631
BAB_RS31115,OANT_RS06855,1.15e-15,58.9,100,7.27e-16,58.9,100
BAB_RS31125,OANT_RS06850,2.15e-113,319,71.498,1.36e-113,319,71.498
BAB_RS31135,OANT_RS06840,1.56e-119,337,81.172,5.2e-142,394,81.172
BAB_RS31140,OANT_RS06835,0,814,84.934,0,814,84.934
BAB_RS31145,OANT_RS06830,0,524,90.845,0,524,90.845
BAB_RS31150,OANT_RS06825,0,922,93.21,0,922,93.21
BAB_RS31160,OANT_RS06820,3.79e-54,164,92.391,4.84e-54,164,92.391
