O_anthropi,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
OANT_RS17145,SMa2361,6.1e-173,480,71.827,4.79e-173,480,71.827
OANT_RS17150,SMa2371,0,660,74.533,0,660,74.533
OANT_RS17155,SMc01701,4.05e-79,232,63.59,8.91e-80,233,63.59
OANT_RS17185,SMa2083,1.79e-103,303,55.263,8.29e-100,293,55.263
OANT_RS17190,SMa2085,7.27e-86,259,46.326,1.12e-93,279,46.326
OANT_RS17205,SMc01026,1.34e-15,72.8,25.43,1.1e-15,72.8,25.43
OANT_RS17210,SMc00127,0,699,66.206,0,699,66.206
OANT_RS17230,SMc00817,1.26e-84,253,47.038,2.17e-82,247,47.038
OANT_RS17240,SM_b21202,0,508,78.247,0,508,78.247
OANT_RS17245,SM_b21203,2.43e-101,288,67,1.92e-101,288,67
OANT_RS17255,SMa1053,7.25e-42,133,61.6,5.21e-43,135,59.231
OANT_RS17260,SMa1052,7.22e-49,151,52.555,5.66e-49,151,52.555
OANT_RS17305,SMc04142,9.93e-94,276,51.211,7.89e-94,276,51.211
OANT_RS17310,SM_b20115,0,858,71.353,0,858,71.353
OANT_RS17315,SM_b20114,7.29e-124,349,67.635,5.79e-124,349,67.635
OANT_RS17320,SMc02774,2.28e-45,154,40.136,2.48e-50,167,39.564
OANT_RS17330,SM_b20713,2.58e-162,468,47.047,2.05e-162,468,47.047
OANT_RS17335,SMc00240,3.14e-109,326,40.189,6.25e-110,328,40.189
OANT_RS17350,SM_b21005,4.85e-67,197,70.455,3.03e-67,198,70.455
OANT_RS17355,SM_b21004,1.56e-60,181,65.116,1.38e-60,181,65.116
OANT_RS17375,SMc00377,6.73e-38,131,37.154,5.27e-38,131,37.154
OANT_RS17380,SMc00136,1.09e-121,343,73.932,2.83e-125,352,73.932
OANT_RS17385,SMc00037,4.93e-59,188,41.156,4.04e-59,188,41.156
OANT_RS17395,SMc01668,1.09e-21,85.5,34.031,8.71e-22,85.5,34.031
OANT_RS17400,SMc02910,0,695,66.979,0,694,66.979
OANT_RS17415,SMa1894,3.9e-88,251,80.272,3.08e-88,251,80.272
OANT_RS17430,SM_b21079,2.64e-59,186,41.667,2.02e-59,186,41.667
OANT_RS17435,SM_b21080,8.43e-76,229,51.376,7.11e-76,229,51.376
OANT_RS17445,SM_b21073,2.38e-38,141,27.208,2.07e-38,141,27.208
OANT_RS17470,SM_b21053,2.39e-16,77.8,29.557,2.13e-16,77.4,29.557
OANT_RS17475,SMa0772,1.02e-11,58.9,32.061,7.15e-12,58.9,32.061
OANT_RS17490,SMc01222,3.35e-08,50.8,24.275,2.44e-08,50.8,24.275
OANT_RS17500,SM_b21050,4.27e-16,78.2,23.181,5.19e-15,74.3,23.181
OANT_RS17505,SM_b21189,4.62e-14,69.7,27.273,4.16e-14,69.7,27.273
OANT_RS17520,SMa0956,2.41e-35,134,27.865,4.62e-32,124,26.802
OANT_RS17530,SM_b21060,2.62e-137,392,56.598,4.11e-130,373,56.598
OANT_RS17540,SM_b21428,2.71e-47,150,41.714,2.31e-47,150,41.714
OANT_RS17545,SM_b21418,2.69e-138,400,48.894,2.03e-138,400,48.894
OANT_RS17550,SM_b21416,5.92e-49,160,37.354,4.41e-49,160,37.354
OANT_RS17560,SMc00564,7.17e-127,365,58.896,1.76e-132,380,58.284
OANT_RS17565,SMc00563,0,528,55.165,0,555,54.691
OANT_RS17575,SMc01418,1.64e-49,151,61.905,1.96e-48,149,66.99
OANT_RS17580,SMc01419,4.48e-61,185,55.215,1.68e-63,191,55.09
OANT_RS17585,SMc01420,1.36e-47,154,44.608,3.58e-47,153,44.608
OANT_RS17595,SMa0684,2.37e-13,69.3,22,1.28e-12,66.6,22
OANT_RS17615,SM_b20683,7.62e-44,149,39.08,1.84e-48,160,39.08
OANT_RS17620,SMc04145,4.46e-98,285,56.299,3.49e-98,285,56.299
OANT_RS17625,SMa0270,1.11e-177,508,53.414,9.21e-178,508,53.414
OANT_RS17630,SM_b20719,0,518,77.177,6.6e-178,493,77.177
OANT_RS17635,SM_b20720,0,535,80.312,0,535,80.312
OANT_RS17640,SMc03162,0,630,84,0,630,84
OANT_RS17645,SMc03161,0,587,74.112,0,602,74.112
OANT_RS17650,SMc03163,0,775,84.633,0,775,84.633
OANT_RS17655,SMc03164,0,715,72.86,0,715,72.86
OANT_RS17660,SMc03165,1.27e-121,351,58.944,1.14e-127,367,58.944
OANT_RS17665,SM_b20902,2.94e-77,238,43.03,2.38e-77,238,43.03
OANT_RS17680,SMc02590,4.72e-172,486,65.814,0,515,65.814
OANT_RS17685,SMc02591,3.6e-48,152,41.714,2.7e-43,139,41.714
OANT_RS17690,SMc02592,4.81e-73,217,56.667,2.98e-77,227,55.33
OANT_RS17695,SMc02593,2.23e-82,241,58.247,1.88e-82,241,58.247
OANT_RS17700,SM_b20027,0,849,87.824,0,825,87.824
OANT_RS17705,SM_b20026,4.08e-65,193,72.368,1.83e-60,181,72.368
OANT_RS17710,SM_b20025,0,551,87.188,0,553,87.188
OANT_RS17725,SMc02600,6.79e-146,416,59.885,5.52e-146,416,59.885
OANT_RS17730,SM_b21335,4.99e-30,115,28.013,1.85e-27,108,28.086
OANT_RS17740,SM_b21308,0,638,67.542,0,639,65.909
OANT_RS17745,SM_b21309,0,677,46.082,0,661,46.082
OANT_RS17750,SM_b21310,5.5e-76,228,55.909,1.32e-83,247,58.667
OANT_RS17755,SM_b21311,0,676,75,0,657,75
OANT_RS17760,SM_b21312,4.36e-125,355,62.409,3.49e-125,355,62.409
OANT_RS17765,SM_b21313,0,777,54.897,0,803,54.897
OANT_RS17770,SM_b21314,1.2e-95,276,69.406,2.48e-101,290,69.406
OANT_RS17775,SM_b21315,0,608,65.463,0,608,65.463
OANT_RS17780,SM_b21316,0,901,74.52,0,901,74.52
OANT_RS17785,SM_b21317,2.76e-79,232,72.483,2.25e-79,232,72.483
OANT_RS17790,SM_b21318,0,603,70.69,0,603,70.69
OANT_RS17795,SM_b21319,4.67e-173,494,52.331,3.63e-173,494,52.331
OANT_RS17800,SM_b21320,0,1222,66.512,0,1222,66.512
OANT_RS17805,SM_b21321,0,533,62.404,0,533,62.404
OANT_RS17810,SM_b21322,0,590,68.974,0,590,68.974
OANT_RS17815,SM_b21323,1.64e-118,346,48.943,8.33e-120,349,48.596
OANT_RS17825,SM_b21297,0,848,65.185,0,839,64.399
OANT_RS17830,SM_b21298,0,2182,59.293,0,2196,59.293
OANT_RS17835,SM_b20493,2.75e-122,345,70.539,2.17e-122,345,70.539
OANT_RS17840,SM_b20494,1.11e-121,348,59.17,8.07e-114,328,59.17
OANT_RS17845,SMc01824,4.07e-08,47.8,34.821,3.12e-08,47.8,34.821
OANT_RS17865,SM_b20080,6.89e-48,165,32.108,7.69e-45,156,32.108
OANT_RS17870,SMc04259,3.35e-164,465,59.645,6.17e-169,477,59.645
OANT_RS17875,SMc04258,7.82e-143,402,66.781,6.21e-143,402,66.781
OANT_RS17880,SMc04257,1.31e-173,481,75.738,9.92e-174,481,75.738
OANT_RS17885,SMc04256,0,512,70.278,0,512,70.278
OANT_RS17890,SMc04254,5.48e-105,302,56.522,4.44e-105,302,56.522
OANT_RS17895,SMc04253,0,568,71.543,0,568,71.543
OANT_RS17900,SMc04260,5.85e-128,368,53.251,4.81e-128,368,53.251
OANT_RS17905,SM_b20426,7.96e-90,277,39.152,5.81e-90,277,39.152
OANT_RS17910,SM_b20427,9.24e-101,291,56.078,7.54e-101,291,56.078
OANT_RS17915,SM_b20430,3.65e-67,204,47.887,2.77e-67,204,47.887
OANT_RS17920,SM_b20429,6.4e-62,190,48.341,6.01e-67,202,48.341
OANT_RS17925,SM_b20428,3.51e-39,136,32.184,1.82e-39,136,32.184
OANT_RS17930,SM_b20435,6.17e-175,486,68.405,1.58e-171,477,68.012
OANT_RS17935,SM_b20434,0,652,77.835,0,652,77.835
OANT_RS17940,SM_b20433,1.55e-146,414,67.879,7.93e-155,434,67.879
OANT_RS17945,SM_b20432,3.21e-122,352,64.103,2.31e-122,352,64.103
OANT_RS17950,SM_b20425,1.15e-85,246,74.15,9.04e-86,246,74.15
OANT_RS17955,SM_b20424,0,707,72.49,0,709,72.49
OANT_RS17960,SM_b20423,0,818,83.991,0,818,83.991
OANT_RS17965,SM_b21412,1.32e-36,119,50.862,1.25e-36,119,50.862
OANT_RS17970,SMc01611,0,724,51.3,0,724,51.3
OANT_RS17975,SMc01610,8.2e-97,284,46.918,6.56e-97,284,46.918
OANT_RS17985,SMc04321,2.73e-51,163,41.589,2.24e-51,163,41.589
OANT_RS17990,SM_b20613,0,671,73.034,0,672,73.214
OANT_RS17995,SM_b20612,0,642,54.604,0,669,54.604
OANT_RS18000,SM_b20611,0,711,83.716,0,729,83.716
OANT_RS18005,SMc04452,0,573,70.603,0,574,70.192
OANT_RS18020,SMc04052,5.45e-57,172,64.189,1.05e-57,174,64.189
OANT_RS18025,SMc00803,2.08e-73,222,46.038,1.86e-73,222,46.038
OANT_RS18030,SMc04054,8.63e-78,233,49.402,6.72e-78,233,49.402
OANT_RS18035,SMc02880,1.33e-80,244,50.836,3.06e-81,246,50.836
OANT_RS18040,SMc02879,8.85e-76,227,52.119,1.48e-81,241,52.564
OANT_RS18045,SMc03797,2.69e-150,422,62.829,2.31e-150,422,62.829
OANT_RS18055,SM_b21091,4.56e-157,441,64.205,4.68e-162,454,64.489
OANT_RS18070,SM_b21493,8.84e-41,131,44.03,7.78e-41,131,44.03
OANT_RS18095,SM_b20697,0,552,52.256,0,552,52.256
OANT_RS18100,SM_b21532,3.51e-144,407,62.918,7.66e-146,411,62.918
OANT_RS18105,SM_b21530,0,1083,86.905,0,1083,86.905
OANT_RS18110,SM_b21529,0,748,75.966,0,748,75.966
OANT_RS18115,SM_b21670,3.96e-59,176,67.48,3.12e-59,176,67.48
OANT_RS18120,SM_b21528,6.27e-156,433,81.091,3.04e-156,433,81.091
OANT_RS18125,SM_b21527,2.74e-176,484,87.037,2.18e-176,484,87.037
OANT_RS18130,SM_b21526,2.65e-179,497,73.178,2.1e-179,497,73.178
OANT_RS18135,SM_b21525,0,697,71.488,0,717,71.488
OANT_RS18140,SMc00141,0,641,60.784,0,646,58.832
OANT_RS18170,SM_b20721,1.2e-57,194,32.739,2.59e-62,207,32.759
OANT_RS18175,SM_b21210,3.68e-56,176,43.891,2.94e-56,176,43.891
OANT_RS18180,SMa0357,3.25e-30,104,54.839,1.29e-30,104,54.839
OANT_RS18185,SMc02024,3.07e-138,405,48.842,1.7e-143,418,48.842
OANT_RS18190,SMc02258,2.15e-50,162,41.228,1.71e-50,162,41.228
OANT_RS18195,SMa0492,2.51e-69,210,48.214,1.9e-69,210,48.214
OANT_RS18200,SMc02260,2.18e-111,320,64.683,2.29e-120,342,64.683
OANT_RS18210,SMc00863,2.47e-14,65.1,36.029,8.34e-20,79.3,36.029
OANT_RS18215,SM_b20886,0,782,78.801,0,782,78.801
OANT_RS18220,SM_b20887,1.27e-149,420,61.538,1.01e-149,420,61.538
OANT_RS18225,SM_b20888,3.37e-106,306,56.604,2.75e-106,306,56.604
OANT_RS18245,SM_b20991,3.8e-61,204,31.236,3.63e-61,204,31.236
OANT_RS18250,SMc03179,0,1296,68.873,0,1283,69.319
OANT_RS18255,SMc03180,1.45e-56,168,75.893,1.18e-56,168,75.893
OANT_RS18260,SMc03181,0,600,62.894,0,598,62.894
OANT_RS18265,SMc03182,4.04e-27,97.8,38.65,4.9e-26,94.7,39.877
OANT_RS18270,SMc03183,4.54e-38,120,64.773,1.51e-29,98.6,62.366
OANT_RS18275,SMc03184,1.21e-33,111,44.828,9.91e-34,111,44.828
OANT_RS18300,SMc02255,1.3e-59,202,30.227,1.16e-59,202,30.227
OANT_RS18305,SMc02254,8.28e-43,150,31.892,9.08e-49,165,32.337
OANT_RS18315,SMc02876,3.27e-130,366,70.588,2.58e-130,366,70.588
OANT_RS18320,SMc02875,4.67e-109,316,54.983,3.7e-109,316,54.983
OANT_RS18325,SMc02873,0,731,82.816,0,731,82.816
OANT_RS18330,SMc02872,0,517,81.457,0,517,81.457
OANT_RS18335,SMc02871,1.43e-177,488,87.455,1.14e-177,488,87.455
OANT_RS18340,SMc02870,0,597,79.656,0,597,79.656
OANT_RS18345,SMc02869,0,533,75.676,0,533,75.676
OANT_RS18350,SMc03201,0,706,82.673,0,706,82.673
OANT_RS18355,SMc03202,0,577,78.571,0,577,78.571
OANT_RS18360,SMc03203,2.28e-173,490,58.352,1.84e-174,492,56.733
OANT_RS18365,SMc03204,0,673,71.398,0,660,71.398
OANT_RS18370,SM_b21490,1.72e-55,176,61.069,3.8e-61,190,56.774
OANT_RS18380,SM_b20595,0,848,77.355,0,868,82.376
OANT_RS18400,SMa0095,1.78e-129,371,58.651,8.62e-135,385,59.238
OANT_RS18405,SMa0093,1.41e-111,321,55.556,7.95e-118,337,55.556
OANT_RS18410,SMa0097,8.75e-97,286,50.814,1.58e-99,292,50.814
OANT_RS18415,SMa1447,0,581,69.585,0,587,69.585
OANT_RS18420,SMc03003,4.62e-145,420,51.096,7.88e-143,414,51.096
OANT_RS18425,SMc03002,2.89e-48,147,67.647,2.25e-48,147,67.647
OANT_RS18430,SMc03001,2.52e-156,439,73.375,8.77e-164,457,73.375
OANT_RS18435,SMc03000,1.34e-145,411,67.593,2.27e-145,410,68.317
OANT_RS18440,SMc02325,0,691,68.089,0,691,68.089
OANT_RS18445,SMc02324,5.44e-172,478,70.695,7.48e-168,467,70.695
OANT_RS18450,SMc02323,1.1e-134,379,68.846,8.61e-135,379,68.846
OANT_RS18455,SMc02322,0,1064,74.964,0,1053,74.964
OANT_RS18460,SMc02321,0,643,73.558,0,619,72.471
OANT_RS18465,SMc02566,1.64e-37,127,40.541,1.27e-37,127,40.541
OANT_RS18470,SMa0387,4.26e-161,454,61.453,3.35e-161,454,61.453
OANT_RS18475,SMa0389,1.92e-122,347,68.254,2.55e-117,333,68.254
OANT_RS18480,SMa0391,1.97e-171,480,71.507,5.91e-172,481,71.507
OANT_RS18485,SMa0392,0,623,86.217,0,626,84.507
OANT_RS18490,SMa0394,8.03e-180,496,80.892,2.23e-174,483,80.892
OANT_RS18495,SMa0396,7.86e-146,407,78.195,4.96e-137,384,78.195
OANT_RS18500,SMa0398,0,706,81.507,0,700,81.507
OANT_RS18505,SMa0400,2.21e-144,409,61.261,1.76e-144,409,61.261
OANT_RS18510,SMa0402,2.89e-103,297,62.979,2.18e-103,297,62.979
OANT_RS18515,SMc01160,3.46e-57,173,60.145,2.72e-57,173,60.145
OANT_RS18520,SMc01159,2.1e-93,276,48.485,1.69e-93,276,48.485
OANT_RS18530,SMa1780,2.16e-58,176,56.338,1.75e-58,176,56.338
OANT_RS18535,SMa1782,4.53e-142,399,67.808,3.66e-142,399,67.808
OANT_RS18540,SM_b20570,2.13e-08,52.4,26.562,1.61e-08,52.4,26.562
OANT_RS18555,SMc02345,3.55e-31,115,33.051,5.51e-36,127,32.751
OANT_RS18570,SM_b20216,9.59e-13,65.5,34.586,9.41e-11,59.3,33.333
OANT_RS18595,SM_b21196,7.18e-179,511,48.864,5.78e-179,511,48.864
OANT_RS18600,SM_b21197,9.37e-137,387,59.283,2e-130,370,59.283
OANT_RS18605,SM_b21198,9.18e-126,364,55.263,1.43e-137,394,55.263
OANT_RS18610,SM_b21199,0,736,69.07,0,736,69.07
OANT_RS18625,SMc00680,0,573,77.586,0,573,77.586
OANT_RS18630,SMc00679,1.76e-90,269,51.22,1.86e-91,271,51.22
OANT_RS18660,SMc01274,1.5e-19,76.3,42.5,1.05e-19,76.3,42.5
OANT_RS18665,SMa0039,3.22e-68,212,42.907,1.5e-74,228,42.907
OANT_RS18670,SMa2023,8.01e-56,177,42.857,5.17e-56,177,43.049
OANT_RS18675,SMc01243,3.48e-11,48.1,83.333,3.06e-08,40.4,84
OANT_RS18685,SMc02318,6.52e-71,208,68,5.21e-71,208,68
OANT_RS18690,SMc00785,9.77e-81,233,77.931,7.81e-81,233,77.931
OANT_RS18695,SMc01510,4.65e-107,308,55.725,3.63e-107,308,55.725
OANT_RS18700,SMc01511,2.64e-150,426,69.855,3.41e-122,355,69.855
OANT_RS18705,SMc01512,2.71e-95,281,52.288,1.62e-97,287,55.985
OANT_RS18710,SMc01513,1.51e-139,398,54.318,1.19e-139,398,54.318
OANT_RS18715,SMc01747,1.28e-10,49.7,64.706,5.02e-11,49.7,64.706
OANT_RS18720,SMc04205,7.75e-65,228,28.951,4.4e-72,248,29.443
OANT_RS18725,SMc01518,7.47e-47,143,62.5,5.94e-47,143,62.5
OANT_RS18735,SMc03786,2.58e-99,280,84.472,2.05e-99,280,84.472
OANT_RS18750,SMc00242,0,533,71.91,0,533,71.91
OANT_RS18755,SMc00244,2.67e-135,383,70.915,1.53e-150,421,70.915
OANT_RS18760,SMc00243,2.42e-175,489,71.989,1.01e-178,498,71.989
OANT_RS18765,SMc00245,0,662,64.244,0,662,64.244
OANT_RS18770,SMc00246,5.82e-158,442,67.077,4.64e-158,442,67.077
OANT_RS18775,SMc00247,4.81e-109,312,65.385,8.34e-109,311,65.385
OANT_RS18780,SMc00316,1.13e-127,372,51.928,9.18e-128,372,51.928
OANT_RS18785,SMc00949,4.73e-52,157,66.346,3.66e-52,157,66.346
OANT_RS18790,SMc00950,1.94e-73,218,56.983,5.61e-74,219,55.851
OANT_RS18795,SMc00951,0,702,55.574,0,702,55.574
OANT_RS18800,SMc00952,1.5e-79,235,50.952,1.18e-79,235,50.952
OANT_RS18805,SMc04450,0,1644,69.692,0,1644,69.692
OANT_RS18810,SMc00227,4.1e-30,100,51.111,3.46e-30,100,51.111
OANT_RS18815,SMc00228,0,890,63.39,0,903,63.39
OANT_RS18820,SMa0878,0,838,68.092,0,839,68.092
OANT_RS18825,SMc00232,0,573,65.079,0,580,65.148
OANT_RS18830,SMc00248,2e-91,267,63.454,6.2e-95,276,63.052
OANT_RS18835,SMc00611,7.76e-145,447,36.024,2.38e-143,443,36.342
OANT_RS18840,SMc00613,4.81e-46,154,40.625,1.93e-46,154,40.625
OANT_RS18850,SMc00303,2.08e-12,50.8,100,1.65e-12,50.8,100
OANT_RS18855,SMc01665,0,571,53.432,0,563,53.432
OANT_RS18870,SMc01507,6.9e-52,181,30.994,5.59e-52,181,30.994
OANT_RS18885,SMc01268,8.57e-117,333,69.658,6.36e-117,333,69.658
OANT_RS18890,SMc02817,1.15e-72,224,42.662,8.16e-72,222,42.662
OANT_RS18895,SMc01018,0,1067,75.284,0,1105,76.42
OANT_RS18910,SMc01352,0,832,85.598,0,845,85.598
OANT_RS18915,SMc01017,2.64e-17,72,35.526,2.02e-21,82.4,35.526
OANT_RS18920,SMc01353,2.95e-44,136,71.579,7.66e-39,122,71.579
OANT_RS18925,SMc01354,1.23e-116,330,72.222,9.7e-117,330,72.222
OANT_RS18930,SMc01355,1.37e-74,218,67.073,1.08e-74,218,67.073
OANT_RS18935,SMc01359,0,713,65.047,0,715,65.047
OANT_RS18940,SMc01360,0,525,84.718,0,508,84.718
OANT_RS18945,SMc01361,0,612,69.484,0,598,69.484
OANT_RS18950,SMc01362,2.96e-81,238,68.421,1.23e-87,254,67.708
OANT_RS18955,SMc01363,2.57e-146,417,55.99,2.01e-146,417,55.99
OANT_RS18965,SMc01364,0,1322,74.007,0,1324,73.43
OANT_RS18970,SMc01365,0,959,62.677,0,945,62.677
OANT_RS18975,SMc01366,4.38e-47,147,48.252,3.44e-47,147,48.252
OANT_RS18980,SMc01367,1.54e-40,137,41.991,2.39e-45,149,41.991
OANT_RS18985,SMc01368,1.39e-133,385,53.826,2.13e-131,379,53.826
OANT_RS18990,SMc01369,5.32e-31,99.8,89.091,4.22e-31,99.8,89.091
OANT_RS18995,SMc01370,4.97e-177,501,56.182,3.9e-177,501,56.182
OANT_RS19000,SMc01371,9.58e-82,233,90.244,7.61e-82,233,90.244
OANT_RS19005,SMc01372,9.06e-23,81.6,47.059,1.36e-19,73.2,45.714
OANT_RS19010,SMc00347,2.45e-41,132,48.438,1.85e-41,132,48.438
OANT_RS19015,SMc01373,0,655,74.651,0,655,74.651
OANT_RS19020,SMc01251,1.2e-08,41.2,83.333,9.54e-09,41.2,83.333
OANT_RS19105,SMc01180,6.89e-19,72,43.82,4.05e-16,64.7,50.794
OANT_RS19125,SMc02509,3e-162,451,77.338,2.47e-163,454,73.154
OANT_RS19130,SMc02508,1.25e-149,419,76.557,9.42e-150,419,76.557
OANT_RS19135,SMc02507,6.99e-167,461,81.72,2.99e-165,457,81.72
OANT_RS19140,SMc02506,8.97e-141,395,73.404,3.32e-146,409,73.404
OANT_RS19165,SM_b20366,1.99e-86,262,43.243,1.47e-86,262,43.243
OANT_RS19175,SMc00570,1.13e-134,385,55.685,3.11e-139,396,55.685
OANT_RS19180,SMc00797,5.85e-130,378,45.913,4.66e-130,378,45.913
OANT_RS19195,SMc02503,0,555,75.824,0,571,75.824
OANT_RS19200,SMc02504,9.23e-54,164,60.714,7.75e-54,164,60.714
OANT_RS19205,SMa1751,2.11e-114,327,74,2.23e-122,347,74
OANT_RS19210,SMa1753,1.1e-176,495,71.117,0,509,70.157
OANT_RS19215,SMa1754,7.09e-180,500,69.714,5.69e-180,500,69.714
OANT_RS19220,SMa1755,0,560,81.081,0,560,81.081
OANT_RS19225,SM_b20589,0,657,82.75,0,673,82.75
OANT_RS19240,SM_b20586,2e-122,346,69.323,1.59e-122,346,69.323
OANT_RS19250,SM_b20583,0,622,75.385,0,622,75.385
OANT_RS19255,SM_b20580,6.8e-170,471,75.41,5.56e-170,471,75.41
OANT_RS19260,SM_b20579,7.4e-116,330,60.536,5.99e-116,330,60.536
OANT_RS19265,SM_b20578,1.04e-70,206,74.615,8.27e-71,206,74.615
OANT_RS19270,SM_b20577,2.15e-141,394,75.102,1.76e-141,394,75.102
OANT_RS19275,SM_b20576,2.62e-105,299,69.756,2.07e-105,299,69.756
OANT_RS19280,SM_b20575,8.94e-121,350,54.131,8.25e-134,383,54.131
OANT_RS19285,SM_b20568,0,659,83.246,0,659,83.246
OANT_RS19290,SM_b20787,2.19e-163,453,83.916,4.01e-172,474,83.916
OANT_RS19295,SM_b20786,3.44e-168,468,73.252,3.63e-157,440,73.252
OANT_RS19300,SM_b20785,1.8e-132,372,76.21,3.28e-125,353,76.21
OANT_RS19305,SM_b20784,2.32e-129,362,75.21,1.85e-129,362,75.21
OANT_RS19310,SMc01533,0,829,74.153,0,829,74.153
OANT_RS19350,SMa0087,8.02e-56,166,73.148,6.49e-56,166,73.148
OANT_RS19355,SMa0085,3.88e-151,424,66.246,3.09e-151,424,66.246
OANT_RS19360,SMa0083,2.33e-161,445,83.74,1.85e-161,445,83.74
OANT_RS19365,SMa0082,2.95e-155,431,77.82,1.28e-148,414,77.444
OANT_RS19370,SMa0081,5.98e-137,380,86.697,1.91e-132,369,86.697
OANT_RS19375,SMa0079,4.73e-132,368,79.279,3.75e-132,368,79.279
OANT_RS19380,SMa0078,5.03e-162,454,63.501,3.95e-162,454,63.501
OANT_RS19385,SM_b20416,0,765,84.906,0,773,84.884
OANT_RS19390,SM_b20417,0,520,86.348,2.36e-177,488,86.348
OANT_RS19395,SM_b20418,0,503,88.298,4.1e-164,454,88.298
OANT_RS19400,SM_b20419,0,521,73.429,0,521,73.429
OANT_RS19405,SMc04179,0,763,63.621,0,712,63.621
OANT_RS19410,SM_b21119,1.85e-62,188,59.355,1.57e-62,188,59.355
OANT_RS19415,SMa0513,6.59e-121,342,68.11,2.24e-125,353,68.504
OANT_RS19420,SMa0246,9.22e-101,290,64.935,6.69e-108,308,64.935
OANT_RS19425,SMa0244,0,664,69.697,0,664,69.697
OANT_RS19430,SMa0241,0,555,83.436,0,555,83.436
OANT_RS19435,SMa0237,7.39e-135,381,68.07,5.87e-135,381,68.07
OANT_RS19440,SMa0064,0,647,75,0,647,75
OANT_RS19445,SMa0247,0,566,69.948,0,566,69.948
OANT_RS19450,SMa0249,1.27e-78,229,64,9.12e-83,239,64
OANT_RS19455,SMa0250,0,633,80.706,0,622,80.706
OANT_RS19460,SMa0252,0,560,80.597,0,560,80.597
OANT_RS19465,SMc03130,2.87e-117,337,56.207,2.25e-117,337,56.207
OANT_RS19470,SMc01052,5.54e-107,303,74.093,4.31e-107,303,74.093
OANT_RS19475,SM_b21281,0,684,81.86,0,683,81.86
OANT_RS19490,SMc00042,1.44e-112,324,56.383,1.18e-112,324,56.383
OANT_RS19495,SMc03997,1.31e-43,145,38.306,1.07e-43,145,38.306
OANT_RS19505,SMa2333,0,665,61.336,0,691,61.336
OANT_RS19510,SMa2331,0,912,70.235,0,926,70.235
OANT_RS19515,SMa2329,1.21e-62,190,53.439,9.58e-63,190,53.439
OANT_RS19520,SMa2327,0,652,45.057,0,676,45.172
OANT_RS19525,SMa2325,3.63e-74,222,48.444,2.84e-74,222,48.444
OANT_RS19535,SMc01971,0,609,63.983,0,626,63.983
OANT_RS19540,SMa0110,1.09e-135,385,61.006,1.55e-139,395,61.006
OANT_RS19545,SMa0108,4.44e-130,370,62.245,3.29e-130,370,62.245
OANT_RS19550,SMa0106,1.66e-148,414,73.529,1.4e-137,386,73.529
OANT_RS19555,SMa0105,1.37e-166,463,71.613,1.09e-166,463,71.613
OANT_RS19560,SMa0104,0,687,63.168,0,687,62.963
OANT_RS19565,SMa0101,0,739,65.291,0,739,65.291
OANT_RS19575,SMc03158,1.18e-60,187,57.971,1.6e-70,212,59.113
OANT_RS19580,SMc03159,3.27e-110,324,52.16,2.47e-110,324,52.16
OANT_RS19660,SM_b20023,0,2023,82.167,0,2016,82.167
OANT_RS19665,SMc03891,2.66e-134,377,78.903,2.11e-138,387,75.097
OANT_RS19670,SMc03893,7.33e-127,355,81.858,3.96e-125,350,81.858
OANT_RS19675,SMc03894,1.65e-144,402,74.308,1.31e-144,402,74.308
OANT_RS19680,SMc00810,8.06e-157,451,65.47,1.09e-163,469,70.303
OANT_RS19685,SMc00811,1.29e-106,305,59.833,7.49e-106,303,64.151
OANT_RS19690,SMc00813,0,577,60.669,0,577,60.669
OANT_RS19695,SMc04393,0,633,82.796,0,633,82.796
OANT_RS19700,SMc04394,0,525,89.42,0,507,89.42
OANT_RS19705,SMc04395,0,527,85.959,0,527,85.959
OANT_RS19710,SMc04396,0,708,86.445,0,714,83.738
OANT_RS19715,SMc01609,8.05e-61,183,58.621,7.08e-61,183,58.621
OANT_RS19720,SMc03085,1.14e-98,288,61.317,2.36e-101,295,61.317
OANT_RS19725,SMc01573,1.14e-34,113,54.286,8.86e-35,113,54.286
OANT_RS19740,SMc00775,1.16e-127,383,42.205,2.5e-129,387,42.205
OANT_RS19745,SMc00784,3.72e-133,380,55.821,3.04e-133,380,55.821
OANT_RS19750,SMc02068,1.13e-91,277,43.228,9.07e-92,277,43.228
OANT_RS19755,SMc03200,2.97e-139,404,50.801,2.33e-146,422,50.801
OANT_RS19760,SMc02597,8.03e-13,60.8,30.822,4.65e-14,63.9,30.387
OANT_RS19765,SMc01754,1.58e-22,97.8,26.316,9.37e-23,98.2,26.316
OANT_RS19770,SMc01869,0,582,74.257,0,570,74.257
OANT_RS19780,SM_b20964,1.16e-12,61.6,26.404,1.1e-12,61.6,26.404
OANT_RS19795,SM_b20899,1.48e-153,431,72.424,2.8e-160,448,72.424
OANT_RS19800,SMc01164,9.63e-59,186,37.545,7.84e-59,186,37.545
OANT_RS19805,SMc01165,0,696,55.644,0,696,55.644
OANT_RS19810,SMc01166,0,753,63.993,0,788,64.157
OANT_RS19815,SMc00433,1.28e-149,419,67.559,1.02e-149,419,67.559
OANT_RS19820,SMc00432,2.41e-109,314,59.091,1.89e-109,314,59.091
OANT_RS19830,SM_b20362,1.27e-146,409,74.242,9.99e-147,409,74.242
